,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID
armia3200wj,49.56,Joel Armia,3200,W,0,MTL,NYR-IShesterkin,5.91,7.6,4.3,0.4,1.8,4,0,1,0,0.0,81,0,2,2.6,3.6,170,6.0,19,160,5.4,-0.5,44,11,22,85,3.7,69,23,7,13,0.09,0.12,0.21,14.04,0.9,1.72,2.3,0.75,0.05,0.53,2.25,10.18,11.09,7.31,0.02,0.02,0.84,0.25,0.28,0.88,0.02,0.0,0.05,0.11,0.25,0.0,1.08,0.0,0.15,0.15,14.53,0.62,1.38,2.0,0.69,0.0,0.54,1.92,8.5,13.0,0.0,0.0,1.09,0.46,7.6,1.0,0.6,0.4,1.0,0.0,13.81,0.05,0.0,0.0,42.01,41.01,45.96,46.14,43.94,3.13,0.16,2.77,0.2,38.08,45.54,46.38,40.69,3.33,0.13,2.85,0.19,41.5,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYR,armia,j,armia3200wj,85626-42983,W,j,Joel Armia,armia,4.676923018235427,26.0,3200,NYR@MON,MON,NYR,,,,,,W/UTIL,armia3200wj
arvidsson6300wv,69.11,Viktor Arvidsson,6300,W,0,LA,BOS-LUllmark,12.22,15.4,9.1,0.66,1.9,2,2,4,0,-0.3,59,0,2,2.7,3.4,135,6.0,17,120,12.7,1.7,57,22,25,96,14.5,57,28,21,14,0.29,0.49,0.78,16.59,2.82,2.88,4.07,0.71,0.1,0.61,3.49,14.67,12.16,11.51,0.06,0.13,2.31,0.47,0.63,0.74,0.0,0.0,0.22,0.36,0.21,0.03,2.77,0.42,0.5,0.92,16.51,3.34,2.75,3.64,0.76,0.15,0.58,3.33,13.27,12.45,0.08,0.17,2.45,0.82,11.8,3.33,2.83,0.5,3.0,0.8,16.68,2.41,0.0,0.33,45.76,48.84,40.0,42.69,46.16,3.24,0.19,3.57,0.17,46.67,43.69,42.5,46.92,3.82,0.24,3.5,0.14,45.0,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BOS,arvidsson,v,arvidsson6300wv,85626-59207,W,v,Viktor Arvidsson,arvidsson,12.44324307828336,37.0,6300,BOS@LA,LA,BOS,,,,,,W/UTIL,arvidsson6300wv
astonreese3500wz,62.34,Z. Aston-Reese,3500,W,0,TOR,SEA-PGrubauer,4.61,5.9,3.3,-1.49,1.3,4,0,1,0,0.0,66,0,2,4.0,2.7,-225,6.5,80,-200,4.2,-1.8,43,13,46,86,2.9,58,41,0,12,0.09,0.05,0.14,12.09,0.7,1.04,1.53,0.68,0.09,0.68,1.72,8.49,9.45,6.53,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.33,0.03,1.09,0.0,0.0,0.0,11.93,0.0,1.25,2.27,0.55,0.0,0.58,1.83,9.36,8.0,0.0,0.0,0.05,0.0,10.0,1.6,1.2,0.4,2.25,0.0,10.99,0.02,0.0,0.0,45.3,47.42,42.26,42.33,45.09,3.02,0.25,3.16,0.29,45.22,43.85,38.56,47.69,3.11,0.32,3.15,0.24,51.2,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,astonreese,z,astonreese3500wz,85626-79820,W,z,Zach Aston-Reese,astonreese,3.726315950092516,38.0,3500,SEA@TOR,TOR,SEA,,,,,,W/UTIL,astonreese3500wz
aubekubel3600wn,60.35,N. Aube-Kubel,3600,W,0,WAS,CLB-EMerzlikins,0.02,0.0,0.0,-6.27,0.0,4,0,1,0,0.0,59,1,2,3.9,2.8,-205,6.5,91,-194,4.5,-1.4,28,10,40,103,5.3,38,15,7,13,0.11,0.12,0.23,9.69,1.42,1.11,1.64,0.68,0.1,0.26,1.37,8.63,8.38,6.21,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.43,0.0,1.26,0.0,0.5,0.5,11.06,2.71,2.13,2.86,0.74,0.0,0.0,2.13,13.17,9.83,0.0,0.0,0.0,0.0,11.0,1.75,1.75,0.0,2.0,0.0,11.6,0.0,0.0,0.0,47.97,45.21,49.7,45.64,43.49,3.26,0.23,3.07,0.21,50.75,49.08,46.17,42.67,2.36,0.31,3.27,0.25,42.0,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLB,aubekubel,n,aubekubel3600wn,85626-59263,W,n,Nicolas Aube-Kubel,aubekubel,3.0545453158291904,22.0,3600,WSH@CBJ,WSH,CBJ,,,,,,W/UTIL,aubekubel3600wn
bahl3700dk,63.1,Kevin Bahl,3700,D,0,NJD,STL-J.Binnington,4.11,5.3,2.9,-2.83,1.1,3,0,1,0,0.0,28,2,1,3.8,2.9,-176,6.5,39,-146,5.1,-0.5,18,5,13,38,3.6,30,30,7,13,0.08,0.16,0.24,14.09,1.02,0.88,1.33,0.66,0.09,1.16,2.04,11.78,11.74,9.17,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.08,0.16,0.92,0.0,0.65,0.0,0.13,0.13,11.95,0.65,0.63,1.13,0.56,0.0,1.0,1.63,9.88,10.25,0.0,0.0,0.09,0.0,8.33,1.67,0.5,1.17,0.83,0.0,11.6,0.12,0.0,0.0,47.33,48.64,47.58,43.76,40.36,2.99,0.18,2.62,0.22,50.43,44.62,43.36,40.77,3.23,0.21,2.75,0.24,40.5,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,STL,bahl,k,bahl3700dk,85626-97107,D,k,Kevin Bahl,bahl,3.849999904632568,16.0,3700,STL@NJ,NJ,STL,,,,,,D/UTIL,bahl3700dk
bailey3900wj,54.46,Josh Bailey,3900,W,0,NYI,EDM-SSkinner,8.45,10.7,6.2,1.57,2.2,1,2,4,0,-4.1,94,1,2,2.7,3.4,135,6.0,63,118,8.1,0.8,59,31,34,94,8.8,76,23,46,13,0.23,0.33,0.56,16.16,2.08,1.31,1.7,0.77,0.18,0.36,1.67,10.52,13.06,7.78,0.02,0.09,1.51,0.13,0.2,0.65,0.0,0.0,0.21,0.24,0.09,0.0,2.1,0.15,0.54,0.69,16.6,2.5,1.15,1.5,0.77,0.13,0.46,1.62,10.45,13.0,0.0,0.08,1.41,0.25,9.8,1.5,1.17,0.33,1.6,0.2,16.93,1.87,0.0,0.0,43.66,42.78,44.9,48.09,47.66,2.67,0.23,3.39,0.24,43.67,42.33,47.75,47.0,2.64,0.14,3.27,0.25,49.25,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDM,bailey,j,bailey3900wj,85626-8495,W,j,Josh Bailey,bailey,7.160000174386161,35.0,3900,NYI@EDM,NYI,EDM,,,,,,W/UTIL,bailey3900wj
barbashev4200wi,64.3,Ivan Barbashev,4200,W,0,STL,NJD-MBlackwood,8.97,11.4,6.6,1.51,2.1,2,2,3,0,0.0,34,0,2,2.9,3.8,145,6.5,61,122,7.8,-0.5,48,24,51,94,7.5,58,41,25,12,0.19,0.32,0.52,15.75,1.98,1.32,1.72,0.77,0.15,0.37,1.7,10.3,13.49,7.91,0.0,0.05,1.67,0.18,0.25,0.71,0.0,0.0,0.19,0.27,0.45,0.02,1.99,0.14,0.29,0.43,17.14,1.51,1.86,2.46,0.75,0.08,0.5,2.36,11.5,11.25,0.0,0.14,2.21,0.08,12.0,1.8,1.2,0.6,2.0,0.25,17.72,2.18,0.0,0.0,43.38,40.36,43.76,47.58,48.64,2.94,0.27,2.85,0.19,40.77,43.36,44.62,50.43,3.0,0.28,3.62,0.15,47.67,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NJD,barbashev,i,barbashev4200wi,85626-58880,W,i,Ivan Barbashev,barbashev,7.134210686934622,38.0,4200,STL@NJ,STL,NJ,,,,,,W/UTIL,barbashev4200wi
barrie6200dt,76.3,Tyson Barrie,6200,D,0,EDM,NYI-I.Sorokin,11.07,13.9,8.3,-1.24,1.8,2,1,8,0,-3.4,28,0,2,3.4,2.7,-160,6.0,37,-144,10.3,0.6,61,27,31,103,15.0,76,23,46,13,0.11,0.49,0.6,19.12,1.88,2.0,2.78,0.72,0.05,1.12,3.12,13.65,13.84,10.4,0.03,0.33,2.97,0.49,0.7,0.7,0.0,0.01,0.07,0.16,0.38,0.0,2.05,0.07,0.86,0.93,21.54,2.59,2.71,3.08,0.88,0.03,1.21,3.93,13.91,14.09,0.0,0.71,2.96,0.58,12.5,4.67,3.0,1.67,3.5,1.25,21.41,2.35,0.0,0.17,47.08,47.66,48.09,44.9,42.78,3.18,0.29,2.8,0.17,47.0,47.75,42.33,43.67,3.36,0.49,2.91,0.22,43.0,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYI,barrie,t,barrie6200dt,85626-13981,D,t,Tyson Barrie,barrie,11.66923092573117,39.0,6200,NYI@EDM,EDM,NYI,,,,,,D/UTIL,barrie6200dt
barzal6700cm,67.88,Mathew Barzal,6700,C,0,NYI,EDM-SSkinner,12.62,15.9,9.4,0.25,1.9,1,2,5,0,-0.6,46,1,2,2.7,3.4,135,6.0,63,118,12.2,0.4,64,25,28,94,14.9,76,23,46,13,0.22,0.67,0.89,18.22,2.93,2.16,2.87,0.75,0.1,0.38,2.53,13.99,13.67,10.27,0.05,0.28,3.1,0.52,0.67,0.77,0.0,0.0,0.17,0.39,0.27,0.0,2.58,0.54,0.46,1.0,19.03,3.15,2.0,2.45,0.81,0.27,0.92,2.92,12.91,13.27,0.08,0.15,3.45,0.58,12.0,3.17,2.33,0.83,2.8,0.6,18.62,3.21,0.17,0.17,43.66,42.78,44.9,48.09,47.66,2.67,0.23,3.39,0.24,43.67,42.33,47.75,47.0,2.64,0.14,3.27,0.25,49.25,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDM,barzal,m,barzal6700cm,85626-66685,C,m,Mathew Barzal,barzal,14.071794558794071,39.0,6700,NYI@EDM,NYI,EDM,,,,,,C/UTIL,barzal6700cm
bayreuther3600dg,42.65,Gavin Bayreuther,3600,D,0,CLB,WAS-D.Kuemper,5.57,7.1,4.0,-1.15,1.5,3,0,0,0,-4.2,44,0,2,2.8,3.9,171,6.5,9,160,4.1,-1.1,32,7,23,77,6.0,33,0,8,12,0.0,0.13,0.13,13.31,0.59,1.05,1.63,0.64,0.0,1.23,2.28,11.61,12.53,8.39,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.44,0.0,0.88,0.0,0.25,0.25,16.8,0.89,1.25,2.0,0.63,0.0,1.25,2.5,13.25,14.75,0.0,0.0,0.03,0.0,16.5,2.5,1.5,1.0,2.0,0.0,18.05,0.0,0.0,0.0,45.12,43.49,45.64,49.7,45.21,2.68,0.19,2.87,0.2,42.67,46.17,49.08,50.75,2.82,0.19,2.55,0.21,48.0,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,bayreuther,g,bayreuther3600dg,85626-79822,D,g,Gavin Bayreuther,bayreuther,4.699999809265137,16.0,3600,WSH@CBJ,CBJ,WSH,,,,,,D/UTIL,bayreuther3600dg
bear3800de,57.8,Ethan Bear,3800,D,0,VAN,COL-A.Georgiev,5.66,7.2,4.1,-1.49,1.5,2,0,0,0,-1.9,75,0,2,3.0,3.7,132,6.5,15,126,5.6,-0.7,40,12,26,97,4.4,45,36,9,11,0.08,0.15,0.23,16.97,0.81,1.56,2.12,0.74,0.05,0.97,2.52,14.4,12.59,11.31,0.0,0.02,0.48,0.15,0.17,0.9,0.0,0.0,0.08,0.13,0.2,0.0,1.3,0.0,0.18,0.18,18.92,0.57,1.27,1.78,0.72,0.0,0.36,1.64,13.5,11.0,0.0,0.0,0.01,0.0,17.33,2.2,1.8,0.4,3.33,0.0,18.99,0.0,0.0,0.0,43.48,44.13,44.39,47.13,50.61,3.18,0.26,2.9,0.21,42.4,41.31,47.6,51.77,3.0,0.26,2.33,0.32,52.0,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL,bear,e,bear3800de,85626-66635,D,e,Ethan Bear,bear,6.01379289298222,29.0,3800,COL@VAN,VAN,COL,,,,,,D/UTIL,bear3800de
beauvillier4700wa,59.16,A. Beauvillier,4700,W,0,NYI,EDM-SSkinner,10.29,13.0,7.6,1.85,2.2,2,1,3,0,-1.8,66,1,2,2.7,3.4,135,6.0,63,118,8.4,0.5,60,28,30,94,8.2,46,38,15,13,0.18,0.3,0.48,16.17,1.78,2.0,2.64,0.76,0.09,0.3,2.3,12.62,14.23,9.21,0.05,0.07,1.5,0.38,0.49,0.78,0.0,0.0,0.14,0.23,0.25,0.01,2.13,0.27,0.18,0.45,15.8,1.71,1.82,2.33,0.78,0.15,0.36,2.18,11.56,11.0,0.0,0.0,1.89,0.4,13.4,2.0,1.67,0.33,2.2,0.6,17.85,2.58,0.0,0.0,43.66,42.78,44.9,48.09,47.66,2.67,0.23,3.39,0.24,43.67,42.33,47.75,47.0,2.64,0.14,3.27,0.25,49.25,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDM,beauvillier,a,beauvillier4700wa,85626-66686,W,a,Anthony Beauvillier,beauvillier,8.129729399809966,37.0,4700,NYI@EDM,NYI,EDM,,,,,,W/UTIL,beauvillier4700wa
bemstrom3700we,52.14,Emil Bemstrom,3700,W,0,CLB,WAS-DKuemper,8.41,10.7,6.2,1.92,2.3,1,2,14,0,-5.7,99,0,2,2.8,3.9,171,6.5,9,160,5.9,0.0,36,13,36,75,14.6,23,0,15,13,0.21,0.13,0.33,11.22,1.77,1.79,2.43,0.74,0.12,0.13,1.92,8.85,8.89,6.85,0.02,0.02,1.18,0.38,0.49,0.78,0.0,0.0,0.19,0.1,0.13,0.0,3.05,0.67,0.0,0.67,16.22,2.48,3.67,5.33,0.69,0.18,0.33,4.0,15.33,11.67,0.33,0.0,2.2,1.0,15.33,4.0,3.67,0.33,5.33,1.0,16.22,2.2,0.33,0.0,45.12,43.49,45.64,49.7,45.21,2.68,0.19,2.87,0.2,42.67,46.17,49.08,50.75,2.82,0.19,2.55,0.21,48.0,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,bemstrom,e,bemstrom3700we,85626-104448,W,e,Emil Bemstrom,bemstrom,11.140000152587891,10.0,3700,WSH@CBJ,CBJ,WSH,,,,,,W/UTIL,bemstrom3700we
beniers6100cm,65.53,Matty Beniers,6100,C,0,SEA,TOR-MMurray,10.0,12.6,7.4,-1.14,1.6,1,2,5,0,0.0,60,0,2,2.7,4.0,184,6.5,20,162,11.8,1.3,61,27,38,44,8.8,33,66,16,12,0.32,0.47,0.79,17.14,2.77,1.87,2.63,0.71,0.17,0.66,2.53,11.93,11.93,9.12,0.13,0.09,2.66,0.6,0.71,0.83,0.0,0.0,0.19,0.38,0.04,0.0,1.99,0.17,0.33,0.5,17.46,1.72,1.75,2.83,0.62,0.1,0.83,2.58,14.25,12.25,0.08,0.0,2.05,0.33,15.0,2.8,1.6,1.2,2.8,0.2,17.09,1.84,0.2,0.0,43.99,45.09,42.33,42.26,47.42,2.94,0.16,3.09,0.22,47.69,38.56,43.85,45.22,2.85,0.11,2.89,0.31,43.5,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOR,beniers,m,beniers6100cm,85626-169115,C,m,Matty Beniers,beniers,11.683333502875437,36.0,6100,SEA@TOR,SEA,TOR,,,,,,C/UTIL,beniers6100cm
bergeron8200cp,85.85,Patrice Bergeron,8200,C,0,BOS,LA-PCopley,14.69,18.4,11.0,-0.76,1.8,1,1,16,0,-2.1,77,0,3,3.4,2.7,-157,6.0,83,-144,15.4,1.6,68,30,23,98,15.1,53,46,38,13,0.36,0.52,0.88,18.2,2.9,3.96,5.05,0.78,0.09,0.63,4.58,14.97,8.72,11.84,0.12,0.17,3.43,0.9,1.3,0.69,0.0,0.02,0.24,0.33,0.36,0.02,3.56,0.43,0.29,0.71,18.21,2.34,3.86,4.23,0.91,0.11,0.79,4.64,14.5,9.5,0.14,0.07,3.29,0.77,16.4,5.33,4.33,1.0,4.4,1.0,18.08,2.68,0.17,0.0,44.6,46.16,42.69,40.0,48.84,3.27,0.25,3.02,0.27,46.92,42.5,43.69,46.67,3.75,0.24,3.91,0.35,43.6,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LA,bergeron,p,bergeron8200cp,85626-8175,C,p,Patrice Bergeron,bergeron,15.13243309227196,37.0,8200,BOS@LA,BOS,LA,,,,,,C/UTIL,bergeron8200cp
binnington6900gj,36.95,Jordan Binnington,6900,G,0,STL,NJD-M.Blackwood,12.6,15.9,9.3,-2.69,1.8,1,0,1,0,2.6,66,0,0,2.9,3.8,145,6.5,61,122,13.1,-0.3,34,26,30,94,18.0,41,25,33,12,2.94,0.0,0.0,0.0,0.0,29.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.58,48.64,0.0,0.0,0.0,0.0,0.0,0.0,44.62,50.43,0.0,0.0,0.0,0.0,47.67,1/5/23,0,26.2,0.49,0.4,56.23,0.06,25.6,3.2,0.5,0.4,47.33,3.18,32.55,2.62,0.22,2.99,0.18,2.64,33.14,2.75,0.24,3.23,0.21,31.17,NJD,binnington,j,binnington6900gj,85626-15339,G,j,Jordan Binnington,binnington,13.651613297001008,31.0,6900,STL@NJ,STL,NJ,,,,,,G,binnington6900gj
bjorkstrand5300wo,68.96,O. Bjorkstrand,5300,W,0,SEA,TOR-MMurray,9.82,12.4,7.2,0.21,1.9,3,1,3,0,0.0,59,0,2,2.7,4.0,184,6.5,20,162,10.9,0.7,64,29,35,87,9.3,58,41,25,12,0.28,0.31,0.59,16.65,2.13,2.61,3.58,0.73,0.11,0.55,3.16,12.76,11.75,9.45,0.08,0.08,2.86,0.48,0.67,0.72,0.0,0.0,0.2,0.23,0.18,0.01,2.21,0.17,0.25,0.42,15.12,1.67,2.67,3.67,0.73,0.06,0.67,3.33,13.25,11.17,0.0,0.0,1.92,0.33,13.6,3.6,2.8,0.8,3.6,0.4,15.23,1.61,0.0,0.0,43.99,45.09,42.33,42.26,47.42,2.94,0.16,3.09,0.22,47.69,38.56,43.85,45.22,2.85,0.11,2.89,0.31,43.5,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOR,bjorkstrand,o,bjorkstrand5300wo,85626-42773,W,o,Oliver Bjorkstrand,bjorkstrand,9.708333333333334,36.0,5300,SEA@TOR,SEA,TOR,,,,,,W/UTIL,bjorkstrand5300wo
bjugstad4400cn,55.79,Nick Bjugstad,4400,C,0,ARI,PHI-CHart,8.95,11.3,6.6,1.3,2.0,2,0,1,0,0.0,52,1,2,2.8,3.4,127,6.0,57,132,5.8,0.5,40,21,41,93,9.9,61,38,46,13,0.2,0.18,0.38,13.84,1.65,1.52,2.11,0.72,0.13,0.34,1.86,9.03,10.67,6.66,0.02,0.0,0.41,0.03,0.1,0.33,0.02,0.0,0.17,0.18,0.37,0.0,1.92,0.36,0.14,0.5,17.84,1.68,2.07,2.85,0.73,0.17,0.57,2.64,10.17,12.5,0.0,0.0,1.25,0.0,11.4,2.33,1.83,0.5,2.4,0.2,17.68,0.76,0.0,0.0,42.85,37.45,49.08,49.46,41.93,2.73,0.18,2.81,0.2,38.08,45.54,46.38,40.69,3.33,0.13,2.85,0.19,41.5,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,bjugstad,n,bjugstad4400cn,85626-39249,C,n,Nick Bjugstad,bjugstad,8.677777608235678,36.0,4400,ARI@PHI,ARI,PHI,,,,,,C/UTIL,bjugstad4400cn
blackwood7600gm,45.95,M. Blackwood,7600,G,0,NJD,STL-J.Binnington,16.48,20.8,12.2,-0.05,2.2,1,0,3,0,-6.2,81,2,0,3.8,2.9,-176,6.5,39,-146,9.5,-0.8,10,8,10,86,14.9,15,7,15,13,2.88,0.0,0.0,0.0,0.0,25.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.76,40.36,0.0,0.0,0.0,0.0,0.0,0.0,43.36,40.77,0.0,0.0,0.0,0.0,40.5,1/5/23,0,22.2,0.38,0.38,52.69,0.0,24.3,2.75,0.25,0.33,43.38,3.56,29.12,2.85,0.19,2.94,0.27,3.5,29.0,3.62,0.15,3.0,0.28,31.0,STL,blackwood,m,blackwood7600gm,85626-66744,G,m,MacKenzie Blackwood,blackwood,8.97142846243722,14.0,7600,STL@NJ,NJ,STL,,,,,,G,blackwood7600gm
blais3600ws,49.98,Sammy Blais,3600,W,0,NYR,MTL-JAllen,3.91,5.0,2.8,-2.38,1.1,4,0,1,0,0.0,59,0,2,3.6,2.6,-205,6.0,81,-194,3.0,-1.1,15,4,16,104,1.6,25,50,0,12,0.0,0.15,0.15,9.81,0.92,0.82,1.21,0.67,0.0,0.27,1.09,7.58,8.7,5.33,0.0,0.0,0.29,0.03,0.03,1.0,0.0,0.0,0.0,0.15,0.24,0.0,1.02,0.0,0.0,0.0,9.61,0.0,0.8,1.0,0.8,0.0,0.1,0.9,6.8,8.8,0.0,0.0,0.15,0.0,4.67,0.33,0.33,0.0,1.0,0.0,8.9,0.0,0.0,0.0,45.78,43.94,46.14,45.96,41.01,2.83,0.26,3.53,0.24,40.69,46.38,45.54,38.08,3.08,0.3,3.83,0.39,36.67,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MTL,blais,s,blais3600ws,85626-58881,W,s,Sammy Blais,blais,2.957575711337003,33.0,3600,NYR@MON,NYR,MON,,,,,,W/UTIL,blais3600ws
