,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID
danault6300cp,64.24,Phillip Danault,6300,C,0,LA,BOS-LUllmark,10.09,12.7,7.4,-1.46,1.6,2,2,3,0,-3.0,16,0,2,2.7,3.4,135,6.0,17,120,12.2,2.8,71,42,28,96,12.7,64,35,42,14,0.39,0.32,0.71,18.4,2.31,2.24,3.09,0.73,0.17,0.84,3.08,14.38,12.26,11.06,0.07,0.08,2.41,0.33,0.45,0.74,0.0,0.04,0.31,0.2,0.5,0.01,2.49,0.36,0.36,0.71,18.4,2.32,2.36,3.08,0.77,0.15,1.07,3.43,13.0,11.77,0.14,0.07,2.47,0.23,11.2,3.0,2.17,0.83,3.0,0.2,19.18,2.2,0.17,0.17,45.76,48.84,40.0,42.69,46.16,3.24,0.19,3.57,0.17,46.92,42.5,43.69,46.67,3.75,0.24,3.91,0.35,43.6,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BOS,danault,p,danault6300cp,85626-15277,C,p,Phillip Danault,danault,11.760975907488566,41.0,6300,BOS@LA,LA,BOS,,,,,,C/UTIL,danault6300cp
dauphin3000cl,43.51,Laurent Dauphin,3000,C,0,ARI,PHI-CHart,5.38,6.9,3.9,0.6,1.8,4,0,2,0,0.0,92,1,2,2.8,3.4,127,6.0,57,132,4.8,-1.0,23,5,33,72,4.0,7,7,0,13,0.08,0.17,0.25,12.57,1.19,1.33,1.81,0.74,0.06,0.64,1.97,9.46,10.69,7.14,0.0,0.0,0.19,0.0,0.03,0.0,0.0,0.0,0.08,0.17,0.75,0.0,1.42,0.0,0.0,0.0,9.39,0.0,2.0,2.5,0.8,0.0,0.5,2.5,7.5,10.0,0.0,0.0,0.0,0.0,7.5,2.5,2.0,0.5,2.5,0.0,9.39,0.0,0.0,0.0,42.85,37.45,49.08,49.46,41.93,2.73,0.18,2.81,0.27,37.33,48.67,46.0,43.0,2.79,0.21,3.0,0.24,34.6,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,dauphin,l,dauphin3000cl,85626-43011,C,l,Laurent Dauphin,dauphin,3.200000127156576,3.0,3000,ARI@PHI,ARI,PHI,,,,,,C/UTIL,dauphin3000cl
deangelo6400dt,75.1,Tony DeAngelo,6400,D,0,PHI,ARI-K.Vejmelka,12.32,15.4,9.2,-0.42,1.9,2,1,5,0,-3.2,85,0,3,3.4,2.8,-152,6.0,43,-160,12.0,0.0,53,20,30,101,15.8,50,16,25,12,0.15,0.55,0.7,22.01,1.91,2.38,3.08,0.77,0.06,1.15,3.53,17.09,16.19,13.03,0.07,0.25,3.25,0.62,0.77,0.8,0.0,0.0,0.08,0.3,0.91,0.0,2.14,0.44,0.67,1.11,22.95,2.9,2.89,2.89,1.0,0.15,0.44,3.33,14.33,17.67,0.22,0.11,3.51,0.78,10.6,3.0,2.8,0.2,2.8,0.8,23.03,2.99,0.2,0.0,43.66,41.93,49.46,49.08,37.45,2.95,0.12,3.36,0.26,43.0,46.0,48.67,37.33,2.55,0.18,3.29,0.39,38.8,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,deangelo,t,deangelo6400dt,85626-58928,D,t,Tony DeAngelo,deangelo,12.136363636363637,33.0,6400,ARI@PHI,PHI,ARI,,,,,,D/UTIL,deangelo6400dt
deslauriers3400wn,54.27,N. Deslauriers,3400,W,0,PHI,ARI-KVejmelka,3.37,4.4,2.4,-2.53,1.0,4,0,1,0,0.0,72,0,3,3.4,2.8,-152,6.0,43,-160,3.6,-2.4,38,10,60,94,1.1,16,83,0,12,0.09,0.06,0.15,10.41,0.86,0.91,1.33,0.68,0.1,0.45,1.36,7.13,9.14,5.26,0.0,0.0,0.06,0.0,0.0,0.0,0.01,0.0,0.08,0.06,1.54,0.02,0.84,0.0,0.0,0.0,9.86,0.0,0.38,0.46,0.83,0.0,0.23,0.62,5.54,8.38,0.0,0.0,0.0,0.0,6.2,0.4,0.2,0.2,0.2,0.0,9.58,0.0,0.0,0.0,43.66,41.93,49.46,49.08,37.45,2.95,0.12,3.36,0.26,43.0,46.0,48.67,37.33,2.55,0.18,3.29,0.39,38.8,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARI,deslauriers,n,deslauriers3400wn,85626-14480,W,n,Nicolas Deslauriers,deslauriers,2.631578947368421,38.0,3400,ARI@PHI,PHI,ARI,,,,,,W/UTIL,deslauriers3400wn
desmith8500gc,51.05,Casey Desmith,8500,G,0,PIT,VGK-L.Thompson,16.48,20.7,12.2,-1.65,1.9,1,0,2,0,-1.6,6,0,0,3.0,3.2,-100,6.0,72,104,14.0,0.8,27,12,14,95,19.7,25,0,8,12,2.55,0.0,0.0,0.0,0.0,31.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.97,49.98,0.0,0.0,0.0,0.0,0.0,0.0,48.33,48.85,0.0,0.0,0.0,0.0,49.0,1/5/23,0,28.7,0.36,0.3,55.79,0.06,30.8,2.75,0.25,0.0,48.95,3.1,33.76,2.82,0.19,2.69,0.23,3.0,32.07,3.56,0.09,2.75,0.33,32.83,VGK,desmith,c,desmith8500gc,85626-74064,G,c,Casey DeSmith,desmith,13.050000190734863,16.0,8500,PIT@VGK,PIT,VGK,,,,,,G,desmith8500gc
dobson6500dn,60.7,Noah Dobson,6500,D,0,NYI,EDM-S.Skinner,12.73,15.9,9.5,-0.23,2.0,1,1,6,0,-3.4,92,1,2,2.7,3.4,135,6.0,63,118,13.0,0.3,77,30,22,94,11.5,61,38,23,13,0.19,0.46,0.65,21.49,1.81,2.62,3.92,0.67,0.07,1.7,4.32,15.3,17.03,11.28,0.05,0.22,3.11,0.61,1.02,0.6,0.0,0.0,0.14,0.23,0.19,0.0,2.06,0.23,0.38,0.62,21.28,1.75,2.31,3.58,0.64,0.1,1.23,3.54,16.45,15.09,0.0,0.08,3.62,0.42,15.0,3.33,2.0,1.33,2.6,0.4,20.85,3.42,0.0,0.0,43.66,42.78,44.9,48.09,47.66,2.67,0.23,3.39,0.24,43.67,42.33,47.75,47.0,2.64,0.14,3.27,0.25,49.25,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDM,dobson,n,dobson6500dn,85626-97214,D,n,Noah Dobson,dobson,12.874359130859377,39.0,6500,NYI@EDM,NYI,EDM,,,,,,D/UTIL,dobson6500dn
donato4500wr,57.47,Ryan Donato,4500,W,0,SEA,TOR-MMurray,5.35,6.8,3.9,-2.7,1.2,4,0,1,0,0.0,16,0,2,2.7,4.0,184,6.5,20,162,7.1,-0.2,54,27,38,84,10.7,83,8,50,12,0.21,0.19,0.4,13.15,1.82,1.95,2.7,0.72,0.11,0.15,2.1,10.22,10.23,7.69,0.0,0.01,1.47,0.27,0.36,0.74,0.0,0.0,0.21,0.18,0.47,0.0,1.51,0.45,0.18,0.64,12.51,3.07,2.27,2.64,0.86,0.2,0.09,2.36,10.91,10.18,0.0,0.0,0.31,0.0,9.6,2.2,2.2,0.0,2.4,0.0,11.42,0.18,0.0,0.0,43.99,45.09,42.33,42.26,47.42,2.94,0.16,3.09,0.22,47.69,38.56,43.85,45.22,2.85,0.11,2.89,0.31,43.5,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOR,donato,r,donato4500wr,85626-82812,W,r,Ryan Donato,donato,6.996969512014678,33.0,4500,SEA@TOR,SEA,TOR,,,,,,W/UTIL,donato4500wr
doughty5600dd,58.65,Drew Doughty,5600,D,0,LA,BOS-L.Ullmark,10.28,12.9,7.6,-0.74,1.8,1,1,7,0,-3.3,71,0,2,2.7,3.4,135,6.0,17,120,11.1,-0.6,43,13,22,96,11.3,85,7,14,14,0.09,0.48,0.57,26.24,1.3,2.22,3.08,0.72,0.04,1.46,3.68,18.68,14.89,14.03,0.05,0.22,3.23,0.68,0.9,0.75,0.0,0.0,0.05,0.26,0.65,0.0,1.86,0.08,0.38,0.46,26.41,1.05,2.31,3.0,0.77,0.03,2.15,4.46,15.92,13.67,0.08,0.31,3.83,0.92,16.0,4.0,2.17,1.83,2.6,0.6,26.05,3.04,0.0,0.17,45.76,48.84,40.0,42.69,46.16,3.24,0.19,3.57,0.17,46.67,43.69,42.5,46.92,3.82,0.24,3.5,0.14,45.0,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BOS,doughty,d,doughty5600dd,85626-8406,D,d,Drew Doughty,doughty,10.177500152587893,40.0,5600,BOS@LA,LA,BOS,,,,,,D/UTIL,doughty5600dd
draisaitl10100cl,87.88,Leon Draisaitl,10100,C,0,EDM,NYI-ISorokin,21.77,27.2,16.3,2.42,2.2,2,1,15,0,-2.6,7,0,2,3.4,2.7,-160,6.0,37,-144,20.2,1.0,70,31,24,103,19.5,61,23,15,13,0.58,0.9,1.48,21.99,4.04,3.34,4.58,0.73,0.17,0.49,3.83,15.49,15.95,11.71,0.27,0.3,4.02,1.22,1.74,0.7,0.01,0.01,0.3,0.59,0.42,0.01,2.81,0.33,1.0,1.33,21.96,3.63,2.92,4.36,0.67,0.11,0.67,3.58,15.5,14.7,0.25,0.5,4.15,1.09,16.0,4.5,3.25,1.25,3.33,1.67,20.57,3.35,0.0,0.5,47.08,47.66,48.09,44.9,42.78,3.18,0.29,2.8,0.17,51.0,49.6,36.42,48.7,3.27,0.25,2.89,0.27,54.75,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYI,draisaitl,l,draisaitl10100cl,85626-58331,C,l,Leon Draisaitl,draisaitl,21.513513513513512,37.0,10100,NYI@EDM,EDM,NYI,,,,,,C/UTIL,draisaitl10100cl
dries4300cs,53.74,Sheldon Dries,4300,C,0,VAN,COL-AGeorgiev,6.6,8.4,4.8,-0.84,1.5,3,2,4,0,0.9,21,0,2,3.0,3.7,132,6.5,15,126,6.9,0.0,19,11,18,76,7.7,27,27,18,11,0.19,0.16,0.34,10.93,1.87,1.69,2.27,0.74,0.11,0.5,2.19,8.31,9.0,5.93,0.06,0.03,1.21,0.2,0.33,0.6,0.0,0.0,0.13,0.13,0.25,0.0,2.0,0.29,0.0,0.29,12.09,1.44,1.86,2.5,0.74,0.15,0.71,2.57,10.6,8.4,0.0,0.0,0.94,0.17,11.0,3.0,2.33,0.67,2.5,1.0,12.68,0.71,0.0,0.0,43.48,44.13,44.39,47.13,50.61,3.18,0.26,2.9,0.21,42.4,41.31,47.6,51.77,3.0,0.26,2.33,0.32,52.0,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL,dries,s,dries4300cs,85626-82167,C,s,Sheldon Dries,dries,7.438095092773437,21.0,4300,COL@VAN,VAN,COL,,,,,,C/UTIL,dries4300cs
drouin3800wj,39.07,Jonathan Drouin,3800,W,0,MTL,NYR-IShesterkin,6.11,7.8,4.4,-0.57,1.6,3,2,2,0,0.0,51,0,2,2.6,3.6,170,6.0,19,160,5.4,-0.3,21,8,12,85,5.2,61,15,15,13,0.0,0.34,0.34,14.35,1.42,1.28,1.72,0.74,0.0,0.34,1.62,8.43,11.75,6.04,0.0,0.17,2.49,0.24,0.38,0.64,0.0,0.0,0.0,0.17,0.59,0.0,1.55,0.0,0.3,0.3,14.77,1.22,1.4,1.6,0.88,0.0,0.3,1.7,7.0,12.44,0.0,0.2,2.85,0.1,6.33,1.5,1.17,0.33,1.17,0.0,14.8,2.34,0.0,0.17,42.01,41.01,45.96,46.14,43.94,3.13,0.16,2.77,0.2,38.08,45.54,46.38,40.69,3.33,0.13,2.85,0.19,41.5,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYR,drouin,j,drouin3800wj,85626-42417,W,j,Jonathan Drouin,drouin,4.678260803222656,23.0,3800,NYR@MON,MON,NYR,,,,,,W/UTIL,drouin3800wj
duchene6300wm,67.4,Matt Duchene,6300,W,0,NAS,CAR-ARaanta,9.92,12.5,7.3,-1.64,1.6,3,2,7,0,0.0,28,1,2,2.5,3.7,190,6.0,13,180,15.6,2.8,74,38,23,86,11.8,69,15,30,13,0.51,0.52,1.02,18.74,3.27,2.72,3.89,0.7,0.19,0.41,3.14,14.09,14.3,10.6,0.2,0.13,3.36,0.7,1.01,0.69,0.0,0.0,0.31,0.39,0.6,0.07,2.04,0.42,0.17,0.58,17.85,1.95,2.42,3.5,0.69,0.17,0.33,2.75,13.55,15.09,0.17,0.08,2.5,0.42,17.0,2.2,2.0,0.2,3.8,0.6,16.41,1.57,0.2,0.2,43.01,43.84,38.59,46.49,51.04,3.42,0.22,3.32,0.19,48.7,36.42,49.6,51.0,3.11,0.21,3.73,0.17,50.6,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,duchene,m,duchene6300wm,85626-8275,W,m,Matt Duchene,duchene,12.342857142857143,35.0,6300,NSH@CAR,NSH,CAR,,,,,,W/UTIL,duchene6300wm
dumoulin3900db,58.1,Brian Dumoulin,3900,D,0,PIT,VGK-L.Thompson,6.64,8.4,4.9,-0.73,1.7,3,0,0,0,-3.1,44,0,3,3.0,3.2,-100,6.0,72,104,6.1,-1.4,73,14,21,94,5.9,75,25,8,12,0.02,0.19,0.22,21.1,0.63,0.97,1.52,0.63,0.02,1.82,2.78,16.74,17.16,12.99,0.0,0.0,0.07,0.0,0.01,0.0,0.0,0.01,0.02,0.18,0.27,0.0,0.54,0.0,0.25,0.25,19.38,0.77,0.33,0.82,0.41,0.0,2.0,2.33,11.82,16.09,0.0,0.0,0.04,0.0,10.75,2.0,0.4,1.6,1.0,0.0,18.72,0.03,0.0,0.0,44.34,48.13,47.07,45.97,49.98,3.23,0.23,2.49,0.23,41.78,43.92,48.33,48.85,3.78,0.29,2.83,0.18,49.0,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VGK,dumoulin,b,dumoulin3900db,85626-21926,D,b,Brian Dumoulin,dumoulin,5.762162079682222,37.0,3900,PIT@VGK,PIT,VGK,,,,,,D/UTIL,dumoulin3900db
dunn5300dv,66.5,Vince Dunn,5300,D,0,SEA,TOR-M.Murray,8.96,11.3,6.6,-1.42,1.7,1,1,8,0,0.0,28,0,2,2.7,4.0,184,6.5,20,162,9.6,0.4,65,27,30,85,8.3,66,33,8,12,0.1,0.44,0.54,22.29,1.45,1.75,2.62,0.67,0.06,1.21,2.96,17.89,16.52,13.23,0.01,0.16,2.49,0.35,0.49,0.72,0.0,0.0,0.09,0.28,0.89,0.0,1.73,0.0,0.42,0.42,24.63,1.02,1.83,2.73,0.67,0.0,1.25,3.08,20.25,17.08,0.0,0.08,2.52,0.42,22.4,3.0,2.0,1.0,3.0,0.4,23.28,1.66,0.0,0.2,43.99,45.09,42.33,42.26,47.42,2.94,0.16,3.09,0.22,47.69,38.56,43.85,45.22,2.85,0.11,2.89,0.31,43.5,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOR,dunn,v,dunn5300dv,85626-66515,D,v,Vince Dunn,dunn,9.533333672417534,36.0,5300,SEA@TOR,SEA,TOR,,,,,,D/UTIL,dunn5300dv
durzi5400ds,60.05,Sean Durzi,5400,D,0,LA,BOS-L.Ullmark,9.59,12.1,7.1,-1.0,1.8,2,2,1,0,-4.8,71,0,2,2.7,3.4,135,6.0,17,120,10.2,0.4,66,25,30,96,8.9,57,42,7,14,0.07,0.39,0.47,20.18,1.4,1.78,2.45,0.72,0.04,1.97,3.74,14.95,14.46,11.27,0.03,0.21,2.64,0.48,0.74,0.64,0.0,0.01,0.04,0.17,0.71,0.0,1.39,0.0,0.36,0.36,20.38,1.06,1.5,2.38,0.63,0.0,2.21,3.71,15.31,16.77,0.0,0.21,2.57,0.31,16.6,3.67,1.67,2.0,2.6,0.4,20.01,2.28,0.0,0.33,45.76,48.84,40.0,42.69,46.16,3.24,0.19,3.57,0.17,46.67,43.69,42.5,46.92,3.82,0.24,3.5,0.14,45.0,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BOS,durzi,s,durzi5400ds,85626-97173,D,s,Sean Durzi,durzi,10.292105423776729,38.0,5400,BOS@LA,LA,BOS,,,,,,D/UTIL,durzi5400ds
dvorak4400cc,54.62,Christian Dvorak,4400,C,0,MTL,NYR-IShesterkin,10.62,13.4,7.8,2.97,2.4,2,1,7,0,0.0,66,0,2,2.6,3.6,170,6.0,19,160,8.7,0.8,50,22,28,85,8.7,69,30,38,13,0.2,0.36,0.56,16.99,1.98,1.44,1.88,0.77,0.14,0.85,2.29,9.9,13.08,7.16,0.02,0.05,2.14,0.31,0.4,0.77,0.0,0.0,0.18,0.32,0.09,0.03,2.0,0.21,0.29,0.5,18.26,1.64,1.64,2.36,0.7,0.13,1.0,2.64,9.54,12.69,0.0,0.0,2.85,0.5,7.17,2.33,0.67,1.67,1.17,0.17,17.02,2.92,0.0,0.0,42.01,41.01,45.96,46.14,43.94,3.13,0.16,2.77,0.19,40.77,43.36,44.62,50.43,3.0,0.28,3.62,0.15,47.67,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYR,dvorak,c,dvorak4400cc,85626-59120,C,c,Christian Dvorak,dvorak,8.118421052631579,38.0,4400,NYR@MON,MON,NYR,,,,,,C/UTIL,dvorak4400cc
eberle6000wj,67.17,Jordan Eberle,6000,W,0,SEA,TOR-MMurray,9.2,11.6,6.8,-1.77,1.5,1,2,4,0,0.0,43,0,2,2.7,4.0,184,6.5,20,162,9.6,0.3,55,29,44,85,8.9,41,58,33,12,0.2,0.38,0.58,17.19,2.02,2.14,3.09,0.69,0.09,0.35,2.49,12.57,12.28,9.52,0.02,0.08,2.69,0.27,0.46,0.58,0.0,0.0,0.18,0.3,0.29,0.0,2.34,0.17,0.25,0.42,16.49,1.53,2.75,3.42,0.8,0.06,0.33,3.08,13.92,11.17,0.0,0.0,2.37,0.33,15.2,2.8,2.4,0.4,3.6,0.0,16.33,1.87,0.0,0.0,43.99,45.09,42.33,42.26,47.42,2.94,0.16,3.09,0.22,47.69,38.56,43.85,45.22,2.85,0.11,2.89,0.31,43.5,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOR,eberle,j,eberle6000wj,85626-9025,W,j,Jordan Eberle,eberle,11.016666836208769,36.0,6000,SEA@TOR,SEA,TOR,,,,,,W/UTIL,eberle6000wj
edler3900da,47.65,Alexander Edler,3900,D,0,LA,BOS-L.Ullmark,5.19,6.6,3.7,-2.18,1.3,3,0,0,0,-3.3,28,0,2,2.7,3.4,135,6.0,17,120,6.3,-0.7,41,11,17,96,6.9,57,21,21,14,0.05,0.23,0.28,16.43,1.02,1.04,1.69,0.61,0.05,1.89,2.93,15.78,14.39,12.07,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.02,0.05,0.21,0.81,0.0,0.8,0.08,0.0,0.08,15.45,0.31,1.0,1.91,0.52,0.08,2.58,3.58,13.0,12.73,0.0,0.0,0.01,0.0,10.5,2.4,0.8,1.6,2.0,0.0,15.07,0.0,0.0,0.0,45.76,48.84,40.0,42.69,46.16,3.24,0.19,3.57,0.17,46.67,43.69,42.5,46.92,3.82,0.24,3.5,0.14,45.0,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BOS,edler,a,edler3900da,85626-8709,D,a,Alexander Edler,edler,6.102857317243304,35.0,3900,BOS@LA,LA,BOS,,,,,,D/UTIL,edler3900da
eichel9100cj,79.32,Jack Eichel,9100,C,0,VGK,PIT-CDesmith,17.25,21.6,12.9,-0.04,1.9,2,1,7,0,-4.7,25,0,3,3.2,3.0,-120,6.0,28,-126,16.5,1.7,55,25,13,87,1.6,0,7,0,13,0.44,0.44,0.89,19.14,2.79,3.82,4.62,0.83,0.12,0.95,4.77,15.28,13.93,11.22,0.07,0.2,2.95,0.81,1.03,0.78,0.0,0.0,0.38,0.25,0.16,0.03,2.61,0.0,0.0,0.0,20.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,16.0,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.95,49.98,45.97,47.07,48.13,2.69,0.23,2.82,0.19,48.85,48.33,43.92,41.78,2.75,0.33,3.56,0.09,41.0,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,eichel,j,eichel9100cj,85626-64100,C,j,Jack Eichel,eichel,17.955555103443288,27.0,9100,PIT@VGK,VGK,PIT,DTD,Lower body,,,,C/UTIL,eichel9100cj
ekholm4600dm,62.75,Mattias Ekholm,4600,D,0,NAS,CAR-A.Raanta,8.48,10.7,6.3,-0.39,1.8,2,2,7,0,0.0,18,1,2,2.5,3.7,190,6.0,13,180,9.2,0.8,67,26,27,86,10.3,69,23,30,13,0.1,0.34,0.43,22.74,1.13,1.96,2.76,0.71,0.05,1.4,3.36,15.58,16.08,12.08,0.0,0.08,1.7,0.23,0.38,0.6,0.0,0.01,0.1,0.24,0.48,0.0,1.6,0.15,0.23,0.38,22.12,1.03,2.0,2.83,0.71,0.08,1.77,3.77,18.27,15.18,0.0,0.08,1.55,0.0,20.2,4.5,2.5,2.0,3.2,0.0,21.87,1.0,0.0,0.17,43.01,43.84,38.59,46.49,51.04,3.42,0.22,3.32,0.19,48.7,36.42,49.6,51.0,3.11,0.21,3.73,0.17,50.6,1/5/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,ekholm,m,ekholm4600dm,85626-14456,D,m,Mattias Ekholm,ekholm,8.241667005750868,36.0,4600,NSH@CAR,NSH,CAR,,,,,,D/UTIL,ekholm4600dm
