,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID,dkSalary
power4500do,64.45,Owen Power,4500,D,0,BUF,FLA-S.Bobrovsky,7.67,9.7,5.6,-0.99,1.7,2,2,5,0,-1.8,73,2,1,3,4.2,170,7,40,168,7.8,-0.5,62,26,32,64,6.2,44,55,22,9,0.1,0.28,0.38,23.39,0.97,1.57,1.9,0.83,0.06,1.15,2.72,19.6,16.77,14.37,0,0.07,1.79,0.17,0.19,0.91,0,0.02,0.1,0.2,0.33,0,1.45,0.3,0,0.3,23.08,0.78,1.5,2,0.75,0.2,0.6,2.1,18,16.4,0,0,1.58,0.1,17.83,2.33,1.67,0.67,2,0.17,23.09,1.88,0,0,45.46,44.81,41.46,42.14,50.74,3.17,0.25,3.51,0.25,44.7,48.18,43.1,57.45,2.6,0.19,3.27,0.28,54.86,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,power,o,power4500do,87268-169056,D,o,Owen Power,power,7.833962494,53,4500,BUF@FLA,BUF,FLA,,,,,,D/UTIL,power4500do,3700
provorov5500di,74.5,Ivan Provorov,5500,D,0,PHI,MTL-J.Allen,8.86,11.2,6.6,-1.95,1.6,1,0,1,0,-2.5,82,1,3,3.4,2.7,-165,6,46,-145,10.1,-0.7,61,22,37,89,6.4,40,60,0,10,0.08,0.29,0.37,23.58,0.94,1.9,2.51,0.76,0.04,2.28,4.18,16.52,18.7,12.16,0,0.06,1.23,0.18,0.25,0.73,0,0.02,0.08,0.21,0.31,0,1.16,0,0.45,0.45,23.31,1.16,0.55,1.27,0.43,0,1.82,2.36,14.45,19.55,0,0,0.24,0.09,14,2.57,0.71,1.86,1.43,0.14,23.28,0.25,0,0,47.1,42.98,47.24,49.86,41.22,2.92,0.13,3.49,0.26,44.09,51.2,51.18,39.4,2.09,0.09,3.2,0.28,39.17,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,provorov,i,provorov5500di,87268-66511,D,i,Ivan Provorov,provorov,9.318643861,59,5500,MON@PHI,PHI,MON,,,,,,D/UTIL,provorov5500di,4900
pulock4400dr,71.75,Ryan Pulock,4400,D,0,NYI,LA-J.Quick,9.61,12.1,7.1,1.17,2.2,2,2,2,0,-2.9,88,0,2,3.3,2.9,-135,6,55,-134,9.1,0.4,74,26,24,97,7.1,66,33,16,12,0.08,0.29,0.37,21,1.06,1.78,2.37,0.75,0.05,1.78,3.57,15.2,17.17,11.01,0.02,0.07,1.13,0.15,0.18,0.82,0,0.01,0.06,0.21,0.12,0.01,1.41,0.08,0.25,0.33,21.23,0.93,1.58,2.09,0.76,0.05,1,2.58,17.08,18.5,0,0,0.39,0,15.86,2.43,1.71,0.71,2.33,0,20.93,0.58,0,0,45.39,44.19,44.46,49.21,47.98,2.7,0.2,3.13,0.25,47.92,45.6,50.58,46.2,2.83,0.15,3.4,0.15,49.33,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,pulock,r,pulock4400dr,87268-43200,D,r,Ryan Pulock,pulock,7.495082167,61,4400,LA@NYI,NYI,LA,,,,,,D/UTIL,pulock4400dr,4000
quick7900gj,38.35,Jonathan Quick,7900,G,0,LA,NYI-I.Sorokin,14.56,18.4,10.7,-2.5,1.8,1,0,4,0,0.7,66,2,0,2.9,3.3,114,6,45,112,14.5,-0.8,34,21,13,96,4.8,11,11,0,9,2.96,0,0,0,0,27.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.46,44.19,0,0,0,0,0,0,45.6,47.92,0,0,0,0,45.43,2/24/2023,0,24.2,0.43,0.36,55.43,0.04,18.3,4,0.67,1,45.39,3.01,29.76,3.13,0.25,2.7,0.2,2.83,30.75,3.4,0.15,2.83,0.15,30.43,NYI,quick,j,quick7900gj,87268-8412,G,j,Jonathan Quick,quick,9.522581039,31,7900,LA@NYI,LA,NYI,,,,,,G,quick7900gj,8000
quinn4400wj,54.5,Jack Quinn,4400,W,0,BUF,FLA-S.Bobrovsky,5.63,7.2,4,-2.22,1.3,3,0,1,0,-2.2,15,2,1,3,4.2,170,7,40,168,7.6,0.1,32,18,24,86,8.8,66,33,44,9,0.2,0.29,0.49,13.32,2.21,1.57,2.39,0.66,0.13,0.18,1.76,10.48,9.65,7.63,0.02,0.1,1.65,0.31,0.48,0.65,0,0,0.18,0.18,0.12,0,1.48,0.3,0.2,0.5,12.52,2.4,1.4,2,0.7,0.21,0.3,1.7,9.2,9.1,0,0,0.69,0.2,9.33,1.33,1.17,0.17,1.67,0.17,12.54,0.35,0,0,45.46,44.81,41.46,42.14,50.74,3.17,0.25,3.51,0.25,44.7,48.18,43.1,57.45,2.6,0.19,3.27,0.28,54.86,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,quinn,j,quinn4400wj,87268-142022,W,j,Jack Quinn,quinn,7.604081757,49,4400,BUF@FLA,BUF,FLA,,,,,,W/UTIL,quinn4400wj,2700
rantanen9400wm,79.05,Mikko Rantanen,9400,W,0,COL,WPG-C.Hellebuyck,17.6,22,13.2,0,1.9,2,1,24,0,-5.1,12,1,5,3,3.1,-105,6,47,-140,17.7,0.4,62,32,29,97,17.2,66,33,33,9,0.5,0.7,1.2,21.86,3.29,3.37,4.74,0.71,0.15,0.59,3.96,18.95,16.18,13.86,0.13,0.34,4,0.9,1.3,0.69,0,0,0.37,0.35,0.67,0.06,3.36,0.4,0.4,0.8,22.44,2.14,3.8,5.2,0.73,0.11,1,4.8,18.3,21.3,0.1,0.1,3.61,0.9,18.5,5.5,4,1.5,5.5,1.33,22.23,4.04,0,0.17,46.1,50.44,45.52,45.25,44.6,3.16,0.27,2.82,0.21,49.2,43.2,54.9,45.2,2.4,0.17,3,0.13,42.83,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,rantanen,m,rantanen9400wm,87268-66737,W,m,Mikko Rantanen,rantanen,19.40909091,55,9400,COL@WPG,COL,WPG,,,,,,W/UTIL,rantanen9400wm,7600
reaves3100wr,18.38,Ryan Reaves,3100,W,0,MIN,TOR-I.Samsonov,2.48,3.2,1.7,-2.84,0.8,4,0,1,0,-3.6,86,2,1,2.5,3.6,171,6,15,126,2.4,-2.8,25,6,57,106,2,33,58,0,12,0.03,0.09,0.12,9.52,0.76,0.57,0.74,0.77,0.06,0.32,0.89,6.49,8.41,4.74,0,0,0.04,0,0,0,0,0,0.03,0.09,0.56,0,0.99,0,0,0,7.87,0,0.75,0.92,0.82,0,0.58,1.33,6.25,8.33,0,0,0,0,6.25,1.5,0.88,0.63,1,0,8.23,0,0,0,46.62,44.51,42.88,42.56,47.06,3.22,0.23,3.12,0.21,49.23,44.4,47.92,50.6,3.15,0.22,2.7,0.07,50.5,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,reaves,r,reaves3100wr,87268-8887,W,r,Ryan Reaves,reaves,2.290196138,51,3100,MIN@TOR,MIN,TOR,,,,,,W/UTIL,reaves3100wr,2500
reinhart6900ws,94.35,Sam Reinhart,6900,W,0,FLA,BUF-U.Luukkonen,15.55,19.5,11.6,2.82,2.3,1,1,21,0,1.4,77,0,4,4.2,3,-202,7,60,-205,13.6,2.1,71,33,28,100,15.8,70,30,50,10,0.39,0.43,0.82,19.24,2.56,2.73,3.85,0.71,0.14,0.55,3.28,13.57,11.02,10.33,0.2,0.17,3.94,0.81,1.16,0.7,0,0.02,0.19,0.24,0.24,0.05,3.39,0.55,0.27,0.82,19.84,2.48,4.27,5.36,0.8,0.13,0.73,5,15.18,13.45,0.09,0,3.69,1.18,13.86,5.29,4.43,0.86,5.43,1.57,20.11,3.86,0.14,0,49.36,50.74,42.14,41.46,44.81,3.38,0.23,2.75,0.26,57.45,43.1,48.18,44.7,2.82,0.1,2.5,0.32,46.17,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,reinhart,s,reinhart6900ws,87268-55375,W,s,Sam Reinhart,reinhart,13.00333354,60,6900,BUF@FLA,FLA,BUF,,,,,,W/UTIL,reinhart6900ws,6100
rielly5900dm,81.85,Morgan Rielly,5900,D,0,TOR,MIN-F.Gustavsson,12.45,15.6,9.3,0.78,2.1,1,1,5,0,-1.3,82,0,3,3.6,2.5,-210,6,85,-152,12.2,-0.2,58,20,25,97,12.8,80,20,30,10,0.11,0.61,0.72,22.67,1.91,2.3,3.1,0.74,0.05,1.24,3.54,17.86,16.03,13.42,0.02,0.23,3.11,0.31,0.48,0.66,0,0.01,0.08,0.37,0.48,0,2.04,0.2,0.6,0.8,22.5,2.13,2.2,3.1,0.71,0.09,1.2,3.4,18.7,16.2,0.1,0.2,2.71,0.5,17.67,4,2.5,1.5,3.33,0.83,21.91,2.64,0.17,0.17,48.24,47.06,42.56,42.88,44.51,3.12,0.25,3.22,0.23,50.6,47.92,44.4,49.23,2.5,0.32,2.69,0.06,48.63,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,rielly,m,rielly5900dm,87268-37881,D,m,Morgan Rielly,rielly,10.9558141,43,5900,MIN@TOR,TOR,MIN,,,,,,D/UTIL,rielly5900dm,5300
riemsdyk5600wj,76.91,J. van Riemsdyk,5600,W,0,PHI,MTL-J.Allen,12,15.1,8.9,1.81,2.1,1,2,5,0,-0.5,9,1,3,3.4,2.7,-165,6,46,-145,10.2,0.3,46,23,31,89,6,50,50,10,10,0.31,0.27,0.59,15.82,2.24,2.24,2.86,0.79,0.14,0.36,2.6,11.54,12.18,8.65,0.07,0.03,2.56,0.46,0.67,0.7,0,0,0.24,0.24,0.39,0,2.67,0.18,0.18,0.36,16.67,1.3,2.09,2.73,0.77,0.09,0.36,2.45,12.45,11.91,0,0,1.93,0.09,13.29,2.14,1.86,0.29,2.43,0.14,17.29,1.55,0,0,47.1,42.98,47.24,49.86,41.22,2.92,0.13,3.49,0.26,44.09,51.2,51.18,39.4,2.09,0.09,3.2,0.28,39.17,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,riemsdyk,j,riemsdyk5600wj,87268-8797,W,j,James van Riemsdyk,riemsdyk,9.548717792,39,5600,MON@PHI,PHI,MON,,,,,,W/UTIL,riemsdyk5600wj,3700
ristolainen4100dr,67.05,Rasmus Ristolainen,4100,D,0,PHI,MTL-J.Allen,9.13,11.5,6.8,1.33,2.2,2,1,4,0,-3.6,90,1,3,3.4,2.7,-165,6,46,-145,7.2,-0.2,66,13,16,89,9.6,70,30,40,10,0.03,0.19,0.22,19.45,0.68,1.11,1.47,0.76,0.02,2.16,3.27,13.66,17.1,10.4,0,0.04,0.47,0.14,0.2,0.67,0.01,0.03,0.01,0.12,0.62,0,1.08,0.09,0.55,0.64,18.99,2.02,1.09,1.36,0.8,0.08,1.73,2.82,11.27,15.91,0,0.18,0.77,0.18,11.29,2.71,0.86,1.86,1,0.43,19.51,1.19,0,0.29,47.1,42.98,47.24,49.86,41.22,2.92,0.13,3.49,0.26,44.09,51.2,51.18,39.4,2.09,0.09,3.2,0.28,39.17,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,ristolainen,r,ristolainen4100dr,87268-42993,D,r,Rasmus Ristolainen,ristolainen,7.149999765,52,4100,MON@PHI,PHI,MON,,,,,,D/UTIL,ristolainen4100dr,3800
rodrigues6100ce,69.27,Evan Rodrigues,6100,C,0,COL,WPG-CHellebuyck,10.47,13.2,7.7,-0.67,1.7,2,2,7,0,-2.3,27,1,5,3,3.1,-105,6,47,-140,10.3,0.4,60,23,28,90,8.8,66,33,11,9,0.21,0.28,0.49,16.77,1.75,3.1,3.77,0.82,0.07,0.32,3.42,13.8,11.7,10.3,0.07,0.06,2.06,0.44,0.51,0.85,0.01,0,0.12,0.22,0.42,0.01,3.13,0.1,0.1,0.2,17.53,0.68,3.5,3.9,0.9,0.03,0.3,3.8,14.7,17.1,0,0,1.55,0.3,14.5,3.67,3.17,0.5,3.33,0,17.45,1.23,0,0,46.1,50.44,45.52,45.25,44.6,3.16,0.27,2.82,0.21,49.2,43.2,54.9,45.2,2.4,0.17,3,0.13,42.83,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,rodrigues,e,rodrigues6100ce,87268-62445,C,e,Evan Rodrigues,rodrigues,11.19999972,44,6100,COL@WPG,COL,WPG,,,,,,C/UTIL,rodrigues6100ce,4600
romanov4300da,68.65,Alexander Romanov,4300,D,0,NYI,LA-J.Quick,6.8,8.6,5,-1.43,1.6,2,0,1,0,-2.9,73,0,2,3.3,2.9,-135,6,55,-134,7.4,-0.4,77,23,21,90,6,75,16,16,12,0.02,0.23,0.26,20.58,0.76,1.4,1.89,0.74,0.02,1.86,3.26,16.07,17.65,11.59,0,0,0.05,0.01,0.05,0.25,0,0.01,0.02,0.22,0.61,0,1.02,0,0.18,0.18,17.84,0.61,1.64,2.3,0.71,0,1.18,2.82,14.09,17.45,0,0,0,0,11.71,1.86,0.86,1,1.67,0,16.98,0,0,0,45.39,44.19,44.46,49.21,47.98,2.7,0.2,3.13,0.25,47.92,45.6,50.58,46.2,2.83,0.15,3.4,0.15,49.33,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,romanov,a,romanov4300da,87268-135663,D,a,Alexander Romanov,romanov,7.273333232,60,4300,LA@NYI,NYI,LA,,,,,,D/UTIL,romanov4300da,3500
roy4900dm,60.8,Matt Roy,4900,D,0,LA,NYI-I.Sorokin,7.74,9.8,5.7,-1.78,1.6,2,0,1,0,-4,29,2,1,2.9,3.3,114,6,45,112,8.9,-0.5,59,15,28,96,12,77,22,33,9,0.12,0.19,0.31,19.3,0.96,1.81,2.43,0.74,0.07,1.93,3.74,16.83,15.63,12.43,0,0,0.09,0,0,0,0.01,0.01,0.11,0.18,0.29,0.01,1.62,0.3,0.1,0.4,19.46,1.23,2.2,2.6,0.85,0.14,1.9,4.1,16.6,14.1,0,0,0.02,0,18.17,4.83,3,1.83,3.5,0,19.15,0,0,0,49.4,47.98,49.21,44.46,44.19,3.21,0.23,2.94,0.17,46.2,50.58,45.6,47.92,2.9,0.34,2.75,0.21,45.43,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYI,roy,m,roy4900dm,87268-79865,D,m,Matt Roy,roy,8.962711658,59,4900,LA@NYI,LA,NYI,,,,,,D/UTIL,roy4900dm,3700
samberg3800dd,49.55,Dylan Samberg,3800,D,0,WPG,COL-A.Georgiev,5.06,6.5,3.6,-2.09,1.3,3,0,1,0,-5.4,44,0,2,3.1,3,-115,6,53,116,5.3,-1,41,12,18,86,2.7,50,25,0,8,0.04,0.17,0.21,15.32,0.82,0.79,1.21,0.65,0.05,1.58,2.38,13.22,10.86,9.84,0,0,0.05,0,0,0,0,0.02,0.04,0.15,0.26,0,0.72,0,0,0,14.31,0,0.71,0.6,1.19,0,0.86,1.57,11.86,7.29,0,0,0.07,0,9.4,2,0.8,1.2,0.75,0,14.63,0,0,0,48.39,44.6,45.25,45.52,50.44,3.1,0.23,2.9,0.21,45.2,54.9,43.2,49.2,3.6,0.14,2.4,0.17,45.83,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,samberg,d,samberg3800dd,87268-135665,D,d,Dylan Samberg,samberg,5.555555556,45,3800,COL@WPG,WPG,COL,,,,,,D/UTIL,samberg3800dd,2700
samsonov8300gi,76.4,Ilya Samsonov,8300,G,0,TOR,MIN-F.Gustavsson,18.84,23.6,14,1.07,2.3,1,0,6,0,1.4,55,0,0,3.6,2.5,-210,6,85,-152,17.6,0.5,32,21,11,93,22.1,50,20,50,10,2.57,0,0,0,0,26.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.88,44.51,0,0,0,0,0,0,44.4,49.23,0,0,0,0,48.63,2/24/2023,0,24.1,0.55,0.31,55.92,0.06,26.4,2.88,0.63,0.75,46.62,3.1,31.53,3.12,0.21,3.22,0.23,1.92,30.85,2.7,0.07,3.15,0.22,29.25,MIN,samsonov,i,samsonov8300gi,87268-83235,G,i,Ilya Samsonov,samsonov,18.63225728,31,8300,MIN@TOR,TOR,MIN,,,,,,G,samsonov8300gi,8200
samuelsson3600dm,61.85,Mattias Samuelsson,3600,D,0,BUF,FLA-S.Bobrovsky,6.58,8.3,4.8,-0.14,1.8,1,0,1,0,-0.2,88,2,1,3,4.2,170,7,40,168,6.2,-0.8,60,19,18,86,4.1,22,55,11,9,0.01,0.2,0.22,21.31,0.62,1.16,1.59,0.73,0.01,1.49,2.65,15.69,15.99,12.18,0,0,0.06,0,0,0,0,0.01,0.01,0.19,0.38,0,1.12,0,0.25,0.25,19.92,0.75,0.88,1,0.88,0,1,1.88,14,15.25,0,0,0,0,16.67,2.17,1,1.17,1.17,0,20.47,0,0,0,45.46,44.81,41.46,42.14,50.74,3.17,0.25,3.51,0.25,44.7,48.18,43.1,57.45,2.6,0.19,3.27,0.28,54.86,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,samuelsson,m,samuelsson3600dm,87268-128509,D,m,Mattias Samuelsson,samuelsson,5.921951294,41,3600,BUF@FLA,BUF,FLA,,,,,,D/UTIL,samuelsson3600dm,3200
sanderson5100dj,54.15,Jake Sanderson,5100,D,0,OTT,CAR-F.Andersen,8.4,10.6,6.2,-1.55,1.6,2,2,4,0,-2.4,78,1,4,2.6,4.1,200,6.5,23,215,9.2,-0.5,54,27,36,55,14.2,40,10,30,10,0.06,0.35,0.41,21.31,1.15,1.67,2.38,0.7,0.04,1.73,3.39,16.28,14.9,11.9,0.02,0.2,2.18,0.24,0.37,0.67,0,0,0.04,0.16,0.12,0,1.25,0.2,0.8,1,22.32,2.69,1.4,3,0.47,0.14,1.8,3.2,18,17,0,0.6,1.82,0.2,16,3,1,2,1,0,19.48,1.67,0,0,40.67,45.61,36.77,44.29,52.18,3.39,0.26,3.3,0.19,43.5,37.2,47.4,53.4,3.5,0.23,2.8,0.11,59,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,sanderson,j,sanderson5100dj,87268-142019,D,j,Jake Sanderson,sanderson,9.064705643,51,5100,OTT@CAR,OTT,CAR,,,,,,D/UTIL,sanderson5100dj,4400
sanheim4600dt,73.05,Travis Sanheim,4600,D,0,PHI,MTL-J.Allen,8.42,10.6,6.2,-0.45,1.8,1,2,3,0,-2.5,44,1,3,3.4,2.7,-165,6,46,-145,8.2,-0.1,66,26,32,89,5.3,40,50,10,10,0.08,0.24,0.31,21.7,0.86,1.43,2.02,0.71,0.06,1.89,3.31,15.98,18.79,11.97,0,0.01,0.83,0.07,0.13,0.55,0.01,0,0.07,0.22,0.56,0,1.42,0,0.1,0.1,19.66,0.31,1,1.4,0.71,0,1.7,2.7,16.2,17.8,0,0,0.21,0,14.67,3,1.17,1.83,1.33,0,20.22,0.29,0,0,47.1,42.98,47.24,49.86,41.22,2.92,0.13,3.49,0.26,44.09,51.2,51.18,39.4,2.09,0.09,3.2,0.28,39.17,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,sanheim,t,sanheim4600dt,87268-59271,D,t,Travis Sanheim,sanheim,7.4086209,58,4600,MON@PHI,PHI,MON,,,,,,D/UTIL,sanheim4600dt,3500
savard5200dd,52.3,David Savard,5200,D,0,MTL,PHI-C.Hart,7.82,9.9,5.8,-2.34,1.5,2,0,1,0,-3.5,68,1,3,2.7,3.4,140,6,54,125,8.9,-0.5,50,13,23,86,9.2,77,22,11,9,0.06,0.28,0.34,21.95,0.93,1.05,1.33,0.79,0.06,2.61,3.66,14.32,19.15,10.63,0,0,0.09,0,0.05,0,0,0.02,0.06,0.27,0.75,0,0.98,0.1,0.2,0.3,22.14,0.81,0.7,0.7,1,0.14,2.8,3.5,12.8,22.4,0,0,0.14,0,12.17,4.17,1.17,3,1.17,0,23.36,0.09,0,0,45.61,41.22,49.86,47.24,42.98,3.13,0.17,2.79,0.25,39.4,51.18,51.2,44.09,2.7,0.26,2.64,0.28,43.71,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,savard,d,savard5200dd,87268-12299,D,d,David Savard,savard,9.136363636,44,5200,MON@PHI,MON,PHI,,,,,,D/UTIL,savard5200dd,4300
scheifele7300cm,78.06,Mark Scheifele,7300,C,0,WPG,COL-AGeorgiev,14.34,18,10.7,0.74,2,1,1,9,0,-2.9,34,0,2,3.1,3,-115,6,53,116,15.1,1.6,61,31,30,86,13.3,75,25,37,8,0.56,0.44,1,20.56,2.92,2.55,3.66,0.7,0.22,0.51,3.06,15.27,15.26,11.35,0.13,0.13,3.4,0.72,1.1,0.65,0,0,0.44,0.31,0.58,0.03,2.91,0.5,0.3,0.8,21.52,2.23,3,4.25,0.71,0.17,0.5,3.5,14,16,0,0,4.15,0.8,14.67,3.67,3.33,0.33,4.6,1.33,21.14,3.83,0,0,48.39,44.6,45.25,45.52,50.44,3.1,0.23,2.9,0.21,45.2,54.9,43.2,49.2,3.6,0.14,2.4,0.17,45.83,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,scheifele,m,scheifele7300cm,87268-15321,C,m,Mark Scheifele,scheifele,14.66724159,58,7300,COL@WPG,WPG,COL,,,,,,C/UTIL,scheifele7300cm,5900
schmidt4000dn,56.7,Nate Schmidt,4000,D,0,WPG,COL-A.Georgiev,6.9,8.8,5,-0.68,1.7,3,2,4,0,-5.4,73,0,2,3.1,3,-115,6,53,116,6.6,-1.2,54,13,30,86,6.4,75,25,12,8,0.08,0.17,0.25,18.91,0.79,1.29,1.99,0.65,0.06,1.29,2.58,14.61,14.47,10.77,0.04,0.01,1.3,0.15,0.27,0.55,0,0.01,0.04,0.14,0.11,0,1.26,0.1,0,0.1,18.31,0.33,1.5,2.25,0.67,0.07,1.1,2.6,13.6,14.5,0.1,0,1.46,0.3,14.17,2.83,1.5,1.33,2.2,0.5,17.53,1.31,0,0,48.39,44.6,45.25,45.52,50.44,3.1,0.23,2.9,0.21,45.2,54.9,43.2,49.2,3.6,0.14,2.4,0.17,45.83,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,schmidt,n,schmidt4000dn,87268-39243,D,n,Nate Schmidt,schmidt,6.391836984,49,4000,COL@WPG,WPG,COL,,,,,,D/UTIL,schmidt4000dn,3200
schueneman3500dc,47.1,Corey Schueneman,3500,D,0,MTL,PHI-C.Hart,5.34,6.8,3.9,-1.17,1.5,2,0,1,0,-2.7,78,1,3,2.7,3.4,140,6,54,125,7,-0.3,35,13,16,37,16,100,0,100,1,0.1,0.15,0.25,16.32,0.92,1.25,1.95,0.64,0.08,1.95,3.2,12.2,16.75,9.1,0,0.05,0.54,0.15,0.2,0.75,0,0,0.1,0.1,0.1,0,0.87,0,0.5,0.5,13.83,2.17,0.5,1,0.5,0,2.5,3,6,20.5,0,0,0,0,6,3,0.5,2.5,1,0,13.83,0,0,0,45.61,41.22,49.86,47.24,42.98,3.13,0.17,2.79,0.25,39.4,51.18,51.2,44.09,2.7,0.26,2.64,0.28,43.71,2/24/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,schueneman,c,schueneman3500dc,87268-117056,D,c,Corey Schueneman,schueneman,5.866666794,3,3500,MON@PHI,MON,PHI,,,,,,D/UTIL,schueneman3500dc,2800
