RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_upside,fantasymonth_duds,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master.1,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID,dkSalary
yamamoto4100wk,51.68,Kailer Yamamoto,4100,W,0,EDM,VGK-LBrossoit,7.27,9.3,5.3,0.0,1.8,2,0,0,0,-1.8,68,0,3,4.1,3.0,-191,7.0,73,-170,7.5,0.0,38,18,36,105,10.9,75,33,25,12,0.18,0.28,0.46,16.62,1.66,1.48,1.85,0.8,0.12,0.47,1.95,14.26,13.21,10.74,0.01,0.04,0.81,0.09,0.14,0.7,0.01,0.01,0.15,0.23,0.46,0.0,2.12,0.38,0.15,0.54,17.28,1.88,2.46,2.92,0.84,0.16,0.38,2.85,16.17,13.08,0.0,0.0,0.74,0.08,16.33,2.33,1.83,0.5,2.17,0.17,16.61,0.54,0.0,0.0,50.04,47.23,49.82,44.53,48.7,3.24,0.32,2.3,0.24,44.91,57.42,39.45,44.25,3.25,0.31,2.15,0.21,43.43,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VGK,yamamoto,k,yamamoto4100wk,88390-82120,W,k,Kailer Yamamoto,yamamoto,7.575000127156575,48.0,4100,VGK@EDM,EDM,VGK,,,,,,W/UTIL,yamamoto4100wk,3200
belzile3700wa,50.2,Alex Belzile,3700,W,0,MTL,CLB-EMerzlikins,6.34,8.1,4.6,-0.15,1.7,4,0,1,0,-2.1,62,0,2,3.7,3.0,-157,6.5,73,-115,7.5,0.9,38,21,21,42,7.8,69,38,30,13,0.15,0.31,0.46,11.96,2.31,1.27,1.77,0.72,0.12,0.77,2.04,8.12,11.92,5.92,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.15,0.31,0.5,0.0,1.38,0.21,0.21,0.43,11.92,2.16,1.21,1.57,0.77,0.18,0.71,1.93,7.14,12.36,0.0,0.0,0.39,0.0,8.0,2.29,1.14,1.14,1.57,0.0,13.34,0.71,0.0,0.0,48.38,41.01,52.04,49.09,44.76,2.86,0.17,2.86,0.24,39.36,59.77,55.57,47.38,2.5,0.17,2.38,0.32,52.71,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLB,belzile,a,belzile3700wa,88390-82183,W,a,Alex Belzile,belzile,7.56923088660607,26.0,3700,CBJ@MON,MON,CBJ,,,,,,W/UTIL,belzile3700wa,2700
jones4000wm,49.77,Max Jones,4000,W,0,ANA,STL-JBinnington,9.08,11.5,6.7,2.01,2.3,1,1,2,0,-0.6,37,0,2,3.0,3.7,130,6.5,25,135,5.2,-0.8,38,13,28,88,9.0,66,41,33,12,0.12,0.14,0.25,12.64,1.19,1.46,2.02,0.72,0.08,0.25,1.71,9.52,12.95,6.93,0.0,0.0,0.19,0.02,0.02,1.0,0.0,0.0,0.12,0.14,0.93,0.0,2.25,0.23,0.31,0.54,14.14,2.29,1.69,2.33,0.73,0.14,0.38,2.08,9.83,11.92,0.0,0.0,0.32,0.08,10.43,2.43,1.71,0.71,2.29,0.14,14.32,0.55,0.0,0.0,43.26,40.72,48.45,54.1,40.37,2.71,0.17,2.41,0.22,37.0,48.0,54.0,39.31,2.42,0.21,2.62,0.21,39.0,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,STL,jones,m,jones4000wm,88390-70922,W,m,Max Jones,jones,5.247457730568062,59.0,4000,STL@ANH,ANH,STL,,,,,,W/UTIL,jones4000wm,2700
robinson3900we,48.85,Eric Robinson,3900,W,0,CLB,MTL-SMontembeault,7.38,9.4,5.4,0.5,1.9,3,0,0,0,-1.8,29,2,1,3.0,3.7,134,6.5,27,-105,6.6,-0.1,59,20,30,88,9.5,58,25,41,12,0.15,0.18,0.33,13.99,1.41,1.6,2.1,0.76,0.09,0.41,2.01,10.26,12.15,7.5,0.0,0.0,0.01,0.0,0.08,0.0,0.01,0.02,0.13,0.16,0.15,0.01,1.46,0.38,0.15,0.54,14.11,2.3,1.23,1.92,0.64,0.31,0.69,1.92,10.08,16.33,0.0,0.0,0.0,0.0,9.14,2.14,1.29,0.86,1.86,0.0,12.27,0.0,0.0,0.0,51.42,44.76,49.09,52.04,41.01,2.63,0.2,3.26,0.27,47.38,55.57,59.77,39.36,2.62,0.32,2.64,0.32,39.43,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MTL,robinson,e,robinson3900we,88390-82852,W,e,Eric Robinson,robinson,6.240000093900241,65.0,3900,CBJ@MON,CBJ,MON,,,,,,W/UTIL,robinson3900we,2500
o'connor3300wd,48.52,Drew O'Connor,3300,W,0,PIT,WAS-DKuemper,4.99,6.4,3.6,-0.72,1.5,4,0,0,0,-0.6,74,0,2,3.5,3.1,-135,6.5,76,-145,5.2,-0.2,30,13,24,69,5.4,50,21,50,14,0.13,0.1,0.23,9.69,1.42,1.43,2.08,0.69,0.09,0.3,1.73,9.11,8.24,6.63,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.13,0.1,0.25,0.0,1.34,0.13,0.13,0.27,11.19,1.45,1.73,2.13,0.81,0.08,0.27,2.0,10.07,8.86,0.0,0.0,0.04,0.0,11.13,1.75,1.5,0.25,1.75,0.0,11.87,0.01,0.0,0.0,51.21,51.63,46.01,47.03,46.79,3.3,0.21,2.73,0.17,58.0,46.67,43.6,44.75,3.2,0.21,3.25,0.13,47.0,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WAS,o'connor,d,o'connor3300wd,88390-119693,W,d,Drew O'Connor,o'connor,5.284210606625206,38.0,3300,WSH@PIT,PIT,WSH,,,,,,W/UTIL,o'connor3300wd,2500
blais3800ws,48.15,Sammy Blais,3800,W,0,STL,ANA-JGibson,8.02,10.2,5.8,1.34,2.1,3,2,6,0,0.4,45,1,2,3.7,3.0,-155,6.5,75,-155,4.8,-0.9,32,11,24,105,9.7,66,33,33,12,0.12,0.15,0.27,11.21,1.45,0.97,1.42,0.68,0.12,0.43,1.4,8.22,9.73,5.77,0.0,0.0,0.76,0.12,0.14,0.88,0.0,0.0,0.12,0.15,0.23,0.0,1.73,0.38,0.31,0.69,14.64,2.83,1.23,1.69,0.73,0.31,0.46,1.69,10.15,11.31,0.0,0.0,1.74,0.23,10.43,1.71,1.29,0.43,1.71,0.0,15.34,1.87,0.0,0.0,47.44,40.37,54.1,48.45,40.72,3.02,0.24,3.17,0.27,39.31,54.0,48.0,37.0,3.23,0.17,2.67,0.31,36.14,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANA,blais,s,blais3800ws,88390-58881,W,s,Sammy Blais,blais,4.83999989827474,60.0,3800,STL@ANH,STL,ANH,,,,,,W/UTIL,blais3800ws,2600
smith3300wc,47.89,Craig Smith,3300,W,0,WAS,PIT-CDesmith,6.44,8.2,4.6,0.73,2.0,2,0,0,0,-1.2,79,0,2,3.1,3.5,115,6.5,24,125,5.4,-1.5,37,13,44,95,5.9,58,8,41,12,0.1,0.13,0.23,11.48,1.2,1.62,2.19,0.74,0.06,0.3,1.92,10.45,9.72,7.78,0.0,0.03,0.67,0.11,0.12,0.89,0.0,0.0,0.1,0.1,0.28,0.0,2.04,0.15,0.0,0.15,11.78,0.76,1.77,2.42,0.73,0.09,0.62,2.38,11.5,10.75,0.0,0.0,0.15,0.0,11.57,2.57,2.14,0.43,2.29,0.0,11.74,0.25,0.0,0.0,46.02,46.79,47.03,46.01,51.63,3.17,0.22,3.04,0.22,44.75,43.6,46.67,58.0,3.17,0.29,3.0,0.22,59.38,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PIT,smith,c,smith3300wc,88390-15239,W,c,Craig Smith,smith,4.723214285714286,56.0,3300,WSH@PIT,WSH,PIT,,,,,,W/UTIL,smith3300wc,2600
pitlick3500wr,46.85,Rem Pitlick,3500,W,0,MTL,CLB-EMerzlikins,7.6,9.7,5.5,1.5,2.2,3,2,9,0,0.6,62,0,2,3.7,3.0,-157,6.5,73,-115,5.4,-1.1,45,19,40,66,4.7,53,23,46,13,0.14,0.21,0.34,14.3,1.43,0.84,1.21,0.7,0.16,0.38,1.22,9.27,13.05,6.77,0.02,0.0,1.06,0.09,0.12,0.71,0.0,0.0,0.12,0.21,0.38,0.0,1.09,0.07,0.29,0.36,13.59,1.59,0.64,1.36,0.47,0.11,0.29,0.93,9.86,13.93,0.07,0.0,1.12,0.07,9.0,0.29,0.29,0.0,0.86,0.14,12.76,1.06,0.14,0.0,48.38,41.01,52.04,49.09,44.76,2.86,0.17,2.86,0.24,39.36,59.77,55.57,47.38,2.5,0.17,2.38,0.32,52.71,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLB,pitlick,r,pitlick3500wr,88390-103130,W,r,Rem Pitlick,pitlick,4.519512269555069,41.0,3500,CBJ@MON,MON,CBJ,,,,,,W/UTIL,pitlick3500wr,2500
janmark3800wm,46.74,Mattias Janmark,3800,W,0,EDM,VGK-LBrossoit,4.64,6.0,3.3,-2.04,1.2,3,0,0,0,-2.7,53,0,3,4.1,3.0,-191,7.0,73,-170,6.5,0.0,56,19,38,72,6.7,50,25,50,12,0.11,0.29,0.4,14.93,1.61,1.27,1.68,0.76,0.09,0.39,1.66,10.67,10.94,7.98,0.0,0.0,0.22,0.0,0.0,0.0,0.03,0.01,0.09,0.27,0.34,0.03,1.41,0.23,0.15,0.38,12.94,1.76,1.08,1.58,0.68,0.21,0.23,1.31,7.67,8.25,0.0,0.0,0.15,0.0,6.0,1.33,1.0,0.33,1.33,0.0,11.58,0.16,0.0,0.0,50.04,47.23,49.82,44.53,48.7,3.24,0.32,2.3,0.24,44.91,57.42,39.45,44.25,3.25,0.31,2.15,0.21,43.43,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VGK,janmark,m,janmark3800wm,88390-60686,W,m,Mattias Janmark,janmark,6.364285605294364,56.0,3800,VGK@EDM,EDM,VGK,,,,,,W/UTIL,janmark3800wm,2700
neighbours3500wj,45.46,Jake Neighbours,3500,W,0,STL,ANA-JGibson,5.85,7.5,4.2,-0.25,1.7,1,0,1,0,-0.5,92,1,2,3.7,3.0,-155,6.5,75,-155,4.9,-0.4,16,7,14,97,9.2,8,8,8,12,0.16,0.13,0.29,12.5,1.39,1.23,1.73,0.71,0.13,0.45,1.68,7.97,11.1,6.19,0.03,0.03,1.1,0.1,0.27,0.38,0.0,0.0,0.13,0.1,0.35,0.0,2.02,0.5,0.0,0.5,12.96,2.32,0.5,0.5,1.0,1.0,1.5,2.0,8.5,11.0,0.0,0.0,1.16,0.0,8.5,2.0,0.5,1.5,0.5,0.0,12.96,1.16,0.0,0.0,47.44,40.37,54.1,48.45,40.72,3.02,0.24,3.17,0.27,39.31,54.0,48.0,37.0,3.23,0.17,2.67,0.31,36.14,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANA,neighbours,j,neighbours3500wj,88390-145545,W,j,Jake Neighbours,neighbours,5.506249904632568,32.0,3500,STL@ANH,STL,ANH,,,,,,W/UTIL,neighbours3500wj,3000
amadio4000wm,42.3,Michael Amadio,4000,W,0,VGK,EDM-SSkinner,5.63,7.2,4.0,-1.44,1.4,2,0,0,0,-3.0,23,0,2,3.0,4.1,159,7.0,27,145,6.8,-0.5,43,25,39,87,6.5,69,38,30,13,0.22,0.15,0.37,12.57,1.77,1.42,1.8,0.79,0.15,0.36,1.78,11.88,10.93,8.5,0.01,0.01,0.49,0.07,0.09,0.83,0.0,0.0,0.21,0.14,0.23,0.0,1.64,0.21,0.21,0.43,13.3,1.94,1.14,1.38,0.83,0.19,0.71,1.86,10.0,12.15,0.0,0.0,1.19,0.15,10.86,2.43,1.14,1.29,1.14,0.0,13.86,0.54,0.0,0.0,43.24,48.7,44.53,49.82,47.23,2.48,0.21,3.45,0.22,44.25,39.45,57.42,44.91,2.23,0.21,3.17,0.24,42.0,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDM,amadio,m,amadio4000wm,88390-59142,W,m,Michael Amadio,amadio,6.886206791318696,58.0,4000,VGK@EDM,VGK,EDM,,,,,,W/UTIL,amadio4000wm,2500
dellandrea3500wt,41.64,Ty Dellandrea,3500,W,0,DAL,VAN-TDemko,5.38,6.9,3.9,-0.72,1.5,3,0,0,0,-1.4,62,0,2,3.9,2.8,-197,6.5,81,-195,5.7,-0.9,37,15,35,98,3.4,30,15,69,13,0.11,0.23,0.34,14.36,1.42,1.05,1.53,0.69,0.1,0.47,1.52,11.35,11.55,8.16,0.0,0.0,0.04,0.01,0.06,0.25,0.0,0.03,0.11,0.21,0.62,0.01,1.19,0.0,0.29,0.29,14.71,1.18,0.79,1.08,0.73,0.0,0.21,1.0,11.31,11.15,0.0,0.0,0.05,0.0,10.71,1.29,1.14,0.14,1.57,0.0,15.07,0.0,0.0,0.0,45.77,47.06,45.21,47.45,42.21,2.95,0.23,3.0,0.28,46.92,46.0,46.75,39.33,3.31,0.28,3.08,0.15,38.14,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VAN,dellandrea,t,dellandrea3500wt,88390-96777,W,t,Ty Dellandrea,dellandrea,5.722222222222222,72.0,3500,VAN@DAL,DAL,VAN,,,,,,W/UTIL,dellandrea3500wt,2500
jarnkrok4600wc,41.49,Calle Jarnkrok,4600,W,0,TOR,CAR-PKochetkov,7.0,8.9,5.1,-1.24,1.5,1,2,5,0,-3.8,53,1,2,2.8,3.3,123,6.0,47,125,7.2,-0.6,46,23,42,101,11.0,66,33,25,12,0.2,0.27,0.47,14.08,2.0,1.39,1.98,0.7,0.14,0.28,1.67,10.41,9.64,7.87,0.01,0.02,1.16,0.16,0.28,0.58,0.01,0.02,0.18,0.22,0.2,0.0,1.85,0.42,0.25,0.67,15.2,2.65,1.5,2.27,0.66,0.28,0.42,1.92,10.45,13.27,0.0,0.0,0.89,0.27,11.14,1.43,1.14,0.29,2.14,0.43,16.32,1.0,0.0,0.0,39.09,45.56,36.32,43.83,52.63,3.16,0.26,3.24,0.19,42.82,31.83,49.09,58.0,2.36,0.31,2.33,0.07,58.71,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAR,jarnkrok,c,jarnkrok4600wc,88390-23061,W,c,Calle Jarnkrok,jarnkrok,8.296875,64.0,4600,TOR@CAR,TOR,CAR,,,,,,W/UTIL,jarnkrok4600wc,3500
boqvist3400wj,41.31,Jesper Boqvist,3400,W,0,NJD,OTT-MSogaard,4.67,6.0,3.3,-1.23,1.4,3,0,0,0,-2.0,68,2,1,3.9,2.8,-202,6.5,56,-175,5.4,-0.9,48,22,40,90,6.7,61,30,38,13,0.16,0.16,0.33,12.18,1.62,1.05,1.49,0.7,0.15,0.29,1.34,10.48,10.14,7.6,0.0,0.01,0.24,0.0,0.05,0.0,0.0,0.0,0.16,0.15,0.1,0.0,1.48,0.21,0.14,0.36,13.29,1.62,1.29,1.69,0.76,0.17,0.29,1.57,12.69,11.31,0.0,0.0,0.1,0.0,12.5,1.88,1.38,0.5,2.0,0.0,13.58,0.05,0.0,0.0,50.44,50.5,44.6,44.59,45.28,2.76,0.19,3.53,0.19,56.23,43.86,46.15,45.86,2.15,0.25,3.67,0.16,44.38,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OTT,boqvist,j,boqvist3400wj,88390-97233,W,j,Jesper Boqvist,boqvist,4.449999809265137,64.0,3400,OTT@NJ,NJ,OTT,,,,,,W/UTIL,boqvist3400wj,2500
mcginn3600wb,40.36,Brock McGinn,3600,W,0,ANA,STL-JBinnington,6.39,8.2,4.6,0.1,1.8,3,0,0,0,-2.2,68,0,2,3.0,3.7,130,6.5,25,135,6.1,-0.9,54,20,35,93,5.3,66,25,25,12,0.15,0.13,0.29,13.62,1.28,1.36,1.88,0.72,0.11,0.63,1.99,9.27,11.26,7.29,0.0,0.0,0.03,0.0,0.02,0.0,0.02,0.0,0.13,0.13,0.35,0.01,1.46,0.08,0.17,0.25,13.07,1.15,1.17,2.0,0.58,0.07,0.58,1.75,9.83,12.17,0.0,0.0,0.01,0.0,8.71,2.29,1.43,0.86,2.43,0.0,12.4,0.02,0.0,0.0,43.26,40.72,48.45,54.1,40.37,2.71,0.17,2.41,0.22,37.0,48.0,54.0,39.31,2.42,0.21,2.62,0.21,39.0,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,STL,mcginn,b,mcginn3600wb,88390-39252,W,b,Brock McGinn,mcginn,5.8434784377830615,69.0,3600,STL@ANH,ANH,STL,,,,,,W/UTIL,mcginn3600wb,2700
fixwolansky3000wt,39.88,Trey Fix-Wolansky,3000,W,0,CLB,MTL-SMontembeault,6.71,8.6,4.9,1.59,2.2,4,0,1,0,-1.8,92,2,1,3.0,3.7,134,6.5,27,-105,3.7,-0.1,3,0,1,53,0.0,0,0,0,12,0.0,0.0,0.0,9.21,0.0,1.33,1.67,0.8,0.0,1.0,2.33,8.0,8.67,5.67,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.42,44.76,49.09,52.04,41.01,2.63,0.2,3.26,0.27,47.38,55.57,59.77,39.36,2.62,0.32,2.64,0.32,39.43,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MTL,fixwolansky,t,fixwolansky3000wt,88390-97048,W,t,Trey Fix-Wolansky,fixwolansky,4.0,4.0,3000,CBJ@MON,CBJ,MON,,,,,,W/UTIL,fixwolansky3000wt,2500
foote3400wn,39.02,Nolan Foote,3400,W,0,NJD,OTT-MSogaard,3.21,4.2,2.3,-2.69,0.9,4,0,0,0,-4.3,68,2,1,3.9,2.8,-202,6.5,56,-175,6.8,0.2,6,6,14,49,6.7,7,7,15,13,0.36,0.09,0.45,9.16,2.95,1.18,1.6,0.74,0.31,0.36,1.55,8.8,8.0,6.5,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.36,0.09,0.0,0.0,1.02,0.33,0.0,0.33,7.45,2.66,1.0,1.33,0.75,0.33,0.67,1.67,9.67,7.0,0.0,0.0,0.01,0.0,9.67,1.67,1.0,0.67,1.33,0.0,7.45,0.01,0.0,0.0,50.44,50.5,44.6,44.59,45.28,2.76,0.19,3.53,0.19,56.23,43.86,46.15,45.86,2.15,0.25,3.67,0.16,44.38,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OTT,foote,n,foote3400wn,88390-116947,W,n,Nolan Foote,foote,3.866666793823242,6.0,3400,OTT@NJ,NJ,OTT,,,,,,W/UTIL,foote3400wn,2500
foudy3700wl,38.92,Liam Foudy,3700,W,0,CLB,MTL-SMontembeault,5.16,6.6,3.7,-1.33,1.4,2,0,1,0,0.4,45,2,1,3.0,3.7,134,6.5,27,-105,4.5,-0.5,22,10,34,88,10.5,83,50,16,12,0.12,0.1,0.22,11.34,1.16,1.1,1.53,0.72,0.11,0.29,1.39,9.38,10.88,6.58,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.12,0.1,0.16,0.0,2.2,0.38,0.15,0.54,12.68,2.56,2.08,3.0,0.69,0.19,0.38,2.46,12.58,13.25,0.0,0.0,0.0,0.0,16.57,3.29,2.57,0.71,3.86,0.14,14.56,0.01,0.0,0.0,51.42,44.76,49.09,52.04,41.01,2.63,0.2,3.26,0.27,47.38,55.57,59.77,39.36,2.62,0.32,2.64,0.32,39.43,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MTL,foudy,l,foudy3700wl,88390-97047,W,l,Liam Foudy,foudy,4.338461655836839,52.0,3700,CBJ@MON,CBJ,MON,,,,,,W/UTIL,foudy3700wl,2500
toropchenko3600wa,38.47,A. Toropchenko,3600,W,0,STL,ANA-JGibson,5.62,7.2,4.0,-0.67,1.6,4,0,0,0,-3.3,62,1,2,3.7,3.0,-155,6.5,75,-155,4.6,-1.2,47,15,35,97,5.1,66,16,33,12,0.07,0.11,0.18,11.37,0.95,1.14,1.45,0.79,0.06,0.64,1.78,7.24,10.23,5.53,0.0,0.0,0.09,0.01,0.02,0.5,0.01,0.0,0.06,0.11,0.29,0.0,1.14,0.08,0.15,0.23,13.68,1.01,1.08,1.46,0.74,0.07,1.08,2.15,8.5,11.33,0.0,0.0,0.06,0.0,8.86,2.57,1.14,1.43,1.43,0.0,14.05,0.09,0.0,0.0,47.44,40.37,54.1,48.45,40.72,3.02,0.24,3.17,0.27,39.31,54.0,48.0,37.0,3.23,0.17,2.67,0.31,36.14,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANA,toropchenko,a,toropchenko3600wa,88390-81984,W,a,Alexey Toropchenko,toropchenko,5.05517262425916,58.0,3600,STL@ANH,STL,ANH,,,,,,W/UTIL,toropchenko3600wa,2600
kolesar3600wk,37.51,Keegan Kolesar,3600,W,0,VGK,EDM-SSkinner,4.9,6.3,3.5,-1.39,1.4,4,0,1,0,0.0,53,0,2,3.0,4.1,159,7.0,27,145,4.5,-1.6,41,18,45,87,4.0,38,7,15,13,0.11,0.15,0.25,11.43,1.31,0.91,1.27,0.72,0.12,0.44,1.35,9.26,10.87,6.57,0.0,0.0,0.02,0.01,0.01,1.0,0.0,0.0,0.11,0.15,0.95,0.0,1.15,0.13,0.0,0.13,11.91,0.65,1.13,1.29,0.88,0.11,0.25,1.38,9.43,11.0,0.0,0.0,0.01,0.0,8.0,2.0,2.0,0.0,2.0,0.0,16.85,0.0,0.0,0.0,43.24,48.7,44.53,49.82,47.23,2.48,0.21,3.45,0.22,44.25,39.45,57.42,44.91,2.23,0.21,3.17,0.24,42.0,3/25/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDM,kolesar,k,kolesar3600wk,88390-66625,W,k,Keegan Kolesar,kolesar,4.375757390802557,66.0,3600,VGK@EDM,VGK,EDM,DTD,Upper body,,,,W/UTIL,kolesar3600wk,2500
