,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID
mahura3700dj,64.8,Josh Mahura,3700,D,0,FLA,VAN-S.Martin,4.69,6,3.4,-2.25,1.3,3,0,1,0,-2.6,28,0,2,3.9,2.7,-215,6.5,63,-230,4.3,-2.2,50,14,38,85,4.7,69,30,15,13,0.07,0.13,0.2,14.23,0.84,1.04,1.4,0.75,0.07,0.97,2.01,13.27,12.28,9.87,0,0,0.14,0,0.03,0,0,0,0.07,0.13,0.41,0,0.89,0,0.15,0.15,14.41,0.62,1.15,1.62,0.71,0,1,2.15,12.92,13.83,0,0,0.16,0,13.86,2.29,1.29,1,1.71,0,14.21,0.01,0,0,46.82,50.74,47.09,40.8,43.67,3.38,0.23,2.85,0.28,46.69,45.73,46.15,40.36,3.17,0.32,2.9,0.45,39.6,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,mahura,j,mahura3700dj,85980-74079,D,j,Josh Mahura,mahura,4.893023114,43,3700,VAN@FLA,FLA,VAN,,,,,,D/UTIL,mahura3700dj
makar7800dc,83.95,Cale Makar,7800,D,0,COL,OTT-C.Talbot,19.48,24.3,14.6,3.73,2.5,1,1,23,0,-1.3,92,0,2,3.4,2.7,-160,6,74,-215,17.4,2.4,88,37,9,100,17.7,84,15,38,13,0.29,0.82,1.11,26.94,2.47,3.31,4.4,0.75,0.09,1.58,4.89,22.2,17.17,16.19,0.11,0.38,3.88,0.68,0.96,0.71,0.01,0,0.17,0.44,0.52,0.02,2.42,0.38,0.69,1.08,28.64,2.26,3.54,5.08,0.7,0.11,1.08,4.62,24,15.73,0,0.31,4.45,0.67,22.33,3.17,2.33,0.83,4,1,29.18,5.13,0,0.17,47.25,50.5,44.83,44.13,46.36,3.21,0.26,3.16,0.19,53.08,42.67,38.58,45.5,3.55,0.13,3,0.08,48.5,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,makar,c,makar7800dc,85980-103523,D,c,Cale Makar,makar,16.45749969,40,7800,OTT@COL,COL,OTT,,,,,,D/UTIL,makar7800dc
malkin7100ce,61.08,Evgeni Malkin,7100,C,0,PIT,CAR-FAndersen,11.99,15.1,8.9,-1.2,1.7,2,1,8,0,-3.3,72,2,1,2.5,3.6,173,6,18,130,14.6,0.6,67,29,24,94,13.6,58,33,16,12,0.4,0.56,0.97,18.56,3.14,3.03,3.87,0.78,0.13,0.39,3.43,14.1,12.21,10.67,0.15,0.29,3.97,0.95,1.27,0.75,0,0,0.25,0.28,0.55,0,2.57,0.42,0.42,0.83,19.02,2.62,2.08,3.36,0.62,0.2,0.5,2.58,12,12.91,0.25,0.25,4.64,0.91,11.5,3.67,2.83,0.83,4.5,1.67,20.61,6.08,0.17,0.17,39.63,47.94,37.8,45.88,51.51,3.3,0.22,3.37,0.19,42.55,33.77,45.09,51.92,4,0.23,4,0.21,54.14,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,malkin,e,malkin7100ce,85980-8595,C,e,Evgeni Malkin,malkin,14.34634176,41,7100,PIT@CAR,PIT,CAR,,,,,,C/UTIL,malkin7100ce
mantha4900wa,83.39,Anthony Mantha,4900,W,0,WAS,PHI-C.Hart,7.1,9,5.2,-1.73,1.4,3,0,1,0,0,22,0,3,3.7,2.5,-222,6,72,-156,9.7,0.8,53,20,26,94,8.1,61,23,0,13,0.21,0.37,0.59,15.01,2.36,2.16,2.79,0.77,0.1,0.43,2.59,12.75,11.31,9.45,0.01,0.05,1.25,0.15,0.21,0.73,0,0,0.2,0.32,0.52,0,1.78,0.09,0.36,0.45,13.61,1.98,2.09,2.4,0.87,0.04,0.45,2.55,12.67,11.33,0,0,0.49,0,13.5,2.25,1.75,0.5,2.5,0,12.91,0.24,0,0,47.52,45.29,48.85,45.97,42.44,3.2,0.24,2.75,0.26,49.5,46.75,47.33,45,2.18,0.25,2.45,0.26,47.83,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,mantha,a,mantha4900wa,85980-43134,W,a,Anthony Mantha,mantha,8.919047764,42,4900,PHI@WSH,WSH,PHI,,,,,,W/UTIL,mantha4900wa
marchand8100wb,83.9,Brad Marchand,8100,W,0,BOS,TOR-M.Murray,15.56,19.5,11.6,0.49,1.9,1,1,8,0,-4.5,77,0,2,3.4,2.8,-155,6,65,-154,14.7,0,58,22,30,96,16.2,92,7,30,13,0.37,0.7,1.07,19.11,3.36,3.15,4.1,0.77,0.12,0.3,3.44,15.51,10.06,12.19,0.12,0.35,3.51,0.8,1.13,0.71,0,0,0.25,0.36,1.04,0.04,2.4,0.38,0.85,1.23,19.09,3.86,2.38,2.67,0.89,0.16,0.46,2.85,16,12.64,0.15,0.38,2.74,0.5,16.67,3.33,2.67,0.67,3.33,1,19.75,1.96,0.17,0.33,43.77,46.49,42.13,40.52,47.17,3.15,0.25,3.11,0.22,46.33,37.75,46.92,45,3.09,0.29,2.83,0.29,43.14,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,marchand,b,marchand8100wb,85980-8763,W,b,Brad Marchand,marchand,15.15588199,34,8100,TOR@BOS,BOS,TOR,,,,,,W/UTIL,marchand8100wb
marchenko4900wk,56.96,Kirill Marchenko,4900,W,0,CLB,DET-V.Husso,7.19,9.2,5.2,-1.64,1.5,4,2,2,0,0.9,22,0,2,2.7,4,190,6.5,23,215,10.9,3.4,50,42,50,14,11.6,53,46,46,13,0.53,0,0.53,12.58,2.53,1.53,2.35,0.65,0.35,0.65,2.18,9.94,11.81,6.88,0.18,0,1.32,0.35,0.59,0.6,0,0,0.35,0,0.24,0,1.52,0.62,0,0.62,12.69,2.93,1.77,2.46,0.72,0.35,0.77,2.54,10.58,12.75,0.23,0,1.19,0.38,10.43,2.86,1.86,1,2.43,0.43,12.3,1.41,0.29,0,44.13,43.26,46.31,50.38,40.11,2.67,0.19,2.95,0.27,43.08,43.33,51.62,38,2.33,0.21,3.58,0.3,40,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,marchenko,k,marchenko4900wk,85980-169861,W,k,Kirill Marchenko,marchenko,9.638888889,18,4900,CBJ@DET,CBJ,DET,,,,,,W/UTIL,marchenko4900wk
marchessault7000wj,84.76,J. Marchessault,7000,W,0,VGK,EDM-S.Skinner,15.18,19,11.3,2.26,2.2,1,1,9,0,-3,72,0,2,3.5,3.1,-132,6.5,30,-156,13.6,1.3,59,33,31,87,11.8,50,0,8,12,0.34,0.51,0.85,17.27,2.95,3.28,4.34,0.76,0.1,0.18,3.46,14.79,11.92,11.24,0.11,0.2,2.47,0.7,0.91,0.77,0,0,0.23,0.3,0.42,0.04,3.17,0.17,0.5,0.67,17.59,2.29,3.33,3.83,0.87,0.05,0.17,3.5,12.8,12.4,0,0.33,2.44,0.67,14,3,3,0,3.5,0,17.5,1.6,0,0,46.31,49.81,44.54,47.46,47.69,2.65,0.23,3.44,0.24,49.36,41.08,44,47.92,2.3,0.39,3.55,0.26,47.57,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDM,marchessault,j,marchessault7000wj,85980-37968,W,j,Jonathan Marchessault,marchessault,13.58918886,37,7000,EDM@VGK,VGK,EDM,,,,,,W/UTIL,marchessault7000wj
marner8300wm,72.35,Mitch Marner,8300,W,0,TOR,BOS-L.Ullmark,12.91,16.2,9.6,-2.55,1.6,2,1,5,0,-6.1,28,0,2,2.8,3.4,132,6,35,128,19.1,3.4,81,36,12,98,13.7,69,30,23,13,0.49,0.9,1.39,21.19,3.94,3.01,4.22,0.71,0.16,0.54,3.55,15.34,11.23,11.45,0.11,0.3,3.66,0.8,1.02,0.78,0.03,0.03,0.35,0.57,0.29,0.02,2.65,0.31,0.69,1,20.7,2.9,2.38,3.58,0.67,0.13,0.23,2.62,11.42,8.58,0.23,0.31,4.38,0.75,10.86,2.14,2.14,0,3,0.71,20.56,4.93,0.29,0.43,45.08,47.17,40.52,42.13,46.49,3.13,0.25,3.47,0.17,45,46.92,37.75,46.33,3.33,0.25,3.09,0.15,46.5,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,marner,m,marner8300wm,85980-66683,W,m,Mitchell Marner,marner,16.02790726,43,8300,TOR@BOS,TOR,BOS,,,,,,W/UTIL,marner8300wm
maroon3400wp,60.19,Pat Maroon,3400,W,0,TB,STL-J.Binnington,3.96,5.1,2.8,-1.94,1.2,3,0,1,0,-0.4,72,0,2,3.6,2.6,-191,6,73,-156,4.2,-1.8,43,17,55,98,3.8,41,58,16,12,0.09,0.17,0.26,10.59,1.47,1.02,1.48,0.69,0.09,0.13,1.15,8.64,8.33,6.52,0.01,0.03,0.71,0.07,0.11,0.64,0,0,0.08,0.14,1.5,0,1.63,0.08,0.08,0.17,11.17,0.91,1.17,1.67,0.7,0.07,0.17,1.33,10,8.75,0,0,0.03,0,10.83,1.67,1.5,0.17,2.17,0.17,11.39,0.05,0,0,48.49,44.25,48.1,43.45,40.14,3.4,0.27,2.59,0.22,47.5,48.46,41.42,37.46,3.17,0.32,3,0.19,35.86,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STL,maroon,p,maroon3400wp,85980-9354,W,p,Pat Maroon,maroon,3.372499847,40,3400,TB@STL,TB,STL,,,,,,W/UTIL,maroon3400wp
martin3800wm,53.69,Matt Martin,3800,W,0,NYI,MTL-S.Montembeault,4,5.2,2.8,-2.68,1.1,4,0,1,0,-1.2,42,0,2,3.4,2.2,-240,5.5,87,-230,3.8,-2.1,40,15,54,97,4.1,53,46,23,13,0.06,0.12,0.18,11.13,0.97,0.87,1.17,0.75,0.07,0.4,1.27,8.56,9.31,6.2,0,0,0.06,0,0,0,0,0,0.06,0.12,0.88,0.01,1.34,0,0.23,0.23,10.54,1.31,0.85,1.25,0.68,0,0.54,1.38,8,9.55,0,0,0.04,0,7.17,1.33,1.17,0.17,1.17,0,10.11,0.06,0,0,44.79,42.77,46.3,48.27,41.37,2.65,0.22,3.52,0.24,41.75,47,47.58,39.36,2.45,0.11,3.77,0.41,43.83,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,martin,m,martin3800wm,85980-9196,W,m,Matt Martin,martin,4.223255956,43,3800,MON@NYI,NYI,MON,,,,,,W/UTIL,martin3800wm
martin7200gs,42.2,Spencer Martin,7200,G,0,VAN,FLA-S.Bobrovsky,13.92,17.6,10.3,-1.9,1.9,1,0,0,0,0.5,66,1,0,2.7,3.9,175,6.5,36,188,14.8,0.3,24,15,10,85,6.9,25,33,8,12,3.18,0,0,0,0,31.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.09,50.74,0,0,0,0,0,0,45.73,46.69,0,0,0,0,46.14,1/14/2023,0,28.3,0.5,0.29,58.43,0,26.9,4.13,0.38,0,46.82,3.57,36.58,2.85,0.28,3.38,0.23,2.92,31.77,2.9,0.45,3.17,0.32,30.43,FLA,martin,s,martin7200gs,85980-42643,G,s,Spencer Martin,martin,10.92307692,26,7200,VAN@FLA,VAN,FLA,,,,,,G,martin7200gs
martinez5300da,66.1,Alec Martinez,5300,D,0,VGK,EDM-S.Skinner,8.13,10.2,6,-2.25,1.5,3,0,1,0,-5.6,71,0,2,3.5,3.1,-132,6.5,30,-156,8.7,-0.4,45,13,16,87,7.4,33,33,0,12,0.06,0.13,0.19,19.5,0.58,1.02,1.67,0.61,0.05,3.24,4.26,16.35,18.27,12.12,0,0,0.18,0,0.02,0,0,0,0.06,0.13,0.26,0,0.71,0,0.13,0.13,18.15,0.43,1.25,2.43,0.51,0,2.75,4,14.17,16.5,0,0,0.38,0,11.5,4.5,0.5,4,2,0.5,18.67,1.32,0,0,46.31,49.81,44.54,47.46,47.69,2.65,0.23,3.44,0.24,49.36,41.08,44,47.92,2.3,0.39,3.55,0.26,47.57,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDM,martinez,a,martinez5300da,85980-8967,D,a,Alec Martinez,martinez,8.164102408,39,5300,EDM@VGK,VGK,EDM,,,,,,D/UTIL,martinez5300da
martinook5000wj,69.22,Jordan Martinook,5000,W,0,CAR,PIT-C.DeSmith,7.02,8.9,5.1,-2,1.4,3,0,1,0,-2.7,4,1,2,3.6,2.5,-210,6,82,-156,6.4,-0.5,45,18,38,100,7.5,35,64,14,14,0.17,0.18,0.35,13.44,1.56,1.77,2.55,0.7,0.09,0.21,1.99,12.75,8.29,9.59,0,0,0.08,0,0.02,0,0,0,0.17,0.18,0.57,0.01,1.83,0.14,0.29,0.43,16.16,1.6,2.14,2.85,0.75,0.07,0.07,2.21,12.38,9.31,0,0,0.19,0,11.86,2,2,0,2.86,0.14,15.12,0.15,0,0,48.74,51.51,45.88,37.8,47.94,3.15,0.19,2.84,0.19,51.92,45.09,33.77,42.55,3.92,0.23,3.36,0.14,42.17,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PIT,martinook,j,martinook5000wj,85980-43008,W,j,Jordan Martinook,martinook,8.285714286,42,5000,PIT@CAR,CAR,PIT,,,,,,W/UTIL,martinook5000wj
matthews9900ca,80.35,Auston Matthews,9900,C,0,TOR,BOS-LUllmark,17.85,22.3,13.4,-1.09,1.8,1,1,5,0,0,59,0,2,2.8,3.4,132,6,35,128,22.5,3.3,71,37,21,98,18.3,69,15,23,13,0.67,0.72,1.39,20.52,4.07,4.57,6.48,0.71,0.15,1.01,5.58,17.79,13.21,13.52,0.2,0.17,3.73,1.19,1.67,0.71,0,0,0.47,0.55,0.25,0.04,3.15,0.45,0.64,1.09,20.46,3.2,3.55,5.3,0.67,0.13,1.18,4.73,15.8,13.1,0.18,0.27,4.11,0.8,13.8,4.4,2.6,1.8,5,1.8,19.54,4.58,0.2,0.6,45.08,47.17,40.52,42.13,46.49,3.13,0.25,3.47,0.17,45,46.92,37.75,46.33,3.33,0.25,3.09,0.15,46.5,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,matthews,a,matthews9900ca,85980-70899,C,a,Auston Matthews,matthews,19.91463415,41,9900,TOR@BOS,TOR,BOS,DTD,Undisclosed,,,,C/UTIL,matthews9900ca
mayfield4300ds,72.85,Scott Mayfield,4300,D,0,NYI,MTL-S.Montembeault,8.3,10.5,6.1,0.07,1.9,1,0,1,0,-2.6,75,0,2,3.4,2.2,-240,5.5,87,-230,8,0.2,54,20,24,97,9.2,84,15,30,13,0.09,0.21,0.31,20.07,0.93,1.43,2.19,0.65,0.07,1.95,3.37,14.37,15.16,10.38,0,0,0.04,0,0.01,0,0,0,0.09,0.21,0.81,0,1.43,0.08,0.15,0.23,21.36,0.65,1.69,2.25,0.75,0.05,2.69,4.38,14.64,16.82,0,0,0.05,0,14.5,4,1.33,2.67,2,0,21.09,0.07,0,0,44.79,42.77,46.3,48.27,41.37,2.65,0.22,3.52,0.24,41.75,47,47.58,39.36,2.45,0.11,3.77,0.41,43.83,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,mayfield,s,mayfield4300ds,85980-39261,D,s,Scott Mayfield,mayfield,8.279069767,43,4300,MON@NYI,NYI,MON,,,,,,D/UTIL,mayfield4300ds
mcavoy6800dc,80.85,Charlie McAvoy,6800,D,0,BOS,TOR-M.Murray,12.66,15.9,9.5,-0.94,1.9,1,1,3,0,-1.7,44,0,2,3.4,2.8,-155,6,65,-154,12.5,0,59,23,23,96,10,69,30,15,13,0.09,0.68,0.77,24.26,1.9,2.01,2.72,0.74,0.04,1.6,3.62,19.53,14.94,15.53,0.04,0.25,2.97,0.3,0.44,0.69,0.01,0,0.04,0.43,0.83,0.01,1.61,0,0.62,0.62,22.63,1.64,1.38,1.58,0.87,0,1.69,3.08,17,16.27,0,0.31,2,0.17,18.67,2.67,1.33,1.33,1.33,0.17,23.2,1.89,0,0.33,43.77,46.49,42.13,40.52,47.17,3.15,0.25,3.11,0.22,46.33,37.75,46.92,45,3.09,0.29,2.83,0.29,43.14,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,mcavoy,c,mcavoy6800dc,85980-70912,D,c,Charlie McAvoy,mcavoy,12.72857121,28,6800,TOR@BOS,BOS,TOR,,,,,,D/UTIL,mcavoy6800dc
mcbain3600cj,26.41,Jack McBain,3600,C,0,ARI,MIN-MFleury,5.07,6.5,3.6,-0.94,1.4,4,0,1,0,-5.1,86,1,2,2.1,4.1,295,6,8,285,5.2,-1,56,17,43,41,5.6,57,42,14,14,0.16,0.08,0.24,13.72,1.05,1.14,1.56,0.73,0.14,0.73,1.86,7.94,11.72,6.04,0,0,0.11,0,0.04,0,0,0,0.16,0.08,0.82,0.04,1.13,0.14,0.07,0.21,13.53,0.93,1.36,1.46,0.93,0.11,0.71,2.07,8.58,13.08,0,0,0.05,0,9.43,2.57,1.57,1,1.71,0.14,15.28,0.02,0,0,42.3,37.88,41.82,49.78,44.27,2.63,0.18,3.26,0.25,40.54,42.17,45.62,43.58,2.58,0.23,3.58,0.21,46.83,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,mcbain,j,mcbain3600cj,85980-167209,C,j,Jack McBain,mcbain,5.190243977,41,3600,ARI@MIN,ARI,MIN,,,,,,C/UTIL,mcbain3600cj
mccann6200wj,84.77,Jared McCann,6200,W,0,SEA,CHI-A.Stalock,11.66,14.7,8.6,0.3,1.9,2,1,4,0,2.3,9,0,2,3.8,2.4,-255,6,73,-275,11.2,1.1,59,34,33,87,9.8,53,46,15,13,0.38,0.28,0.67,15.79,2.55,2.33,3.32,0.7,0.16,0.32,2.65,11.68,10.35,8.68,0.06,0.14,2.71,0.77,1.06,0.72,0.01,0,0.31,0.15,0.36,0.01,2.32,0.46,0.15,0.62,14.22,2.61,1.54,2.38,0.65,0.3,0.31,1.85,11,11.69,0,0.15,1.69,0.31,9.13,1.75,1.38,0.38,1.75,0.38,13.06,1.52,0,0.25,47,44.92,50.13,42.49,39.61,2.93,0.16,2.82,0.26,45.08,46.83,45.23,40.17,2.31,0.17,2.55,0.32,38.67,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,mccann,j,mccann6200wj,85980-66709,W,j,Jared McCann,mccann,11.22894769,38,6200,SEA@CHI,SEA,CHI,,,,,,W/UTIL,mccann6200wj
mcdavid10600cc,86.01,Connor McDavid,10600,C,0,EDM,VGK-LThompson,21.57,27,16.2,1.2,2,1,1,21,0,-1.7,45,2,1,3.1,3.5,112,6.5,70,130,23.7,3.9,79,40,17,108,24.6,92,7,28,14,0.67,1.06,1.73,22.28,4.66,3.96,5.1,0.78,0.17,0.4,4.36,18.73,15.33,14.23,0.21,0.45,3.94,1.04,1.34,0.78,0.01,0.03,0.45,0.58,0.45,0.05,3.71,0.79,0.86,1.64,22.37,4.4,4,5.33,0.75,0.2,0.86,4.86,16.64,12.91,0.36,0.5,4.5,1.5,16.29,5.13,4.63,0.5,5.29,1.71,21.01,4.06,0.25,0.5,47.43,47.69,47.46,44.54,49.81,3.26,0.29,2.52,0.24,47.92,44,41.08,49.36,3.91,0.4,2.8,0.11,49.2,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGK,mcdavid,c,mcdavid10600cc,85980-64102,C,c,Connor McDavid,mcdavid,26.06590965,44,10600,EDM@VGK,EDM,VGK,,,,,,C/UTIL,mcdavid10600cc
mcdonagh3900dr,69.1,Ryan McDonagh,3900,D,0,NAS,BUF-E.Comrie,6.74,8.5,4.9,-0.63,1.7,1,0,1,0,-3.5,79,0,2,3.5,3.2,-130,6.5,41,-156,8,-0.4,57,21,23,97,9,57,14,28,14,0.04,0.26,0.3,21.66,0.83,1.09,1.78,0.61,0.04,2.35,3.43,15.2,18.79,11.28,0,0,0.16,0,0.01,0,0,0,0.04,0.26,0.39,0,1.01,0.09,0.27,0.36,21.09,1.02,0.91,1.6,0.57,0.1,2.36,3.27,15.2,21.1,0,0,0.07,0,15.38,3.13,0.75,2.38,1.63,0,20.82,0.09,0,0,44.24,43.9,42.59,47.36,43.33,3.34,0.21,2.92,0.26,45.33,43.91,53.17,43.55,2.91,0.22,2.82,0.23,46.86,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,mcdonagh,r,mcdonagh3900dr,85980-12411,D,r,Ryan McDonagh,mcdonagh,7.364705703,34,3900,BUF@NSH,NSH,BUF,,,,,,D/UTIL,mcdonagh3900dr
mcginn4300wb,38.39,Brock McGinn,4300,W,0,PIT,CAR-F.Andersen,5.07,6.5,3.6,-2.59,1.2,4,0,1,0,-4.5,22,2,1,2.5,3.6,173,6,18,130,6.7,-0.5,45,22,38,94,6,33,66,25,12,0.18,0.15,0.33,14.05,1.41,1.43,1.92,0.74,0.12,0.65,2.08,9.55,11.56,7.55,0,0,0.02,0,0.04,0,0.03,0,0.15,0.15,0.25,0.01,0.97,0.17,0.08,0.25,13.06,1.15,1.33,2.09,0.64,0.12,0.67,2,6.45,10.64,0,0,0.02,0,5.5,1.17,0.83,0.33,1,0,11.68,0.01,0,0,39.63,47.94,37.8,45.88,51.51,3.3,0.22,3.37,0.19,42.55,33.77,45.09,51.92,4,0.23,4,0.21,54.14,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,mcginn,b,mcginn4300wb,85980-39252,W,b,Brock McGinn,mcginn,7.239024093,41,4300,PIT@CAR,PIT,CAR,,,,,,W/UTIL,mcginn4300wb
mcleod3900cr,59.44,Ryan McLeod,3900,C,0,EDM,VGK-LThompson,6.54,8.4,4.7,-0.08,1.7,2,2,4,0,-2.9,45,2,1,3.1,3.5,112,6.5,70,130,5.9,-0.4,50,19,36,108,6.9,28,42,14,14,0.14,0.18,0.32,14.19,1.35,1.38,1.91,0.72,0.1,0.44,1.82,11.13,9.52,7.84,0.02,0.04,0.99,0.12,0.18,0.69,0.01,0.01,0.11,0.13,0.27,0,2.04,0.2,0.1,0.3,14.48,1.24,1.7,2.13,0.8,0.12,0.6,2.3,14.13,10.63,0,0,1.22,0,15.14,2.38,1.75,0.63,2.14,0,15.36,1.39,0,0,47.43,47.69,47.46,44.54,49.81,3.26,0.29,2.52,0.24,47.92,44,41.08,49.36,3.91,0.4,2.8,0.11,49.2,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGK,mcleod,r,mcleod3900cr,85980-97128,C,r,Ryan McLeod,mcleod,6.348387195,31,3900,EDM@VGK,EDM,VGK,,,,,,C/UTIL,mcleod3900cr
mcleod4000cm,63.08,Michael McLeod,4000,C,0,NJD,LA-PCopley,4.7,6,3.4,-2.13,1.2,3,0,1,0,-3.1,45,2,1,3.3,3.4,-102,6.5,66,105,5.9,-0.3,52,21,42,87,7.7,69,30,23,13,0.1,0.26,0.35,12.14,1.73,1.07,1.43,0.75,0.09,0.61,1.68,9.31,9.98,7,0,0,0.08,0.03,0.03,1,0,0.01,0.1,0.24,0.77,0.01,1.2,0.08,0.38,0.46,13.53,2.04,1.15,1.69,0.68,0.07,1.08,2.23,10.23,12.77,0,0,0.14,0,10.14,2.86,1,1.86,1.71,0,14.34,0.13,0,0,45.64,49.12,43.04,43.95,48.5,2.99,0.19,3.07,0.27,50.46,42.58,45.77,44.83,3.42,0.22,3.55,0.26,46.67,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,mcleod,m,mcleod4000cm,85980-70910,C,m,Michael McLeod,mcleod,6.980952672,42,4000,NJ@LA,NJ,LA,,,,,,C/UTIL,mcleod4000cm
