,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID
foegele3500ww,55.98,Warren Foegele,3500,W,0,EDM,VGK-L.Thompson,5.82,7.4,4.2,-0.28,1.7,4,0,1,0,-3,66,2,1,3.1,3.5,112,6.5,70,130,5.2,-1.3,39,17,46,108,5.2,35,42,21,14,0.12,0.13,0.25,11.76,1.28,1.6,2.45,0.65,0.07,0.21,1.8,11.05,9.3,8.17,0,0.01,0.41,0.09,0.13,0.73,0.01,0,0.11,0.12,0.3,0,1.18,0.09,0.18,0.27,12.89,1.26,1.18,2,0.59,0.08,0.45,1.64,12.75,9.5,0,0,0.35,0,13,1.33,0.83,0.5,1.4,0,12.82,0.59,0,0,47.43,47.69,47.46,44.54,49.81,3.26,0.29,2.52,0.24,47.92,44,41.08,49.36,3.91,0.4,2.8,0.11,49.2,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGK,foegele,w,foegele3500ww,85980-74076,W,w,Warren Foegele,foegele,5.535484068,31,3500,EDM@VGK,EDM,VGK,,,,,,W/UTIL,foegele3500ww
foligno3600wn,60.19,Nick Foligno,3600,W,0,BOS,TOR-M.Murray,5.83,7.5,4.2,-0.46,1.6,4,2,2,0,-3.4,58,0,2,3.4,2.8,-155,6,65,-154,5.2,-0.8,47,15,50,96,4.6,38,61,15,13,0.08,0.21,0.29,11.62,1.5,1.25,1.67,0.74,0.06,0.52,1.76,8.94,8.76,6.71,0.02,0.03,0.77,0.12,0.15,0.77,0,0,0.06,0.18,0.78,0,1.26,0.08,0.23,0.31,12.37,1.5,0.92,1.42,0.65,0.08,0.23,1.15,10,10.91,0,0,1,0.08,9.67,1.17,1,0.17,1.5,0,13.02,0.84,0,0,43.77,46.49,42.13,40.52,47.17,3.15,0.25,3.11,0.22,46.33,37.75,46.92,45,3.09,0.29,2.83,0.29,43.14,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,foligno,n,foligno3600wn,85980-8539,W,n,Nick Foligno,foligno,6.812194824,41,3600,TOR@BOS,BOS,TOR,,,,,,W/UTIL,foligno3600wn
foligno4000wm,66.75,Marcus Foligno,4000,W,0,MIN,ARI-K.Vejmelka,8.13,10.3,5.9,1.06,2,2,2,3,0,-2,34,0,2,4.1,2.1,-370,6,92,-365,6.6,-0.8,39,20,47,94,7.9,54,18,9,11,0.16,0.29,0.45,15.83,1.71,1.26,1.94,0.65,0.13,0.5,1.76,11.64,10.63,8.81,0.01,0.04,1.53,0.17,0.19,0.87,0,0,0.15,0.25,1.46,0,1.99,0.1,0.5,0.6,16.63,2.16,1.7,2.3,0.74,0.06,0.8,2.5,12.1,13,0,0,1.58,0.3,13,2.33,1.83,0.5,2.5,0.33,16.74,1.45,0,0,47.27,44.27,49.78,41.82,37.88,3.2,0.23,3.33,0.26,43.58,45.62,42.17,40.54,3.25,0.18,3.33,0.35,41.86,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,foligno,m,foligno4000wm,85980-11150,W,m,Marcus Foligno,foligno,6.758823619,34,4000,ARI@MIN,MIN,ARI,,,,,,W/UTIL,foligno4000wm
foote4100wn,52.49,Nolan Foote,4100,W,0,NJD,LA-P.Copley,5.07,6.5,3.6,-2.2,1.2,4,0,1,0,-6.1,22,2,1,3.3,3.4,-102,6.5,66,105,9.3,0.4,4,4,6,46,1.6,0,100,0,1,0.5,0.17,0.67,11.26,3.57,1.67,2.4,0.69,0.3,0.17,1.83,10.2,8.2,7.6,0,0,0.38,0,0,0,0,0,0.5,0.17,0,0,1.06,0,0,0,10.07,0,1,3,0.33,0,0,1,11,8,0,0,0,0,11,1,1,0,3,0,10.07,0,0,0,45.64,49.12,43.04,43.95,48.5,2.99,0.19,3.07,0.27,50.46,42.58,45.77,44.83,3.42,0.22,3.55,0.26,46.67,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,foote,n,foote4100wn,85980-116947,W,n,Nolan Foote,foote,1.600000024,1,4100,NJ@LA,NJ,LA,,,,,,W/UTIL,foote4100wn
forbort3700dd,58.7,Derek Forbort,3700,D,0,BOS,TOR-M.Murray,4.9,6.3,3.5,-2.04,1.3,3,0,1,0,-5,28,0,2,3.4,2.8,-155,6,65,-154,5.1,-1.7,48,14,36,96,3.9,46,53,7,13,0.04,0.15,0.18,18.04,0.6,0.77,1.1,0.7,0.05,1.54,2.3,12.35,12.87,9.44,0,0,0.03,0.01,0.01,1,0.01,0.01,0.02,0.13,0.73,0,0.5,0,0.08,0.08,18.04,0.27,0.62,0.92,0.67,0,1.46,2.08,13,16.36,0,0,0,0,12.17,2,0.17,1.83,0.5,0,18.71,0,0,0,43.77,46.49,42.13,40.52,47.17,3.15,0.25,3.11,0.22,46.33,37.75,46.92,45,3.09,0.29,2.83,0.29,43.14,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,forbort,d,forbort3700dd,85980-39264,D,d,Derek Forbort,forbort,5.61333313,30,3700,TOR@BOS,BOS,TOR,,,,,,D/UTIL,forbort3700dd
forsberg7400wf,92.09,Filip Forsberg,7400,W,0,NAS,BUF-E.Comrie,17.11,21.4,12.8,3.41,2.3,1,1,17,0,0.9,66,0,2,3.5,3.2,-130,6.5,41,-156,17,2.3,77,35,20,87,16.5,78,21,35,14,0.49,0.58,1.07,18.06,3.56,3.33,5.01,0.66,0.15,0.59,3.92,13.01,13.52,9.9,0.13,0.24,3.34,0.9,1.45,0.62,0,0,0.36,0.34,0.39,0.02,3.24,0.71,0.29,1,17.13,3.5,3.14,5.15,0.61,0.23,0.29,3.43,13.17,14.83,0.14,0.07,2.49,0.77,12.5,3.25,3,0.25,4.88,1.38,17.09,2.76,0.25,0.13,44.24,43.9,42.59,47.36,43.33,3.34,0.21,2.92,0.26,45.33,43.91,53.17,43.55,2.91,0.22,2.82,0.23,46.86,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,forsberg,f,forsberg7400wf,85980-39253,W,f,Filip Forsberg,forsberg,15.02682867,41,7400,BUF@NSH,NSH,BUF,,,,,,W/UTIL,forsberg7400wf
forsling6500dg,77.25,Gustav Forsling,6500,D,0,FLA,VAN-S.Martin,12.72,15.9,9.5,-0.24,2,1,2,4,0,-4.2,11,0,2,3.9,2.7,-215,6.5,63,-230,10.4,0.2,66,26,28,98,9,46,53,15,13,0.17,0.34,0.52,22.57,1.38,2.4,3.04,0.79,0.07,1.17,3.57,19.43,15.16,14.45,0.01,0.03,0.84,0.15,0.23,0.67,0,0.01,0.16,0.3,0.34,0.01,1.68,0.15,0.31,0.46,24.11,1.14,1.92,2.31,0.83,0.08,1,2.92,15.83,17.92,0,0.08,1.2,0.31,13.71,1.86,1.29,0.57,1.71,0.14,23.96,1.33,0,0.14,46.82,50.74,47.09,40.8,43.67,3.38,0.23,2.85,0.28,46.69,45.73,46.15,40.36,3.17,0.32,2.9,0.45,39.6,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,forsling,g,forsling6500dg,85980-60674,D,g,Gustav Forsling,forsling,11.7395346,43,6500,VAN@FLA,FLA,VAN,,,,,,D/UTIL,forsling6500dg
foudy3100wl,34.47,Liam Foudy,3100,W,0,CLB,DET-V.Husso,4.23,5.4,3,-1.09,1.4,3,0,1,0,2,85,0,2,2.7,4,190,6.5,23,215,2.7,-0.7,9,2,21,88,2.8,38,46,0,13,0,0.12,0.12,11.52,0.62,0.77,0.96,0.8,0,0.38,1.15,8.12,10.85,5.65,0,0,0.02,0,0,0,0,0,0,0.12,0.15,0,1.35,0,0,0,12.39,0,1.09,1.18,0.92,0,0.64,1.73,9,11.27,0,0,0.03,0,9.43,1.86,1.29,0.57,1.29,0,13.92,0.05,0,0,44.13,43.26,46.31,50.38,40.11,2.67,0.19,2.95,0.27,43.08,43.33,51.62,38,2.33,0.21,3.58,0.3,40,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,foudy,l,foudy3100wl,85980-97047,W,l,Liam Foudy,foudy,2.707692366,26,3100,CBJ@DET,CBJ,DET,,,,,,W/UTIL,foudy3100wl
frederic4400ct,66.11,Trent Frederic,4400,C,0,BOS,TOR-MMurray,5.26,6.7,3.8,-2.39,1.2,3,0,1,0,-3.1,20,0,2,3.4,2.8,-155,6,65,-154,7.3,0.4,48,20,32,96,8.6,61,38,30,13,0.19,0.19,0.38,11.82,1.93,1.68,2.09,0.8,0.11,0.46,2.14,10.01,9.95,7.8,0,0,0.03,0,0.03,0,0,0,0.19,0.19,1,0,1.63,0.23,0.23,0.46,12.65,2.18,1.77,2.33,0.76,0.13,0.69,2.46,9.82,11.09,0,0,0.01,0,11.67,2.67,2,0.67,2.5,0,13.32,0,0,0,43.77,46.49,42.13,40.52,47.17,3.15,0.25,3.11,0.22,46.33,37.75,46.92,45,3.09,0.29,2.83,0.29,43.14,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,frederic,t,frederic4400ct,85980-70927,C,t,Trent Frederic,frederic,7.557895058,38,4400,TOR@BOS,BOS,TOR,,,,,,C/UTIL,frederic4400ct
friedman3500dm,22.65,Mark Friedman,3500,D,0,PIT,CAR-F.Andersen,4.65,6,3.3,-1.86,1.3,1,0,1,0,-3.5,61,2,1,2.5,3.6,173,6,18,130,1.8,-1.3,15,3,43,65,1.2,8,25,0,12,0.08,0,0.08,12.66,0.38,1,1.32,0.76,0.08,0.83,1.83,9.88,11.42,7.75,0,0,0,0,0,0,0,0,0.08,0,0.63,0,0.71,0,0,0,13.95,0,0.25,0.75,0.33,0,0.5,0.75,8.75,11.25,0,0,0,0,7.67,1,0.33,0.67,1,0,14.04,0,0,0,39.63,47.94,37.8,45.88,51.51,3.3,0.22,3.37,0.19,42.55,33.77,45.09,51.92,4,0.23,4,0.21,54.14,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,friedman,m,friedman3500dm,85980-79846,D,m,Mark Friedman,friedman,1.200000048,4,3500,PIT@CAR,PIT,CAR,,,,,,D/UTIL,friedman3500dm
frost4300cm,47.92,Morgan Frost,4300,C,0,PHI,WAS-DKuemper,7.07,9,5.1,-0.37,1.6,2,2,4,0,-5.7,95,0,3,2.5,3.7,182,6,28,130,7.2,0.5,51,24,37,87,11.2,58,41,41,12,0.14,0.23,0.37,14.85,1.49,1.66,2.26,0.73,0.08,0.59,2.25,10.79,11.84,8.17,0.01,0.05,2.2,0.3,0.42,0.72,0,0,0.13,0.18,0.25,0.01,2.32,0.33,0.42,0.75,16.99,2.65,2.08,3.42,0.61,0.16,0.25,2.33,13.83,11.92,0,0.17,3,0.42,12.33,2.5,2.17,0.33,3.5,0.83,16.27,2.94,0,0.33,46.49,42.44,45.97,48.85,45.29,3,0.13,2.88,0.19,45,47.33,46.75,49.5,3.36,0.19,2.73,0.23,49.17,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAS,frost,m,frost4300cm,85980-81974,C,m,Morgan Frost,frost,7.959523519,42,4300,PHI@WSH,PHI,WSH,,,,,,C/UTIL,frost4300cm
gambrell3200cd,34.98,Dylan Gambrell,3200,C,0,OTT,COL-AGeorgiev,3.78,4.9,2.7,-1.41,1.2,3,0,1,0,-1,82,0,2,2.7,3.4,135,6,26,176,3.2,-1.6,34,6,38,91,3.2,63,36,0,11,0.04,0.03,0.07,11.66,0.36,0.93,1.45,0.64,0.05,0.63,1.55,7.77,9.73,5.84,0,0,0.02,0,0,0,0,0,0.04,0.03,0.25,0,1.24,0,0,0,11.89,0,1,1.67,0.6,0,1.23,2.23,9,8.92,0,0,0.02,0,9.5,1.83,0.83,1,1.5,0,11.68,0,0,0,43.74,46.36,44.13,44.83,50.5,3.19,0.24,2.94,0.21,45.5,38.58,42.67,53.08,3.92,0.28,2.91,0.34,45.67,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,gambrell,d,gambrell3200cd,85980-82909,C,d,Dylan Gambrell,gambrell,2.800000117,26,3200,OTT@COL,OTT,COL,,,,,,C/UTIL,gambrell3200cd
garland5100wc,63.29,Conor Garland,5100,W,0,VAN,FLA-S.Bobrovsky,9.18,11.6,6.7,-0.04,1.8,2,2,3,0,-0.4,9,1,2,2.7,3.9,175,6.5,37,188,9.7,0.6,56,29,38,85,10.3,58,41,33,12,0.21,0.4,0.6,15.73,2.29,2.23,3.03,0.74,0.09,0.27,2.51,13.21,12.36,9.8,0.01,0.07,1.38,0.13,0.17,0.77,0,0,0.2,0.32,0.36,0.01,2.6,0.31,0.38,0.69,15.58,2.66,2.31,3.09,0.75,0.13,0.38,2.69,11.3,10.1,0,0.15,1.63,0.09,8.4,2.33,2.33,0,2.6,0.2,14.54,2.09,0,0.17,43.05,43.67,40.8,47.09,50.74,3.23,0.26,3.51,0.25,40.36,46.15,45.73,46.69,3.5,0.2,3.25,0.38,46.14,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,garland,c,garland5100wc,85980-66622,W,c,Conor Garland,garland,8.755000305,40,5100,VAN@FLA,VAN,FLA,,,,,,W/UTIL,garland5100wc
gaudreau5000wf,76.97,F. Gaudreau,5000,W,0,MIN,ARI-K.Vejmelka,9.31,11.8,6.8,0.29,1.9,3,2,2,0,-3,34,0,2,4.1,2.1,-370,6,92,-365,9.4,1,61,34,37,94,8,45,45,36,11,0.24,0.32,0.56,15.99,2.1,1.99,2.44,0.82,0.12,0.58,2.57,10.83,11.27,8.28,0.03,0.01,1.49,0.23,0.31,0.72,0.02,0.02,0.19,0.29,0.06,0.03,2.11,0.38,0.31,0.69,14.51,2.85,2,2.5,0.8,0.19,0.62,2.62,10.42,9.92,0.08,0,1.28,0.42,11.83,2.83,2,0.83,2.67,0.33,15.13,1.25,0,0,47.27,44.27,49.78,41.82,37.88,3.2,0.23,3.33,0.26,43.58,45.62,42.17,40.54,3.25,0.18,3.33,0.35,41.86,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,gaudreau,f,gaudreau5000wf,85980-59209,W,f,Frederick Gaudreau,gaudreau,9.017073468,41,5000,ARI@MIN,MIN,ARI,,,,,,W/UTIL,gaudreau5000wf
gaudreau7300wj,67.49,Johnny Gaudreau,7300,W,0,CLB,DET-V.Husso,14.26,17.9,10.6,0.75,2,1,1,5,0,-5.1,34,0,2,2.7,4,190,6.5,23,215,17.2,1.7,74,31,25,101,9.3,53,46,30,13,0.4,0.88,1.28,18.99,4.04,3.1,4.13,0.75,0.13,0.16,3.26,15.87,13.7,11.97,0.04,0.27,3.07,0.74,1.05,0.7,0,0,0.36,0.61,0.34,0.05,2.8,0.15,0.46,0.62,17.9,2.08,2.08,3,0.69,0.07,0.23,2.31,11.92,13.08,0,0.23,2.73,0.62,11.86,2.86,2.43,0.43,2.71,0.57,16.29,2.76,0,0.14,44.13,43.26,46.31,50.38,40.11,2.67,0.19,2.95,0.27,43.08,43.33,51.62,38,2.33,0.21,3.58,0.3,40,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,gaudreau,j,gaudreau7300wj,85980-54514,W,j,Johnny Gaudreau,gaudreau,13.54634206,41,7300,CBJ@DET,CBJ,DET,,,,,,W/UTIL,gaudreau7300wj
gavrikov3700dv,55.8,Vladislav Gavrikov,3700,D,0,CLB,DET-V.Husso,6.81,8.6,5,-0.13,1.8,1,0,1,0,-1.7,85,0,2,2.7,4,190,6.5,23,215,7.6,-0.6,69,15,27,88,3.5,46,46,0,13,0.06,0.22,0.28,22.68,0.74,1.38,1.92,0.72,0.04,1.76,3.14,15.93,18.6,12.13,0,0,0.27,0.01,0.01,1,0,0.02,0.06,0.2,0.82,0,1.1,0,0,0,21.4,0,0.92,1.33,0.69,0,1.25,2.17,14,17.09,0,0,0.37,0,13.33,1.5,1,0.5,1.33,0,21.91,0.33,0,0,44.13,43.26,46.31,50.38,40.11,2.67,0.19,2.95,0.27,43.08,43.33,51.62,38,2.33,0.21,3.58,0.3,40,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,gavrikov,v,gavrikov3700dv,85980-103445,D,v,Vladislav Gavrikov,gavrikov,6.690000153,40,3700,CBJ@DET,CBJ,DET,,,,,,D/UTIL,gavrikov3700dv
georgiev8200ga,65.25,A. Georgiev,8200,G,0,COL,OTT-C.Talbot,18.8,23.6,14,1.21,2.3,1,0,2,0,-0.3,47,0,0,3.4,2.7,-160,6,67,-215,14.8,0.1,29,19,24,100,16.5,53,30,38,13,2.7,0,0,0,0,29.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.13,46.36,0,0,0,0,0,0,38.58,45.5,0,0,0,0,48.5,1/14/2023,0,26.4,0.51,0.36,56.89,0.09,26.4,2.75,0.42,0.2,43.74,2.76,31.27,2.94,0.21,3.19,0.24,2.92,32.46,2.91,0.34,3.92,0.28,33,OTT,georgiev,a,georgiev8200ga,85980-82094,G,a,Alexandar Georgiev,georgiev,18.58064516,31,8200,OTT@COL,COL,OTT,,,,,,G,georgiev8200ga
giordano4300dm,60.05,Mark Giordano,4300,D,0,TOR,BOS-L.Ullmark,6.55,8.3,4.8,-1.68,1.5,2,0,1,0,-4.5,82,0,2,2.8,3.4,132,6,35,128,9.3,-0.1,74,18,23,97,7,69,30,7,13,0.05,0.36,0.41,20.18,1.22,1.62,2.22,0.73,0.03,1.92,3.54,15.04,13.54,11.02,0,0.09,1.52,0.25,0.33,0.77,0.03,0,0.02,0.26,0.84,0,0.94,0,0.38,0.38,19.04,1.2,1,1.25,0.8,0,1.46,2.46,14.25,12.92,0,0,0.24,0,13.29,2.57,1,1.57,1.14,0,18.71,0.04,0,0,45.08,47.17,40.52,42.13,46.49,3.13,0.25,3.47,0.17,45,46.92,37.75,46.33,3.33,0.25,3.09,0.15,46.5,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,giordano,m,giordano4300dm,85980-8230,D,m,Mark Giordano,giordano,7.50697646,43,4300,TOR@BOS,TOR,BOS,,,,,,D/UTIL,giordano4300dm
girard4000ds,69.7,Samuel Girard,4000,D,0,COL,OTT-C.Talbot,8.11,10.2,6,0.53,2,2,2,2,0,-1.7,79,0,2,3.4,2.7,-160,6,74,-215,7,-1.1,46,13,29,99,8.9,84,15,30,13,0.08,0.21,0.29,20.92,0.83,1.34,1.76,0.76,0.06,1.34,2.68,18.65,17.26,13.1,0,0.09,1.42,0.04,0.07,0.6,0,0,0.08,0.12,0.24,0,1.36,0.15,0.23,0.38,21.84,1.04,1.62,2,0.81,0.1,1.62,3.23,18.45,15.45,0,0,1.69,0.17,15.5,2.83,0.83,2,1.17,0.5,21.14,2.29,0,0,47.25,50.5,44.83,44.13,46.36,3.21,0.26,3.16,0.19,53.08,42.67,38.58,45.5,3.55,0.13,3,0.08,48.5,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,girard,s,girard4000ds,85980-73909,D,s,Samuel Girard,girard,7.205882353,34,4000,OTT@COL,COL,OTT,,,,,,D/UTIL,girard4000ds
giroux7000wc,72.67,Claude Giroux,7000,W,0,OTT,COL-A.Georgiev,10.94,13.8,8.1,-1.98,1.6,2,2,8,0,0.7,22,0,2,2.7,3.4,135,6,26,176,12.9,0.9,62,28,34,95,12.1,54,45,45,11,0.3,0.58,0.88,18.82,2.81,2.55,3.45,0.74,0.12,0.32,2.87,16.47,12.16,12.04,0.06,0.24,3.19,0.58,0.85,0.68,0,0.01,0.24,0.33,0.26,0,2.49,0.23,0.69,0.92,18.76,2.94,1.92,2.75,0.7,0.12,0.31,2.23,15.08,13.08,0.08,0.23,3.47,0.67,17.17,2.17,2,0.17,2.33,0.33,18.28,2.74,0,0.5,43.74,46.36,44.13,44.83,50.5,3.19,0.24,2.94,0.21,45.5,38.58,42.67,53.08,3.92,0.28,2.91,0.34,45.67,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,giroux,c,giroux7000wc,85980-8556,W,c,Claude Giroux,giroux,13.3902439,41,7000,OTT@COL,OTT,COL,,,,,,W/UTIL,giroux7000wc
glass3700cc,58.91,Cody Glass,3700,C,0,NAS,BUF-EComrie,7.65,9.7,5.6,1.44,2.1,2,2,4,0,-2.1,82,0,2,3.5,3.2,-130,6.5,41,-156,5.4,-0.2,22,10,18,87,8.6,78,14,35,14,0.11,0.24,0.35,12.28,1.71,1.49,2.12,0.7,0.07,0.27,1.76,10.7,9.3,7.85,0.03,0.03,1.7,0.24,0.47,0.5,0,0,0.08,0.22,0.16,0,2.4,0.14,0.43,0.57,13.99,2.44,2.07,2.92,0.71,0.07,0.43,2.5,12.75,12.92,0.07,0.07,1.52,0.38,12.38,3,2.5,0.5,3.38,1,13.84,1.56,0.13,0,44.24,43.9,42.59,47.36,43.33,3.34,0.21,2.92,0.26,45.33,43.91,53.17,43.55,2.91,0.22,2.82,0.23,46.86,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,glass,c,glass3700cc,85980-82004,C,c,Cody Glass,glass,6.481249809,32,3700,BUF@NSH,NSH,BUF,,,,,,C/UTIL,glass3700cc
gostisbehere6500ds,53.35,Shayne Gostisbehere,6500,D,0,ARI,MIN-M.Fleury,9.92,12.5,7.4,-3.04,1.5,1,1,6,0,1.1,66,1,2,2.1,4.1,295,6,8,285,11.1,-0.5,61,23,38,89,11.4,57,42,35,14,0.19,0.44,0.63,22.4,1.69,1.93,2.79,0.69,0.1,1.48,3.42,14.3,18.63,10.49,0.06,0.2,3.01,0.5,0.8,0.62,0.01,0,0.12,0.24,0.47,0,1.96,0.21,0.29,0.5,23.81,1.26,2.29,3.23,0.71,0.09,1.71,4,16.58,19,0.07,0.14,3.04,0.69,18,4.29,2.43,1.86,3.57,0.43,24.08,1.93,0,0,42.3,37.88,41.82,49.78,44.27,2.63,0.18,3.26,0.25,40.54,42.17,45.62,43.58,2.58,0.23,3.58,0.21,46.83,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,gostisbehere,s,gostisbehere6500ds,85980-54521,D,s,Shayne Gostisbehere,gostisbehere,12.36585366,41,6500,ARI@MIN,ARI,MIN,,,,,,D/UTIL,gostisbehere6500ds
gourde4900cy,79.02,Yanni Gourde,4900,C,0,SEA,CHI-AStalock,9.99,12.6,7.4,1.31,2,3,0,1,0,-3.6,20,0,2,3.8,2.4,-255,6,73,-275,9.8,1,62,25,36,86,11.2,69,30,23,13,0.22,0.42,0.64,17.6,2.18,1.74,2.46,0.71,0.13,0.51,2.26,13.41,11.91,9.93,0.02,0.02,1.19,0.13,0.25,0.52,0.02,0.02,0.17,0.37,0.86,0.02,1.85,0.15,0.62,0.77,16.71,2.76,1.85,2.31,0.8,0.08,0.92,2.77,14.38,13,0,0,0.13,0,15.38,3.13,2.13,1,2.38,0,16.95,0.14,0,0,47,44.92,50.13,42.49,39.61,2.93,0.16,2.82,0.26,45.08,46.83,45.23,40.17,2.31,0.17,2.55,0.32,38.67,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,gourde,y,gourde4900cy,85980-53606,C,y,Yanni Gourde,gourde,9.930000305,40,4900,SEA@CHI,SEA,CHI,,,,,,C/UTIL,gourde4900cy
granlund5000cm,77.69,Mikael Granlund,5000,C,0,NAS,BUF-EComrie,10.08,12.7,7.4,1.2,2,2,2,6,0,-2.1,12,0,2,3.5,3.2,-130,6.5,41,-156,9.3,0.5,58,22,40,87,7.3,42,50,7,14,0.11,0.55,0.66,19.76,2,1.43,2.07,0.69,0.08,0.74,2.17,12.48,14.65,9.4,0.03,0.26,3.31,0.33,0.54,0.61,0,0,0.08,0.29,0.25,0.02,2.02,0,0.5,0.5,18.26,1.64,1.14,1.92,0.59,0,1,2.14,13.17,15.92,0,0.14,2.19,0,12.88,2.38,1.25,1.13,2,0.25,18.62,2.44,0,0.13,44.24,43.9,42.59,47.36,43.33,3.34,0.21,2.92,0.26,45.33,43.91,53.17,43.55,2.91,0.22,2.82,0.23,46.86,1/14/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,granlund,m,granlund5000cm,85980-23041,C,m,Mikael Granlund,granlund,8.760975907,41,5000,BUF@NSH,NSH,BUF,,,,,,C/UTIL,granlund5000cm
