,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_upside,fantasymonth_duds,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID,dkSalary
sheary5600wc,74.59,Conor Sheary,5600,W,0,WAS,DET-V.Husso,9.61,12.2,7.1,-0.58,1.7,1,2,4,0,-2.9,16,0,3,3.4,2.8,-157,6,48,-160,9.2,0.4,63,28,34,94,6.5,44,11,55,9,0.22,0.33,0.55,15.64,2.11,1.94,2.65,0.73,0.11,0.52,2.45,12.64,13.31,9.53,0.03,0.08,1.22,0.12,0.21,0.58,0.02,0,0.16,0.26,0.28,0.03,2.4,0.1,0.1,0.2,15.56,0.77,2,2.8,0.71,0.05,0.6,2.6,11,12.6,0,0.1,1.56,0,9,2.2,1.6,0.6,1.8,0.6,15.53,1.56,0,0,48.28,46.07,47.62,46.23,39.86,3.19,0.23,2.86,0.24,45.8,50.55,51.3,36.73,3,0.17,2.64,0.1,32.29,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,sheary,c,sheary5600wc,87209-58877,W,c,Conor Sheary,sheary,8.956896552,58,5600,DET@WSH,WSH,DET,,,,,,W/UTIL,sheary5600wc,3900
siegenthaler4300dj,71,Jonas Siegenthaler,4300,D,0,NJD,MTL-S.Montembeault,7.04,8.9,5.2,-1.19,1.6,3,0,0,0,-3,45,0,2,4.4,2.3,-370,6.5,81,-350,6.6,-0.9,59,17,27,88,4.5,45,0,45,11,0.04,0.21,0.25,20.52,0.73,1.11,1.68,0.66,0.04,1.77,2.88,17.61,15.83,13.36,0.01,0,0.1,0.01,0.01,1,0,0,0.03,0.21,0.64,0,0.72,0,0.1,0.1,20,0.3,0.3,0.8,0.38,0,2,2.3,18.4,18.5,0,0,0.04,0,17.67,2.33,0.5,1.83,0.83,0,19.08,0.01,0,0,49.64,49.13,47.13,45.18,41.35,2.94,0.18,3.46,0.25,50.09,50.6,53,40.1,2.36,0.23,3.1,0.26,41.4,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,siegenthaler,j,siegenthaler4300dj,87209-66671,D,j,Jonas Siegenthaler,siegenthaler,7.078181596,55,4300,MON@NJ,NJ,MON,,,,,,D/UTIL,siegenthaler4300dj,3200
silfverberg4200wj,34.56,Jakob Silfverberg,4200,W,0,ANA,TB-A.Vasilevskiy,7.2,9.2,5.2,-0.26,1.7,3,2,3,0,-2.8,41,2,1,2,4.8,430,6.5,22,365,6.8,-0.5,43,11,27,87,7.8,60,20,40,10,0.13,0.16,0.29,15.28,1.14,1.83,2.48,0.74,0.07,0.7,2.52,8.21,11.94,6.21,0.03,0.02,1.69,0.29,0.49,0.58,0,0,0.1,0.14,0.32,0,1.96,0.09,0.36,0.45,15.99,1.69,1.73,2.36,0.73,0.05,0.45,2.18,9,12.36,0.09,0,1.58,0.55,9.14,2.43,1.71,0.71,2.29,0.29,15.74,1.23,0.14,0,44.12,42.61,43.91,52.27,44.83,2.77,0.17,3.26,0.2,43.09,47.82,59.82,49.27,2.45,0.19,2.64,0.17,54.14,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TB,silfverberg,j,silfverberg4200wj,87209-14473,W,j,Jakob Silfverberg,silfverberg,6.626785823,56,4200,ANH@TB,ANH,TB,,,,,,W/UTIL,silfverberg4200wj,2900
sissons3900cc,69.66,Colton Sissons,3900,C,0,NAS,VAN-C.Delia,6.1,7.8,4.4,-0.52,1.6,3,0,0,0,-0.5,34,0,2,3.7,3,-160,6.5,63,-165,5.8,-0.7,59,23,39,88,7.6,75,37,25,8,0.12,0.21,0.33,15.71,1.26,1.04,1.8,0.58,0.12,0.68,1.72,11.07,12.13,8.49,0,0.01,0.53,0.05,0.1,0.44,0,0,0.12,0.2,0.33,0.01,1.32,0.22,0.22,0.44,14.93,1.77,1,1.78,0.56,0.22,0.67,1.67,11.33,11.89,0,0,0.24,0,11.5,1.5,1,0.5,1.67,0,15.6,0.35,0,0,45.65,44.95,46.23,47.57,43.44,3.28,0.21,2.86,0.29,49.78,41.09,43.89,44.64,2.33,0.24,2.82,0.35,44.86,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,sissons,c,sissons3900cc,87209-42705,C,c,Colton Sissons,sissons,6.325926039,54,3900,VAN@NSH,NSH,VAN,,,,,,C/UTIL,sissons3900cc,2500
skinner7600wj,82.34,Jeff Skinner,7600,W,0,BUF,TOR-I.Samsonov,13.36,16.8,10,-0.73,1.8,1,1,12,0,-1.9,77,0,3,3.1,4,145,7,49,136,15,2.6,68,32,27,85,12.2,66,22,33,9,0.41,0.56,0.98,17.27,3.41,3.17,4.15,0.76,0.13,0.23,3.4,14.96,12.38,11.46,0.1,0.13,3.24,0.64,0.91,0.7,0,0,0.32,0.43,0.57,0,2.98,0.3,0.6,0.9,17.1,3.16,2.3,3.2,0.72,0.13,0.3,2.6,15,13.9,0.1,0.2,3.37,0.6,16,3.25,3.25,0,4.25,1,17.51,4.07,0,0.25,45.22,44.77,42.7,42.07,47.33,3.19,0.25,3.12,0.22,45,44.82,44.1,53.09,2.8,0.18,2.91,0.06,53.8,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,skinner,j,skinner7600wj,87209-12439,W,j,Jeff Skinner,skinner,15.15882305,51,7600,TOR@BUF,BUF,TOR,,,,,,W/UTIL,skinner7600wj,6800
skinner8300gs,62.25,Stuart Skinner,8300,G,0,EDM,PHI-CHart,20.44,25.6,15.3,2.67,2.5,1,0,4,0,-1.3,55,0,0,4.7,2.6,-345,7,76,-295,17.6,0.2,20,14,7,105,8.8,22,11,11,9,2.83,0,0,0,0,32.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.84,43.18,0,0,0,0,0,0,40.5,44.17,0,0,0,0,45.86,2/21/2023,0,29.6,0.43,0.37,57.27,0,27.5,3,0.25,0,43.23,2.58,29.7,3.44,0.23,2.91,0.13,2.33,27.67,3.2,0.25,2.08,0.16,26,PHI,skinner,s,skinner8300gs,87209-82115,G,s,Stuart Skinner,skinner,15.95151589,33,8300,PHI@EDM,EDM,PHI,,,,,,G,skinner8300gs,8200
skjei5600db,78.45,Brady Skjei,5600,D,0,CAR,STL-J.Binnington,11.87,14.9,8.9,0.85,2.1,2,1,4,0,-1.3,29,0,3,4.1,2.1,-362,6,84,-265,9.2,-0.6,65,29,33,99,6.7,44,0,55,9,0.13,0.32,0.45,21.72,1.24,2.31,3.43,0.67,0.06,0.96,3.27,19.07,14.42,14.47,0.03,0.03,0.58,0.09,0.12,0.75,0.01,0,0.09,0.29,0.57,0,1.68,0,0.2,0.2,23.58,0.51,2,3.2,0.63,0,0.8,2.8,18.3,13.9,0,0.2,2.3,0.3,19,2.75,2,0.75,3.5,0.5,22.97,2.55,0,0.25,49.74,51.96,47.61,36.82,40.76,3.15,0.19,2.5,0.23,51.8,42.9,37.2,42.8,2.5,0.28,2.9,0.21,44.2,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STL,skjei,b,skjei5600db,87209-62294,D,b,Brady Skjei,skjei,9.218518292,54,5600,STL@CAR,CAR,STL,,,,,,D/UTIL,skjei5600db,4400
slavin4500dj,74.85,Jaccob Slavin,4500,D,0,CAR,STL-J.Binnington,8.46,10.7,6.3,-0.2,1.9,1,0,1,0,-4.7,88,0,3,4.1,2.1,-362,6,84,-265,8.8,-0.6,67,19,25,99,5.2,33,0,11,9,0.06,0.33,0.39,22.74,1.03,1.86,2.74,0.68,0.03,1.44,3.31,19.61,13.63,14.78,0,0.01,0.96,0.15,0.24,0.64,0,0.02,0.06,0.29,0.13,0,1.46,0,0,0,21.05,0,1.75,2.5,0.7,0,1.5,3.25,22,15.25,0,0,0.13,0,22,3.25,1.75,1.5,2.5,0,21.05,0.13,0,0,49.74,51.96,47.61,36.82,40.76,3.15,0.19,2.5,0.23,51.8,42.9,37.2,42.8,2.5,0.28,2.9,0.21,44.2,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STL,slavin,j,slavin4500dj,87209-66680,D,j,Jaccob Slavin,slavin,7.926530488,49,4500,STL@CAR,CAR,STL,,,,,,D/UTIL,slavin4500dj,4100
smith3700db,64.8,Brendan Smith,3700,D,0,NJD,MTL-S.Montembeault,4.82,6.2,3.5,-2.12,1.3,1,0,0,0,-2.3,78,0,2,4.4,2.3,-370,6.5,81,-350,4.7,-1.8,42,14,37,100,3.2,36,0,27,11,0.02,0.12,0.15,14.38,0.63,1.06,1.48,0.72,0.02,0.99,2.05,13.04,10.95,9.83,0,0,0.03,0,0,0,0.01,0.01,0.01,0.11,1.07,0.01,0.89,0,0,0,14.86,0,0.43,0.57,0.75,0,1.57,2,10.71,13.71,0,0,0,0,13.33,1.67,0.33,1.33,0.67,0,15.45,0,0,0,49.64,49.13,47.13,45.18,41.35,2.94,0.18,3.46,0.25,50.09,50.6,53,40.1,2.36,0.23,3.1,0.26,41.4,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,smith,b,smith3700db,87209-12259,D,b,Brendan Smith,smith,4.149019728,51,3700,MON@NJ,NJ,MON,,,,,,D/UTIL,smith3700db,3000
smith3700wc,51.87,Cole Smith,3700,W,0,NAS,VAN-C.Delia,4.86,6.2,3.5,-1.63,1.3,4,0,0,0,-4.4,50,0,2,3.7,3,-160,6.5,63,-165,4.2,-1,26,7,25,88,3.5,50,12,50,8,0.04,0.19,0.23,11.87,1.16,1.04,1.6,0.65,0.04,0.42,1.46,9.2,9.25,6.89,0,0,0.06,0,0.02,0,0,0.02,0.04,0.17,0.9,0,0.81,0.22,0,0.22,12.01,1.1,0.67,1.22,0.55,0.33,0.67,1.33,9.44,9.67,0,0,0,0,9.83,1.5,0.5,1,1,0,12.71,0,0,0,45.65,44.95,46.23,47.57,43.44,3.28,0.21,2.86,0.29,49.78,41.09,43.89,44.64,2.33,0.24,2.82,0.35,44.86,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,smith,c,smith3700wc,87209-128490,W,c,Cole Smith,smith,4.375,48,3700,VAN@NSH,NSH,VAN,,,,,,W/UTIL,smith3700wc,2500
smith6300wr,83.29,Reilly Smith,6300,W,0,VGK,CHI-P.Mrazek,11.59,14.6,8.6,0.03,1.8,2,1,5,0,-1.9,77,0,3,4.2,2.5,-295,6.5,72,-280,11.6,0.3,49,20,22,87,9.9,55,11,44,9,0.33,0.35,0.68,17.15,2.38,2.49,3.43,0.73,0.13,0.41,2.9,13.53,12.03,10.28,0.1,0.02,2.06,0.61,0.8,0.76,0.06,0,0.17,0.33,0.29,0.03,2.16,0.1,0.6,0.7,16.23,2.59,1.4,2.1,0.67,0.07,0.5,1.9,13.6,10.8,0,0,2.47,0.4,15.8,2.2,1.4,0.8,2.4,0.6,15.35,2.4,0,0,49.85,50.15,50.17,47.76,39.2,2.61,0.21,2.81,0.24,49.5,50.42,48.2,40.08,2.6,0.04,2.75,0.18,44,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,smith,r,smith6300wr,87209-21689,W,r,Reilly Smith,smith,11.47678593,56,6300,VGK@CHI,VGK,CHI,,,,,,W/UTIL,smith6300wr,5500
spurgeon6100dj,76,Jared Spurgeon,6100,D,0,MIN,LA-P.Copley,10.6,13.3,7.9,-1.5,1.7,1,2,4,0,-2.6,29,0,2,3.2,2.9,-125,6,52,-130,10.9,0.4,68,26,29,96,10.1,72,9,27,11,0.16,0.36,0.52,21.46,1.45,1.95,2.67,0.73,0.08,1.93,3.87,15.36,13.75,11.42,0.01,0.09,2,0.22,0.32,0.69,0,0.01,0.15,0.25,0.19,0,1.84,0.17,0.17,0.33,23.39,0.85,2.33,3.17,0.74,0.07,2.42,4.75,19.42,16.17,0,0,1.05,0.08,18.13,4,1.75,2.25,2.5,0.25,23.2,1.16,0,0,47.01,44.61,44.44,42.15,47.96,3.24,0.23,3.11,0.26,50.08,45.9,45.17,44.8,3.25,0.28,3,0.2,48,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LA,spurgeon,j,spurgeon6100dj,87209-12812,D,j,Jared Spurgeon,spurgeon,11.13392857,56,6100,LA@MIN,MIN,LA,,,,,,D/UTIL,spurgeon6100dj,4900
staal4300cj,82.73,Jordan Staal,4300,C,0,CAR,STL-J.Binnington,8.02,10.2,5.8,0.58,1.9,3,0,1,0,2.7,86,0,3,4.1,2.1,-362,6,84,-265,9,1.3,54,32,42,99,9.8,66,55,33,9,0.29,0.24,0.54,16.32,1.98,1.65,2.22,0.74,0.18,0.46,2.11,13.48,9.24,10.26,0,0,0.12,0.01,0.01,1,0.01,0.02,0.28,0.22,0.26,0.05,1.61,0.4,0.4,0.8,16.4,2.93,1.5,2.1,0.71,0.27,0.5,2,13.2,9,0,0,0.22,0,12.25,1.75,1.5,0.25,2.25,0,15.26,0,0,0,49.74,51.96,47.61,36.82,40.76,3.15,0.19,2.5,0.23,51.8,42.9,37.2,42.8,2.5,0.28,2.9,0.21,44.2,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STL,staal,j,staal4300cj,87209-8596,C,j,Jordan Staal,staal,8.385184959,54,4300,STL@CAR,CAR,STL,,,,,,C/UTIL,staal4300cj,3700
stamkos8400cs,92.95,Steven Stamkos,8400,C,0,TB,ANA-L.Dostal,21.94,27.4,16.4,6.08,2.6,2,1,11,0,1.8,58,0,3,4.8,2,-580,6.5,78,-490,18,1.4,69,32,24,103,10.6,50,0,30,10,0.5,0.67,1.16,19.02,3.66,3.27,4.32,0.76,0.15,0.65,3.92,13.32,13.12,10.03,0.17,0.28,4.04,1.35,1.77,0.76,0,0,0.32,0.39,0.69,0.03,3.06,0.27,0.27,0.55,21.21,1.56,3.09,4.09,0.76,0.09,0.36,3.45,15.27,18.09,0.09,0,4.3,1,16.43,3.29,3,0.29,4.29,1.14,21.12,3.94,0.14,0,54.15,44.83,52.27,43.91,42.61,3.42,0.27,3.19,0.26,49.27,59.82,47.82,43.09,3.64,0.15,3.27,0.22,37.43,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANA,stamkos,s,stamkos8400cs,87209-8655,C,s,Steven Stamkos,stamkos,17.09636341,55,8400,ANH@TB,TB,ANH,,,,,,C/UTIL,stamkos8400cs,7300
stastny3800cp,71.58,Paul Stastny,3800,C,0,CAR,STL-J.Binnington,7.8,9.9,5.7,1.38,2.1,4,2,2,0,-4.2,58,0,3,4.1,2.1,-362,6,84,-265,7.4,0.3,60,25,38,85,7.9,66,44,33,9,0.18,0.29,0.47,14.7,1.92,1.56,2.02,0.77,0.12,0.29,1.85,13,10.19,9.8,0.05,0.05,1.73,0.21,0.3,0.72,0,0,0.14,0.24,0.21,0.01,1.42,0.4,0,0.4,11.23,2.14,1.3,2,0.65,0.31,0.4,1.7,10.2,7.6,0.1,0,1.64,0.2,11,1.75,1.5,0.25,2.5,0.5,11.32,1.66,0,0,49.74,51.96,47.61,36.82,40.76,3.15,0.19,2.5,0.23,51.8,42.9,37.2,42.8,2.5,0.28,2.9,0.21,44.2,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STL,stastny,p,stastny3800cp,87209-8274,C,p,Paul Stastny,stastny,5.414814702,54,3800,STL@CAR,CAR,STL,,,,,,C/UTIL,stastny3800cp,2700
stepan3800cd,53.67,Derek Stepan,3800,C,0,CAR,STL-J.Binnington,4.82,6.2,3.4,-1.6,1.3,4,0,0,0,-4.2,42,0,3,4.1,2.1,-362,6,84,-265,4.4,-1.2,32,10,38,99,5.5,44,33,55,9,0.1,0.1,0.19,9.29,1.23,1.5,2.04,0.73,0.06,0.24,1.74,10.11,6.1,7.66,0,0,0.05,0,0,0,0,0.01,0.1,0.08,0.19,0,1.11,0.1,0.2,0.3,8.35,2.16,1.2,2.1,0.57,0.08,0.1,1.3,9.1,5.6,0,0,0,0,11.25,1,0.75,0.25,1.75,0,9.57,0,0,0,49.74,51.96,47.61,36.82,40.76,3.15,0.19,2.5,0.23,51.8,42.9,37.2,42.8,2.5,0.28,2.9,0.21,44.2,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STL,stepan,d,stepan3800cd,87209-12448,C,d,Derek Stepan,stepan,4.661224365,49,3800,STL@CAR,CAR,STL,,,,,,C/UTIL,stepan3800cd,2500
stephenson5900cc,87.43,C. Stephenson,5900,C,0,VGK,CHI-P.Mrazek,11.98,15.1,8.9,1.25,2,3,2,4,0,0.6,21,0,3,4.2,2.5,-295,6.5,72,-280,11.2,1,62,29,37,88,9,55,11,44,9,0.23,0.6,0.83,19.46,2.56,1.57,2.18,0.72,0.15,0.57,2.15,14.96,14.33,10.94,0.11,0.1,2.47,0.46,0.63,0.74,0.01,0.02,0.1,0.47,0.28,0,1.82,0.1,0.7,0.8,18.62,2.58,1.5,2,0.75,0.07,0.4,1.9,13.1,14.5,0,0,2.96,0.7,11,2.4,2,0.4,2.2,1,17.78,3.1,0,0,49.85,50.15,50.17,47.76,39.2,2.61,0.21,2.81,0.24,49.5,50.42,48.2,40.08,2.6,0.04,2.75,0.18,44,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,stephenson,c,stephenson5900cc,87209-42839,C,c,Chandler Stephenson,stephenson,11.38571385,56,5900,VGK@CHI,VGK,CHI,,,,,,C/UTIL,stephenson5900cc,4300
stillman3800dr,53,Riley Stillman,3800,D,0,VAN,NAS-J.Saros,5.62,7.2,4.1,-1.53,1.5,2,0,0,0,-1.6,29,0,3,3,3.7,135,6.5,37,140,4.4,-1.6,40,9,23,85,5.6,70,20,10,10,0.02,0.11,0.13,15.97,0.49,0.96,1.42,0.68,0.02,1.29,2.25,11.51,15.72,8.51,0,0,0.02,0,0,0,0,0,0.02,0.11,0.58,0,0.79,0,0.22,0.22,18.29,0.72,0.78,1.56,0.5,0,1.33,2.11,13.22,13,0,0,0,0,14.57,2.29,0.71,1.57,1.43,0,18.94,0,0,0,44.91,43.44,47.57,46.23,44.95,3.17,0.27,3.33,0.23,44.64,43.89,41.09,49.78,3,0.21,2.56,0.22,47,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAS,stillman,r,stillman3800dr,87209-73987,D,r,Riley Stillman,stillman,4.349999905,32,3800,VAN@NSH,VAN,NSH,,,,,,D/UTIL,stillman3800dr,2600
strome4500cr,38.9,Ryan Strome,4500,C,0,ANA,TB-A.Vasilevskiy,8.88,11.3,6.5,1.03,2,1,1,4,0,-1.7,76,2,1,2,4.8,430,6.5,22,365,8.6,-0.7,48,22,46,105,3.5,20,0,80,10,0.22,0.29,0.51,17.61,1.74,1.96,2.52,0.78,0.11,0.3,2.26,12.59,15.67,9.51,0.05,0.05,2.31,0.27,0.41,0.67,0.01,0,0.16,0.24,0.81,0.02,2.49,0,0.18,0.18,17.66,0.61,1.64,2.18,0.75,0,0.09,1.73,11.91,16.91,0,0,2.23,0.27,11.57,1.86,1.86,0,2.43,0.43,18.43,2.23,0,0,44.12,42.61,43.91,52.27,44.83,2.77,0.17,3.26,0.2,43.09,47.82,59.82,49.27,2.45,0.19,2.64,0.17,54.14,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TB,strome,r,strome4500cr,87209-15386,C,r,Ryan Strome,strome,7.492982563,57,4500,ANH@TB,ANH,TB,,,,,,C/UTIL,strome4500cr,3700
strome5100cd,79.83,Dylan Strome,5100,C,0,WAS,DET-V.Husso,10.16,12.8,7.5,1.07,2,2,2,5,0,1.6,71,0,3,3.4,2.8,-157,6,48,-160,11,1.1,56,31,42,88,7.2,33,11,66,9,0.29,0.45,0.74,17.88,2.48,1.86,2.57,0.72,0.15,0.53,2.39,13.74,13.65,10.13,0.03,0.2,3.38,0.35,0.52,0.68,0,0,0.25,0.25,0.28,0,2.3,0.1,0.2,0.3,15.87,1.13,2.2,2.8,0.79,0.05,0.7,2.9,12.1,12.7,0,0,2.04,0.1,12.8,3.4,2.8,0.6,3.6,0.2,15.52,2.35,0,0,48.28,46.07,47.62,46.23,39.86,3.19,0.23,2.86,0.24,45.8,50.55,51.3,36.73,3,0.17,2.64,0.1,32.29,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,strome,d,strome5100cd,87209-65969,C,d,Dylan Strome,strome,9.947368421,57,5100,DET@WSH,WSH,DET,,,,,,C/UTIL,strome5100cd,4200
studnicka3400cj,45.59,Jack Studnicka,3400,C,0,VAN,NAS-J.Saros,5.1,6.5,3.7,-0.5,1.5,3,0,0,0,-1.7,86,0,3,3,3.7,135,6.5,37,140,5.2,-0.3,24,7,13,94,2,10,0,30,10,0.11,0.08,0.18,10.9,0.99,1.53,1.82,0.84,0.07,0.42,1.95,7.73,10.12,5.88,0,0,0.22,0.06,0.09,0.67,0,0,0.11,0.08,0.32,0,1.38,0,0,0,11.55,0,1.4,2,0.7,0,0,1.4,8.8,11.8,0,0,0.38,0,4,0,0,0,0,0,12.07,0,0,0,44.91,43.44,47.57,46.23,44.95,3.17,0.27,3.33,0.23,44.64,43.89,41.09,49.78,3,0.21,2.56,0.22,47,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAS,studnicka,j,studnicka3400cj,87209-82176,C,j,Jack Studnicka,studnicka,4.525714111,35,3400,VAN@NSH,VAN,NSH,,,,,,C/UTIL,studnicka3400cj,2800
sundqvist3600co,46.31,Oskar Sundqvist,3600,C,0,DET,WAS-D.Kuemper,6.34,8.1,4.6,0.33,1.8,2,2,3,0,-1.6,58,0,3,2.8,3.4,132,6,52,132,6.1,-0.4,36,18,44,87,3.6,40,0,40,10,0.15,0.25,0.4,14.25,1.68,1.03,1.45,0.71,0.15,0.44,1.47,8.46,10.91,6.16,0.03,0.07,1.8,0.21,0.32,0.65,0,0,0.13,0.18,0.54,0.01,1.67,0.1,0.2,0.3,12.05,1.49,1.2,1.6,0.75,0.08,0.2,1.4,9.1,8.8,0,0,1.7,0.1,8.71,1.14,0.86,0.29,1.43,0.29,12.38,1.97,0,0,43.53,39.86,46.23,47.62,46.07,3.22,0.2,2.69,0.18,36.73,51.3,50.55,45.8,3.27,0.25,2,0.2,44.8,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAS,sundqvist,o,sundqvist3600co,87209-58878,C,o,Oskar Sundqvist,sundqvist,6.226530737,49,3600,DET@WSH,DET,WSH,,,,,,C/UTIL,sundqvist3600co,2500
suter3900cp,49.83,Pius Suter,3900,C,0,DET,WAS-D.Kuemper,5.53,7.1,4,-1.09,1.4,3,0,0,0,-1.6,34,0,3,2.8,3.4,132,6,52,132,6.4,-0.8,48,20,47,86,6.2,60,30,40,10,0.16,0.18,0.34,14.33,1.42,1.46,1.95,0.75,0.11,0.43,1.89,10.15,12.08,7.5,0,0,0.35,0.01,0.06,0.2,0.01,0,0.14,0.18,0.19,0,1.43,0.27,0,0.27,12.76,1.27,1.09,1.82,0.6,0.25,0.45,1.55,8.82,9.73,0,0,0.01,0,9.29,1.86,1.43,0.43,2.14,0,13.59,0.01,0,0,43.53,39.86,46.23,47.62,46.07,3.22,0.2,2.69,0.18,36.73,51.3,50.55,45.8,3.27,0.25,2,0.2,44.8,2/21/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAS,suter,p,suter3900cp,87209-82193,C,p,Pius Suter,suter,5.77692296,52,3900,DET@WSH,DET,WSH,,,,,,C/UTIL,suter3900cp,2500
