RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID,dkSalary
hischier7600cn,79.91,Nico Hischier,7600,C,0,NJD,COL-JAnnunen,13.88,17.4,10.3,-0.34,1.8,2,1,13,0,-2.4,20,0,4,3,3.1,-105,6,41,105,15.1,1.2,72,29,18,87,16.3,80,20,30,10,0.4,0.59,0.99,19.63,3.02,2.93,3.87,0.76,0.14,0.67,3.59,13.97,12.59,10.61,0.07,0.14,3.18,0.67,1,0.67,0.02,0.02,0.3,0.43,0.07,0.02,2.89,0.4,0.5,0.9,19.01,2.84,3.4,4.1,0.83,0.12,1.1,4.5,15.4,13.3,0,0.1,2.76,0.8,16.29,4.86,4,0.86,4.43,0.71,18.51,2.53,0,0.14,53.2,49.45,45.33,44.76,50.27,2.93,0.17,2.94,0.21,53.1,55.89,47.6,45.56,2.6,0.19,2.9,0.17,42.33,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,hischier,n,hischier7600cn,87465-80991,C,n,Nico Hischier,hischier,15.83275841,58,7600,NJ@COL,NJ,COL,,,,,,C/UTIL,hischier7600cn,6000
kuznetsov5200ce,79.39,Evgeny Kuznetsov,5200,C,0,WAS,ANA-JGibson,15.3,19.2,11.4,6.01,2.9,1,1,8,0,-1.5,94,0,3,3.9,2.8,-200,6.5,79,-190,12.6,0.7,71,23,27,96,11.7,55,44,33,9,0.23,0.65,0.88,18.44,2.86,2.38,3.29,0.72,0.1,0.3,2.68,11.77,13.13,8.93,0.11,0.22,3.23,0.73,0.98,0.74,0.01,0,0.12,0.43,0.72,0.01,2.91,0.44,0.33,0.78,17,2.75,2.11,2.67,0.79,0.21,0.11,2.22,12,15.11,0.11,0.11,2.38,0.44,13.14,2.43,2.43,0,2.86,0.57,17.46,2.83,0.14,0.14,54.33,46.5,53.16,46.23,41.93,3.16,0.24,3.23,0.27,48.44,62.4,48.44,35,3,0.26,3.64,0.25,33.67,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANA,kuznetsov,e,kuznetsov5200ce,87465-52475,C,e,Evgeny Kuznetsov,kuznetsov,11.59672171,61,5200,WSH@ANH,WSH,ANH,DTD,Illness,,,,C/UTIL,kuznetsov5200ce,4800
seguin5300ct,79.11,Tyler Seguin,5300,C,0,DAL,ARI-CIngram,11.93,15,8.8,2.43,2.3,2,2,8,0,-1.5,76,1,2,3.8,1.9,-415,5.5,74,-390,10.7,0.5,63,25,36,97,8.5,55,44,22,9,0.25,0.38,0.63,17.41,2.17,2.58,3.49,0.74,0.1,0.39,2.97,13.26,13.69,9.8,0.05,0.06,2.18,0.54,0.69,0.78,0,0.01,0.2,0.3,0.33,0.04,2.99,0.11,0.22,0.33,17.73,1.12,3.11,4.63,0.67,0.04,0.11,3.22,14.44,13.44,0,0,1.82,0.44,15.17,3.83,3.67,0.17,5.8,1.33,17.89,2.04,0,0,50.71,46.29,49.54,47.77,38.63,2.94,0.22,3.51,0.25,53.38,49.5,50.63,43.1,3.44,0.06,3.8,0.21,44,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,seguin,t,seguin5300ct,87465-12417,C,t,Tyler Seguin,seguin,10.55,60,5300,ARI@DAL,DAL,ARI,,,,,,C/UTIL,seguin5300ct,4500
strome5000cd,77.65,Dylan Strome,5000,C,0,WAS,ANA-JGibson,10.96,13.8,8.1,2.08,2.2,2,2,8,0,1.2,57,0,3,3.9,2.8,-200,6.5,79,-190,11.1,1.2,56,33,42,90,9.1,55,44,33,9,0.29,0.46,0.75,17.79,2.53,1.84,2.55,0.72,0.16,0.52,2.36,13.87,13.44,10.21,0.03,0.19,3.26,0.33,0.51,0.66,0,0,0.26,0.27,0.31,0,2.6,0.22,0.22,0.44,15.81,1.67,2.33,3,0.78,0.1,0.56,2.89,15.11,11.67,0,0,1.89,0.11,15.86,3.29,2.57,0.71,3,0.29,16.65,2.18,0,0,54.33,46.5,53.16,46.23,41.93,3.16,0.24,3.23,0.27,48.44,62.4,48.44,35,3,0.26,3.64,0.25,33.67,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANA,strome,d,strome5000cd,87465-65969,C,d,Dylan Strome,strome,9.990164335,61,5000,WSH@ANH,WSH,ANH,,,,,,C/UTIL,strome5000cd,3900
rodrigues5800ce,76.18,Evan Rodrigues,5800,C,0,COL,NJD-VVanecek,9.85,12.4,7.3,-0.67,1.7,2,2,7,1,-2.6,76,0,2,3.1,3,-115,6,59,-125,10.4,0.5,61,23,27,91,7,60,40,0,10,0.21,0.3,0.51,16.77,1.82,3.09,3.71,0.83,0.07,0.32,3.41,13.93,11.86,10.45,0.07,0.06,2.03,0.41,0.47,0.86,0.01,0,0.12,0.23,0.42,0.01,2.53,0,0.1,0.1,16.98,0.35,3.5,3.9,0.9,0,0.4,3.9,14.8,17.8,0,0,1.21,0.2,13,2.86,2.57,0.29,3,0,16.91,1.22,0,0,46.39,50.27,44.76,45.33,49.45,3.15,0.27,2.9,0.19,45.56,47.6,55.89,53.1,2.8,0.14,2.6,0.15,57.86,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NJD,rodrigues,e,rodrigues5800ce,87465-62445,C,e,Evan Rodrigues,rodrigues,11.02978775,47,5800,NJ@COL,COL,NJ,,,,,,C/UTIL,rodrigues5800ce,5000
chytil5700cf,75.75,Filip Chytil,5700,C,0,NYR,PHI-CHart,10.87,13.7,8,0.55,1.9,3,2,3,0,-2.3,76,1,3,3.7,2.5,-230,6,92,-190,9.9,1.8,62,32,25,105,11,63,36,9,11,0.3,0.27,0.57,14.36,2.38,2.27,3.15,0.72,0.13,0.46,2.73,11.81,10.88,8.64,0.04,0.02,1.19,0.18,0.26,0.71,0,0,0.26,0.25,0.37,0.03,2.31,0.27,0.36,0.64,15.65,2.45,2.82,4,0.7,0.1,0.18,3,11.36,12.27,0,0.09,1.91,0.27,11.43,3.29,3,0.29,4.14,0.71,15.56,2.05,0,0.14,47.33,45.08,50.06,45.39,43.03,2.86,0.25,2.76,0.25,41.73,51.7,45.45,45.1,2.91,0.28,2.1,0.33,46,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHI,chytil,f,chytil5700cf,87465-82087,C,f,Filip Chytil,chytil,10.77321407,56,5700,NYR@PHI,NYR,PHI,,,,,,C/UTIL,chytil5700cf,4900
eichel7700cj,74.25,Jack Eichel,7700,C,0,VGK,CAR-FAndersen,14.97,18.8,11.2,0.55,1.9,1,1,17,1,-2.6,76,0,2,2.6,3,122,5.5,27,120,16.2,1.1,62,30,19,89,18.1,88,0,55,9,0.43,0.41,0.84,19.11,2.64,3.84,4.71,0.82,0.11,0.89,4.74,15.04,14.33,11.27,0.07,0.17,2.81,0.78,1.04,0.75,0,0,0.37,0.24,0.13,0.03,3.36,0.56,0.44,1,18.32,3.27,4.11,4.89,0.84,0.14,0.78,4.89,14.44,15.11,0.11,0,2.31,0.56,15.67,5.5,4.33,1.17,5.17,1,19.41,2.55,0.17,0,43.78,49.86,36.72,47.98,52.46,2.57,0.21,3.3,0.19,49.63,37.63,47.63,58.13,2.22,0.05,3,0.08,59.83,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,eichel,j,eichel7700cj,87465-64100,C,j,Jack Eichel,eichel,16.31063778,47,7700,CAR@VGK,VGK,CAR,,,,,,C/UTIL,eichel7700cj,6900
aho7400cs,72.66,Sebastian Aho,7400,C,0,CAR,VGK-AHill,14.43,18.1,10.8,0.62,2,1,1,8,0,-2.1,82,0,4,3,2.6,-145,5.5,73,-140,14.6,-0.4,65,27,27,99,12.3,42,57,42,7,0.45,0.48,0.94,19.18,2.94,2.8,4.11,0.68,0.16,0.34,3.14,14.29,10.51,11.13,0.08,0.15,3.21,0.6,1.04,0.58,0.04,0.02,0.33,0.32,0.48,0.06,2.85,0.38,0.5,0.88,18.51,2.85,2.5,4.63,0.54,0.15,0.13,2.63,19.25,9,0.13,0,2.49,0.13,20.83,2.83,2.67,0.17,5.5,0.33,18.87,2.42,0,0,52.93,52.46,47.98,36.72,49.86,3.13,0.18,2.36,0.24,58.13,47.63,37.63,49.63,2.25,0.17,2.56,0.17,48.8,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGK,aho,s,aho7400cs,87465-73946,C,s,Sebastian Aho,aho,15.78823553,51,7400,CAR@VGK,CAR,VGK,,,,,,C/UTIL,aho7400cs,6700
hayes6400ck,69.69,Kevin Hayes,6400,C,0,PHI,NYR-IShesterkin,11.4,14.4,8.4,-0.35,1.8,4,2,3,0,-2.6,76,0,4,2.5,3.7,190,6,8,160,12.3,1.1,67,31,30,89,6.2,30,70,10,10,0.27,0.52,0.8,18.42,2.61,2.83,3.87,0.73,0.1,0.24,3.07,13.51,14.88,10.14,0.08,0.11,2.96,0.48,0.69,0.7,0,0,0.19,0.41,0.35,0.02,1.69,0.2,0.1,0.3,17.57,1.02,1.8,2.9,0.62,0.11,0.1,1.9,14.1,15.8,0,0,1.8,0.2,15.33,1.5,1.5,0,2.67,0.17,16.85,1.55,0,0,45.09,43.03,45.39,50.06,45.08,2.89,0.13,2.77,0.21,45.1,45.45,51.7,41.73,1.7,0.12,2.82,0.32,43.71,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYR,hayes,k,hayes6400ck,87465-58990,C,k,Kevin Hayes,hayes,12.45833333,60,6400,NYR@PHI,PHI,NYR,,,,,,C/UTIL,hayes6400ck,5600
zegras6000ct,68.84,Trevor Zegras,6000,C,0,ANA,WAS-DKuemper,12.67,15.9,9.4,1.74,2.1,1,1,3,0,-3.4,82,0,2,2.8,3.9,167,6.5,21,160,12.4,1,64,32,35,87,10.2,63,36,9,11,0.33,0.49,0.83,19.23,2.59,2.45,3.29,0.74,0.14,0.43,2.87,14.01,15.25,10.48,0.11,0.13,2.89,0.48,0.6,0.79,0,0,0.22,0.37,0.87,0,2.36,0.09,0.64,0.73,18.68,2.35,1.73,2.55,0.68,0.05,0.73,2.45,10.73,17.09,0.09,0.09,2.77,0.27,10.43,1.71,1.43,0.29,2.43,0.57,18.34,3.13,0,0.14,42.45,41.93,46.23,53.16,46.5,2.81,0.17,2.71,0.18,35,48.44,62.4,48.44,2.91,0.16,3.11,0.14,50.57,3/1/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAS,zegras,t,zegras6000ct,87465-128506,C,t,Trevor Zegras,zegras,12.21967253,61,6000,WSH@ANH,ANH,WSH,,,,,,C/UTIL,zegras6000ct,5300
