RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID,dkSalary
zegras6300ct,80.77,Trevor Zegras,6300,C,0,ANA,CHI-PMrazek,14.46,18.1,10.8,2.91,2.3,1,1,3,0,-1.1,57,0,2,3.2,2.9,-130,6,39,-135,12.7,1.4,65,33,34,87,11.7,72,27,9,11,0.33,0.49,0.83,19.21,2.59,2.47,3.3,0.75,0.13,0.43,2.9,14.12,15.25,10.56,0.11,0.13,2.86,0.49,0.62,0.79,0,0,0.22,0.37,0.87,0,2.47,0.18,0.64,0.82,18.31,2.69,2,2.73,0.73,0.09,0.73,2.73,11.73,17.55,0.09,0.09,2.59,0.27,11.14,1.86,1.43,0.43,2.29,0.57,18.16,2.69,0,0.14,45.73,42.01,50.44,52.92,39.36,2.77,0.16,2.78,0.25,37.18,52.18,61.27,44.45,2.82,0.13,2.36,0.23,41.71,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,zegras,t,zegras6300ct,87381-128506,C,t,Trevor Zegras,zegras,12.42333374,60,6300,CHI@ANH,ANH,CHI,,,,,,C/UTIL,zegras6300ct,5200
copp4100ca,78.91,Andrew Copp,4100,C,0,DET,OTT-CTalbot,7.81,9.9,5.7,0.78,1.9,2,0,1,0,0.5,71,1,2,3.2,3.5,110,6.5,51,115,9.9,1.2,59,30,35,103,8.5,60,40,30,10,0.2,0.49,0.69,17.88,2.31,1.72,2.39,0.72,0.12,0.5,2.22,11.64,13.12,8.48,0.02,0.09,1.55,0.19,0.34,0.54,0.02,0,0.17,0.4,0.26,0.03,1.83,0.09,0.45,0.55,18.57,1.78,1.45,2,0.73,0.06,0.82,2.27,9,14.91,0,0.09,1.77,0.09,11.14,2,1.29,0.71,2.14,0.43,19.08,1.65,0,0.14,43.39,39.93,44.42,47.42,45.76,3.23,0.2,3.38,0.2,35.45,47.55,50.27,41.82,3.64,0.23,4,0.14,40.71,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,copp,a,copp4100ca,87381-62157,C,a,Andrew Copp,copp,7.83275841,58,4100,DET@OTT,DET,OTT,,,,,,C/UTIL,copp4100ca,3200
compher5800cj,75.65,J.t. Compher,5800,C,0,COL,VGK-AHill,12.4,15.6,9.2,1.88,2.1,2,1,9,0,-3.1,41,0,2,3.3,2.9,-140,6,78,-140,10.1,1.8,54,32,43,96,16.5,60,40,50,10,0.24,0.36,0.59,17.93,1.97,1.7,2.3,0.74,0.14,0.98,2.68,13.33,13.4,9.78,0.08,0.06,1.73,0.3,0.43,0.7,0,0,0.16,0.3,0.39,0,2.48,0.3,0.8,1.1,20.8,3.17,2.4,3,0.8,0.13,1.6,4,15.6,20.3,0,0.1,1.49,0.3,14.83,4,2.33,1.67,3.17,0.67,20.66,1.8,0,0.17,47.65,50.27,47.98,45.33,49.86,3.17,0.27,2.37,0.24,46.1,49,54.7,49.3,2.9,0.14,2.5,0.16,50.83,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGK,compher,j,compher5800cj,87381-70279,C,j,J.T. Compher,compher,11.54035066,57,5800,VGK@COL,COL,VGK,,,,,,C/UTIL,compher5800cj,4500
coyle4700cc,74.33,Charlie Coyle,4700,C,0,BOS,EDM-SSkinner,7.31,9.3,5.3,-0.96,1.6,3,0,0,0,-2.9,76,1,2,3.5,3.2,-125,6.5,63,-130,9.2,1.1,64,25,35,95,7,50,50,20,10,0.18,0.4,0.58,17,2.05,1.66,2.2,0.76,0.11,0.66,2.33,11.47,12.56,8.77,0.01,0.05,1.21,0.16,0.25,0.65,0.02,0.03,0.15,0.32,0.44,0.01,1.16,0.1,0.4,0.5,16.9,1.78,0.6,0.9,0.67,0.17,0.9,1.5,11,14.2,0,0,0.74,0,10.5,1.33,0.5,0.83,0.83,0.17,16.79,0.77,0,0,43.02,46.33,44.61,41.59,47.63,3.25,0.23,3.43,0.22,44.1,38.36,47.2,50.27,3.3,0.09,3.55,0.26,52.86,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EDM,coyle,c,coyle4700cc,87381-16969,C,c,Charlie Coyle,coyle,8.91724159,58,4700,BOS@EDM,BOS,EDM,,,,,,C/UTIL,coyle4700cc,3900
rodrigues6000ce,74.15,Evan Rodrigues,6000,C,0,COL,VGK-AHill,9.94,12.6,7.3,-0.99,1.7,2,2,7,0,-3.1,71,0,2,3.3,2.9,-140,6,78,-140,10.4,0.5,61,23,27,90,8.2,60,40,10,10,0.21,0.3,0.51,16.77,1.82,3.06,3.73,0.82,0.07,0.31,3.37,13.82,11.79,10.37,0.07,0.06,2.06,0.42,0.5,0.85,0.01,0,0.12,0.23,0.42,0.01,2.88,0.1,0.1,0.2,17.11,0.7,3.6,3.9,0.92,0.03,0.3,3.9,14.3,17.2,0,0,1.45,0.3,12.17,2.33,2.17,0.17,2.5,0,17,1.42,0,0,47.65,50.27,47.98,45.33,49.86,3.17,0.27,2.37,0.24,46.1,49,54.7,49.3,2.9,0.14,2.5,0.16,50.83,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGK,rodrigues,e,rodrigues6000ce,87381-62445,C,e,Evan Rodrigues,rodrigues,11.0608693,46,6000,VGK@COL,COL,VGK,,,,,,C/UTIL,rodrigues6000ce,5100
eichel7900cj,73.67,Jack Eichel,7900,C,0,VGK,COL-AGeorgiev,14.84,18.6,11.1,0.01,1.9,1,1,14,0,-3.6,76,0,2,2.9,3.3,119,6,22,120,16.2,1.1,62,30,19,89,18.3,88,0,55,9,0.44,0.41,0.85,19.11,2.67,3.83,4.69,0.82,0.11,0.88,4.71,14.99,14.25,11.24,0.07,0.17,2.84,0.79,1.04,0.76,0,0,0.37,0.24,0.13,0.03,3.34,0.5,0.4,0.9,18.13,2.98,4.1,5,0.82,0.12,0.6,4.7,13.7,14.7,0.1,0,2.58,0.8,14.83,4.83,4,0.83,4.83,1,19.01,2.54,0.17,0,51.26,49.86,45.33,47.98,50.27,2.59,0.21,2.96,0.21,49.3,54.7,49,46.1,2.3,0.04,3,0.2,42.33,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,eichel,j,eichel7900cj,87381-64100,C,j,Jack Eichel,eichel,16.42173966,46,7900,VGK@COL,VGK,COL,,,,,,C/UTIL,eichel7900cj,7100
faksa3600cr,71.2,Radek Faksa,3600,C,0,DAL,VAN-TDemko,5.34,6.8,3.8,-0.67,1.5,4,0,1,0,0.6,65,0,2,3.9,2.3,-282,6,61,-260,5.8,-0.5,65,21,34,96,7.3,87,12,37,8,0.11,0.11,0.23,14.33,0.96,1.15,1.46,0.79,0.1,1,2.15,9.92,11.26,7.05,0,0,0.13,0,0.01,0,0.02,0.01,0.09,0.1,0.55,0,1.19,0.11,0.11,0.22,15.14,0.87,1.56,1.88,0.83,0.07,1.11,2.67,13.89,12.89,0,0,0.06,0,13.8,3.2,1.8,1.4,2,0,14.67,0.03,0,0,46.81,46.24,45.68,47.83,43.35,2.91,0.22,2.89,0.3,53.78,39.64,49.33,44.55,3.33,0.07,3.09,0.29,42,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,faksa,r,faksa3600cr,87381-23928,C,r,Radek Faksa,faksa,5.389830508,59,3600,VAN@DAL,DAL,VAN,,,,,,C/UTIL,faksa3600cr,2600
pinto4500cs,70.6,Shane Pinto,4500,C,0,OTT,DET-MHellberg,7.87,10,5.7,0.02,1.7,2,2,5,0,0.9,76,1,2,3.5,3.2,-130,6.5,49,-135,8.4,-0.1,36,18,28,87,9.6,80,20,30,10,0.26,0.19,0.45,15.57,1.73,1.83,2.58,0.71,0.14,0.43,2.26,12.67,11.72,9.25,0.07,0.05,2.1,0.45,0.66,0.68,0,0,0.19,0.14,0.17,0,2.06,0.27,0.36,0.64,14.97,2.56,1.45,2.09,0.7,0.19,0.64,2.09,10,12.64,0,0.09,1.9,0.09,9.29,2.29,1.86,0.43,2.29,0.14,15.08,1.79,0,0,46.99,45.76,47.42,44.42,39.93,3.37,0.25,2.87,0.24,41.82,50.27,47.55,35.45,3.45,0.18,2.91,0.13,40.14,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,pinto,s,pinto4500cs,87381-148186,C,s,Shane Pinto,pinto,8.294827691,58,4500,DET@OTT,OTT,DET,,,,,,C/UTIL,pinto4500cs,3700
domi6100cm,70.04,Max Domi,6100,C,0,CHI,ANA-LDostal,14.48,18.2,10.8,3.34,2.4,1,1,9,0,-1.9,33,1,2,2.9,3.2,109,6,61,115,9.9,1.2,53,28,46,99,16.1,63,36,36,11,0.23,0.44,0.67,15.48,2.6,1.93,2.6,0.74,0.12,0.24,2.17,11.42,13.4,8.82,0.08,0.11,2.26,0.54,0.69,0.78,0,0,0.15,0.33,1.05,0.02,2.99,0.36,0.82,1.18,18.56,3.81,2.55,3.4,0.75,0.14,0.64,3.18,12.45,14.45,0.09,0.09,3.4,0.91,11.29,3.71,3,0.71,3.83,1.43,18.32,3.45,0.14,0.14,50.73,39.36,52.92,50.44,42.01,2.87,0.18,3.2,0.26,44.45,61.27,52.18,37.18,2.91,0.09,3.64,0.2,34.71,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANA,domi,m,domi6100cm,87381-41592,C,m,Max Domi,domi,12.08275841,58,6100,CHI@ANH,CHI,ANH,,,,,,C/UTIL,domi6100cm,4700
strome4200cr,69,Ryan Strome,4200,C,0,ANA,CHI-PMrazek,11.75,14.8,8.7,4.51,2.8,1,1,3,0,-1.1,71,0,2,3.2,2.9,-130,6,39,-135,8.8,-0.4,49,23,45,105,6.2,36,63,18,11,0.23,0.3,0.53,17.55,1.81,1.96,2.55,0.77,0.12,0.3,2.27,12.55,15.67,9.5,0.05,0.05,2.32,0.28,0.44,0.64,0.01,0,0.17,0.26,0.8,0.02,2.35,0.09,0.27,0.36,17.52,1.23,1.64,2.36,0.69,0.06,0.18,1.82,10.45,16.18,0,0,2.4,0.27,10.43,1.71,1.57,0.14,2.43,0.86,17.48,2.63,0,0,45.73,42.01,50.44,52.92,39.36,2.77,0.16,2.78,0.25,37.18,52.18,61.27,44.45,2.82,0.13,2.36,0.23,41.71,2/27/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,strome,r,strome4200cr,87381-15386,C,r,Ryan Strome,strome,7.718333435,60,4200,CHI@ANH,ANH,CHI,,,,,,C/UTIL,strome4200cr,3300
