RylandID_master,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,act_pts,lev_rank,buzz,sr,leverage,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,City Name,City Name2,City Name3,RylandID
murray5100rbl,69.08,Latavius Murray,5100,NO,TB,,,6.41,12.15,0.81,-0.02,1.3,0.5,6.43,4.8,-12,0.3,0,0.45,2,0,0.94,-4.7,28,26.5,22,-0.3,-4.5,48.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,39,4.2,0.3,0.593,1.93,0.93,0.27,0,0,0,0,0,0,0,0,0,0,0,7.2,-1,0,0.6,0.26,55,0.2,0.45,20,RB,120,0.364,0.374,0.417,9,2,2,15,9,7.2,0.1,5.6,0.136,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,murray,latavius murray,l,murray5100rbl,47691-34331:Latavius Murray,47691-34331,RB,l,Latavius Murray,murray,8.762499809,16,5100,TB@NO,NO,TB,,,,ryland,ryland,latavius,murray5100rbl
peterson5100rba,52.66,Adrian Peterson,5100,DET,CHI,,,3.09,5.86,0,-3.34,0.6,0.5,6.43,12.9,-32,0,0,0.11,4,0,0.66,1.8,27,22.5,20,-0.3,-2.5,42.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,59,4.3,0.3,0.474,1.73,0.8,0.47,0,0,0,0,0,0,0,0,0,0,0,8.8,0.3,0,0.56,0.32,72,0.5,0.27,18,RB,120,0.556,0.577,0.455,14,1,1,9,7,8.4,0,60,0.208,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,peterson,adrian peterson,a,peterson5100rba,47691-6703:Adrian Peterson,47691-6703,RB,a,Adrian Peterson,peterson,9.233333333,15,5100,CHI@DET,DET,CHI,,,,ryland,ryland,adrian,peterson5100rba
richard4800rbj,67.44,Jalen Richard,4800,LV,@CAR,,,5.25,10.26,0.36,-0.43,1.1,0.5,5.68,2,-20,0,0,0.29,2,0,0.96,4.6,19,25.5,22.5,1.2,-3,48,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3.7,0,0.474,0.33,0,0,82,0.61,0.02,0,0,0,0,0,0,0,0,4.4,-2.3,0,0.82,0.23,68,0,0.31,16,RB,120,0,0.079,0.302,2,2,2,21,13,90,0,7.2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,richard,jalen richard,j,richard4800rbj,47691-33578:Jalen Richard,47691-33578,RB,j,Jalen Richard,richard,4.050000191,16,4800,LV@CAR,LV,CAR,,,,ryland,ryland,jalen,richard4800rbj
robinson4500rbj,83.31,James Robinson,4500,JAX,IND,,,8.46,16.84,2.4,3.53,1.9,3,4.93,9.5,-15,2.8,0.8,0.39,2,0,0.92,0.1,0,18.5,25.5,-1,7,44,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0.86,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RB,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,robinson,james robinson,j,robinson4500rbj,47691-130288:James Robinson,47691-130288,RB,j,James Robinson,robinson,,,4500,IND@JAC,JAC,IND,,,,ryland,ryland,james,robinson4500rbj
scott4700rbb,94.7,Boston Scott,4700,PHI,@WAS,,,11.91,22.11,4.72,6.48,2.5,45.5,5.43,6.4,-11,3.1,1,0.48,5,0,0.98,9.7,20,23.5,18,-1.8,-5.5,41.5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,4,0.6,0.525,1.27,0.73,0.36,78,0.73,0.04,0,0,0,0,0,0,0,0,7.5,0.1,-200,0.78,0.38,52,0.17,0.23,17,RB,120,0.556,0.215,0.282,6,2,2,22,8,8.5,0,4.1,0.357,0.857,0,0,0,0,0,0,0,0,0,0,0,0,0,scott,boston scott,b,scott4700rbb,47691-43433:Boston Scott,47691-43433,RB,b,Boston Scott,scott,9.433333503,9,4700,PHI@WAS,PHI,WAS,,,,ryland,ryland,boston,scott4700rbb
singletary6300rbd,82,Devin Singletary,6300,BUF,NYJ,,,10.92,22.24,3.65,1.5,1.7,3,9.42,7.8,4,1.5,0,0.93,8,0,0.58,-0.6,45,23,16.5,0,-6.5,39.5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,64,4.8,0.2,0.476,1.47,0.33,0.13,71,0.89,0.33,0,0,0,0,0,0,0,0,9.4,1.7,0,0.57,0.21,73,0.42,0.26,19,RB,120,0.2,0.492,0.673,13,3,2,15,12,6.9,0.2,3.8,0.118,0.353,0,0,0,0,0,0,0,0,0,0,0,0,0,singletary,devin singletary,d,singletary6300rbd,47691-70603:Devin Singletary,47691-70603,RB,d,Devin Singletary,singletary,11.11666616,12,6300,NYJ@BUF,BUF,NYJ,,,,ryland,ryland,devin,singletary6300rbd
smith4800rbi,55.72,Ito Smith,4800,ATL,SEA,,,3.1,7.02,0.04,-2.58,0.6,0.5,5.68,2.1,-29,0,0,0.14,2,0,0.92,1.2,19,25.3,24.3,1.3,-1,49.5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,4.7,0.2,0.5,1.57,0.57,0.43,0,0,0,0,0,0,0,0,0,0,0,3.8,-0.9,-100,0.78,0.2,20,0.13,0.26,15,RB,120,0.5,0.185,0.281,2,2,1,13,4,7.8,0,2.8,0.125,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,smith,ito smith,i,smith4800rbi,47691-55689:Ito Smith,47691-55689,RB,i,Ito Smith,smith,4.399999891,7,4800,SEA@ATL,ATL,SEA,,,,ryland,ryland,ito,smith4800rbi
swift5100rbd,83.97,D'Andre Swift,5100,DET,CHI,,,8.91,18.36,3.18,2.48,1.7,0.5,6.43,9.8,9,0.3,0,0.97,5,0,0.95,1.8,0,22.5,20,-0.3,-2.5,42.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RB,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,swift,d'andre swift,d,swift5100rbd,47691-91598:D'Andre Swift,47691-91598,RB,d,D'Andre Swift,swift,,,5100,CHI@DET,DET,CHI,,,,ryland,ryland,d'andre,swift5100rbd
taylor5400rbj,88.52,Jonathan Taylor,5400,IND,@JAX,,,10.48,16.21,2.23,3.3,1.9,10.5,7.18,11.9,-17,4.9,0.81,0.35,6,0,0.99,3.6,0,25.5,18.5,-1,-7,44,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0.86,0.26,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,RB,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,taylor,jonathan taylor,j,taylor5400rbj,47691-89675:Jonathan Taylor,47691-89675,RB,j,Jonathan Taylor,taylor,,,5400,IND@JAC,IND,JAC,,,,ryland,ryland,jonathan,taylor5400rbj
thompson4800rbc,76.86,Chris Thompson,4800,JAX,IND,,,7.65,14.08,1.64,1.97,1.6,3,5.68,1.6,-18,4.9,1,0.33,2,0,0.61,0.1,27,18.5,25.5,-1,7,44,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,3.8,0,0.382,0.8,0.4,0.2,81,0.86,0.26,0,0,0,0,0,0,0,0,4.8,0,-100,0.59,0.18,50,0.16,0.44,18,RB,120,0,0.116,0.439,3,4,3,31,15,8.9,0,6.4,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,thompson,chris thompson,c,thompson4800rbc,47691-24891:Chris Thompson,47691-24891,RB,c,Chris Thompson,thompson,6.599999861,11,4800,IND@JAC,JAC,IND,,,,ryland,ryland,chris,thompson4800rbc
white5300rbj,87.32,James White,5300,NE,MIA,,,9.31,18.35,3.36,2.38,1.8,3,6.93,6.7,-2,2.3,0.88,0.76,7,0,0.99,0.6,32,24.5,17,-0.5,-7.5,41.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,3.8,0.1,0.413,2.13,0.67,0.4,75,0.55,0.01,0,0,0,0,0,0,0,0,10.9,1.7,0,0.92,0.34,86,0.22,0.13,22,RB,120,0.067,0.154,0.455,4,6,4,42,20,8.8,0.4,7.1,0.077,0.462,0,0,0,0,0,0,0,0,0,0,0,0,0,white,james white,j,white5300rbj,47691-28930:James White,47691-28930,RB,j,James White,white,10.94666646,15,5300,MIA@NE,NE,MIA,,,,ryland,ryland,james,white5300rbj
williams4900rbj,63.87,Jamaal Williams,4900,GB,@MIN,,,4.8,9.57,0.3,-1.13,1,0.5,5.93,6.2,-24,0,0,0.22,2,0,0.61,-0.2,27,21.5,22.5,0,1,44,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35,4.5,0.1,0.549,1.4,0.67,0.33,0,0,0,0,0,0,0,0,0,0,0,8.3,1.8,0,0.75,0.31,70,0.45,0.3,20,RB,120,0.071,0.305,0.41,7,3,2,18,9,6.4,0.4,5.1,0.077,0.462,0,0,0,0,0,0,0,0,0,0,0,0,0,williams,jamaal williams,j,williams4900rbj,47691-45631:Jamaal Williams,47691-45631,RB,j,Jamaal Williams,williams,9.057143075,14,4900,GB@MIN,GB,MIN,,,,ryland,ryland,jamaal,williams4900rbj
alie-cox4000tem,68.93,Mo Alie-Cox,4000,IND,@JAX,,,2.98,5.49,0,0.38,0.7,0.5,2.6,3,-23,0,0,0.14,0,0,0.61,0.6,22,25.5,18.5,-1,-7,44,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,81,0.86,0.26,0,0,0,0,0,0,0,0,0.8,-0.2,0,1.17,0.04,37,0,0.62,16,TE,120,0,0,0,0,0,0,6,5,12.9,0,4.8,0,0,0.022,0,0.029,0,0,0,0,0,0,0,0,0,0,alie-cox,mo alie-cox,m,alie-cox4000tem,47691-24533:Mo Alie-Cox,47691-24533,TE,m,Mo Alie-Cox,alie-cox,1.477777799,9,4000,IND@JAC,IND,JAC,,,,ryland,ryland,mo,alie-cox4000tem
andrews7400tem,70,Mark Andrews,7400,BAL,CLE,,,10.63,15.49,1.05,0.09,1.4,14.5,10.54,20.3,-2,3.6,1,0.75,6,0,0.61,0.9,31,27,20,-1.5,-7,47,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.33,0.13,76,0.76,0.03,0,0,0,0,0,0,0,0,10,1.4,0,1.55,0.32,72,0.33,0.27,18,TE,120,0,0,0,0,6,4,53,26,13.3,0.6,8.6,0.5,0,0.237,0.29,0.259,0,0,0,0,0,0,0,0,0,0,andrews,mark andrews,m,andrews7400tem,47691-52436:Mark Andrews,47691-52436,TE,m,Mark Andrews,andrews,11.6799998,15,7400,CLE@BAL,BAL,CLE,,,,ryland,ryland,mark,andrews7400tem
arnold4400ted,71.6,Dan Arnold,4400,ARI,@SF,,,4.34,7.95,0.03,0.8,1,0.5,3.54,3.1,-15,0,0,0.32,0,0,0.68,-0.1,21,21.5,28,1.7,6.5,49.5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0.58,0,0,0,0,0,0,0,0,0,2.9,0.9,200,1.03,0.14,26,0.13,0.4,15,TE,120,0,0,0,0,2,1,25,16,15.9,0.4,6.7,0,0,0.083,0.222,0.092,0,0,0,0,0,0,0,0,0,0,arnold,dan arnold,d,arnold4400ted,47691-80546:Dan Arnold,47691-80546,TE,d,Dan Arnold,arnold,5.740000153,5,4400,ARI@SF,ARI,SF,,,,ryland,ryland,dan,arnold4400ted
asiasi4100ted,76.04,Devin Asiasi,4100,NE,MIA,,,4.14,7.9,0.01,1.31,1,0.5,2.83,0,-13,0.2,0,0.37,0,0,0.7,1.3,0,24.5,17,-0.5,-7.5,41.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0.55,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TE,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,asiasi,devin asiasi,d,asiasi4100ted,47691-73089:Devin Asiasi,47691-73089,TE,d,Devin Asiasi,asiasi,,,4100,MIA@NE,NE,MIA,,,,ryland,ryland,devin,asiasi4100ted
boyle4600ten,70.71,Nick Boyle,4600,BAL,CLE,,,4.46,7.9,0.03,0.46,1,0.5,4,1.3,-12,0,0,0.4,0,0,0.64,0.9,49,27,20,-1.5,-7,47,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.33,0.33,76,0.76,0.03,0,0,0,0,0,0,0,0,3.1,-1.4,0,1.15,0.06,55,0.22,0.38,18,TE,120,0,0,0,0,2,1,19,11,10.5,0.1,6.8,0.333,0,0.1,0.065,0.099,0,0,0,0,0,0,0,0,0,0,boyle,nick boyle,n,boyle4600ten,47691-62510:Nick Boyle,47691-62510,TE,n,Nick Boyle,boyle,3.973333232,15,4600,CLE@BAL,BAL,CLE,,,,ryland,ryland,nick,boyle4600ten
cook5900tej,72.56,Jared Cook,5900,NO,TB,,,7.6,12.17,0.29,0.56,1.3,0.5,7.04,10.5,-2,0.9,0.67,0.75,6,0,0.99,-1.4,36,26.5,22,-0.3,-4.5,48.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.33,0.27,0,0,0,0,0,0,0,0,0,0,0,9.2,1.8,0,1.93,0.26,78,0.31,0.21,19,TE,120,0,0,0,0,4,3,51,25,16.3,0.7,13,0.5,0,0.14,0.31,0.196,0,0,0,0,0,0,0,0,0,0,cook,jared cook,j,cook5900tej,47691-7761:Jared Cook,47691-7761,TE,j,Jared Cook,cook,10.42857143,14,5900,TB@NO,NO,TB,,,,ryland,ryland,jared,cook5900tej
dissly4900tew,64.98,Will Dissly,4900,SEA,@ATL,,,4.1,7.44,0.01,-0.6,0.8,0.5,4.7,1.8,-18,0,0,0.25,5,0,0.57,5.5,45,24.3,25.3,-0.7,1,49.5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.6,0.2,0,0,0,0,0,0,0,0,0,0,0,12.1,5.8,0,2.33,0.27,80,0.8,0.2,50,TE,120,0,0,0,0,5,4,50,18,11.4,0.8,9.2,0.667,0,0.154,0.333,0.166,0,0,0,0,0,0,0,0,0,0,dissly,will dissly,w,dissly4900tew,47691-56708:Will Dissly,47691-56708,TE,w,Will Dissly,dissly,10.40000025,6,4900,SEA@ATL,SEA,ATL,,,,ryland,ryland,will,dissly4900tew
doyle5300tej,75.25,Jack Doyle,5300,IND,@JAX,,,6.65,12.82,0.52,1.01,1.3,3,5.64,6.4,-2,4.5,1,0.75,1,0,0.25,0.6,51,25.5,18.5,-1,-7,44,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.33,0.27,81,0.86,0.26,0,0,0,0,0,0,0,0,5.5,-0.8,0,1.17,0.11,55,0.27,0.38,18,TE,120,0,0,0,0,4,2,28,13,10.2,0.3,5.9,0.286,0,0.152,0.2,0.137,0,0,0,0,0,0,0,0,0,0,doyle,jack doyle,j,doyle5300tej,47691-39859:Jack Doyle,47691-39859,TE,j,Jack Doyle,doyle,6.020000203,15,5300,IND@JAC,IND,JAC,,,,ryland,ryland,jack,doyle5300tej
eifert4600tet,70.76,Tyler Eifert,4600,JAX,IND,,,4.55,8,0.04,0.55,1,0.5,4,1.3,-11,0.9,1,0.42,1,0,0.64,0.1,31,18.5,25.5,-1,7,44,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.47,0.2,81,0.86,0.26,0,0,0,0,0,0,0,0,5.2,0.6,0,1.35,0.17,93,0.25,0.06,16,TE,120,0,0,0,0,3,2,27,15,10.8,0.2,7.8,0.222,0,0.107,0.188,0.113,0,0,0,0,0,0,0,0,0,0,eifert,tyler eifert,t,eifert4600tet,47691-33557:Tyler Eifert,47691-33557,TE,t,Tyler Eifert,eifert,5.318749905,16,4600,IND@JAC,JAC,IND,,,,ryland,ryland,tyler,eifert4600tet
ertz6600tez,82.02,Zach Ertz,6600,PHI,@WAS,,,10.64,15.61,1.14,1.96,1.6,14.5,8.68,9.3,0,3.2,1,0.88,6,0,0.69,2.8,63,23.5,18,-1.8,-5.5,41.5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.33,0.27,78,0.73,0.04,0,0,0,0,0,0,0,0,11.1,2.4,-100,1.22,0.18,85,0.4,0.15,20,TE,120,0,0,0,0,9,5,61,19,10.4,0.4,6.7,0.238,0,0.244,0.261,0.249,0,0,0,0,0,0,0,0,0,0,ertz,zach ertz,z,ertz6600tez,47691-29780:Zach Ertz,47691-29780,TE,z,Zach Ertz,ertz,11.44000041,15,6600,PHI@WAS,PHI,WAS,,,,ryland,ryland,zach,ertz6600tez
gesicki5400tem,70.79,Mike Gesicki,5400,MIA,@NE,,,6.47,12.99,0.65,0.6,1.2,0.5,5.87,4.5,7,1.3,1,0.99,3,0,0.68,-0.9,44,17,24.5,-1,7.5,41.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.4,0.07,75,0.55,0.01,0,0,0,0,0,0,0,0,6.8,1.4,0,1.23,0.15,81,0.43,0.18,16,TE,120,0,0,0,0,5,3,35,15,11,0.3,5.8,0.364,0,0.145,0.238,0.137,0,0,0,0,0,0,0,0,0,0,gesicki,mike gesicki,m,gesicki5400tem,47691-56265:Mike Gesicki,47691-56265,TE,m,Mike Gesicki,gesicki,7.366666667,15,5400,MIA@NE,MIA,NE,,,,ryland,ryland,mike,gesicki5400tem
goedert5200ted,80.92,Dallas Goedert,5200,PHI,@WAS,,,7.22,11.99,0.35,1.82,1.4,0.5,5.4,20.1,-3,3.4,1,0.7,6,0,0.67,2.8,52,23.5,18,-1.8,-5.5,41.5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.47,0.33,78,0.73,0.04,0,0,0,0,0,0,0,0,7.7,1.7,0,1.28,0.15,85,0.38,0.14,21,TE,120,0,0,0,0,6,4,42,17,10.6,0.4,6.7,0.286,0,0.162,0.217,0.169,0,0,0,0,0,0,0,0,0,0,goedert,dallas goedert,d,goedert5200ted,47691-83074:Dallas Goedert,47691-83074,TE,d,Dallas Goedert,goedert,7.71333313,15,5200,PHI@WAS,PHI,WAS,,,,ryland,ryland,dallas,goedert5200ted
graham5000tej,69.37,Jimmy Graham,5000,CHI,@DET,,,5.17,9.13,0.15,0.23,1,0.5,4.94,10,-5,0,0,0.62,1,0,0.65,-2.4,40,20,22.5,-1.3,2.5,42.5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.33,0.2,0,0,0,0,0,0,0,0,0,0,0,5.1,-1.5,0,1.38,0.13,40,0.13,0.59,22,TE,120,0,0,0,0,3,2,27,15,11.9,0.1,80,0.222,0,0.107,0.08,0.109,0,0,0,0,0,0,0,0,0,0,graham,jimmy graham,j,graham5000tej,47691-11512:Jimmy Graham,47691-11512,TE,j,Jimmy Graham,graham,5.106249809,16,5000,CHI@DET,CHI,DET,,,,ryland,ryland,jimmy,graham5000tej
griffin4300ter,64,Ryan Griffin,4300,NYJ,@BUF,,,2.85,5.9,0,-0.45,0.7,0.5,3.3,0,-20,0,0,0.2,0,0,0.68,1.2,51,16.5,23,-0.5,6.5,39.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0.31,0.31,71,0.89,0.33,0,0,0,0,0,0,0,0,5.6,1.6,0,1.82,0.11,37,0.18,0.5,16,TE,120,0,0,0,0,3,2,25,10,10,0.4,6.3,0.667,0,0.102,0.357,0.116,0,0,0,0,0,0,0,0,0,0,griffin,ryan griffin,r,griffin4300ter,47691-34073:Ryan Griffin,47691-34073,TE,r,Ryan Griffin,griffin,6.230769231,13,4300,NYJ@BUF,NYJ,BUF,,,,ryland,ryland,ryan,griffin4300ter
gronkowski5500ter,75.02,Rob Gronkowski,5500,TB,@NO,,,7.3,12.36,0.14,1.19,1.3,3,6.11,2.1,-4,1.7,0.67,0.66,2,0,0.7,0.6,0,22,26.5,-0.8,4.5,48.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TE,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gronkowski,rob gronkowski,r,gronkowski5500ter,47691-11460:Rob Gronkowski,47691-11460,TE,r,Rob Gronkowski,gronkowski,,,5500,TB@NO,TB,NO,,,,ryland,ryland,rob,gronkowski5500ter
henry6000teh,77.72,Hunter Henry,6000,LAC,@CIN,,,8.58,12.45,0.18,1.31,1.4,3,7.27,9.8,-5,2.1,0.67,0.62,7,0,0.7,3.4,51,22,19.5,-1.5,-2.5,41.5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.4,0.13,82,0.56,0.01,0,0,0,0,0,0,0,0,7.9,1.4,0,1.22,0.15,62,0.18,0.37,16,TE,120,0,0,0,0,6,4,53,18,11.6,0.5,8.4,0.333,0,0.184,0.294,0.186,0,0,0,0,0,0,0,0,0,0,henry,hunter henry,h,henry6000teh,47691-40845:Hunter Henry,47691-40845,TE,h,Hunter Henry,henry,10.22499975,12,6000,LAC@CIN,LAC,CIN,,,,ryland,ryland,hunter,henry6000teh
herndon4800tec,77.13,Chris Herndon,4800,NYJ,@BUF,,,6.48,13.25,0.62,2.01,1.4,10.5,4.47,4.7,-3,5.7,0.96,0.7,2,0,0.57,1.2,18,16.5,23,-0.5,6.5,39.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0.89,0.33,0,0,0,0,0,0,0,0,0.2,-0.7,100,0.12,0.01,0,0,0.33,15,TE,120,0,0,0,0,2,1,7,7,70,0,3.5,0,0,0.074,0,0.03,0,0,0,0,0,0,0,0,0,0,herndon,chris herndon,c,herndon4800tec,47691-55336:Chris Herndon,47691-55336,TE,c,Chris Herndon,herndon,1.200000048,1,4800,NYJ@BUF,NYJ,BUF,,,,ryland,ryland,chris,herndon4800tec
hill5000tet,55.8,Taysom Hill,5000,NO,TB,,,3.2,4.02,0,-1.74,0.6,0.5,4.94,4.72,-27,0,0,0.08,1,0,0.7,-1.4,15,26.5,22,-0.3,-4.5,48.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.47,0.33,0,0,0,0,0,0,0,0,0,0,0,6.9,0.9,0,1.57,0.46,47,0.35,0.52,17,TE,120,0,0,0,0,1,1,15,11,12.5,0.3,8.9,0.5,0,0.038,0.147,0.055,0,0,0,0,0,0,0,0,0,0,hill,taysom hill,t,hill5000tet,47691-45565:Taysom Hill,47691-45565,TE,t,Taysom Hill,hill,5.793749809,16,5000,TB@NO,NO,TB,,,,ryland,ryland,taysom,hill5000tet
hockenson5300tet,79.99,TJ Hockenson,5300,DET,CHI,,,7.77,12.28,0.17,2.13,1.5,6.5,5.64,14.1,-7,3.4,0.93,0.54,3,0,0.67,-1.9,43,22.5,20,-0.3,-2.5,42.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.36,0.27,0,0,0,0,0,0,0,0,0,0,0,40,-1.6,0,0.87,0.09,47,0.05,0.29,17,TE,120,0,0,0,0,4,2,21,10,9.1,0.1,5.7,0.167,0,0.133,0.045,0.077,0,0,0,0,0,0,0,0,0,0,hockenson,tj hockenson,t,hockenson5300tet,47691-71706:T.J. Hockenson,47691-71706,TE,t,T.J. Hockenson,hockenson,5.391666412,12,5300,CHI@DET,DET,CHI,,,,ryland,ryland,t.j.,hockenson5300tet
hooper5700tea,66.03,Austin Hooper,5700,CLE,@BAL,,,6.29,13.12,0.6,-0.28,1.1,0.5,6.57,2.5,6,1.5,0.29,0.98,4,0,0.7,-0.7,56,20,27,0,7,47,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.6,0.2,76,0.76,0.03,0,0,0,0,0,0,0,0,8.7,2.3,0,1.18,0.15,64,0.29,0.35,17,TE,120,0,0,0,0,7,5,59,20,10.8,0.5,7.7,0.333,0,0.184,0.261,0.187,0,0,0,0,0,0,0,0,0,0,hooper,austin hooper,a,hooper5700tea,47691-40126:Austin Hooper,47691-40126,TE,a,Austin Hooper,hooper,11.86153823,13,5700,CLE@BAL,CLE,BAL,,,,ryland,ryland,austin,hooper5700tea
howard4700teo,71.37,OJ Howard,4700,TB,@NO,,,4.82,7.59,0.04,0.58,1,0.5,4.24,11.6,-17,0.2,1,0.27,1,0,0.68,0.6,56,22,26.5,-0.8,4.5,48.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,-0.8,0,1.16,0.08,60,0.13,0.4,15,TE,120,0,0,0,0,4,2,35,18,14.2,0.1,7.6,0,0,0.103,0.037,0.104,0,0,0,0,0,0,0,0,0,0,howard,oj howard,o,howard4700teo,47691-39286:O.J. Howard,47691-39286,TE,o,O.J. Howard,howard,5.575000127,12,4700,TB@NO,TB,NO,,,,ryland,ryland,o.j.,howard4700teo
hurst5200teh,83.51,Hayden Hurst,5200,ATL,SEA,,,8.06,12.25,0.14,2.66,1.6,3,5.4,5.3,-6,10,0.98,0.58,5,0,0.68,-0.1,28,25.3,24.3,1.3,-1,49.5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.2,0.07,0,0,0,0,0,0,0,0,0,0,0,4.2,-0.1,-100,1.76,0.15,76,0.17,0.23,17,TE,120,0,0,0,0,2,1,20,14,11.4,0.1,8.4,0.125,0,0.09,0.065,0.104,0,0,0,0,0,0,0,0,0,0,hurst,hayden hurst,h,hurst5200teh,47691-64031:Hayden Hurst,47691-64031,TE,h,Hayden Hurst,hurst,3.868750095,16,5200,SEA@ATL,ATL,SEA,,,,ryland,ryland,hayden,hurst5200teh
