rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master
68.7,Allen Lazard,5500,GB,WAS,,,6.66,9.5,3.8,-2.01,1.2,0.5,14.5,8.67,-2,0.77,1,0,0,0,0.56,1.3,43,27,21,-2.5,-6,48,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.12,0.12,50,0.56,0,5.2,-100,1.89,0.1,75,0.25,0.25,40,60,-1.4,-500,1.78,0.14,34,0.13,0.26,23,WR,37,0,0,0,0,3,2,24,16,10.7,0.2,0,0.286,0,0.115,0.059,0.1,0,0,0,0,0,0,0,0,0,0,0,0,lazard,allen lazard,a,lazard5500wra
68.35,DJ Moore,7700,CAR,@NYG,,,14.49,19.9,9.1,0.8,1.9,15.5,10.3,13.69,6,0.93,1,0,4,0,0.74,-0.6,0,23,20,-0.3,-3,43,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0.49,0,14.2,400,0,0,33,0.33,0.66,30,13.3,1.3,1700,0,0,57,0.42,0.31,19,WR,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,moore,dj moore,d,moore7700wrd
68.2,Randall Cobb,5400,GB,WAS,,,5.63,8.1,3.1,-2.81,1,0.5,3.7,8.44,-6,0.67,0,0,0,0,0.53,1.3,26,27,21,-2.5,-6,48,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.38,0.31,50,0.56,0,12.7,300,5.08,0.45,50,0.25,0,40,80,0.1,-600,2.28,0.31,44,0.11,0,18,WR,37,0,0,0,0,3,2,32,15,11.9,0.3,0,0.25,0,0.108,0.158,0.123,0,0,0,0,0,0,0,0,0,0,0,0,cobb,randall cobb,r,cobb5400wrr
64.95,Christian Kirk,6200,ARI,HOU,,,9.37,13.3,5.5,-0.89,1.5,4.5,13,10.26,0,0.83,0,0,1,0,0.66,-2.6,53,34,13.5,1.5,-20.5,47.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.56,0.13,0,0,0,9.6,500,1.67,0.2,75,0.5,0.25,40,9.2,0.5,200,1.57,0.17,63,0.36,0.26,19,WR,37,0,0,0,0,5,4,49,19,12.1,0.4,0,0.214,0,0.168,0.2,0.179,0,0,0,0,0,0,0,0,0,0,0,0,kirk,christian kirk,c,kirk6200wrc
64.55,Jakobi Meyers,5700,NE,NYJ,,,10.26,14,6.5,1.14,1.8,14.2,6.9,9.12,-8,0.62,0.71,0,3,0,0.94,-2.5,58,25,17.5,0.2,-7.5,42.5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.18,0.12,56,0.37,0,10.8,400,0.96,0.2,100,0.5,0,40,9.5,1.7,-300,1.04,0.16,85,0.42,0.14,21,WR,37,0,0,0,0,7,5,62,22,11.4,0,0,0,0,0.276,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,meyers,jakobi meyers,j,meyers5700wrj
64.25,AJ Green,5600,ARI,HOU,,,8.62,12.2,5,-0.28,1.5,3.1,8.1,8.9,0,0.83,0,0,2,0,0.92,-2.6,54,34,13.5,1.5,-20.5,47.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.75,0.5,0,0,0,11.8,100,2.36,0.2,75,0.75,0.25,40,9.4,0.6,-400,1.66,0.17,57,0.36,0.1,19,WR,37,0,0,0,0,5,2,40,19,14.1,0.3,0,0.267,0,0.178,0.185,0.165,0,0,0,0,0,0,0,0,0,0,0,0,green,aj green,a,green5600wra
64.15,Rondale Moore,5800,ARI,HOU,,,8.82,12.2,5.4,-0.53,1.5,1.7,2.7,9.35,5,0.92,1,0,1,0,0.53,-2.6,29,34,13.5,1.5,-20.5,47.5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.33,0.33,0,0,0,5.7,200,0.95,0.18,75,0.25,0.25,40,7.7,0.5,-200,1.25,0.27,75,0.37,0.25,80,WR,37,0,0,0,0,4,4,47,28,11.9,0.2,0,0,0,0.151,0.071,0.164,0,0,0,0,0,0,0,0,0,0,0,0,moore,rondale moore,r,moore5800wrr
63.5,Russell Gage,5200,ATL,@MIA,,,5,7.1,2.9,-2.98,1,0.5,14.7,7.98,-12,0.55,0,0,1,0,0.58,1.2,48,22,23.5,-1.5,1.5,45.5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.4,0.2,84,0.78,0.07,0,0,0,0,0,0,0,30,8.6,0.3,-800,1.07,0.18,55,0.22,0.11,18,WR,37,0,0,0,0,6,4,43,16,10.1,0.3,0,0.273,0,0.186,0.167,0.162,0,0,0,0,0,0,0,0,0,0,0,0,gage,russell gage,r,gage5200wrr
62.8,Jaylen Waddle,5900,MIA,ATL,,,11.37,15.5,7.3,1.79,1.9,20.9,11.8,9.58,-10,0.59,1,0,4,0,0.96,-1.6,52,23.5,22,-1,-1.5,45.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.5,0.33,84,0.78,0.07,11.2,400,1.21,0.2,100,0.5,0,40,9.8,1.6,-100,1.15,0.19,66,0.33,0.11,90,WR,37,0,0,0,0,8,6,50,18,8.1,0.5,0,0.5,0,0.216,0.429,0.211,0,0,0,0,0,0,0,0,0,0,0,0,waddle,jaylen waddle,j,waddle5900wrj
62.7,Josh Gordon,5000,KC,@TEN,,,2.63,4,1.3,-4.9,0.5,0,0,7.53,-2,0.77,0,0,1,0,0.06,1.8,10,31.5,27.5,1,-4,59,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0.58,0.02,1.6,0,3.2,0.16,0,0,0.5,20,1.6,-0.4,0,3.2,0.16,0,0,0.07,14,WR,37,0,0,0,0,0,0,5,5,11,0,0,0,0,0.01,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,gordon,josh gordon,j,gordon5000wrj
62.35,Tyler Johnson,4800,TB,CHI,,,6.93,10.1,3.8,-0.14,1.4,4.1,2.6,7.07,-13,0.53,0,0,1,0,0.06,0,16,29.8,17.3,-1.2,-12.5,47,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.31,0.13,82,0.72,0.18,6.8,300,2.45,0.27,40,0.2,0,50,3.6,-0.5,-1200,2.29,0.22,37,0.04,0.2,24,WR,37,0,0,0,0,1,0,13,8,15.1,0.1,0,0.167,0,0.038,0.022,0.039,0,0,0,0,0,0,0,0,0,0,0,0,johnson,tyler johnson,t,johnson4800wrt
61.35,Terry McLaurin,7200,WAS,@GB,,,12.49,17.3,7.7,-0.06,1.7,9.5,21.7,12.55,7,0.94,1,0,3,0,0.96,-0.8,62,21,27,1.5,6,48,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.38,0.31,50,0.56,0,11.7,0,1.2,0.2,25,0.25,0.75,40,10.6,-0.5,1200,1.19,0.17,52,0.19,0.38,21,WR,37,0,0,0,0,8,5,70,28,12.6,0.4,0,0.167,0,0.256,0.333,0.295,0,0,0,0,0,0,0,0,0,0,0,0,mclaurin,terry mclaurin,t,mclaurin7200wrt
60.95,Robby Anderson,5500,CAR,@NYG,,,8.56,12.4,4.8,-0.11,1.6,8.2,2.9,8.67,-9,0.61,0,0,2,0,0.72,-0.6,52,23,20,-0.3,-3,43,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.31,0.13,60,0.49,0,6.7,-200,0.67,0.11,100,0,0,30,7.6,-2.2,-500,0.94,0.15,75,0.15,0.25,20,WR,37,0,0,0,0,7,4,45,22,10.3,0.3,0,0.167,0,0.231,0.235,0.179,0,0,0,0,0,0,0,0,0,0,0,0,anderson,robby anderson,r,anderson5500wrr
60.8,Julio Jones,6900,TEN,KC,,,9.09,13,5.2,-2.77,1.3,3.3,4.8,11.86,2,0.88,0,0,1,0,0.69,-1.1,50,27.5,31.5,1.5,4,59,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.06,0,76,0.58,0.02,6.2,200,1.38,0.18,25,0,0,40,11.1,-0.9,900,1.63,0.22,31,0.05,0.1,19,WR,37,0,0,0,0,6,4,76,29,15.9,0.1,0,0,0,0.201,0.111,0.287,0,0,0,0,0,0,0,0,0,0,0,0,jones,julio jones,j,jones6900wrj
59,Devonta Smith,5800,PHI,@LV,,,10.53,14.8,6.2,1.18,1.8,17.2,8.6,9.35,-11,0.57,0.8,0,4,0,0.94,-2,58,24.8,23.8,2.5,-1,48.5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,7.3,100,1.04,0.12,66,0.16,0.33,60,7.8,-1.3,-200,1.09,0.13,50,0.2,0.3,10,WR,37,0,0,0,0,7,4,57,21,12.8,0.2,0,0.5,0,0.221,0.125,0.233,0,0,0,0,0,0,0,0,0,0,0,0,smith,devonta smith,d,smith5800wrd
58.85,Nelson Agholor,5500,NE,NYJ,,,7.07,10.1,4,-1.6,1.3,0.5,12.1,8.67,1,0.86,0,0,0,0,0.06,-2.5,48,25,17.5,0.2,-7.5,42.5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.41,0.12,56,0.37,0,4.5,-100,0.82,0.1,50,0,0.5,40,10,1.9,-500,1.64,0.21,71,0.33,0.19,21,WR,37,0,0,0,0,5,3,55,28,17,0.4,0,0.133,0,0.179,0.25,0.21,0,0,0,0,0,0,0,0,0,0,0,0,agholor,nelson agholor,n,agholor5500wrn
58.55,Allen Robinson,5800,CHI,@TB,,,9.65,13.4,5.9,0.3,1.7,9.7,2.6,9.35,-8,0.62,1,0,3,0,0.72,0.3,54,17.3,29.8,-0.7,12.5,47,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0.5,0.25,82,0.72,0.18,6,-1200,1.14,0.13,75,0,0.25,40,10.6,-0.8,-200,1.41,0.2,70,0.15,0.15,20,WR,37,0,0,0,0,7,5,63,23,12.2,0.3,0,0.235,0,0.238,0.294,0.298,0,0,0,0,0,0,0,0,0,0,0,0,robinson,allen robinson,a,robinson5800wra
57.75,Hunter Renfrow,5600,LV,PHI,,,11.01,15.1,7,2.11,2,9.3,9.3,8.9,1,0.86,1,0,2,0,0.69,-3.2,35,23.8,24.8,-1.5,1,48.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.29,0.24,0,0,0,10.9,500,1.61,0.27,100,0.5,0,40,7.4,-0.3,-400,1.3,0.21,80,0.23,0.04,21,WR,37,0,0,0,0,5,4,44,19,10.8,0.2,0,0.333,0,0.167,0.111,0.155,0,0,0,0,0,0,0,0,0,0,0,0,renfrow,hunter renfrow,h,renfrow5600wrh
56.6,Van Jefferson,5500,LA,DET,,,7.47,10.8,4.1,-1.2,1.4,0.5,12.3,8.67,5,0.92,1,0,1,0,0.02,-2,28,34,17,1,-17,51,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.19,0,0,0,0,6.4,600,1.27,0.14,40,0.4,0.4,50,6.3,0,-500,2.06,0.23,47,0.26,0.08,23,WR,37,0,0,0,0,3,2,26,15,13.2,0.2,0,0.5,0,0.084,0.115,0.093,0,0,0,0,0,0,0,0,0,0,0,0,jefferson,van jefferson,v,jefferson5500wrv
56.3,Brandin Cooks,6500,HOU,@ARI,,,11.81,16.6,7.1,0.86,1.8,16.7,4.6,10.95,-3,0.74,1,0,4,0,0.92,-0.1,55,13.5,34,-2,20.5,47.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0.13,0,0,0,8.1,-400,0.98,0.15,66,0.33,0.33,30,12.4,2.3,500,1.38,0.23,75,0.3,0.15,20,WR,37,0,0,0,0,8,6,84,28,13.4,0.3,0,0.167,0,0.284,0.192,0.306,0,0,0,0,0,0,0,0,0,0,0,0,cooks,brandin cooks,b,cooks6500wrb
56.05,Darnell Mooney,5900,CHI,@TB,,,9.95,13.8,6.1,0.37,1.7,6.4,4.9,9.58,-1,0.8,1,0,1,0,0.56,0.3,53,17.3,29.8,-0.7,12.5,47,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.56,0.31,82,0.72,0.18,8.9,300,1.42,0.19,75,0.5,0.25,40,8.2,0,-100,1.18,0.15,66,0.33,0.14,21,WR,37,0,0,0,0,6,4,46,22,10.9,0.3,0,0.308,0,0.21,0.235,0.219,0,0,0,0,0,0,0,0,0,0,0,0,mooney,darnell mooney,d,mooney5900wrd
55.6,Rashod Bateman,5300,BAL,CIN,,,8.24,11.5,5,0.03,1.6,2.1,9.5,8.21,-3,0.74,1,0,1,0,0.04,-0.5,45,26.3,19.8,-0.7,-6.5,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0.62,0,4.9,600,0.82,0.11,25,0,0,40,4.9,-0.3,-700,0.82,0.11,10,0,0,10,WR,37,0,0,0,0,6,4,29,11,7.3,0,0,0,0,0.222,0,0.174,0,0,0,0,0,0,0,0,0,0,0,0,bateman,rashod bateman,r,bateman5300wrr
55.45,Corey Davis,5900,NYJ,@NE,,,9.7,13.7,5.7,0.12,1.6,4.5,12.7,9.58,2,0.88,0,0,1,0,0.72,-0.2,50,17.5,25,-0.8,7.5,42.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.19,0.13,56,0.37,0,10.7,0,1.34,0.22,100,0.33,0,30,12,2.2,-100,1.76,0.24,61,0.33,0.19,21,WR,37,0,0,0,0,6,4,67,26,15.4,0.4,0,0.333,0,0.233,0.292,0.302,0,0,0,0,0,0,0,0,0,0,0,0,davis,corey davis,c,davis5900wrc
54.95,Jaelon Darden,4500,TB,CHI,,,2.62,3.9,1.4,-3.77,0.6,0,1.1,6.39,-3,0.74,0,0,0,0,0.5,0,3,29.8,17.3,-1.2,-12.5,47,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0.72,0.18,0.5,0,0.5,0.17,0,0,0.25,40,2.8,0,-1500,2.8,0.93,11,0,0.33,90,WR,37,0,0,0,0,1,1,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,darden,jaelon darden,j,darden4500wrj
53.95,Henry Ruggs,5700,LV,PHI,,,9.91,14.1,5.7,0.79,1.7,6.6,5.1,9.12,1,0.86,1,0,2,0,0.97,-3.2,45,23.8,24.8,-1.5,1,48.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.12,0.06,0,0,0,10.5,100,1.99,0.23,100,0.5,0,40,6.5,-1.6,-300,1.43,0.14,47,0.17,0.3,23,WR,37,0,0,0,0,4,2,45,25,18,0.2,0,0,0,0.117,0.115,0.156,0,0,0,0,0,0,0,0,0,0,0,0,ruggs,henry ruggs,h,ruggs5700wrh
53.7,Jalen Reagor,5200,PHI,@LV,,,6.93,9.7,4.1,-1.05,1.3,0.5,9.5,7.98,-1,0.8,0,0,1,0,0.53,-2,46,24.8,23.8,2.5,-1,48.5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.07,0.07,0,0,0,3.7,-200,0.82,0.08,50,0,0.5,60,5.4,-2.4,-800,1.02,0.12,57,0.15,0.42,19,WR,37,0,0,0,0,4,2,29,16,10.2,0.1,0,0.111,0,0.152,0.1,0.128,0,0,0,0,0,0,0,0,0,0,0,0,reagor,jalen reagor,j,reagor5200wrj
53.5,Quez Watkins,5300,PHI,@LV,,,7.38,10.7,4.1,-0.83,1.4,0.7,4.7,8.21,1,0.86,1,0,1,0,0.53,-2,33,24.8,23.8,2.5,-1,48.5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.27,0.07,0,0,0,6.4,300,1.49,0.14,100,0.33,0,60,6.5,-0.5,-700,1.86,0.2,57,0.26,0.15,19,WR,37,0,0,0,0,3,2,41,32,18.1,0.1,0,0,0,0.108,0.077,0.17,0,0,0,0,0,0,0,0,0,0,0,0,watkins,quez watkins,q,watkins5300wrq
53.45,Kendrick Bourne,5300,NE,NYJ,,,6.13,8.8,3.4,-2.08,1.2,0.5,13.8,8.21,-3,0.74,0,0,0,0,0.66,-2.5,40,25,17.5,0.2,-7.5,42.5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.25,0.19,56,0.37,0,11.6,600,2.43,0.31,100,0.5,0,40,7.5,0.4,-700,1.58,0.19,65,0.25,0.15,20,WR,37,0,0,0,0,4,3,45,22,13.6,0.2,0,0,0,0.131,0.143,0.171,0,0,0,0,0,0,0,0,0,0,0,0,bourne,kendrick bourne,k,bourne5300wrk
53.25,Ja'Marr Chase,7500,CIN,@BAL,,,12.04,17,7.1,-1.19,1.6,4.7,30.1,13.23,13,0.97,1,0,3,0,0.56,-1.8,52,19.8,26.3,-0.7,6.5,46,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.17,0,62,0.62,0,15.7,1600,2.09,0.31,100,0.4,0,50,13.9,3.2,1500,1.99,0.27,70,0.4,0.1,10,WR,37,0,0,0,0,6,4,92,48,20.5,0.8,0,0.5,0,0.241,0.333,0.357,0,0,0,0,0,0,0,0,0,0,0,0,chase,ja'marr chase,j,chase7500wrj
52,DeSean Jackson,5400,LA,DET,,,4.84,7.3,2.4,-3.6,0.9,0.5,0,8.44,-10,0.59,1,0,1,0,0.02,-2,16,34,17,1,-17,51,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,400,2.42,0.38,60,0.2,0.4,50,7.7,-1.2,-600,3.6,0.48,21,0.1,0.15,19,WR,37,0,0,0,0,2,1,43,36,33.6,0.3,0,0,0,0.064,0.118,0.138,0,0,0,0,0,0,0,0,0,0,0,0,jackson,desean jackson,d,jackson5400wrd
51.8,Devin Duvernay,5200,BAL,CIN,,,3.57,5,2.1,-4.41,0.7,0.5,1.4,7.98,-24,0.36,0,0,0,0,0.18,-0.5,31,26.3,19.8,-0.7,-6.5,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.13,0,62,0.62,0,6,300,1.41,0.15,100,0.5,0,40,3.5,-2.3,-800,1.57,0.11,45,0.09,0.31,22,WR,37,0,0,0,0,2,1,14,8,10.5,0.1,0,0.25,0,0.076,0.038,0.067,0,0,0,0,0,0,0,0,0,0,0,0,duvernay,devin duvernay,d,duvernay5200wrd
51.6,Olamide Zaccheaus,5300,ATL,@MIA,,,2.77,4.2,1.3,-5.44,0.5,0,1.8,8.21,0,0.83,0,0,1,0,0.18,1.2,32,22,23.5,-1.5,1.5,45.5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.27,0.07,84,0.78,0.07,5.2,700,1.21,0.09,66,0.33,0.33,30,5.8,-0.4,-700,2.06,0.18,31,0.1,0.05,19,WR,37,0,0,0,0,2,1,21,12,15.2,0.2,0,0.25,0,0.072,0.125,0.08,0,0,0,0,0,0,0,0,0,0,0,0,zaccheaus,olamide zaccheaus,o,zaccheaus5300wro
51.45,Tee Higgins,6100,CIN,@BAL,,,10.25,14.1,6.4,0.21,1.7,5.9,9.7,10.04,3,0.9,1,0,1,0,0.58,-1.8,50,19.8,26.3,-0.7,6.5,46,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.25,0.19,62,0.62,0,6.8,-100,1.05,0.15,50,0,0,40,9.4,0.6,100,1.32,0.19,65,0.3,0.15,20,WR,37,0,0,0,0,6,4,54,21,12.1,0.4,0,0.667,0,0.217,0.261,0.238,0,0,0,0,0,0,0,0,0,0,0,0,higgins,tee higgins,t,higgins6100wrt
51.1,N. Westbrook-Ikhine,5200,TEN,KC,,,5.55,7.9,3.2,-2.43,1.1,0.5,0,7.98,-8,0.62,0,0,1,0,0.04,-1.1,19,27.5,31.5,1.5,4,59,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.06,0.06,76,0.58,0.02,7.9,700,1.57,0.15,50,0.25,0,40,3.4,-0.4,-800,2.14,0.18,23,0.04,0.09,21,WR,37,0,0,0,0,1,0,10,6,11.1,0.1,0,0.143,0,0.054,0.05,0.047,0,0,0,0,0,0,0,0,0,0,0,0,westbrook-ikhine,n. westbrook-ikhine,n,westbrook-ikhine5200wrn
50.95,Jamison Crowder,5800,NYJ,@NE,,,8.91,12.2,5.6,-0.44,1.5,0.5,5.4,9.35,11,0.97,1,0,2,0,0.66,-0.2,43,17.5,25,-0.8,7.5,42.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0.2,0.13,56,0.37,0,11,300,1.47,0.31,66,0.33,0,30,9.1,0,-200,1.33,0.21,38,0.16,0.16,18,WR,37,0,0,0,0,5,4,40,18,9.8,0.5,0,0.308,0,0.211,0.357,0.185,0,0,0,0,0,0,0,0,0,0,0,0,crowder,jamison crowder,j,crowder5800wrj
49.05,Tyler Boyd,5800,CIN,@BAL,,,8.73,12,5.5,-0.62,1.5,0.9,5.9,9.35,4,0.91,1,0,1,0,0.61,-1.8,44,19.8,26.3,-0.7,6.5,46,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0.31,0.13,62,0.62,0,10,200,1.66,0.23,60,0.6,0.4,50,8.9,-0.1,-200,1.14,0.2,55,0.4,0.3,20,WR,37,0,0,0,0,6,4,47,18,10.2,0.3,0,0.176,0,0.216,0.154,0.213,0,0,0,0,0,0,0,0,0,0,0,0,boyd,tyler boyd,t,boyd5800wrt
48.65,Bryan Edwards,5200,LV,PHI,,,8.08,11.7,4.5,0.1,1.6,0.6,11.8,7.98,6,0.93,0,0,1,0,0.61,-3.2,30,23.8,24.8,-1.5,1,48.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.06,0.06,0,0,0,5.6,100,1.23,0.11,50,0.25,0.5,40,5.5,-0.5,-800,2.37,0.18,42,0.19,0.14,21,WR,37,0,0,0,0,2,1,26,14,18.9,0.1,0,0,0,0.068,0.042,0.088,0,0,0,0,0,0,0,0,0,0,0,0,edwards,bryan edwards,b,edwards5200wrb
48.1,Tajae Sharpe,5100,ATL,@MIA,,,2,3,1,-5.76,0.4,0,2.8,7.76,-4,0.72,0,0,1,0,0.11,1.2,19,22,23.5,-1.5,1.5,45.5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,84,0.78,0.07,3.6,600,1.36,0.11,66,0.33,0.33,30,2.7,-0.5,-900,1.55,0.14,17,0.05,0.17,17,WR,37,0,0,0,0,1,1,11,5,10.3,0,0,0,0,0.043,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,sharpe,tajae sharpe,t,sharpe5100wrt
47.25,Darius Slayton,5500,NYG,CAR,,,7.42,10.8,4,-1.25,1.3,4,8.8,8.67,-8,0.62,0,0,0,0,0.5,-0.6,48,20,23,-0.8,3,43,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.07,0,60,0.49,0,1.3,100,1.3,0.14,0,0,0.25,40,5.3,-1.4,-500,1,0.11,38,0.11,0.33,18,WR,37,0,0,0,0,5,2,37,19,15,0.1,0,0,0,0.163,0.111,0.166,0,0,0,0,0,0,0,0,0,0,0,0,slayton,darius slayton,d,slayton5500wrd
47,Marcus Johnson,5200,TEN,KC,,,3.34,4.9,1.8,-4.64,0.6,0,0.5,7.98,4,0.91,0,0,1,0,0,-1.1,29,27.5,31.5,1.5,4,59,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0.58,0.02,6.7,700,2.23,0.2,25,0.25,0,40,3.4,-0.5,-800,1.39,0.12,14,0.04,0.09,21,WR,37,0,0,0,0,2,0,13,7,14.9,0,0,0,0,0.075,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0,johnson,marcus johnson,m,johnson5200wrm
45.35,Shi Smith,4600,CAR,@NYG,,,4.54,6.4,2.7,-2.08,1,0,-0.3,6.62,13,0.97,0,0,0,0,0.18,-0.6,8,23,20,-0.3,-3,43,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,60,0.49,0,3,100,1.5,0.38,33,0,0,30,3.5,0,-1400,1.77,0.44,12,0,0.25,80,WR,37,0,0,0,0,2,2,20,16,10,0,0,0,0,0.051,0,0.097,0,0,0,0,0,0,0,0,0,0,0,0,smith,shi smith,s,smith4600wrs
44.9,Mack Hollins,5100,MIA,ATL,,,4.83,6.9,2.8,-2.93,0.9,0.5,8.3,7.76,-13,0.53,0,0,2,0,0.01,-1.6,24,23.5,22,-1,-1.5,45.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.06,0.06,84,0.78,0.07,4.8,600,2.74,0.18,50,0.25,0,40,3.8,-1.3,-900,1.89,0.16,42,0.15,0.21,19,WR,37,0,0,0,0,2,1,15,8,11.8,0.1,0,0.5,0,0.055,0.048,0.065,0,0,0,0,0,0,0,0,0,0,0,0,hollins,mack hollins,m,hollins5100wrm
43.6,Preston Williams,5200,MIA,ATL,,,5.65,8.1,3.2,-2.33,1.1,0.5,1,7.98,-6,0.67,0,0,2,0,0.01,-1.6,30,23.5,22,-1,-1.5,45.5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,84,0.78,0.07,8.2,400,1.37,0.21,25,0.25,0,40,6.4,-0.2,-800,1.34,0.21,10,0.1,0.1,19,WR,37,0,0,0,0,4,2,34,19,13.7,0.3,0,1,0,0.14,0.2,0.172,0,0,0,0,0,0,0,0,0,0,0,0,williams,preston williams,p,williams5200wrp
