RylandID_master,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_upside,fantasymonth_duds,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,City Name_master,First Name_master,RylandID_master
maccelli4200wm,66.31,Matias Maccelli,4200,W,0,ARI,CLB-EMerzlikins,8.55,10.9,6.2,1.09,2,3,2,5,0,0.3,58,2,1,3.4,3.3,-120,6.5,58,-135,6.6,0.1,36,20,30,88,6.9,27,18,45,11,0.07,0.48,0.54,14.75,2.2,0.8,1.15,0.7,0.08,0.31,1.11,10.09,12.51,7.26,0.02,0.16,1.68,0.1,0.17,0.6,0,0,0.05,0.31,0.3,0,1.23,0,0.63,0.63,15.09,2.51,0.63,1.38,0.45,0,0.5,1.13,12,12.5,0,0.25,1.24,0,12.67,1.17,0.5,0.67,1.5,0,15.43,1.3,0,0.33,46.94,38.51,50.55,49.99,43.07,2.67,0.2,3.02,0.24,42.58,52.42,50,46.33,2.92,0.2,2.42,0.21,47.4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,maccelli,matias maccelli,m,maccelli4200wm
fischer4000wc,64.67,Christian Fischer,4000,W,0,ARI,CLB-EMerzlikins,6.95,8.9,5,-0.12,1.7,2,0,1,0,-3.4,50,2,1,3.4,3.3,-120,6.5,58,-135,6.9,0,46,18,27,88,8,63,36,36,11,0.17,0.14,0.32,14.62,1.31,1.68,2.26,0.74,0.1,0.48,2.16,9.08,13.12,6.73,0,0.01,0.18,0,0.01,0,0.01,0,0.16,0.13,0.32,0.01,1.97,0.17,0.25,0.42,13.94,1.81,1.67,2.08,0.8,0.1,0.42,2.08,8.25,13.33,0,0,0.05,0,7.17,2,1.67,0.33,2,0,13.78,0,0,0,46.94,38.51,50.55,49.99,43.07,2.67,0.2,3.02,0.24,42.58,52.42,50,46.33,2.92,0.2,2.42,0.21,47.4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,fischer,christian fischer,c,fischer4000wc
ritchie4500wn,63.66,Nick Ritchie,4500,W,0,ARI,CLB-EMerzlikins,9.35,11.8,6.9,1.3,2.1,2,2,5,0,-3.4,16,2,1,3.4,3.3,-120,6.5,58,-135,7.8,0.1,44,25,44,87,6.1,27,18,72,11,0.25,0.21,0.45,13.74,1.97,1.57,2.14,0.74,0.16,0.44,2.01,9.42,11.82,6.78,0.05,0.08,2.32,0.33,0.48,0.69,0,0,0.19,0.13,0.73,0,2.06,0.08,0.17,0.25,12.8,1.17,1.58,2,0.79,0.05,0.5,2.08,7.92,12.92,0,0.08,1.42,0.17,7,1.83,1.5,0.33,2.17,0.5,12.9,1.53,0,0,46.94,38.51,50.55,49.99,43.07,2.67,0.2,3.02,0.24,42.58,52.42,50,46.33,2.92,0.2,2.42,0.21,47.4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,ritchie,nick ritchie,n,ritchie4500wn
bemstrom4600we,61.39,Emil Bemstrom,4600,W,0,CLB,ARI-CIngram,8.1,10.3,5.9,-0.14,1.8,3,2,2,0,-0.4,6,2,1,3.3,3.4,-100,6.5,42,114,6.3,-0.7,39,12,32,78,4.2,36,9,54,11,0.14,0.21,0.35,11.36,1.85,1.51,2.09,0.72,0.09,0.23,1.74,8.98,9.87,6.78,0.02,0.04,1.33,0.39,0.52,0.76,0,0,0.12,0.18,0.07,0,2.09,0,0.18,0.18,10.4,1.04,1,1.73,0.58,0,0.45,1.45,10.09,10.91,0,0,1.2,0.18,10.4,2,1.4,0.6,2.2,0.6,10.79,1.59,0,0,47.84,43.07,49.99,50.55,38.51,2.71,0.18,3.43,0.24,46.33,50,52.42,42.58,2.67,0.22,3.92,0.13,40.83,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,bemstrom,emil bemstrom,e,bemstrom4600we
kane6600wp,60.21,Patrick Kane,6600,W,0,CHI,TOR-ISamsonov,14.41,18.1,10.8,2.27,2.2,1,1,8,0,-2.9,66,0,2,2.4,4.2,245,6.5,11,205,15.4,1.8,65,29,30,85,10.7,54,18,45,11,0.3,0.7,1,20.8,2.89,3.39,4.26,0.8,0.09,0.24,3.63,13.31,16.58,10.09,0.09,0.27,3.68,1.11,1.34,0.83,0,0,0.22,0.43,0.22,0.01,2.92,0.25,0.5,0.75,20.22,2.23,2.25,3.08,0.73,0.11,0.08,2.33,11.58,16.67,0,0.08,3.07,0.42,11,3.17,3,0.17,3.83,0.83,20.98,3.73,0,0,44.36,39.2,42.76,49.98,47.4,2.89,0.18,3.1,0.22,41.33,46.64,50.83,51.18,2.33,0.04,3,0.09,52.75,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,kane,patrick kane,p,kane6600wp
wood4700wm,58.47,Miles Wood,4700,W,0,NJD,WPG-CHellebuyck,6.99,8.9,5.1,-1.45,1.5,4,2,1,0,-3,12,2,1,3.2,2.9,-125,6,55,-126,7.1,-0.9,34,12,31,87,3.8,30,10,70,10,0.14,0.18,0.32,12.91,1.49,2.25,3.12,0.72,0.06,0.25,2.49,11.44,12.16,8.18,0,0,1.28,0.26,0.44,0.6,0,0,0.14,0.18,1,0,1.64,0.09,0,0.09,11.09,0.49,1.55,2.55,0.61,0.06,0,1.55,9.18,12,0,0,0.87,0.27,9.5,1.17,1.17,0,2.33,0.5,10.89,1.09,0,0,46.25,49.17,45.62,45.16,44.37,2.95,0.18,2.87,0.21,50.27,41.2,55.18,47.9,2.27,0.24,2.9,0.21,47.33,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,wood,miles wood,m,wood4700wm
perfetti4800wc,57.94,Cole Perfetti,4800,W,0,WPG,NJD-MBlackwood,8.44,10.7,6.2,-0.19,1.8,2,1,8,0,-3.1,66,1,3,2.9,3.2,105,6,45,105,8.9,0.1,34,14,23,85,7.4,62,12,37,8,0.14,0.44,0.58,14.92,2.33,1.76,2.43,0.72,0.08,0.44,2.2,12.72,11.38,9.28,0.02,0.08,1.67,0.27,0.35,0.76,0,0,0.12,0.36,0.32,0.04,1.93,0.1,0.2,0.3,14.95,1.2,1.5,2.78,0.54,0.07,0.5,2,13.2,11,0.1,0,2.05,0.1,15.67,2,1.67,0.33,2.67,0,15.05,1.44,0,0,49.11,44.37,45.16,45.62,49.17,3.14,0.23,2.94,0.21,47.9,55.18,41.2,50.27,4.5,0.13,2.73,0.2,51.67,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NJD,perfetti,cole perfetti,c,perfetti4800wc
astonreese3500wz,56.45,Z. Aston-Reese,3500,W,0,TOR,CHI-PMrazek,4.71,6.1,3.4,-1.39,1.3,4,0,1,0,-2.9,66,2,1,4.2,2.4,-302,6.5,89,-255,4.4,-1.8,45,14,47,85,3.6,50,10,40,10,0.11,0.04,0.15,11.63,0.77,1.1,1.66,0.66,0.1,0.59,1.7,8.21,9.38,6.37,0,0,0.04,0,0,0,0,0,0.11,0.04,0.37,0.03,1.38,0.1,0,0.1,9.97,0.6,1.1,1.8,0.61,0.09,0.3,1.4,7.2,6.9,0,0,0.03,0,9.25,1.5,1.5,0,1.75,0,10.51,0.04,0,0,50.03,47.4,49.98,42.76,39.2,3.11,0.24,2.8,0.24,51.18,50.83,46.64,41.33,2.36,0.27,2.75,0.15,45.17,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,astonreese,z. aston-reese,z,astonreese3500wz
boqvist3700wj,55.20,Jesper Boqvist,3700,W,0,NJD,WPG-CHellebuyck,4,5.2,2.8,-2.49,1.1,4,0,1,0,-3,50,2,1,3.2,2.9,-125,6,55,-126,5.1,-1.2,49,19,39,87,4.8,40,20,20,10,0.14,0.16,0.3,12.14,1.48,1.05,1.53,0.69,0.14,0.31,1.36,10.12,10.24,7.47,0,0.01,0.32,0.01,0.07,0.2,0,0,0.14,0.14,0.1,0,1.1,0,0.29,0.29,11.99,1.45,0.86,1.43,0.6,0,0.71,1.57,9.14,10.57,0,0,0.38,0,8.25,1.5,0.75,0.75,1.25,0,11.53,0.67,0,0,46.25,49.17,45.62,45.16,44.37,2.95,0.18,2.87,0.21,50.27,41.2,55.18,47.9,2.27,0.24,2.9,0.21,47.33,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,boqvist,jesper boqvist,j,boqvist3700wj
kuhlman3200wk,53.73,Karson Kuhlman,3200,W,0,WPG,NJD-MBlackwood,4.8,6.2,3.4,-0.71,1.5,4,0,0,0,-2.7,82,1,3,2.9,3.2,105,6,45,105,5.6,-0.2,47,15,17,85,4,50,12,37,8,0.08,0.17,0.25,12.78,1.17,1.42,2.08,0.69,0.06,0.42,1.85,10.1,9.5,7.63,0,0,0.05,0,0.02,0,0,0,0.08,0.17,0.2,0.03,1.32,0.13,0,0.13,10.99,0.71,1.38,1.86,0.74,0.09,0.38,1.75,11.25,9.13,0,0,0.09,0,7.5,1.5,1,0.5,1.5,0,9.05,0,0,0,49.11,44.37,45.16,45.62,49.17,3.14,0.23,2.94,0.21,47.9,55.18,41.2,50.27,4.5,0.13,2.73,0.2,51.67,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NJD,kuhlman,karson kuhlman,k,kuhlman3200wk
olivier3800wm,51.50,Mathieu Olivier,3800,W,0,CLB,ARI-CIngram,5.74,7.4,4.1,-0.94,1.5,4,0,1,0,-3.8,42,2,1,3.3,3.4,-100,6.5,42,114,5,-0.8,32,8,29,92,7.5,63,27,36,11,0.07,0.14,0.21,11.29,1.12,1.13,1.6,0.7,0.06,0.86,1.98,8.44,11.51,6.4,0,0,0.01,0,0.02,0,0,0,0.07,0.14,1.54,0,1.36,0.17,0.33,0.5,11.45,2.62,1.5,1.92,0.78,0.11,0.83,2.33,10.08,11.08,0,0,0.01,0,13.6,3.2,2,1.2,2.8,0,13.65,0.02,0,0,47.84,43.07,49.99,50.55,38.51,2.71,0.18,3.43,0.24,46.33,50,52.42,42.58,2.67,0.22,3.92,0.13,40.83,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,olivier,mathieu olivier,m,olivier3800wm
appleton3900wm,49.77,Mason Appleton,3900,W,0,WPG,NJD-MBlackwood,6.12,7.8,4.4,-0.76,1.6,2,0,0,0,-3.1,33,1,3,2.9,3.2,105,6,45,105,5.3,-0.3,31,9,24,83,1.6,12,0,25,8,0.08,0.2,0.29,15.85,1.1,1.53,2.11,0.73,0.05,0.22,1.76,12.06,13.02,9.23,0,0,0.24,0,0.02,0,0,0,0.08,0.2,0.49,0.02,1.46,0,0,0,14.63,0,1,2,0.5,0,0,1,10.67,6.67,0,0,0.04,0,10.67,1,1,0,2,0,14.63,0.04,0,0,49.11,44.37,45.16,45.62,49.17,3.14,0.23,2.94,0.21,47.9,55.18,41.2,50.27,4.5,0.13,2.73,0.2,51.67,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NJD,appleton,mason appleton,m,appleton3900wm
raddysh4900wt,46.44,Taylor Raddysh,4900,W,0,CHI,TOR-ISamsonov,8.64,11,6.3,-0.19,1.8,2,1,4,0,-1.4,21,0,2,2.4,4.2,245,6.5,11,205,7.7,0.3,52,29,42,85,5.1,18,18,81,11,0.25,0.18,0.43,15.59,1.65,1.61,2.18,0.74,0.16,0.4,2.01,10.09,12.49,7.19,0.1,0.06,2.91,0.32,0.46,0.7,0,0,0.16,0.12,0.14,0,1.93,0.17,0.17,0.33,16.55,1.2,1.42,2.25,0.63,0.12,0.17,1.58,11.17,12.5,0,0.08,2.84,0.17,11.83,1.5,1.33,0.17,1.83,0.33,16.67,3.55,0,0,44.36,39.2,42.76,49.98,47.4,2.89,0.18,3.1,0.22,41.33,46.64,50.83,51.18,2.33,0.04,3,0.09,52.75,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,raddysh,taylor raddysh,t,raddysh4900wt
athanasiou4700wa,46.21,A. Athanasiou,4700,W,0,CHI,TOR-ISamsonov,8.7,11,6.4,0.26,1.9,3,2,5,0,-4.6,58,0,2,2.4,4.2,245,6.5,11,205,8.6,0.7,45,18,29,93,10.3,63,27,36,11,0.27,0.14,0.41,15.5,1.59,2.03,2.97,0.68,0.13,0.63,2.66,11.46,14.36,8.74,0.01,0.01,1.56,0.25,0.45,0.55,0,0,0.26,0.13,0.46,0.03,2.11,0.25,0.33,0.58,15.19,2.29,2.33,3.33,0.7,0.11,0.33,2.67,12.83,14.25,0,0,1.23,0.25,14.17,3.67,3.33,0.33,4.5,0.67,14.7,1.52,0,0,44.36,39.2,42.76,49.98,47.4,2.89,0.18,3.1,0.22,41.33,46.64,50.83,51.18,2.33,0.04,3,0.09,52.75,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,athanasiou,a. athanasiou,a,athanasiou4700wa
o'brien3500wl,44.63,Liam O'Brien,3500,W,0,ARI,CLB-EMerzlikins,4.34,5.6,3.1,-1.76,1.2,4,0,1,0,-2.5,66,2,1,3.4,3.3,-120,6.5,58,-135,3.6,-0.9,15,4,20,88,5.6,18,0,0,11,0.03,0.14,0.16,11.59,0.83,0.78,1.17,0.67,0.03,0.46,1.24,7.03,10.49,5.23,0,0,0.03,0,0,0,0,0,0.03,0.14,1.51,0,0.95,0,0.33,0.33,9.26,2.14,0.67,1,0.67,0,0,0.67,8,9.67,0,0,0.04,0,8,0.67,0.67,0,1,0,9.26,0.04,0,0,46.94,38.51,50.55,49.99,43.07,2.67,0.2,3.02,0.24,42.58,52.42,50,46.33,2.92,0.2,2.42,0.21,47.4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,o'brien,liam o'brien,l,o'brien3500wl
foudy3100wl,44.12,Liam Foudy,3100,W,0,CLB,ARI-CIngram,4.46,5.7,3.2,-0.86,1.4,3,0,1,0,-0.4,86,2,1,3.3,3.4,-100,6.5,42,114,2.8,-1,11,3,27,90,2.9,18,9,63,11,0.03,0.08,0.11,10.95,0.6,0.78,1.06,0.74,0.04,0.28,1.06,8.19,10.31,5.53,0,0,0.01,0,0,0,0,0,0.03,0.08,0.17,0,1.68,0.11,0,0.11,9.72,0.68,1,1.44,0.69,0.11,0,1,9.33,9.67,0,0,0,0,10.2,1.4,1.4,0,1.8,0,9.98,0,0,0,47.84,43.07,49.99,50.55,38.51,2.71,0.18,3.43,0.24,46.33,50,52.42,42.58,2.67,0.22,3.92,0.13,40.83,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,foudy,liam foudy,l,foudy3100wl
kurashev4400wp,43.77,Philipp Kurashev,4400,W,0,CHI,TOR-ISamsonov,8.52,10.8,6.2,0.67,1.9,1,2,4,0,-2.9,58,0,2,2.4,4.2,245,6.5,11,205,6.3,-0.5,50,21,40,84,6.6,63,9,36,11,0.13,0.25,0.38,15.65,1.46,1.56,2.09,0.74,0.08,0.48,2.04,10.69,13.96,7.87,0,0.06,1.56,0.12,0.25,0.47,0,0,0.13,0.18,0.13,0.01,2.42,0.17,0.17,0.33,17.73,1.12,1.75,2.08,0.84,0.1,0.67,2.42,12.5,15.42,0,0,1.59,0.17,13.83,3.17,2.33,0.83,2.67,0.17,17.76,1.63,0,0,44.36,39.2,42.76,49.98,47.4,2.89,0.18,3.1,0.22,41.33,46.64,50.83,51.18,2.33,0.04,3,0.09,52.75,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,kurashev,philipp kurashev,p,kurashev4400wp
stenlund3400wk,41.67,Kevin Stenlund,3400,W,0,WPG,NJD-MBlackwood,6.31,8.1,4.6,0.41,1.9,4,2,7,0,-2.7,72,1,3,2.9,3.2,105,6,45,105,4.8,-0.6,26,6,16,61,4.1,62,12,37,8,0.11,0.07,0.19,12.29,0.93,1.26,1.92,0.66,0.09,0.44,1.7,8.84,7,6.56,0,0,0.62,0.12,0.24,0.5,0,0,0.11,0.07,0.37,0.04,1.52,0.1,0,0.1,11.28,0.53,1.3,1.78,0.73,0.08,0.2,1.5,9.5,7,0,0,0.67,0.2,7,1.67,1,0.67,1.33,1,11.3,1.44,0,0,49.11,44.37,45.16,45.62,49.17,3.14,0.23,2.94,0.21,47.9,55.18,41.2,50.27,4.5,0.13,2.73,0.2,51.67,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NJD,stenlund,kevin stenlund,k,stenlund3400wk
kassian3100wz,40.61,Zack Kassian,3100,W,0,ARI,CLB-EMerzlikins,3.86,5,2.7,-1.46,1.2,4,0,1,0,-2.5,86,2,1,3.4,3.3,-120,6.5,58,-135,2.2,-2.7,17,5,55,105,1.6,36,0,63,11,0.05,0.08,0.13,9.25,0.84,0.69,0.97,0.71,0.07,0.14,0.83,6.74,9.17,4.88,0,0,0.03,0,0,0,0,0,0.05,0.08,0.91,0.01,0.92,0,0,0,8.85,0,0.75,0.92,0.82,0,0.25,1,7.08,9.08,0,0,0,0,7,0.5,0.5,0,0.67,0,8.72,0,0,0,46.94,38.51,50.55,49.99,43.07,2.67,0.2,3.02,0.24,42.58,52.42,50,46.33,2.92,0.2,2.42,0.21,47.4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,kassian,zack kassian,z,kassian3100wz
maenalanen3900ws,40.25,Saku Maenalanen,3900,W,0,WPG,NJD-MBlackwood,4.22,5.4,3,-2.66,1.1,1,0,0,0,-2,33,1,3,2.9,3.2,105,6,45,105,4.1,-1.7,33,7,37,54,1.8,37,0,62,8,0.1,0.1,0.21,11.2,1.13,1.08,1.47,0.73,0.1,0.51,1.59,7.72,10.31,5.54,0,0,0.07,0,0.03,0,0,0,0.1,0.1,0.26,0,1.68,0,0.2,0.2,9.73,1.23,0.8,1.11,0.72,0,0.6,1.4,7.6,8.5,0,0,0.15,0,6,1.33,0.33,1,1.67,0,9.34,0,0,0,49.11,44.37,45.16,45.62,49.17,3.14,0.23,2.94,0.21,47.9,55.18,41.2,50.27,4.5,0.13,2.73,0.2,51.67,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NJD,maenalanen,saku maenalanen,s,maenalanen3900ws
johnson5300wt,37.29,Tyler Johnson,5300,W,0,CHI,TOR-ISamsonov,9.31,11.8,6.8,-0.3,1.8,2,1,9,0,-1.4,33,0,2,2.4,4.2,245,6.5,11,205,7.5,0.1,29,17,25,84,9.3,45,27,27,11,0.17,0.28,0.46,14.28,1.93,1.59,2.36,0.67,0.11,0.39,1.98,8.77,11.59,6.57,0.02,0.04,2.06,0.5,0.61,0.81,0,0,0.15,0.24,0.3,0.02,2.28,0.22,0.33,0.56,15.76,2.13,2.22,3.67,0.61,0.1,0.67,2.89,9.33,11.11,0,0,2.48,0.89,9.83,3.17,2.67,0.5,4.83,1.67,17.88,3.51,0,0,44.36,39.2,42.76,49.98,47.4,2.89,0.18,3.1,0.22,41.33,46.64,50.83,51.18,2.33,0.04,3,0.09,52.75,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,johnson,tyler johnson,t,johnson5300wt
blackwell3400wc,33.06,Colin Blackwell,3400,W,0,CHI,TOR-ISamsonov,4.83,6.2,3.5,-1.07,1.4,4,0,0,0,-3.4,72,0,2,2.4,4.2,245,6.5,11,205,4.9,-1.4,50,16,41,93,4.7,54,18,45,11,0.09,0.15,0.24,11.67,1.23,1.18,1.52,0.78,0.08,0.39,1.57,8.05,9.65,5.79,0,0,0.2,0.04,0.04,1,0.02,0.01,0.07,0.14,0.21,0,1.27,0.08,0.25,0.33,12.23,1.62,1.08,1.42,0.76,0.08,0.17,1.25,9.42,10.5,0,0,0,0,12.17,1.67,1.33,0.33,1.67,0,12.36,0,0,0,44.36,39.2,42.76,49.98,47.4,2.89,0.18,3.1,0.22,41.33,46.64,50.83,51.18,2.33,0.04,3,0.09,52.75,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,blackwell,colin blackwell,c,blackwell3400wc
rielly5900dm,80.00,Morgan Rielly,5900,D,0,TOR,CHI-PMrazek,11.86,14.9,8.9,0.19,2,1,1,11,0,-3.1,45,2,1,4.2,2.4,-302,6.5,89,-255,12,-0.4,58,19,26,98,11,70,20,30,10,0.11,0.58,0.69,22.74,1.82,2.35,3.15,0.74,0.05,1.29,3.63,17.96,16.1,13.46,0.02,0.21,3.12,0.3,0.46,0.65,0,0.01,0.08,0.36,0.5,0,1.94,0.18,0.36,0.55,22.59,1.46,2.45,3.36,0.73,0.07,1.27,3.73,18.91,16.09,0.09,0.09,2.8,0.45,18.75,5.25,3,2.25,4.25,1,21.98,3.07,0.25,0,50.03,47.4,49.98,42.76,39.2,3.11,0.24,2.8,0.24,51.18,50.83,46.64,41.33,2.36,0.27,2.75,0.15,45.17,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,rielly,morgan rielly,m,rielly5900dm
hamilton7700dd,78.55,Dougie Hamilton,7700,D,0,NJD,WPG-CHellebuyck,15.21,19,11.4,-0.33,2,1,1,16,0,-2.8,50,2,1,3.2,2.9,-125,6,55,-126,14,0.6,75,22,24,87,24.5,100,60,0,10,0.21,0.52,0.72,21.79,1.98,3.3,4.54,0.73,0.06,1.21,4.51,18.75,16.45,14.21,0.09,0.18,2.95,0.58,0.85,0.68,0,0,0.11,0.33,0.57,0,2.39,0.55,0.82,1.36,22.69,3.6,4,5.27,0.76,0.14,1.64,5.64,19.73,19.55,0.45,0.09,2.08,0.82,18.17,5.83,3.67,2.17,5.5,1.5,21.31,2.54,0.5,0.17,46.25,49.17,45.62,45.16,44.37,2.95,0.18,2.87,0.21,50.27,41.2,55.18,47.9,2.27,0.24,2.9,0.21,47.33,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WPG,hamilton,dougie hamilton,d,hamilton7700dd
giordano5000dm,77.80,Mark Giordano,5000,D,0,TOR,CHI-PMrazek,7.97,10.1,5.9,-1.76,1.6,3,0,1,0,-3.5,78,2,1,4.2,2.4,-302,6.5,89,-255,9,-0.1,72,20,25,95,11,90,40,10,10,0.07,0.31,0.38,19.69,1.16,1.57,2.16,0.73,0.05,1.87,3.45,15.51,13.73,11.53,0,0.05,1.02,0.13,0.19,0.71,0.03,0,0.04,0.26,0.8,0.01,1.29,0.18,0.36,0.55,19.29,1.71,2.36,3.09,0.76,0.08,1.91,4.27,16.91,15.36,0,0,0.01,0,18,3,1.25,1.75,2.25,0,18.36,0,0,0,50.03,47.4,49.98,42.76,39.2,3.11,0.24,2.8,0.24,51.18,50.83,46.64,41.33,2.36,0.27,2.75,0.15,45.17,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,giordano,mark giordano,m,giordano5000dm
gudbranson4300de,74.65,Erik Gudbranson,4300,D,0,CLB,ARI-CIngram,7.1,9,5.2,-1.13,1.7,1,0,1,0,0.8,45,2,1,3.3,3.4,-100,6.5,42,114,6.3,-1.7,57,13,40,102,7.3,63,18,36,11,0.04,0.13,0.17,19.83,0.51,1.5,2.01,0.75,0.03,1.6,3.1,15.55,16.67,11.15,0,0,0.09,0.01,0.02,0.5,0,0,0.04,0.13,0.64,0,1.58,0,0.17,0.17,22.58,0.45,1.33,1.75,0.76,0,2.25,3.58,18.58,21.42,0,0,0.06,0,19.8,4.4,1.4,3,1.8,0,23.18,0.1,0,0,47.84,43.07,49.99,50.55,38.51,2.71,0.18,3.43,0.24,46.33,50,52.42,42.58,2.67,0.22,3.92,0.13,40.83,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,gudbranson,erik gudbranson,e,gudbranson4300de
brodie3700dt,74.10,T.J. Brodie,3700,D,0,TOR,CHI-PMrazek,6.64,8.4,4.9,-0.3,1.8,1,0,1,0,-3.1,95,2,1,4.2,2.4,-302,6.5,89,-255,7.3,-0.2,54,19,23,98,6.9,60,20,0,10,0.04,0.32,0.36,21.62,1,1.09,1.42,0.77,0.04,1.58,2.68,16.33,14.64,12.51,0,0.01,0.24,0,0.03,0,0,0.03,0.04,0.29,0.29,0,0.85,0,0.33,0.33,21.46,0.92,0.5,0.5,1,0,2.17,2.67,17.67,17.5,0,0,0.11,0,18.25,2.75,0.5,2.25,0.5,0,21.66,0.16,0,0,50.03,47.4,49.98,42.76,39.2,3.11,0.24,2.8,0.24,51.18,50.83,46.64,41.33,2.36,0.27,2.75,0.15,45.17,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,brodie,t.j. brodie,t,brodie3700dt
