,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_upside,fantasymonth_duds,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID
eberle6200wj,52.08,Jordan Eberle,6200,W,0,SEA,BOS-L.Ullmark,9.01,11.4,6.6,-2.35,1.5,1,2,2,0,-6,6,0,2,2.4,3.7,195,6,18,168,10,0.6,56,31,43,87,12.3,61,38,38,13,0.22,0.41,0.63,17.14,2.2,2.09,3.02,0.69,0.1,0.34,2.44,12.44,12.26,9.39,0.03,0.07,2.69,0.28,0.48,0.59,0,0,0.18,0.34,0.32,0,2.4,0.23,0.62,0.85,16.56,3.08,2.46,3.23,0.76,0.09,0.38,2.85,13.23,12.08,0.08,0,2.1,0.31,13.38,2.25,1.88,0.38,2.75,0.5,16.61,2.22,0.13,0,45.84,44.9,40.27,42.33,46.49,2.93,0.16,3.49,0.17,46.54,48.17,45.38,46.25,2.38,0.16,3.09,0.15,46.17,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,eberle,j,eberle6200wj,85900-9025,W,j,Jordan Eberle,eberle,11.76750031,40,6200,SEA@BOS,SEA,BOS,,,,,,W/UTIL,eberle6200wj
ehlers9200wn,84.91,Nikolaj Ehlers,9200,W,0,WPG,BUF-U.Luukkonen,16.46,20.6,12.3,-0.75,1.8,1,1,18,0,0.1,4,1,2,3.5,3.2,-132,6.5,56,-130,17.7,1.7,31,17,5,88,21,14,14,7,14,0.5,0.62,1.12,17.34,3.88,3.74,5.16,0.72,0.13,0.41,4.15,15.13,12.63,11.72,0.12,0.12,2.1,0.47,0.63,0.75,0,0,0.38,0.5,0.24,0,3.31,0.67,1,1.67,16.49,6.08,3,5,0.6,0.22,0,3,18.33,10,0,0.33,2.28,0,18.33,3,3,0,5,0.67,16.49,2.28,0,0.33,45.28,43.76,42.66,46.21,43.1,3.01,0.24,2.94,0.26,45.83,44.45,43.92,43.18,2.82,0.32,2.91,0.22,46.57,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BUF,ehlers,n,ehlers9200wn,85900-58907,W,n,Nikolaj Ehlers,ehlers,20.03999939,5,9200,WPG@BUF,WPG,BUF,,,,,,W/UTIL,ehlers9200wn
eichel9200cj,89.5,Jack Eichel,9200,C,0,VGK,FLA-SBobrovsky,17.54,21.9,13.1,0.04,1.9,2,1,8,0,0.1,15,0,5,3.4,3.3,-115,6.5,64,-134,16.6,1.8,56,26,15,86,19.1,8,8,8,12,0.44,0.46,0.9,19.12,2.82,3.79,4.6,0.82,0.12,0.92,4.71,15.2,13.93,11.2,0.06,0.21,2.94,0.8,1.02,0.79,0,0,0.38,0.25,0.22,0.03,2.98,0.5,1,1.5,18.42,4.89,3,4,0.75,0.17,0,3,13,14,0,0.5,2.63,0.5,13,3,3,0,4,0.5,18.42,2.63,0,0.5,46.04,49.71,40.62,47.23,50.58,2.68,0.22,3.54,0.24,48.45,44.85,42.82,44.62,2.5,0.4,3.42,0.34,42.29,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FLA,eichel,j,eichel9200cj,85900-64100,C,j,Jack Eichel,eichel,18.03103532,29,9200,FLA@VGK,VGK,FLA,,,,,,C/UTIL,eichel9200cj
ek6900cj,71.92,Joel Eriksson Ek,6900,C,0,MIN,NYI-ISorokin,11.8,14.8,8.8,-0.98,1.7,2,1,4,0,-3.1,72,0,2,2.9,2.8,-114,5.5,35,-114,13,2,64,32,32,94,13.4,81,36,18,11,0.34,0.38,0.72,18.92,2.28,2.94,3.96,0.74,0.12,0.56,3.49,11.63,10.67,8.68,0.13,0.12,3.21,0.76,1.03,0.73,0.01,0,0.2,0.26,0.47,0.01,2.57,0.31,0.38,0.69,19.45,2.13,2.46,4.25,0.58,0.12,0.77,3.23,10.5,12.92,0.15,0.08,3.69,0.83,11.5,3,2.33,0.67,3.5,0.67,19.88,3.24,0.17,0,46.54,44.26,48.12,41.89,42.75,3.18,0.24,2.78,0.17,43.33,47.33,42,43.42,3.08,0.22,2.91,0.22,42.17,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYI,ek,j,ek6900cj,85900-73949,C,j,Joel Eriksson Ek,ek,13.82749939,40,6900,MIN@NYI,MIN,NYI,,,,,,C/UTIL,ek6900cj
ekblad6200da,73.6,Aaron Ekblad,6200,D,0,FLA,VGK-L.Thompson,11.26,14.1,8.4,-1.05,1.8,1,1,3,0,-5.4,85,0,2,3.3,3.4,-105,6.5,36,112,12.6,-0.3,47,20,20,98,9.1,53,15,46,13,0.18,0.52,0.7,24.41,1.72,2.7,3.58,0.75,0.07,1.24,3.94,18.66,14.89,13.95,0.06,0.23,3.41,0.62,0.94,0.66,0,0.02,0.12,0.27,0.89,0.02,1.8,0.15,0.15,0.31,23.05,0.81,2.23,3.08,0.72,0.07,1.46,3.69,15.92,14.75,0.15,0.08,3.04,0.38,13.43,3.14,1.57,1.57,2.43,0.57,23.21,3.69,0.29,0,45.35,50.58,47.23,40.62,49.71,3.38,0.23,2.51,0.23,44.62,42.82,44.85,48.45,3.17,0.29,2.7,0.11,49.2,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGK,ekblad,a,ekblad6200da,85900-55607,D,a,Aaron Ekblad,ekblad,11.61935523,31,6200,FLA@VGK,FLA,VGK,,,,,,D/UTIL,ekblad6200da
ekholm4600dm,83.65,Mattias Ekholm,4600,D,0,NAS,MTL-S.Montembeault,9.57,12,7.1,0.7,2.1,2,2,3,0,-0.6,85,2,1,3.8,2.9,-176,6.5,69,-156,9.1,0.7,67,26,27,87,10.8,71,35,21,14,0.1,0.33,0.43,22.62,1.14,1.98,2.75,0.72,0.05,1.39,3.37,15.49,16.04,11.87,0,0.08,1.7,0.23,0.37,0.63,0,0.01,0.1,0.24,0.48,0,1.71,0.2,0.2,0.4,21.96,1.09,2,2.43,0.82,0.1,1.6,3.6,15.69,16,0,0.07,1.63,0.07,15.57,3.29,1.71,1.57,2.29,0.14,21.46,1.72,0,0.14,45.56,43.73,46.07,47.02,40.96,3.35,0.21,3.55,0.24,44.85,46.31,51.46,37.92,3.17,0.18,3.83,0.43,38,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,ekholm,m,ekholm4600dm,85900-14456,D,m,Mattias Ekholm,ekholm,8.157499695,40,4600,NSH@MON,NSH,MON,,,,,,D/UTIL,ekholm4600dm
ekmanlarsson4400do,50.75,Oliver Ekman-Larsson,4400,D,0,VAN,TB-A.Vasilevskiy,6.75,8.6,4.9,-1.69,1.5,2,2,3,0,-3.7,7,0,2,2.5,4.2,217,6.5,17,220,8.5,0,69,25,30,85,7.6,66,33,33,12,0.05,0.44,0.48,21.38,1.35,1.75,2.44,0.72,0.03,0.99,2.74,15.87,17.65,12.18,0.01,0.11,1.62,0.23,0.3,0.76,0,0.01,0.03,0.31,0.41,0,1.47,0,0.5,0.5,19.71,1.52,1.33,1.8,0.74,0,0.92,2.25,12.78,18.78,0,0.08,1.43,0.1,11,2.5,1.5,1,1.8,0.2,19.97,1.55,0,0.17,41.74,43.65,43.43,46.9,44.1,3.24,0.26,3.26,0.2,39.8,42.58,45.7,47.5,3.56,0.19,3,0.14,52.43,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TB,ekmanlarsson,o,ekmanlarsson4400do,85900-12244,D,o,Oliver Ekman-Larsson,ekmanlarsson,7.959999847,40,4400,VAN@TB,VAN,TB,,,,,,D/UTIL,ekmanlarsson4400do
engvall4200wp,79.69,Pierre Engvall,4200,W,0,TOR,DET-V.Husso,9.05,11.5,6.6,1.59,2.2,2,2,4,0,1.6,34,2,1,3.6,3,-145,6.5,72,-178,7.7,0.5,56,32,39,97,9.3,61,38,38,13,0.21,0.26,0.47,13.35,2.11,1.88,2.56,0.74,0.11,0.14,2.02,11.31,9.65,8.44,0.01,0.01,0.54,0.08,0.12,0.64,0.02,0.01,0.18,0.23,0.5,0.03,2.14,0.31,0.31,0.62,13.98,2.66,1.92,2.58,0.74,0.16,0,1.92,12.42,9.67,0,0.08,1.42,0.08,11.86,2,2,0,2.43,0.29,13.78,1.65,0,0.14,45.67,47.36,46.46,42.13,40.14,3.12,0.25,2.93,0.27,45.09,43.83,38.36,38.75,3.36,0.27,3.5,0.33,41.71,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,engvall,p,engvall4200wp,85900-84346,W,p,Pierre Engvall,engvall,6.744999695,40,4200,TOR@DET,TOR,DET,,,,,,W/UTIL,engvall4200wp
erne4200wa,60.2,Adam Erne,4200,W,0,DET,TOR-I.Samsonov,5.5,7,4,-1.96,1.3,4,0,1,0,0,16,0,2,3,3.6,125,6.5,28,146,5.7,-0.9,58,25,36,84,4.5,16,16,58,12,0.1,0.19,0.29,13.47,1.29,1.23,1.64,0.75,0.08,0.64,1.86,8.69,11.82,6.35,0,0,0.43,0.03,0.03,1,0,0.01,0.1,0.18,0.35,0.01,1.08,0.1,0.1,0.2,14.05,0.85,0.9,1.3,0.69,0.11,0.6,1.5,8.11,10.11,0,0,0.02,0,7,1.2,0.8,0.4,1,0,13.4,0.02,0,0,40.63,40.14,42.13,46.46,47.36,3.21,0.19,3.08,0.21,38.75,38.36,43.83,45.09,3.58,0.16,2.64,0.28,43.29,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,erne,a,erne4200wa,85900-43212,W,a,Adam Erne,erne,6.432432432,37,4200,TOR@DET,DET,TOR,,,,,,W/UTIL,erne4200wa
evans3800cj,58.52,Jake Evans,3800,C,0,MTL,NAS-JSaros,6.76,8.6,4.9,0.34,1.8,3,0,1,0,-5.2,51,0,3,2.9,3.8,145,6.5,31,130,6.9,0.2,64,26,34,87,6.6,53,38,46,13,0.12,0.27,0.38,14.94,1.53,1.4,1.71,0.81,0.08,0.67,2.07,10.19,11.53,7.4,0.01,0,0.17,0.02,0.07,0.33,0,0.01,0.1,0.26,0.4,0.01,1.32,0.07,0.36,0.43,15.32,1.68,1.07,1.57,0.68,0.07,0.57,1.64,10.62,10.31,0.07,0,0.15,0.07,11,1.57,0.86,0.71,1.43,0,15.48,0.2,0,0,45.15,40.96,47.02,46.07,43.73,3.12,0.16,3.5,0.24,37.92,51.46,46.31,44.85,3,0.17,3.42,0.2,42,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAS,evans,j,evans3800cj,85900-82972,C,j,Jake Evans,evans,4.753658388,41,3800,NSH@MON,MON,NSH,,,,,,C/UTIL,evans3800cj
fabbro4300dd,71.8,Dante Fabbro,4300,D,0,NAS,MTL-S.Montembeault,5.72,7.3,4.1,-2.51,1.3,3,0,1,0,-4.2,17,2,1,3.8,2.9,-176,6.5,69,-156,7,-0.6,58,18,25,87,8.4,64,14,14,14,0.04,0.24,0.28,17.73,0.95,1.39,1.91,0.73,0.03,1.72,3.11,15.54,15.57,11.44,0,0,0.13,0,0,0,0,0,0.04,0.24,0.41,0,0.99,0.08,0.15,0.23,16.65,0.83,1.54,1.58,0.97,0.05,1.85,3.38,15.64,13.91,0,0,0.04,0,14.6,1.4,0.6,0.8,1,0,15.01,0.07,0,0,45.56,43.73,46.07,47.02,40.96,3.35,0.21,3.55,0.24,44.85,46.31,51.46,37.92,3.17,0.18,3.83,0.43,38,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,fabbro,d,fabbro4300dd,85900-70915,D,d,Dante Fabbro,fabbro,6.162162162,37,4300,NSH@MON,NSH,MON,,,,,,D/UTIL,fabbro4300dd
faksa3400cr,43.53,Radek Faksa,3400,C,0,DAL,NYR-IShesterkin,4.86,6.2,3.5,-0.74,1.4,3,0,1,0,-2.8,72,0,2,2.7,2.9,102,5.5,50,-102,4.7,-1.2,60,15,39,98,4.7,76,7,23,13,0.07,0.11,0.18,14.36,0.75,1.03,1.52,0.68,0.07,0.91,1.95,9.23,10.98,6.62,0,0,0.14,0,0.01,0,0.02,0.01,0.05,0.1,0.57,0,1.24,0,0.07,0.07,13.72,0.31,1,1.31,0.76,0,1.43,2.43,9.33,10.83,0,0,0.41,0,9.67,2.17,0.83,1.33,1.17,0,14.34,0.34,0,0,46.9,45.58,45.96,47.36,44.63,3,0.24,2.75,0.2,47.46,45.54,51.69,44.77,2.5,0.43,2.77,0.17,48.83,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYR,faksa,r,faksa3400cr,85900-23928,C,r,Radek Faksa,faksa,4.371428717,42,3400,DAL@NYR,DAL,NYR,,,,,,C/UTIL,faksa3400cr
fasching3600wh,35.27,Hudson Fasching,3600,W,0,NYI,MIN-F.Gustavsson,4.44,5.7,3.2,-1.85,1.2,3,0,0,0,-2.7,77,0,2,2.8,2.9,-105,5.5,65,-105,4.4,-0.4,12,6,14,64,3.9,30,23,61,13,0.11,0.11,0.21,12.55,1,0.79,1.28,0.62,0.13,0.58,1.37,10.18,10.53,7.06,0,0,0.29,0,0.06,0,0,0,0.11,0.11,0.11,0,1.16,0.08,0.17,0.25,12.55,1.2,0.75,1.27,0.59,0.11,0.25,1,10.2,10.6,0,0,0.48,0,10.33,1,0.67,0.33,1.67,0,14.88,0.86,0,0,44.05,42.75,41.89,48.12,44.26,2.66,0.22,3.26,0.26,43.42,42,47.33,43.33,2.45,0.11,3.75,0.22,47.5,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,fasching,h,fasching3600wh,85900-53465,W,h,Hudson Fasching,fasching,4.58666687,15,3600,MIN@NYI,NYI,MIN,,,,,,W/UTIL,fasching3600wh
fast4500wj,72.25,Jesper Fast,4500,W,0,CAR,CLB-J.Korpisalo,6.17,7.9,4.4,-1.88,1.4,3,0,1,0,0.2,6,0,2,4.3,2.4,-327,6.5,91,-330,5.8,-1,50,20,48,102,7.8,50,21,42,14,0.12,0.25,0.36,15,1.44,1.03,1.62,0.64,0.11,0.4,1.43,13.23,9.54,9.83,0,0,0.35,0.01,0.03,0.33,0,0.02,0.12,0.23,0.08,0.01,1.19,0.23,0.31,0.54,14.42,2.25,1,1.42,0.71,0.23,0.54,1.54,11.92,8.92,0,0,0.18,0,11.67,0.83,0.67,0.17,0.83,0.17,13.94,0.14,0,0,51.51,51.49,50.36,38.01,43.51,3.12,0.2,3.08,0.23,51.62,50.46,34.38,43.77,3.75,0.27,3.17,0.34,43.29,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,fast,j,fast4500wj,85900-23053,W,j,Jesper Fast,fast,5.8564101,39,4500,CAR@CBJ,CAR,CBJ,,,,,,W/UTIL,fast4500wj
faulk6100dj,62.25,Justin Faulk,6100,D,0,STL,CGY-J.Markstrom,12.52,15.7,9.4,0.42,2.1,2,1,6,0,-3.5,79,0,2,2.7,3.5,143,6,49,122,11.9,0.7,70,30,29,96,9,46,15,53,13,0.18,0.45,0.63,23.89,1.58,2.32,3.06,0.76,0.08,1.49,3.81,16.81,18.97,12.73,0.02,0.11,2.17,0.26,0.34,0.76,0,0,0.16,0.34,0.46,0.02,1.59,0.14,0.14,0.29,24.87,0.7,2.29,3.08,0.74,0.06,1.57,3.86,14.5,18.25,0.07,0,2.85,0.38,14.43,3.71,2,1.71,2.57,0.29,26.19,3.32,0,0,39.65,40.11,39.62,47.85,52.1,2.94,0.27,3.3,0.18,37.54,39.55,47.08,54.55,2.92,0.34,2.6,0.27,53.8,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CGY,faulk,j,faulk6100dj,85900-14178,D,j,Justin Faulk,faulk,11.42380923,42,6100,CGY@STL,STL,CGY,,,,,,D/UTIL,faulk6100dj
fischer4100wc,56.12,Christian Fischer,4100,W,0,ARI,OTT-C.Talbot,6.6,8.4,4.8,-0.67,1.6,3,0,0,0,-2.9,22,0,2,2.9,3.7,138,6.5,27,118,6.4,-0.3,44,17,29,87,6.8,42,21,57,14,0.15,0.12,0.26,14.52,1.07,1.68,2.23,0.75,0.09,0.53,2.21,9.05,12.63,6.68,0,0,0.44,0.09,0.09,1,0.01,0,0.13,0.12,0.32,0,1.75,0.21,0.07,0.29,14.88,1.17,1.71,2.38,0.72,0.12,0.57,2.29,11.08,13.08,0,0,0.17,0,11.29,2.71,2,0.71,2.57,0,15.02,0.05,0,0,40.91,37.6,44.8,49.78,46.22,2.63,0.18,3.14,0.19,38.79,42,45.71,45.25,2.69,0.2,3.08,0.05,48.83,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,fischer,c,fischer4100wc,85900-66620,W,c,Christian Fischer,fischer,7.25,40,4100,OTT@ARI,ARI,OTT,,,,,,W/UTIL,fischer4100wc
fixwolansky3300wt,29.01,Trey Fix-Wolansky,3300,W,0,CLB,CAR-A.Raanta,5.34,6.8,3.8,-0.37,1.6,4,0,1,0,0,77,0,2,2.4,4.3,262,6.5,9,265,5.1,-0.1,9,3,7,53,0,0,0,0,0,0.11,0.11,0.22,7.24,1.82,1,1.44,0.69,0.11,0.78,1.78,7,7.11,5.78,0,0,0.21,0,0,0,0,0,0.11,0.11,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.39,43.51,38.01,50.36,51.49,2.65,0.19,3.35,0.19,43.77,34.38,50.46,51.62,2.33,0.21,4,0.21,54.17,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,fixwolansky,t,fixwolansky3300wt,85900-97048,W,t,Trey Fix-Wolansky,fixwolansky,4,4,3300,CAR@CBJ,CBJ,CAR,,,,,,W/UTIL,fixwolansky3300wt
fleury7800gm,63.3,Marc-Andre Fleury,7800,G,0,MIN,NYI-I.Sorokin,0,0,0,-16.88,0,0,0,0,0,-1.1,34,0,0,2.9,2.8,-114,5.5,35,-114,16.9,0.6,49,30,19,93,22,54,36,0,11,2.84,0,0,0,0,29.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.89,42.75,0,0,0,0,0,0,42,43.42,0,0,0,0,42.17,1/12/2023,0,27,0.51,0.37,57.68,0.05,26.1,2.13,0.5,0.2,44.05,3.13,29.84,3.26,0.26,2.66,0.22,2.85,28.23,3.75,0.22,2.45,0.11,26.5,NYI,fleury,m,fleury7800gm,85900-8612,G,m,Marc-Andre Fleury,fleury,15.11111111,27,7800,MIN@NYI,MIN,NYI,,,,,,G,fleury7800gm
foligno3700wn,61.71,Nick Foligno,3700,W,0,BOS,SEA-M.Jones,6.12,7.8,4.4,-0.37,1.7,4,2,2,0,-4.1,51,0,4,3.7,2.4,-237,6,82,-205,5.2,-0.7,46,15,51,96,4.9,38,15,61,13,0.08,0.22,0.3,11.6,1.55,1.24,1.66,0.75,0.06,0.52,1.76,8.95,8.75,6.7,0.02,0.03,0.77,0.12,0.15,0.77,0,0,0.06,0.18,0.78,0,1.13,0.08,0.23,0.31,12.4,1.5,0.77,1.17,0.66,0.1,0.54,1.31,9.91,11.09,0,0,0.95,0.08,9.67,1,0.83,0.17,1.5,0.17,12.9,0.91,0,0,45.84,46.49,42.33,40.27,44.9,3.2,0.25,3.18,0.29,46.25,45.38,48.17,46.54,3.18,0.31,3,0.31,43.63,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,foligno,n,foligno3700wn,85900-8539,W,n,Nick Foligno,foligno,6.902500153,40,3700,SEA@BOS,BOS,SEA,,,,,,W/UTIL,foligno3700wn
foligno4100wm,53.54,Marcus Foligno,4100,W,0,MIN,NYI-I.Sorokin,7.06,9,5.1,-0.21,1.7,2,2,2,0,-2.4,28,0,2,2.9,2.8,-114,5.5,35,-114,6.7,-0.8,39,20,47,94,9.1,54,18,18,11,0.16,0.29,0.46,15.8,1.75,1.24,1.92,0.65,0.13,0.49,1.73,11.65,10.6,8.82,0.01,0.04,1.5,0.17,0.19,0.87,0,0,0.15,0.25,1.48,0,2,0.1,0.5,0.6,16.61,2.17,1.5,2.3,0.65,0.07,0.8,2.3,11.9,13.1,0,0,1.27,0.3,13.4,2,1.6,0.4,2.4,0.4,16.51,0.97,0,0,46.54,44.26,48.12,41.89,42.75,3.18,0.24,2.78,0.17,43.33,47.33,42,43.42,3.08,0.22,2.91,0.22,42.17,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYI,foligno,m,foligno4100wm,85900-11150,W,m,Marcus Foligno,foligno,6.769696785,33,4100,MIN@NYI,MIN,NYI,,,,,,W/UTIL,foligno4100wm
forbort3800dd,61.8,Derek Forbort,3800,D,0,BOS,SEA-M.Jones,5.2,6.6,3.8,-1.95,1.4,3,0,0,0,-5.9,17,0,4,3.7,2.4,-237,6,82,-205,5.2,-1.7,48,14,35,96,5.1,53,15,46,13,0.04,0.15,0.19,18.05,0.63,0.78,1.1,0.71,0.05,1.54,2.32,12.34,12.88,9.42,0,0,0.03,0.01,0.01,1,0.01,0.01,0.02,0.14,0.74,0,0.59,0.08,0.08,0.15,18.24,0.49,0.69,0.92,0.76,0.11,1.46,2.15,13,16.64,0,0,0,0,13,2,0.17,1.83,0.33,0,18.66,0,0,0,45.84,46.49,42.33,40.27,44.9,3.2,0.25,3.18,0.29,46.25,45.38,48.17,46.54,3.18,0.31,3,0.31,43.63,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,forbort,d,forbort3800dd,85900-39264,D,d,Derek Forbort,forbort,5.751724243,29,3800,SEA@BOS,BOS,SEA,,,,,,D/UTIL,forbort3800dd
forsberg7400wf,93.53,Filip Forsberg,7400,W,0,NAS,MTL-S.Montembeault,16.57,20.7,12.4,2.87,2.2,1,1,15,0,2.7,66,2,1,3.8,2.9,-176,6.5,69,-156,17,2.2,75,34,20,87,15.8,78,28,21,14,0.48,0.59,1.07,18.05,3.56,3.3,5,0.66,0.15,0.6,3.9,13.02,13.52,9.9,0.13,0.24,3.33,0.92,1.47,0.62,0,0,0.36,0.34,0.39,0.02,3.02,0.6,0.33,0.93,17.11,3.26,2.93,4.86,0.6,0.2,0.33,3.27,12.46,15,0.13,0.07,2.82,1,12.57,2.86,2.57,0.29,4.71,1.57,16.79,2.56,0.29,0.14,45.56,43.73,46.07,47.02,40.96,3.35,0.21,3.55,0.24,44.85,46.31,51.46,37.92,3.17,0.18,3.83,0.43,38,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,forsberg,f,forsberg7400wf,85900-39253,W,f,Filip Forsberg,forsberg,14.8625,40,7400,NSH@MON,NSH,MON,,,,,,W/UTIL,forsberg7400wf
forsling6800dg,74.15,Gustav Forsling,6800,D,0,FLA,VGK-L.Thompson,11.03,13.8,8.2,-2.57,1.6,1,2,4,0,-5.4,4,0,2,3.3,3.4,-105,6.5,36,112,10.5,0.4,67,27,27,98,10.5,53,23,46,13,0.17,0.35,0.52,22.56,1.38,2.39,3.04,0.79,0.07,1.18,3.58,19.36,15.1,14.4,0.01,0.03,0.84,0.15,0.23,0.67,0,0.01,0.16,0.3,0.35,0.01,1.66,0.15,0.46,0.62,24.32,1.53,1.85,2.54,0.73,0.08,1.23,3.08,15.75,17.67,0,0.08,1.37,0.31,12.43,2.29,1.43,0.86,1.86,0.29,23.38,1.5,0,0.14,45.35,50.58,47.23,40.62,49.71,3.38,0.23,2.51,0.23,44.62,42.82,44.85,48.45,3.17,0.29,2.7,0.11,49.2,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGK,forsling,g,forsling6800dg,85900-60674,D,g,Gustav Forsling,forsling,11.9047619,42,6800,FLA@VGK,FLA,VGK,,,,,,D/UTIL,forsling6800dg
