,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_upside,fantasymonth_duds,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID
bellemare3600cp,54.84,P. Bellemare,3600,C,0,TB,VAN-SMartin,4.22,5.4,3,-1.79,1.2,4,0,1,0,-4.1,60,0,2,4.2,2.5,-272,6.5,83,-275,4.1,-1.7,44,16,50,98,5.8,66,25,33,12,0.08,0.1,0.17,12.01,0.85,0.76,1.05,0.72,0.1,0.63,1.39,7.35,8.28,5.68,0,0,0.03,0,0,0,0.01,0.01,0.07,0.09,0.33,0,1.07,0.08,0.17,0.25,11.53,1.3,1.17,1.58,0.74,0.07,0.92,2.08,7.5,7.92,0,0,0.05,0,8.43,2.43,1.43,1,2.14,0,11.13,0,0,0,47.4,44.1,46.9,43.43,43.65,3.4,0.27,2.85,0.28,47.5,45.7,42.58,39.8,3.17,0.29,2.89,0.42,37.4,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VAN,bellemare,p,bellemare3600cp,85900-54951,C,p,Pierre-Edouard Bellemare,bellemare,3.66486503,37,3600,VAN@TB,TB,VAN,,,,,,C/UTIL,bellemare3600cp
bemstrom5300we,38.24,Emil Bemstrom,5300,W,0,CLB,CAR-A.Raanta,7.74,9.8,5.6,-1.87,1.5,2,2,4,0,-4.6,66,0,2,2.4,4.3,262,6.5,9,265,6.2,0.2,36,14,35,76,10.9,38,23,15,13,0.2,0.18,0.39,11.56,2.03,1.73,2.29,0.76,0.12,0.14,1.88,9.06,9.28,6.87,0.02,0.04,1.2,0.4,0.5,0.79,0,0,0.18,0.14,0.08,0,2.15,0.29,0.43,0.71,14.68,2.9,2.14,3,0.71,0.13,0.29,2.43,13.29,11.29,0.14,0.14,1.67,0.57,13.29,2.43,2.14,0.29,3,0.57,14.68,1.67,0.14,0.14,39.39,43.51,38.01,50.36,51.49,2.65,0.19,3.35,0.19,43.77,34.38,50.46,51.62,2.33,0.21,4,0.21,54.17,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,bemstrom,e,bemstrom5300we,85900-104448,W,e,Emil Bemstrom,bemstrom,10.27857099,14,5300,CAR@CBJ,CBJ,CAR,,,,,,W/UTIL,bemstrom5300we
beniers6700cm,53.3,Matty Beniers,6700,C,0,SEA,BOS-LUllmark,10.23,12.9,7.5,-2.14,1.5,1,2,2,0,-5.4,12,0,2,2.4,3.7,195,6,18,168,12.8,2.2,64,31,35,48,12.6,53,30,46,13,0.37,0.49,0.86,17.07,3.02,1.96,2.72,0.72,0.19,0.65,2.61,11.78,11.78,9,0.12,0.1,2.63,0.61,0.72,0.85,0,0,0.25,0.39,0.04,0.02,2.35,0.38,0.46,0.85,16.84,3.03,1.92,3,0.64,0.2,0.69,2.62,13.08,12.15,0.08,0.08,1.97,0.38,12.75,3,2.25,0.75,3.13,0.5,16.65,2.18,0.13,0.13,45.84,44.9,40.27,42.33,46.49,2.93,0.16,3.49,0.17,46.54,48.17,45.38,46.25,2.38,0.16,3.09,0.15,46.17,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,beniers,m,beniers6700cm,85900-169115,C,m,Matty Beniers,beniers,12.8875,40,6700,SEA@BOS,SEA,BOS,,,,,,C/UTIL,beniers6700cm
benn7100wj,61.16,Jamie Benn,7100,W,0,DAL,NYR-I.Shesterkin,10.22,12.9,7.5,-2.9,1.4,2,1,3,0,-2,4,0,2,2.7,2.9,102,5.5,50,-102,11.3,1.2,60,29,39,98,12,69,23,30,13,0.25,0.43,0.69,15.99,2.59,2.17,2.89,0.75,0.12,0.67,2.84,11.24,13.26,8.19,0.09,0.12,2.28,0.52,0.66,0.78,0.01,0.01,0.15,0.3,0.8,0.01,2.41,0.29,0.43,0.71,15.95,2.67,1.86,2.38,0.78,0.15,0.64,2.5,9.33,13.83,0.21,0.07,2.82,0.69,11.83,3,2.33,0.67,3,1,17,3.11,0.17,0,46.9,45.58,45.96,47.36,44.63,3,0.24,2.75,0.2,47.46,45.54,51.69,44.77,2.5,0.43,2.77,0.17,48.83,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYR,benn,j,benn7100wj,85900-8986,W,j,Jamie Benn,benn,13.05714344,42,7100,DAL@NYR,DAL,NYR,,,,,,W/UTIL,benn7100wj
bennett5900cs,81.84,Sam Bennett,5900,C,0,FLA,VGK-LThompson,11.09,14,8.2,0.36,1.9,1,2,8,0,1,66,0,2,3.3,3.4,-105,6.5,36,112,12,0.3,58,31,40,98,9.6,46,23,53,13,0.28,0.36,0.65,17.02,2.29,3.1,3.95,0.79,0.09,0.53,3.64,15.3,12.27,11.79,0.05,0.07,1.83,0.49,0.63,0.78,0,0,0.23,0.29,0.97,0.02,3.02,0.15,0.23,0.38,18.56,1.23,3,4.15,0.72,0.05,0.62,3.62,13.33,14.5,0.15,0.08,1.97,0.62,12.86,3,2.57,0.43,4.14,1.14,17.46,2.13,0.29,0,45.35,50.58,47.23,40.62,49.71,3.38,0.23,2.51,0.23,44.62,42.82,44.85,48.45,3.17,0.29,2.7,0.11,49.2,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VGK,bennett,s,bennett5900cs,85900-58332,C,s,Sam Bennett,bennett,12.02619062,42,5900,FLA@VGK,FLA,VGK,,,,,,C/UTIL,bennett5900cs
bergeron7900cp,92.82,Patrice Bergeron,7900,C,0,BOS,SEA-MJones,16.25,20.3,12.2,1.42,2.1,1,1,19,0,0.7,72,0,4,3.7,2.4,-237,6,82,-205,15.4,1.6,69,29,22,97,16.8,69,38,30,13,0.36,0.53,0.89,18.15,2.94,3.92,5.02,0.78,0.09,0.66,4.58,15.01,8.8,11.83,0.12,0.17,3.38,0.87,1.28,0.68,0,0.02,0.24,0.34,0.27,0.02,3.42,0.38,0.46,0.85,18.01,2.83,4.08,4.42,0.92,0.09,1.15,5.23,14.73,11,0.15,0.15,2.59,0.83,15.67,5,3.83,1.17,4.5,0.67,17.86,2.09,0.17,0.17,45.84,46.49,42.33,40.27,44.9,3.2,0.25,3.18,0.29,46.25,45.38,48.17,46.54,3.18,0.31,3,0.31,43.63,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SEA,bergeron,p,bergeron7900cp,85900-8175,C,p,Patrice Bergeron,bergeron,15.21000061,40,7900,SEA@BOS,BOS,SEA,,,,,,C/UTIL,bergeron7900cp
berggren5000wj,51.06,Jonatan Berggren,5000,W,0,DET,TOR-I.Samsonov,7.62,9.7,5.5,-1.4,1.5,2,2,2,0,-1.4,16,0,2,3,3.6,125,6.5,28,146,15.2,0.1,2,2,0,46,15.2,100,100,0,1,0.28,0.28,0.56,13.02,2.58,1.6,2.16,0.74,0.18,0.36,1.96,8.75,9.75,6.96,0.08,0.12,1.9,0.38,0.46,0.82,0,0,0.2,0.16,0.32,0,1.85,0.25,0.25,0.5,13.38,2.24,1.08,1.5,0.72,0.23,0.08,1.17,8.64,9.82,0,0.08,1.86,0.08,11.14,1.57,1.57,0,2,0.14,13.93,1.71,0,0,40.63,40.14,42.13,46.46,47.36,3.21,0.19,3.08,0.21,38.75,38.36,43.83,45.09,3.58,0.16,2.64,0.28,43.29,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,berggren,j,berggren5000wj,85900-151490,W,j,Jonatan Berggren,berggren,8.865384615,26,5000,TOR@DET,DET,TOR,,,,,,W/UTIL,berggren5000wj
bertuzzi4500wt,67.35,Tyler Bertuzzi,4500,W,0,DET,TOR-I.Samsonov,12.38,15.6,9.2,4.33,2.8,1,1,3,0,-5.7,77,0,2,3,3.6,125,6.5,28,146,12.5,-0.3,41,13,16,84,3.2,0,0,8,12,0.29,0.49,0.78,19.24,2.43,2.67,3.6,0.74,0.11,0.61,3.29,13.32,13.7,10.02,0.08,0.14,2.9,0.65,0.94,0.69,0,0.02,0.2,0.33,0.47,0.06,1.49,0,0,0,17.8,0,0,0,0,0,2,2,10,18,0,0,2.5,0,10,2,0,2,0,0,17.8,2.5,0,0,40.63,40.14,42.13,46.46,47.36,3.21,0.19,3.08,0.21,38.75,38.36,43.83,45.09,3.58,0.16,2.64,0.28,43.29,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOR,bertuzzi,t,bertuzzi4500wt,85900-43135,W,t,Tyler Bertuzzi,bertuzzi,8.130000305,10,4500,TOR@DET,DET,TOR,,,,,,W/UTIL,bertuzzi4500wt
binnington7600gj,45.6,Jordan Binnington,7600,G,0,STL,CGY-J.Markstrom,15.76,19.8,11.7,-0.77,2.1,0,0,7,0,1.9,28,0,0,2.7,3.5,143,6,49,122,13.2,-0.4,34,27,30,96,15.3,46,38,30,13,2.98,0,0,0,0,29.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.85,52.1,0,0,0,0,0,0,47.08,54.55,0,0,0,0,53.8,1/12/2023,0,26.1,0.5,0.39,56.33,0.06,26.9,3.09,0.64,0.67,50.94,3.48,35.69,2.61,0.22,3.04,0.21,3.23,36.54,3.25,0.18,2.8,0.21,34.67,CGY,binnington,j,binnington7600gj,85900-15339,G,j,Jordan Binnington,binnington,13.88235294,34,7600,CGY@STL,STL,CGY,,,,,,G,binnington7600gj
bjorkstrand5200wo,54.12,O. Bjorkstrand,5200,W,0,SEA,BOS-L.Ullmark,8.95,11.3,6.6,-0.46,1.7,3,1,2,0,-4,28,0,2,2.4,3.7,195,6,18,168,10.8,0.6,65,29,34,88,9,61,23,38,13,0.26,0.32,0.58,16.43,2.12,2.61,3.55,0.74,0.1,0.56,3.17,12.84,11.81,9.6,0.07,0.08,2.74,0.45,0.64,0.71,0,0,0.19,0.24,0.18,0.01,2.11,0.23,0.15,0.38,14.98,1.52,2.62,3.62,0.72,0.09,0.54,3.15,13.69,12.46,0,0,1.52,0.23,12.13,2.63,2,0.63,2.88,0.25,14.45,1.5,0,0,45.84,44.9,40.27,42.33,46.49,2.93,0.16,3.49,0.17,46.54,48.17,45.38,46.25,2.38,0.16,3.09,0.15,46.17,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,bjorkstrand,o,bjorkstrand5200wo,85900-42773,W,o,Oliver Bjorkstrand,bjorkstrand,9.597499847,40,5200,SEA@BOS,SEA,BOS,,,,,,W/UTIL,bjorkstrand5200wo
bjugstad4200cn,54.98,Nick Bjugstad,4200,C,0,ARI,OTT-CTalbot,7.71,9.8,5.6,0.47,1.8,2,0,0,0,-2.3,66,0,2,2.9,3.7,138,6.5,27,118,5.8,0.3,41,21,42,95,9.9,64,42,35,14,0.19,0.17,0.36,13.98,1.54,1.54,2.15,0.71,0.12,0.32,1.86,9.22,10.75,6.82,0.01,0,0.38,0.03,0.09,0.33,0.01,0,0.16,0.17,0.35,0,1.87,0.36,0.14,0.5,17.49,1.72,2.36,3.31,0.71,0.15,0.43,2.79,11.5,11.67,0,0,1.25,0,11.29,2.14,2,0.14,2.71,0.14,17.05,0.19,0,0,40.91,37.6,44.8,49.78,46.22,2.63,0.18,3.14,0.19,38.79,42,45.71,45.25,2.69,0.2,3.08,0.05,48.83,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,bjugstad,n,bjugstad4200cn,85900-39249,C,n,Nick Bjugstad,bjugstad,8.090000153,40,4200,OTT@ARI,ARI,OTT,,,,,,C/UTIL,bjugstad4200cn
blackwell3300wc,27.73,Colin Blackwell,3300,W,0,CHI,COL-A.Georgiev,5.18,6.6,3.7,-0.53,1.6,4,0,0,0,-4.7,77,0,4,2.2,4,262,6,4,255,5,-1.2,52,17,40,94,3.4,23,7,53,13,0.1,0.13,0.23,11.59,1.19,1.24,1.57,0.79,0.08,0.44,1.69,8.25,9.23,5.93,0,0,0.24,0.06,0.06,1,0.02,0.01,0.08,0.12,0.21,0,0.97,0.1,0,0.1,10.64,0.56,1,1.3,0.77,0.1,0.4,1.4,6.8,8.3,0,0,0.14,0.1,6.67,1.83,1.17,0.67,1.5,0.17,10.99,0.23,0,0,40.64,39.7,44.27,50.05,50.5,2.96,0.21,2.94,0.21,40.75,38.92,47.75,52.67,3,0.15,2.82,0.35,44.67,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,blackwell,c,blackwell3300wc,85900-73970,W,c,Colin Blackwell,blackwell,3.564705793,34,3300,COL@CHI,CHI,COL,,,,,,W/UTIL,blackwell3300wc
blais3600ws,33.99,Sammy Blais,3600,W,0,NYR,DAL-J.Oettinger,3.3,4.3,2.3,-2.99,0.9,4,0,1,0,-2.3,58,0,2,2.9,2.7,-122,5.5,50,-118,3,-1.2,16,4,17,104,2.2,25,0,41,12,0,0.14,0.14,9.76,0.86,0.8,1.17,0.68,0,0.34,1.14,7.54,9,5.31,0,0,0.27,0.03,0.03,1,0,0,0,0.14,0.23,0,0.86,0,0,0,9.11,0,0.78,1,0.78,0,0.44,1.22,6.22,10.22,0,0,0,0,5.6,1,0.4,0.6,0.8,0,8.94,0,0,0,48.75,44.63,47.36,45.96,45.58,2.82,0.26,2.92,0.19,44.77,51.69,45.54,47.46,3.15,0.24,2.58,0.26,46.83,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DAL,blais,s,blais3600ws,85900-58881,W,s,Sammy Blais,blais,2.971428571,35,3600,DAL@NYR,NYR,DAL,,,,,,W/UTIL,blais3600ws
bobrovsky7100gs,51.35,Sergei Bobrovsky,7100,G,0,FLA,VGK-L.Thompson,14.72,18.6,10.9,-0.92,2.1,1,0,2,0,-3.5,72,0,0,3.3,3.4,-105,6.5,36,112,15.3,-1,47,28,23,98,19.4,61,30,7,13,2.86,0,0,0,0,29.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.62,49.71,0,0,0,0,0,0,44.85,48.45,0,0,0,0,49.2,1/12/2023,0,26.4,0.57,0.35,57.29,0.06,28.7,2.78,0.56,0.75,46.04,3.11,33.58,3.54,0.24,2.68,0.22,3.42,32.08,3.42,0.34,2.5,0.4,31.6,VGK,bobrovsky,s,bobrovsky7100gs,85900-12163,G,s,Sergei Bobrovsky,bobrovsky,12.31428528,28,7100,FLA@VGK,FLA,VGK,,,,,,G,bobrovsky7100gs
boeser6000wb,56.12,Brock Boeser,6000,W,0,VAN,TB-A.Vasilevskiy,8.58,10.9,6.3,-2.39,1.4,2,2,6,0,-3.1,9,0,2,2.5,4.2,217,6.5,17,220,11.4,0.3,55,22,29,85,12.5,66,33,16,12,0.3,0.42,0.72,17.63,2.45,2.51,3.58,0.7,0.12,0.36,2.88,13.29,13.41,10.11,0.15,0.08,2.97,0.72,1.06,0.68,0,0,0.15,0.34,0.38,0,2.18,0.4,0.4,0.8,17.66,2.72,2.2,3.63,0.61,0.18,0.6,2.8,10.14,13,0.1,0,3.47,0.63,9.8,2,1.67,0.33,2.8,0.6,17.38,3.44,0,0,41.74,43.65,43.43,46.9,44.1,3.24,0.26,3.26,0.2,39.8,42.58,45.7,47.5,3.56,0.19,3,0.14,52.43,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TB,boeser,b,boeser6000wb,85900-79857,W,b,Brock Boeser,boeser,10.95151497,33,6000,VAN@TB,VAN,TB,,,,,,W/UTIL,boeser6000wb
boldy6600wm,70.07,Matt Boldy,6600,W,0,MIN,NYI-I.Sorokin,12,15.1,8.9,-0.14,1.8,3,1,10,0,-3.8,58,0,2,2.9,2.8,-114,5.5,35,-114,11.9,1,53,26,39,94,11.8,45,18,45,11,0.3,0.45,0.75,16.28,2.76,2.62,3.72,0.7,0.11,0.42,3.03,11.88,11.13,9.1,0.09,0.19,3.01,0.68,0.97,0.7,0,0,0.21,0.26,0.4,0.01,2.38,0.15,0.62,0.77,16.51,2.8,2.85,4.83,0.59,0.05,0.23,3.08,12.42,9.33,0.08,0.23,3.99,0.83,15.17,3.33,3.17,0.17,5.17,1,17.7,3.61,0,0.17,46.54,44.26,48.12,41.89,42.75,3.18,0.24,2.78,0.17,43.33,47.33,42,43.42,3.08,0.22,2.91,0.22,42.17,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYI,boldy,m,boldy6600wm,85900-148097,W,m,Matt Boldy,boldy,12.34749985,40,6600,MIN@NYI,MIN,NYI,,,,,,W/UTIL,boldy6600wm
boqvist3900da,28.3,Adam Boqvist,3900,D,0,CLB,CAR-A.Raanta,7.8,9.9,5.7,0.43,2,3,1,3,0,-4.1,28,0,2,2.4,4.3,262,6.5,9,265,6.1,-1,25,9,19,88,6.8,30,23,15,13,0.11,0.18,0.29,17.15,1.01,1.16,1.76,0.66,0.09,1,2.16,13.11,15.38,10,0.05,0.05,1.93,0.29,0.32,0.92,0,0,0.05,0.13,0.21,0,0.9,0,0.5,0.5,17.57,1.71,1,2.17,0.46,0,0.67,1.67,11.5,13.67,0,0.17,2.46,0.83,11.8,1.4,0.8,0.6,1.8,0.8,17.05,2.17,0,0.2,39.39,43.51,38.01,50.36,51.49,2.65,0.19,3.35,0.19,43.77,34.38,50.46,51.62,2.33,0.21,4,0.21,54.17,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,boqvist,a,boqvist3900da,85900-97024,D,a,Adam Boqvist,boqvist,4.700000069,11,3900,CAR@CBJ,CBJ,CAR,,,,,,D/UTIL,boqvist3900da
borgen3800dw,36.3,Will Borgen,3800,D,0,SEA,BOS-L.Ullmark,4.58,5.9,3.3,-2.57,1.2,3,0,0,0,-3.1,17,0,2,2.4,3.7,195,6,18,168,4.7,-1.5,50,16,36,86,5.4,69,23,30,13,0.04,0.21,0.25,15.6,0.96,1.04,1.48,0.7,0.04,0.93,1.97,12.3,11.19,9.11,0,0,0.04,0,0,0,0,0,0.04,0.21,0.63,0,0.72,0,0.31,0.31,15.74,1.18,0.85,1.15,0.73,0,1,1.85,11,13.08,0,0,0.02,0,10.5,1.13,0.63,0.5,0.75,0,15.81,0.03,0,0,45.84,44.9,40.27,42.33,46.49,2.93,0.16,3.49,0.17,46.54,48.17,45.38,46.25,2.38,0.16,3.09,0.15,46.17,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,borgen,w,borgen3800dw,85900-82841,D,w,Will Borgen,borgen,5.479999924,40,3800,SEA@BOS,SEA,BOS,,,,,,D/UTIL,borgen3800dw
boyd3800ct,53.94,Travis Boyd,3800,C,0,ARI,OTT-CTalbot,8.51,10.8,6.2,2.09,2.2,3,2,3,0,-2.9,93,0,2,2.9,3.7,138,6.5,27,118,6.6,-1,45,21,54,87,5.4,35,21,64,14,0.15,0.22,0.37,17.24,1.29,1.12,1.62,0.7,0.13,0.69,1.81,10.45,14.35,7.77,0.02,0.04,2.3,0.21,0.28,0.75,0,0,0.12,0.18,0.34,0,1.57,0.14,0.07,0.21,18.07,0.7,1.5,1.85,0.81,0.1,0.43,1.93,10.92,14.25,0,0,2.23,0.31,9.57,1,0.71,0.29,0.86,0.29,16.59,1.43,0,0,40.91,37.6,44.8,49.78,46.22,2.63,0.18,3.14,0.19,38.79,42,45.71,45.25,2.69,0.2,3.08,0.05,48.83,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTT,boyd,t,boyd3800ct,85900-62275,C,t,Travis Boyd,boyd,6.022499847,40,3800,OTT@ARI,ARI,OTT,,,,,,C/UTIL,boyd3800ct
brannstrom3600de,71.7,Erik Brannstrom,3600,D,0,OTT,ARI-K.Vejmelka,4.34,5.6,3.1,-2.38,1.2,3,0,0,0,-2.1,71,0,3,3.7,2.9,-164,6.5,73,-142,5.8,-1.2,63,14,29,91,2.4,27,0,27,11,0,0.2,0.2,18.18,0.66,1.36,1.89,0.72,0,1.34,2.71,14.94,13.27,10.8,0,0.07,1.61,0.05,0.13,0.36,0,0,0,0.13,0.54,0,0.86,0,0,0,13.88,0,0.63,1,0.63,0,1.75,2.38,14,10.38,0,0,0.42,0,14.67,1.33,0.33,1,0.67,0,13.58,0,0,0,47.84,46.22,49.78,44.8,37.6,3.18,0.23,3.3,0.26,45.25,45.71,42,38.79,3.92,0.3,3.15,0.32,37.71,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,brannstrom,e,brannstrom3600de,85900-84116,D,e,Erik Brannstrom,brannstrom,4.937142944,35,3600,OTT@ARI,OTT,ARI,,,,,,D/UTIL,brannstrom3600de
brassard4100cd,61.13,Derick Brassard,4100,C,0,OTT,ARI-KVejmelka,6.45,8.2,4.7,-0.58,1.6,4,2,3,0,0.2,31,0,3,3.7,2.9,-164,6.5,73,-142,5.4,-0.3,27,14,32,101,3.5,18,18,72,11,0.15,0.15,0.31,12.74,1.46,1.42,1.88,0.76,0.11,0.17,1.59,10.24,10.35,7.15,0.02,0.07,1.51,0.32,0.36,0.9,0,0,0.14,0.08,0.51,0,1.46,0.08,0.08,0.17,12.42,0.82,0.83,1.36,0.61,0.1,0.08,0.92,9.18,8.55,0.08,0.08,1.65,0.27,8.83,1.17,1,0.17,1.83,0.67,10.69,1.8,0.17,0.17,47.84,46.22,49.78,44.8,37.6,3.18,0.23,3.3,0.26,45.25,45.71,42,38.79,3.92,0.3,3.15,0.32,37.71,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARI,brassard,d,brassard4100cd,85900-8294,C,d,Derick Brassard,brassard,5.853125095,32,4100,OTT@ARI,OTT,ARI,,,,,,C/UTIL,brassard4100cd
brodin3800dj,60.9,Jonas Brodin,3800,D,0,MIN,NYI-I.Sorokin,7.84,9.9,5.8,0.69,2.1,1,0,0,0,-4.6,82,0,2,2.9,2.8,-114,5.5,35,-114,7.5,-0.7,61,18,28,94,6.8,72,18,27,11,0.04,0.23,0.26,22.89,0.68,1.57,1.99,0.79,0.02,1.83,3.4,17.12,15.07,12.58,0.01,0.04,1.05,0.14,0.15,0.92,0,0.01,0.02,0.18,0.33,0.01,1.44,0,0.08,0.08,22.58,0.21,1.54,2,0.77,0,2.38,3.92,16.92,15.25,0,0,0.17,0.08,18.33,4.83,2,2.83,2.33,0.17,23.52,0.3,0,0,46.54,44.26,48.12,41.89,42.75,3.18,0.24,2.78,0.17,43.33,47.33,42,43.42,3.08,0.22,2.91,0.22,42.17,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYI,brodin,j,brodin3800dj,85900-23438,D,j,Jonas Brodin,brodin,6.929411944,34,3800,MIN@NYI,MIN,NYI,,,,,,D/UTIL,brodin3800dj
brodzinski3800wj,40.32,Jonny Brodzinski,3800,W,0,NYR,DAL-J.Oettinger,4.13,5.3,2.9,-2.55,1.1,4,0,1,0,-2.3,42,0,2,2.9,2.7,-122,5.5,50,-118,3.7,-0.6,20,5,23,78,5.9,41,16,25,12,0.06,0.06,0.12,10.41,0.69,1.61,2.2,0.73,0.04,0.33,1.94,8.1,8.23,6.13,0,0,0.03,0,0,0,0,0,0.06,0.06,0.55,0,1.25,0.11,0.11,0.22,9.65,1.37,1.67,2.38,0.7,0.07,0.33,2,8.13,8.38,0,0,0.02,0,7.5,1.5,1,0.5,1.5,0,8.46,0,0,0,48.75,44.63,47.36,45.96,45.58,2.82,0.26,2.92,0.19,44.77,51.69,45.54,47.46,3.15,0.24,2.58,0.26,46.83,1/12/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DAL,brodzinski,j,brodzinski3800wj,85900-62295,W,j,Jonny Brodzinski,brodzinski,4.73333327,12,3800,DAL@NYR,NYR,DAL,,,,,,W/UTIL,brodzinski3800wj
