,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,act_pts,lev_rank,buzz,sr,leverage,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,City Name,City Name2,City Name3,RylandID
hardman5000wrm,55.23,Mecole Hardman,5000,KC,@LAC,,,5.1,7.6,2.6,-0.23,1,0.5,5.33,6.3,-29,0,0,0.31,1,0,0.48,-1.4,26,27.8,19.3,-1,-8.5,47,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.13,0,0,0,0,1.1,0,1.1,0.06,0,0,1,10,6.2,-1.1,0,2.37,0.24,57,0.23,0.42,21,WR,220,0,0,0,0,2,1,32,23,21,0.3,16.5,0,0,0.068,0.192,0.118,0,0,0,0,0,0,0,0,0,0,hardman,mecole hardman,m,hardman5000wrm,49877-71352:Mecole Hardman,49877-71352,WR,m,Mecole Hardman,hardman,1.100000024,1,5000,KC@LAC,KC,LAC,,,,ryland,ryland,mecole,hardman5000wrm
haskins6500qbd,62.22,Dwayne Haskins,6500,WAS,@ARI,,,15.12,25.4,4.8,0.9,2.3,3,14.22,11.72,-15,1.1,0.67,0.05,1,0,0.64,0.9,51,19.5,27,0.2,7.5,46.5,34,13,23,154,58,6.6,4.45,0.8,33,17.5,65.8,13.7,3.5,3,12.2,2,9,11,4.4,0,0.37,2.8,1.13,0.6,0,0,0,12.8,0,0.31,0.18,100,1,0,10,6.4,-1.8,0,0.22,0.13,53,0.2,0.46,15,QB,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,haskins,dwayne haskins,d,haskins6500qbd,49877-73183:Dwayne Haskins Jr.,49877-73183,QB,d,Dwayne Haskins Jr.,haskins,12.81999969,1,6500,WAS@ARI,WAS,ARI,,,,ryland,ryland,dwayne,haskins6500qbd
henderson4900rbd,45.94,Darrell Henderson,4900,LA,@PHI,,,2.34,3.5,1.2,-3.59,0.5,0.5,5.93,19.1,-31,0,0,0.12,1,0,0.95,-0.8,11,22,24,0.5,2,46,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,3.7,0,0.463,0.2,0.07,0.07,63,0.33,0.01,0.6,-300,0.2,0.12,0,0,1,10,1.3,-1.5,-300,0.25,0.12,18,0,0.81,16,RB,220,0,0.151,0.166,4,0,0,4,3,9.3,0,2.4,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,henderson,darrell henderson,d,henderson4900rbd,49877-70157:Darrell Henderson Jr.,49877-70157,RB,d,Darrell Henderson Jr.,henderson,0.600000024,1,4900,LAR@PHI,LAR,PHI,,,,ryland,ryland,darrell,henderson4900rbd
henry6100teh,69.53,Hunter Henry,6100,LAC,KC,,,8.39,11.6,5.2,0.88,1.4,0.5,7.51,11.3,10,3.1,1,0.99,8,0,0.68,1.4,51,19.3,27.8,-2,8.5,47,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.53,0.2,0,0,0,9.8,100,1.23,0.17,100,0,0,10,8.5,1.6,100,1.29,0.17,68,0.18,0.31,16,TE,220,0,0,0,0,6,4,55,20,11.9,0.4,8.4,0.286,0,0.191,0.294,0.197,0,0,0,0,0,0,0,0,0,0,henry,hunter henry,h,henry6100teh,49877-40845:Hunter Henry,49877-40845,TE,h,Hunter Henry,henry,9.800000191,1,6100,KC@LAC,LAC,KC,,,,ryland,ryland,hunter,henry6100teh
henry8300rbd,97.29,Derrick Henry,8300,TEN,JAX,,,19.91,25.7,14.1,5.5,2.4,35.5,14.41,8.4,0,7.1,1,0.84,14,0,0.94,3.1,43,25.8,18.8,0.3,-7,44.5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,111,5.1,1,0.495,3.43,1.71,0.71,75,0.6,0,14.6,-100,0.43,0.24,100,0,0,10,19.5,5.6,-100,0.84,0.45,80,0.65,0.2,20,RB,220,0.765,0.777,0.672,21,1,1,10,8,7.8,0.1,6.4,0.222,0.556,0,0,0,0,0,0,0,0,0,0,0,0,0,henry,derrick henry,d,henry8300rbd,49877-39280:Derrick Henry,49877-39280,RB,d,Derrick Henry,henry,14.60000038,1,8300,JAC@TEN,TEN,JAC,,,,ryland,ryland,derrick,henry8300rbd
herndon5100tec,74.42,Chris Herndon,5100,NYJ,SF,,,7.8,10.9,4.7,2.63,1.5,14.5,5.17,1,-5,5.5,0.86,0.62,3,0,0.25,-1.5,29,17.3,24.3,-1.5,7,41.5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0.25,0.01,4.7,300,0.67,0.12,100,0,0,20,1.5,-0.6,300,0.34,0.05,12,0,0.31,16,TE,220,0,0,0,0,4,3,22,12,6.3,0,3.5,0,0,0.15,0,0.099,0,0,0,0,0,0,0,0,0,0,herndon,chris herndon,c,herndon5100tec,49877-55336:Chris Herndon,49877-55336,TE,c,Chris Herndon,herndon,4.699999809,1,5100,SF@NYJ,NYJ,SF,,,,ryland,ryland,chris,herndon5100tec
higbee5800tet,84.35,Tyler Higbee,5800,LA,@PHI,,,8.63,11.8,5.4,1.82,1.5,3,6.81,25.9,3,2.1,1,0.95,6,0,0.67,-0.5,50,22,24,0.5,2,46,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0.4,0.33,63,0.33,0.01,5.5,0,1.38,0.08,100,0,0,10,7.3,2.2,0,1.21,0.15,82,0.35,0.17,17,TE,220,0,0,0,0,6,4,52,16,11.1,0.1,7.9,0.125,0,0.159,0.111,0.174,0,0,0,0,0,0,0,0,0,0,higbee,tyler higbee,t,higbee5800tet,49877-47870:Tyler Higbee,49877-47870,TE,t,Tyler Higbee,higbee,5.5,1,5800,LAR@PHI,LAR,PHI,,,,ryland,ryland,tyler,higbee5800tet
hightower4500wrj,43.89,John Hightower,4500,PHI,LA,,,2.2,3.4,1,-1.99,0.5,0.5,4.19,0,-52,0,0,0.08,0,0,0.35,-0.8,27,24,22,-0.5,-2,46,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,63,0.33,0.01,0.3,0,0.08,0.01,0,0,1,10,0.3,0,0,0.08,0.01,0,0,1,10,WR,220,0,0,0,0,4,1,-2,-2,-2,0,0,0,0,0.095,0,-0.007,0,0,0,0,0,0,0,0,0,0,hightower,john hightower,j,hightower4500wrj,49877-86472:John Hightower,49877-86472,WR,j,John Hightower,hightower,0.300000012,1,4500,LAR@PHI,PHI,LAR,,,,ryland,ryland,john,hightower4500wrj
hill4600rbb,61.41,Brian Hill,4600,ATL,@DAL,,,3.88,5.7,2,-1.3,0.8,0.5,5.18,3.5,-25,0,0,0.2,5,0,0.66,1.4,23,25,28,2.5,3,53,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,4.1,0.2,0.444,0.87,0.33,0.13,0,0,0,3,-200,0.6,0.14,100,0,0,20,4.3,-0.6,-100,0.49,0.19,76,0.23,0.23,17,RB,220,0.222,0.338,0.309,7,1,1,7,4,6.4,0.1,2.6,0.1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,hill,brian hill,b,hill4600rbb,49877-54010:Brian Hill,49877-54010,RB,b,Brian Hill,hill,3,1,4600,ATL@DAL,ATL,DAL,,,,ryland,ryland,brian,hill4600rbb
hill8000wrt,63.61,Tyreek Hill,8000,KC,@LAC,,,12.74,17.9,7.6,0.57,1.6,6.5,12.17,19.3,10,1.2,1,0.96,5,0,0.92,-1.4,51,27.8,19.3,-1,-8.5,47,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.4,0.2,0,0,0,13.1,-100,2.18,0.22,100,0,0,10,10.5,0.2,-100,1.26,0.21,45,0.22,0.54,22,WR,220,0,0,0,0,7,5,74,30,14.6,0.7,9.6,0.375,0,0.232,0.364,0.29,0,0,0,0,0,0,0,0,0,0,hill,tyreek hill,t,hill8000wrt,49877-53681:Tyreek Hill,49877-53681,WR,t,Tyreek Hill,hill,13.10000038,1,8000,KC@LAC,KC,LAC,,,,ryland,ryland,tyreek,hill8000wrt
hilton6300wrt,80.84,TY Hilton,6300,IND,MIN,,,10.91,15.3,6.5,2.62,1.7,6.5,8.29,4.3,-3,5.1,1,0.75,2,0,0.63,0.9,47,26.3,22.8,1.8,-3.5,49,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.27,0.13,0,0,0,7.3,-200,0.81,0.12,100,0,0,20,50,-2.1,-100,0.73,0.11,27,0,0.72,18,WR,220,0,0,0,0,6,4,47,20,11.5,0.2,8.5,0.4,0,0.227,0.286,0.22,0,0,0,0,0,0,0,0,0,0,hilton,ty hilton,t,hilton6300wrt,49877-22031:T.Y. Hilton,49877-22031,WR,t,T.Y. Hilton,hilton,7.300000191,1,6300,MIN@IND,IND,MIN,,,,ryland,ryland,t.y.,hilton6300wrt
hines5500rbn,89.45,Nyheim Hines,5500,IND,MIN,,,10.42,13.5,7.3,2.99,1.9,6.5,7.43,0.9,-9,3.1,0.9,0.53,6,0,0.95,-0.1,23,26.3,22.8,1.8,-3.5,49,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,3.9,0.2,0.509,1.27,0.8,0.33,0,0,0,23.3,600,1.55,0.6,100,1,0,10,7.5,0.9,600,1,0.33,87,0.56,0.12,16,RB,220,0.176,0.111,0.34,3,4,3,23,11,7.6,0.1,5.8,0.25,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,hines,nyheim hines,n,hines5500rbn,49877-63625:Nyheim Hines,49877-63625,RB,n,Nyheim Hines,hines,23.29999924,1,5500,MIN@IND,IND,MIN,,,,ryland,ryland,nyheim,hines5500rbn
hockenson5600tet,72.87,TJ Hockenson,5600,DET,@GB,,,8.02,10.9,5.1,1.68,1.4,3,6.34,8.2,1,2.1,0.86,0.91,5,0,0.99,-3.8,43,22,29,1.5,7,51,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.33,0.27,68,0.55,0,14.1,300,2.82,0.28,100,1,0,10,50,-0.7,300,1.05,0.12,52,0.11,0.23,17,TE,220,0,0,0,0,4,2,25,12,9.5,0.2,6.1,0.286,0,0.134,0.095,0.091,0,0,0,0,0,0,0,0,0,0,hockenson,tj hockenson,t,hockenson5600tet,49877-71706:T.J. Hockenson,49877-71706,TE,t,T.J. Hockenson,hockenson,14.10000038,1,5600,DET@GB,DET,GB,,,,ryland,ryland,t.j.,hockenson5600tet
hogan4500wrc,79.81,Chris Hogan,4500,NYJ,SF,,,6.98,9.8,4.1,2.79,1.6,0.5,4.19,10.5,-14,0.2,1,0.53,2,0,0.44,1.4,33,17.3,24.3,-1.5,7,41.5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.13,0.07,62,0.25,0.01,0.5,-100,0.13,0.01,0,0,1,10,1.6,-0.7,-100,0.56,0.05,20,0,0.2,15,WR,220,0,0,0,0,2,1,9,7,6.9,0,4.4,0,0,0.077,0,0.036,0,0,0,0,0,0,0,0,0,0,hogan,chris hogan,c,hogan4500wrc,49877-14704:Chris Hogan,49877-14704,WR,c,Chris Hogan,hogan,0.5,1,4500,SF@NYJ,NYJ,SF,,,,ryland,ryland,chris,hogan4500wrc
hollister4500wrc,47.94,Cody Hollister,4500,TEN,JAX,,,3.11,4.5,1.7,-1.08,0.7,0.5,4.19,0,-44,0,0,0.15,0,0,0.35,-1.3,2,25.8,18.8,0.3,-7,44.5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0.6,0,0,0,0,0,0,0,0,10,0.2,0,0,0.46,0.12,5,0,0.52,17,WR,220,0,0,0,0,0,0,3,2,6.5,0,2.2,0,0,0.017,0,0.011,0,0,0,0,0,0,0,0,0,0,hollister,cody hollister,c,hollister4500wrc,49877-53913:Cody Hollister,49877-53913,WR,c,Cody Hollister,hollister,2.299999952,1,4500,JAC@TEN,TEN,JAC,,,,ryland,ryland,cody,hollister4500wrc
hopkins8300wrd,74.52,DeAndre Hopkins,8300,ARI,WAS,,,14.36,19.5,9.3,1.51,1.7,10.5,12.85,16.8,7,5.1,1,0.94,5,0,0.63,2.7,67,27,19.5,0.7,-7.5,46.5,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.47,0.2,0,0,0,22.1,500,1.38,0.29,100,1,0,10,13.8,0.3,500,1.2,0.21,70,0.25,0.3,20,WR,220,0,0,0,0,10,7,83,25,11.1,0.4,8.1,0.2,0,0.312,0.2,0.318,0,0,0,0,0,0,0,0,0,0,hopkins,deandre hopkins,d,hopkins8300wrd,49877-16606:DeAndre Hopkins,49877-16606,WR,d,DeAndre Hopkins,hopkins,22.10000038,1,8300,WAS@ARI,ARI,WAS,,,,ryland,ryland,deandre,hopkins8300wrd
houston3000,76.83,Houston,3000,HOU,BAL,,,4.6,9.8,-0.6,2.14,1.5,0.5,2.46,4,-9,0,0,0.2,1,0,0.73,2.9,0,21,28.5,-2.3,7.5,49.5,26,0,0,0,0,0,0,0,0,0,0,0,0,2.03,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,60,-0.9,0,0,0,81,0.5,0.18,22,DEF,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.5046,0.4629,0.0117,0.0529,7.68,10.27,5.07,3.55,0.2597,houston,houston,h,houston3000,49877-12556:Houston Texans,49877-12556,D,h,Houston Texans,texans,0,1,3000,BAL@HOU,HOU,BAL,,,,Texans,Texans,houston,houston3000
howard4800teo,78.1,OJ Howard,4800,TB,CAR,,,6.9,9.6,4.2,2.43,1.4,3,4.47,1.6,-6,2.1,1,0.58,4,0,0.68,-1.7,56,27.3,19.8,-0.5,-7.5,47,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0.73,0.15,11.6,100,0,0,100,1,0,10,5.1,-0.3,100,1.27,0.09,62,0.18,0.37,16,TE,220,0,0,0,0,4,2,35,18,14.2,0.1,7.6,0,0,0.103,0.037,0.104,0,0,0,0,0,0,0,0,0,0,howard,oj howard,o,howard4800teo,49877-39286:O.J. Howard,49877-39286,TE,o,O.J. Howard,howard,11.60000038,1,4800,CAR@TB,TB,CAR,,,,ryland,ryland,o.j.,howard4800teo
howard5100rbj,61.87,Jordan Howard,5100,MIA,BUF,,,5.43,7.3,3.6,-1,1.1,0.5,6.43,6.4,-20,0,0,0.29,1,0,0.94,-1.8,28,18.5,24,-0.3,5.5,42.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,52,4.2,0.8,0.504,1.6,0.93,0.87,89,0.7,0.11,6.7,-400,0.84,0.74,100,0,0,10,7.4,1.3,-400,0.54,0.27,52,0.26,0.47,19,RB,220,0.583,0.398,0.411,12,1,0,5,5,7.1,0.1,2.3,0.304,0.609,0,0,0,0,0,0,0,0,0,0,0,0,0,howard,jordan howard,j,howard5100rbj,49877-42142:Jordan Howard,49877-42142,RB,j,Jordan Howard,howard,6.699999809,1,5100,BUF@MIA,MIA,BUF,,,,ryland,ryland,jordan,howard5100rbj
humphries4700wra,80.51,Adam Humphries,4700,TEN,JAX,,,7.42,10.2,4.6,2.78,1.6,0.5,4.64,13.3,-11,0.5,1,0.58,3,0,0.44,-1.3,32,25.8,18.8,0.3,-7,44.5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.14,0,75,0.6,0,7.7,-200,1.1,0.18,100,1,0,10,3.9,-0.1,-200,0.92,0.12,58,0.05,0.41,17,WR,220,0,0,0,0,4,3,32,14,9.5,0.2,9.4,0.2,0,0.152,0.111,0.132,0,0,0,0,0,0,0,0,0,0,humphries,adam humphries,a,humphries4700wra,49877-24671:Adam Humphries,49877-24671,WR,a,Adam Humphries,humphries,7.699999809,1,4700,JAC@TEN,TEN,JAC,,,,ryland,ryland,adam,humphries4700wra
hurst5700teh,71.03,Hayden Hurst,5700,ATL,@DAL,,,7.94,10.8,5.1,1.37,1.4,3,6.57,15.7,-1,3.6,1,0.81,5,0,0.67,1.5,30,25,28,2.5,3,53,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.13,0,0,0,0,5.3,400,1.06,0.09,100,0,0,20,4.2,-0.2,500,1.58,0.14,77,0.11,0.22,18,TE,220,0,0,0,0,2,1,23,16,11.9,0.1,8.9,0,0,0.096,0.032,0.11,0,0,0,0,0,0,0,0,0,0,hurst,hayden hurst,h,hurst5700teh,49877-64031:Hayden Hurst,49877-64031,TE,h,Hayden Hurst,hurst,5.300000191,1,5700,ATL@DAL,ATL,DAL,,,,ryland,ryland,hayden,hurst5700teh
indianapolis3600,67.45,Indianapolis,3600,IND,MIN,,,6,13,0,1.61,1.7,3,4.39,15,-8,0,0,0.25,2,0,0.53,-0.8,0,26.3,22.8,1.8,-3.5,49,26,0,0,0,0,0,0,0,0,0,0,0,0,2.69,7.12,0,0,0,0,0,0,0,0,0,0,0,0,4,-100,0,0,100,0,0,10,6.6,-0.8,-100,0,0,83,0.5,0.16,18,DEF,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0.5135,0.4377,0.016,0.0397,7.53,8.6,4.67,2.56,0.186,indianapolis,indianapolis,i,indianapolis3600,49877-12535:Indianapolis Colts,49877-12535,D,i,Indianapolis Colts,colts,4,1,3600,MIN@IND,IND,MIN,,,,Colts,Colts,indianapolis,indianapolis3600
ingram6200rbm,78.4,Mark Ingram,6200,BAL,@HOU,,,9.49,13,6,0.32,1.5,3,9.17,14.7,-5,0,0,0.65,7,0,0.61,2.1,32,28.5,21,-1.3,-7.5,49.5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,63,4.8,0.6,0.589,2.73,1.53,0.93,0,0,0,2.9,-800,0.29,0.14,0,0,1,10,12.9,0.8,-800,0.85,0.4,55,0.27,0.44,18,RB,220,0.4,0.327,0.481,13,1,1,15,9,90,0.4,6.8,0.229,0.629,0,0,0,0,0,0,0,0,0,0,0,0,0,ingram,mark ingram,m,ingram6200rbm,49877-14211:Mark Ingram II,49877-14211,RB,m,Mark Ingram II,ingram,2.900000095,1,6200,BAL@HOU,BAL,HOU,,,,ryland,ryland,mark,ingram6200rbm
inman4600wrd,68.43,Dontrelle Inman,4600,WAS,@ARI,,,5.75,8.3,3.2,1.33,1.3,0.5,4.42,2.7,-24,0,0,0.38,0,0,0.51,-2.4,27,19.5,27,0.2,7.5,46.5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,3.1,100,0.62,0.09,100,0,0,10,3.9,0.3,100,1.01,0.14,66,0.16,0.16,60,WR,220,0,0,0,0,3,2,28,17,14.1,0,7.6,0,0,0.123,0,0.134,0,0,0,0,0,0,0,0,0,0,inman,dontrelle inman,d,inman4600wrd,49877-14645:Dontrelle Inman,49877-14645,WR,d,Dontrelle Inman,inman,3.099999905,1,4600,WAS@ARI,WAS,ARI,,,,ryland,ryland,dontrelle,inman4600wrd
isabella4500wra,47.12,Andy Isabella,4500,ARI,WAS,,,2.52,3.9,1.1,-1.67,0.6,0.5,4.19,7.7,-48,0,0,0.12,1,0,0.59,2.7,11,27,19.5,0.7,-7.5,46.5,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.07,0.07,0,0,0,0,-100,0,0,0,0,0,10,2.2,-2.5,-100,1.95,0.2,20,0.13,0.73,15,WR,220,0,0,0,0,0,0,12,10,21,0.1,9.2,0,0,0.027,0.053,0.056,0,0,0,0,0,0,0,0,0,0,isabella,andy isabella,a,isabella4500wra,49877-63419:Andy Isabella,49877-63419,WR,a,Andy Isabella,isabella,2.809090874,11,4500,WAS@ARI,ARI,WAS,,,,ryland,ryland,andy,isabella4500wra
jackson5500wrd,77.97,DeSean Jackson,5500,PHI,LA,,,8.61,12.4,4.8,2.14,1.6,3,6.47,9.4,-8,1.5,0.86,0.63,3,0,0.94,-0.8,20,24,22,-0.5,-2,46,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0.33,0.01,5.6,-200,0.8,0.15,100,0,0,20,1.2,-0.6,-200,0.31,0.06,11,0,0.44,18,WR,220,0,0,0,0,4,1,25,16,17,0,50,0,0,0.099,0,0.1,0,0,0,0,0,0,0,0,0,0,jackson,desean jackson,d,jackson5500wrd,49877-6739:DeSean Jackson,49877-6739,WR,d,DeSean Jackson,jackson,5.599999905,1,5500,LAR@PHI,PHI,LAR,,,,ryland,ryland,desean,jackson5500wrd
jackson9500qbl,85.41,Lamar Jackson,9500,BAL,@HOU,,,24.36,38.7,10.1,4.26,2.6,14.5,20.1,17.56,0,6.1,1,0.78,2,0,0.69,6.3,64,28.5,21,-1.3,-7.5,49.5,74,17,26,200,66,7.6,8.01,2.3,40,14.4,40.9,41.5,8.8,1.5,5.8,11,23,80,6.9,0.5,0.579,6.2,2.6,1,0,0,0,27.5,100,0.81,0.52,100,1,0,20,26.7,8.4,100,0.67,0.42,95,0.85,0.05,20,QB,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jackson,lamar jackson,l,jackson9500qbl,49877-63115:Lamar Jackson,49877-63115,QB,l,Lamar Jackson,jackson,27.5,1,9500,BAL@HOU,BAL,HOU,,,,ryland,ryland,lamar,jackson9500qbl
jacksonville3700,53.04,Jacksonville,3700,JAX,@TEN,,,5.9,12.6,-0.8,1.19,1.6,0.5,4.71,0,-4,0,0,0.45,1,0,0.29,-5.2,0,18.8,25.8,2.3,7,44.5,64,0,0,0,0,0,0,0,0,0,0,0,0,2.61,7.61,0,0,0,0,0,0,0,0,0,75,0.6,0,6,200,0,0,100,1,0,10,6.4,-0.8,200,0,0,85,0.64,0.14,14,DEF,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.5261,0.5053,0.0144,0.0514,7.85,8.36,4.43,3.17,0.2564,jacksonville,jacksonville,j,jacksonville3700,49877-12554:Jacksonville Jaguars,49877-12554,D,j,Jacksonville Jaguars,jaguars,6,1,3700,JAC@TEN,JAC,TEN,,,,Jaguars,Jaguars,jacksonville,jacksonville3700
james4100tej,66.44,Jesse James,4100,DET,@GB,,,2.11,3.2,1,-0.72,0.5,0.5,2.83,0,-23,0,0,0.14,1,0,0.61,-3.8,30,22,29,1.5,7,51,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.07,0,68,0.55,0,0,-300,0,0,0,0,0,10,1.2,-0.9,-300,0.82,0.04,40,0,0.4,15,TE,220,0,0,0,0,1,0,7,6,9.1,0,4.5,0,0,0.042,0,0.028,0,0,0,0,0,0,0,0,0,0,james,jesse james,j,james4100tej,49877-28694:Jesse James,49877-28694,TE,j,Jesse James,james,1.707692366,13,4100,DET@GB,DET,GB,,,,ryland,ryland,jesse,james4100tej
jefferson4600wrv,59.33,Van Jefferson,4600,LA,@PHI,,,4.68,6.9,2.4,0.26,1,0.5,4.42,6.4,-31,0,0,0.29,1,0,0.11,1.8,33,22,24,0.5,2,46,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0.33,0.01,3.6,0,1.2,0.11,100,0,0,10,3.6,-1,0,1.2,0.11,100,0,0,10,WR,220,0,0,0,0,3,1,31,31,31,0,0,0,0,0.107,0,0.113,0,0,0,0,0,0,0,0,0,0,jefferson,van jefferson,v,jefferson4600wrv,49877-64581:Van Jefferson Jr.,49877-64581,WR,v,Van Jefferson Jr.,jefferson,3.599999905,1,4600,LAR@PHI,LAR,PHI,,,,ryland,ryland,van,jefferson4600wrv
jefferson4700wrj,76.46,Justin Jefferson,4700,MIN,@IND,,,6.54,9.5,3.6,1.9,1.4,0.5,4.64,5.9,-16,0.2,1,0.5,2,0,0.95,1.5,36,22.8,26.3,1.3,3.5,49,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,-300,1.2,0.1,100,0,0,10,3.6,-2,-300,1.2,0.1,100,0,0,10,WR,220,0,0,0,0,3,2,26,17,13,0,0,0,0,0.12,0,0.1,0,0,0,0,0,0,0,0,0,0,jefferson,justin jefferson,j,jefferson4700wrj,49877-85671:Justin Jefferson,49877-85671,WR,j,Justin Jefferson,jefferson,3.599999905,1,4700,MIN@IND,MIN,IND,,,,ryland,ryland,justin,jefferson4700wrj
jeudy5300wrj,77.78,Jerry Jeudy,5300,DEN,@PIT,,,8.22,11.5,4.9,2.21,1.6,0.5,6.01,8.2,-2,0.7,0.67,0.78,4,0,0.94,0.4,44,17.5,23.5,0.2,6,41,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0.32,0.01,7.6,100,0.95,0.17,100,0,0,10,7.6,20,100,0.95,0.17,100,0,0,10,WR,220,0,0,0,0,8,4,56,25,14,0,0,0,0,0.25,0,0.259,0,0,0,0,0,0,0,0,0,0,jeudy,jerry jeudy,j,jeudy5300wrj,49877-90561:Jerry Jeudy,49877-90561,WR,j,Jerry Jeudy,jeudy,7.599999905,1,5300,DEN@PIT,DEN,PIT,,,,ryland,ryland,jerry,jeudy5300wrj
johnson4900wrb,69.29,Bisi Johnson,4900,MIN,@IND,,,6.38,9.2,3.6,1.28,1.3,0.5,5.1,2.9,-20,0,0,0.43,0,0,0.54,1.5,38,22.8,26.3,1.3,3.5,49,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.38,0.19,0,0,0,7.1,0,1.78,0.22,100,1,0,10,4.3,-1.2,0,1.28,0.11,61,0.16,0.38,18,WR,220,0,0,0,0,3,2,23,13,10.3,0.2,7.6,0.429,0,0.114,0.115,0.096,0,0,0,0,0,0,0,0,0,0,johnson,bisi johnson,b,johnson4900wrb,49877-61631:Bisi Johnson,49877-61631,WR,b,Bisi Johnson,johnson,7.099999905,1,4900,MIN@IND,MIN,IND,,,,ryland,ryland,bisi,johnson4900wrb
