,rating,name,salary,team,opp,time, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,City Name,City Name2,City Name3,RylandID
fortson4500tej,62.28,Jody Fortson,4500,KC,@DEN,4,,2.42,3.5,1.4,-2.65,0.5,0.2,5.07,-4,0.62,0,0,0,0,0.07,-1.1,14,26.8,17.3,2.3,-9.5,44,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.24,0.12,44,0.31,0.1,3.2,0,1.83,0.25,60,0.4,0.4,50,5.1,-0.2,-1500,4.72,0.37,26,0.19,0.11,26,TE,12/7/2022,0,0,0,0,1,0,9,8,12,0.2,0,0.5,0,0.032,0.069,0.032,7.7,3,0,0,0,0,0,0,0,0,0,0,fortson,jody fortson,j,fortson4500tej,84373-104447,TE,j,Jody Fortson,fortson,3.162499905,8,4500,KC@DEN,KC,DEN,,,,,,TE/FLEX,ryland,ryland,jody,fortson4500tej
fournette6800rbl,60.3,Leonard Fournette,6800,TB,@SF,4,,7.3,9.8,4.8,-3.87,1.1,1.2,11.17,2,0.86,0,2,1,0,0.09,-4,47,17,20.5,-3.8,3.5,37.5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,50,3.8,0.3,0.486,2.06,1.24,0.88,51,0.73,0.62,11.2,100,0.66,0.32,75,0,0,40,12.8,0.6,800,0.65,0.27,52,0.12,0.24,25,RB,12/7/2022,0.667,0.634,0.661,13,5,4,30,12,6.7,0.2,0,0.13,0.478,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,fournette,leonard fournette,l,fournette6800rbl,84373-52922,RB,l,Leonard Fournette,fournette,13.20909119,11,6800,TB@SF,TB,SF,Q,Foot,,,,RB/FLEX,ryland,ryland,leonard,fournette6800rbl
freiermuth5800tep,70.2,Pat Freiermuth,5800,PIT,BAL,1,,8.05,10.9,5.2,-0.06,1.4,6.5,8.11,2,0.91,1,5,7,0,0.77,-0.7,45,19.5,17.5,0,-2,37,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0.06,41,0.81,0.11,8.8,200,1.25,0.18,100,0.4,0,50,7.6,0.6,-200,1.2,0.17,80,0.24,0.08,25,TE,12/7/2022,0,0,0,0,6,4,47,19,10.9,0.1,0,0.083,0,0.177,0.111,0.229,30.1,16.5,0,0,0,0,0,0,0,0,0,0,freiermuth,pat freiermuth,p,freiermuth5800tep,84373-86244,TE,p,Pat Freiermuth,freiermuth,8.245454268,11,5800,BAL@PIT,PIT,BAL,,,,,,TE/FLEX,ryland,ryland,pat,freiermuth5800tep
gage5300wrr,33.49,Russell Gage,5300,TB,@SF,4,,2.4,3.5,1.3,-5.81,0.5,0.9,8.21,-9,0.55,0,0,0,0,0.24,0.5,43,17,20.5,-3.8,3.5,37.5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0.18,0.12,51,0.73,0.62,1.6,100,1.6,0.06,0,0,0.33,30,80,-1,-700,1.28,0.19,40,0.13,0.22,22,WR,12/7/2022,0,0,0,0,6,4,47,17,10.6,0.2,0,0.188,0,0.172,0.214,0.187,32.2,19.8,0,0,0,0,0,0,0,0,0,0,gage,russell gage,r,gage5300wrr,84373-52916,WR,r,Russell Gage,gage,5.650000095,8,5300,TB@SF,TB,SF,,,,,,WR/FLEX,ryland,ryland,russell,gage5300wrr
gainwell5300rbk,62.51,Kenneth Gainwell,5300,PHI,@NYG,1,,4.05,5.3,2.8,-3.38,0.8,0.2,7.43,2,0.86,0,0,5,0,0.89,1.3,17,26,19,3.5,-7,45,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,5.1,0.3,0.647,0.94,0.76,0.29,40,0.88,0.68,6.5,0,1.31,0.36,40,0.2,0.2,50,5.2,-1.8,-700,1.05,0.3,24,0.18,0.45,33,RB,12/7/2022,0.172,0.104,0.256,3,1,1,6,4,6.1,0,0,0.455,0.727,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,gainwell,kenneth gainwell,k,gainwell5300rbk,84373-90912,RB,k,Kenneth Gainwell,gainwell,4.85833327,12,5300,PHI@NYG,PHI,NYG,,,,,,RB/FLEX,ryland,ryland,kenneth,gainwell5300rbk
gallup6000wrm,66.12,Michael Gallup,6000,DAL,HOU,1,,9.14,12.7,5.5,-0.67,1.5,7.9,9.81,-7,0.59,0.83,3.2,2,0,0.6,-2.9,48,30.8,13.3,2.8,-17.5,44,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.29,0.12,0,0,0,8.4,300,1.29,0.15,100,0.4,0,50,7.5,-0.5,0,1.36,0.16,54,0.13,0.04,22,WR,12/7/2022,0,0,0,0,5,3,36,19,11.7,0.3,0,0.273,0,0.173,0.16,0.157,28.6,26.2,0,0,0,0,0,0,0,0,0,0,gallup,michael gallup,m,gallup6000wrm,84373-69956,WR,m,Michael Gallup,gallup,6.85555564,9,6000,HOU@DAL,DAL,HOU,,,,,,WR/FLEX,ryland,ryland,michael,gallup6000wrm
gentry4300tez,64.49,Zach Gentry,4300,PIT,BAL,1,,2.33,3.3,1.4,-2.27,0.5,0.1,4.6,-4,0.62,0,0,1,0,0.18,-0.7,36,19.5,17.5,0,-2,37,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.19,0.19,41,0.81,0.11,1.3,-100,0.83,0.03,60,0.2,0.2,50,2.5,-0.5,-1700,1.31,0.07,37,0.08,0.29,24,TE,12/7/2022,0,0,0,0,1,1,11,7,7.3,0,0,0,0,0.055,0,0.058,3.1,1.6,0,0,0,0,0,0,0,0,0,0,gentry,zach gentry,z,gentry4300tez,84373-64221,TE,z,Zach Gentry,gentry,1.839999962,10,4300,BAL@PIT,PIT,BAL,,,,,,TE/FLEX,ryland,ryland,zach,gentry4300tez
godwin7500wrc,57.25,Chris Godwin,7500,TB,@SF,4,,10.99,15,7,-2.24,1.5,2.3,13.23,28,0.99,1,4.2,3,0,0.73,0.5,56,17,20.5,-3.8,3.5,37.5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.59,0.18,51,0.73,0.62,14.9,1000,1.32,0.22,100,0.5,0,40,11.1,-0.6,1500,1.08,0.2,40,0.12,0.12,25,WR,12/7/2022,0,0,0,0,10,7,66,20,9.5,0.2,0,0.133,0,0.228,0.125,0.233,37,19,0,0,0,0,0,0,0,0,0,0,godwin,chris godwin,c,godwin7500wrc,84373-55635,WR,c,Chris Godwin,godwin,11.13000031,10,7500,TB@SF,TB,SF,,,,,,WR/FLEX,ryland,ryland,chris,godwin7500wrc
goff7100qbj,57.85,Jared Goff,7100,DET,MIN,1,,17.76,28.9,6.6,-1.23,2.5,12.2,18.99,-6,0.27,1,10,1,0,0.44,-4.3,65,26.8,24.8,2.3,-2,51.5,49,21,33,246,65,7.4,7.15,1.7,37,120.5,260.7,4.8,21.4,6,5.2,1.5,4.6,1,3,3,2.3,0,0.174,4.76,2.59,1.71,0,0,0,14.1,-100,0.39,0.21,100,0.66,0,60,15.6,-1.3,1100,0.43,0.24,69,0.52,0.13,23,QB,12/7/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,goff,jared goff,j,goff7100qbj,84373-38435,QB,j,Jared Goff,goff,16.09000015,12,7100,MIN@DET,DET,MIN,,,,,,QB,ryland,ryland,jared,goff7100qbj
goodwin5200wrm,46.87,Marquise Goodwin,5200,SEA,CAR,4,,3.91,5.7,2.1,-4.07,0.8,1.2,7.98,-2,0.72,0,0,1,0,0.14,-2.4,28,24.3,20.3,2,-4,44.5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.11,0.06,43,0.86,0.16,6.7,100,2.5,0.22,66,0.33,0.33,30,5.9,-0.5,-800,2.25,0.21,42,0.1,0.15,19,WR,12/7/2022,0,0,0,0,2,1,24,13,13.3,0.2,0,0.333,0,0.075,0.15,0.094,16.2,10.2,0,0,0,0,0,0,0,0,0,0,goodwin,marquise goodwin,m,goodwin5200wrm,84373-32243,WR,m,Marquise Goodwin,goodwin,6.322222392,9,5200,CAR@SEA,SEA,CAR,,,,,,WR/FLEX,ryland,ryland,marquise,goodwin5200wrm
gray4300ten,65.36,Noah Gray,4300,KC,@DEN,4,,3.85,5.4,2.3,-0.75,0.9,0.3,4.6,7,0.98,0,0,1,0,0.28,-1.1,31,26.8,17.3,2.3,-9.5,44,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.18,0.06,44,0.31,0.1,3.7,100,1.86,0.1,100,0.4,0,50,3.1,0,-1700,1.79,0.1,61,0.11,0.11,26,TE,12/7/2022,0,0,0,0,1,1,12,9,9.4,0.1,0,0.25,0,0.046,0.024,0.039,8.1,3,0,0,0,0,0,0,0,0,0,0,gray,noah gray,n,gray4300ten,84373-93143,TE,n,Noah Gray,gray,3.375,12,4300,KC@DEN,KC,DEN,,,,,,TE/FLEX,ryland,ryland,noah,gray4300ten
harris6700rbn,73.57,Najee Harris,6700,PIT,BAL,1,,10.3,13.3,7.3,-0.62,1.5,6.6,10.92,0,0.8,0.5,1.3,5,0,0.18,-1.9,48,19.5,17.5,0,-2,37,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,62,4.1,0.3,0.469,2.13,1.06,0.5,41,0.81,0.11,16.2,300,0.85,0.36,100,0.4,0,50,11.3,0,700,0.57,0.24,66,0.12,0.25,24,RB,12/7/2022,0.417,0.543,0.704,15,3,2,13,7,50,0.1,0,0.107,0.464,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,harris,najee harris,n,harris6700rbn,84373-90575,RB,n,Najee Harris,harris,10.92166646,12,6700,BAL@PIT,PIT,BAL,,,,,,RB/FLEX,ryland,ryland,najee,harris6700rbn
henry9000rbd,84.18,Derrick Henry,9000,TEN,JAX,1,,17.28,22.3,12.2,0.62,1.9,18.7,16.66,2,0.86,1,6.7,8,0,0.11,1.3,37,22.3,18.8,-2.5,-3.5,41,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,89,4.2,0.8,0.465,2.12,0.94,0.76,53,0.85,0.04,12.5,-400,0.53,0.35,25,0.25,0.75,40,14.9,-1.4,3000,0.58,0.4,28,0.25,0.42,28,RB,12/7/2022,0.909,0.749,0.643,21,2,1,23,17,12.4,0,0,0.29,0.548,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,henry,derrick henry,d,henry9000rbd,84373-39280,RB,d,Derrick Henry,henry,17.67166646,12,9000,JAC@TEN,TEN,JAC,,,,,,RB/FLEX,ryland,ryland,derrick,henry9000rbd
higgins7800wrt,63.61,Tee Higgins,7800,CIN,CLE,1,,12.71,17.6,7.8,-1.2,1.6,10.9,13.91,2,0.84,1,1.6,3,0,0.73,-1.2,49,26,20.5,0.2,-5.5,46.5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.24,0.18,46,0.74,0,17.6,200,1.96,0.3,75,0.75,0.25,40,14,1.9,1800,1.96,0.29,53,0.38,0.26,26,WR,12/7/2022,0,0,0,0,7,5,78,28,15.3,0.4,0,0.364,0,0.198,0.194,0.252,60.4,31.1,0,0,0,0,0,0,0,0,0,0,higgins,tee higgins,t,higgins7800wrt,84373-89981,WR,t,Tee Higgins,higgins,13.28181874,11,7800,CLE@CIN,CIN,CLE,,,,,,WR/FLEX,ryland,ryland,tee,higgins7800wrt
hilliard5000rbd,63.46,Dontrell Hilliard,5000,TEN,JAX,1,,4.24,5.5,2.9,-2.44,0.8,0.3,6.68,1,0.83,0,0,4,0,0.83,1.3,19,22.3,18.8,-2.5,-3.5,41,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,5.6,0.1,0.424,0.76,0.12,0,53,0.85,0.04,3.9,-700,1.2,0.21,25,0,0.5,40,5.5,-0.9,-1000,0.89,0.29,32,0.14,0.32,28,RB,12/7/2022,0.063,0.159,0.31,3,2,1,13,10,6.9,0.3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,hilliard,dontrell hilliard,d,hilliard5000rbd,84373-52808,RB,d,Dontrell Hilliard,hilliard,6.063636086,11,5000,JAC@TEN,TEN,JAC,,,,,,RB/FLEX,ryland,ryland,dontrell,hilliard5000rbd
hines4800rbn,57.02,Nyheim Hines,4800,BUF,NYJ,1,,2.81,3.7,1.9,-3.37,0.6,0.1,6.18,1,0.83,0,0,4,0,0.39,-3.4,15,26.5,16.5,-0.5,-10,43,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.6,0.1,0.185,0.78,0.33,0.11,35,0.98,0.57,0.7,-700,0.36,0.07,28,0,0.71,70,3.5,-1.7,-1200,0.81,0.24,44,0.04,0.4,25,RB,12/7/2022,0.091,0.021,0.23,1,2,2,16,9,7.6,0.1,0,0.167,0.167,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,hines,nyheim hines,n,hines4800rbn,84373-63625,RB,n,Nyheim Hines,hines,3.674999873,12,4800,NYJ@BUF,BUF,NYJ,,,,,,RB/FLEX,ryland,ryland,nyheim,hines4800rbn
hinton5100wrk,58.49,Kendall Hinton,5100,DEN,KC,4,,6.24,9.1,3.4,-1.52,1.2,7.8,7.76,-19,0.37,0,0,0,0,0.14,-2.3,28,17.3,26.8,-0.7,9.5,44,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.12,0.06,44,0.31,0.1,6.3,500,1.33,0.11,80,0.4,0.2,50,5.1,0,-900,1.64,0.18,39,0.13,0.13,23,WR,12/7/2022,0,0,0,0,2,1,19,14,14.1,0,0,0,0,0.072,0,0.094,16,8.3,0,0,0,0,0,0,0,0,0,0,hinton,kendall hinton,k,hinton5100wrk,84373-61042,WR,k,Kendall Hinton,hinton,4.233333164,9,5100,KC@DEN,DEN,KC,,,,,,WR/FLEX,ryland,ryland,kendall,hinton5100wrk
hockenson6500tet,72.7,T.J. Hockenson,6500,MIN,@DET,1,,10.26,13.9,6.6,0.52,1.6,8.8,9.74,1,0.88,1,10,7,0,0.76,2.3,57,24.8,26.8,-1.7,2,51.5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0.44,0.22,0,0,0,7.6,500,0.98,0.13,100,0.4,0,50,8.5,0.8,500,1.23,0.15,59,0.13,0.09,22,TE,12/7/2022,0,0,0,0,6,4,51,22,11.1,0.3,0,0.2,0,0.194,0.211,0.196,27.1,15.6,0,0,0,0,0,0,0,0,0,0,hockenson,t.j. hockenson,t,hockenson6500tet,84373-71706,TE,t,T.J. Hockenson,hockenson,9.666666667,12,6500,MIN@DET,MIN,DET,,,,,,TE/FLEX,ryland,ryland,t.j.,hockenson6500tet
hodgins5500wri,51.34,Isaiah Hodgins,5500,NYG,PHI,1,,5.78,8.2,3.3,-2.89,1.1,1.5,8.67,5,0.89,0,0,0,0,0.04,-4.6,33,19,26,-2,7,45,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.05,0,40,0.88,0.68,5.5,900,1.46,0.12,100,0.4,0,50,60,0.1,-500,1.71,0.18,25,0.1,0.07,28,WR,12/7/2022,0,0,0,0,3,2,31,16,10.9,0.2,0,0.5,0,0.112,0.083,0.108,32,12.3,0,0,0,0,0,0,0,0,0,0,hodgins,isaiah hodgins,i,hodgins5500wri,84373-93055,WR,i,Isaiah Hodgins,hodgins,6.220000076,5,5500,PHI@NYG,NYG,PHI,,,,,,WR/FLEX,ryland,ryland,isaiah,hodgins5500wri
homer5800rbt,73.4,Travis Homer,5800,SEA,CAR,4,,7.89,10.7,5,-0.79,1.4,3.9,8.68,0,0.8,1,0.7,3,0,0.23,-1.7,14,24.3,20.3,2,-4,44.5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4.6,0,0.688,0.11,0,0,43,0.86,0.16,12.3,1000,4.92,1.23,33,0.33,0,30,4.4,-1.2,-200,1.47,0.32,38,0.04,0.19,21,RB,12/7/2022,0,0.061,0.228,1,1,1,14,11,13.4,0.1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,homer,travis homer,t,homer5800rbt,84373-71444,RB,t,Travis Homer,homer,4.616666794,6,5800,CAR@SEA,SEA,CAR,,,,,,RB/FLEX,ryland,ryland,travis,homer5800rbt
hooper4900tea,67.88,Austin Hooper,4900,TEN,JAX,1,,6.07,8.4,3.8,0.07,1.2,3.9,6,3,0.93,0.5,1.7,3,0,0.07,-0.3,33,22.3,18.8,-2.5,-3.5,41,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.22,0.11,53,0.85,0.04,8.1,300,1.62,0.25,100,0.5,0,40,4.1,-1.5,-1100,1.21,0.12,67,0.14,0.1,28,TE,12/7/2022,0,0,0,0,3,2,22,11,9.8,0.2,0,0.273,0,0.131,0.15,0.119,16.3,13,0,0,0,0,0,0,0,0,0,0,hooper,austin hooper,a,hooper4900tea,84373-40126,TE,a,Austin Hooper,hooper,4.450000127,12,4900,JAC@TEN,TEN,JAC,,,,,,TE/FLEX,ryland,ryland,austin,hooper4900tea
houston3000,66.98,Houston,3000,HOU,@DAL,1,,4.64,10.4,-1.1,1.48,1.5,1.2,3.16,-3,0.45,0,0,1,0,0.57,-2.4,0,13.3,30.8,-6.7,17.5,44,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,6.85,0,0,0,0,0,0,0,0,0,0,0,0,5.5,-400,0,0,75,0.5,0.25,40,6.6,0.7,-3000,0,0,77,0.63,0.22,22,D,12/7/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1.8,0.5049,0.4812,0.0103,0.0374,7.84,8.53,4.5,2.92,0.2138,houston,houston,h,houston3000,84373-12556,D,h,Houston Texans,texans,5.833333333,12,3000,HOU@DAL,HOU,DAL,,,,,,DEF,Texans,Texans,houston,houston3000
hubbard5500rbc,65.19,Chuba Hubbard,5500,CAR,@SEA,4,,6.01,7.8,4.2,-1.92,1.1,0.9,7.93,0,0.8,1,0.7,0,0,0.28,-2,18,20.3,24.3,-1,4,44.5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,4,0.2,0.429,0.82,0.06,0.06,43,0.86,0.16,4.5,-100,0.38,0.18,100,0.33,0,30,4.2,-0.6,-500,0.6,0.23,34,0.17,0.39,23,RB,12/7/2022,0.273,0.216,0.302,6,1,0,3,3,5.3,0.1,0,0.154,0.385,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,hubbard,chuba hubbard,c,hubbard5500rbc,84373-87467,RB,c,Chuba Hubbard,hubbard,3.077777863,9,5500,CAR@SEA,CAR,SEA,,,,,,RB/FLEX,ryland,ryland,chuba,hubbard5500rbc
hunt5700rbk,65.86,Kareem Hunt,5700,CLE,@CIN,1,,6.48,8.4,4.5,-1.95,1.1,2.9,8.43,-5,0.59,0,0,0,0,0.11,-0.6,30,20.5,26,-1.8,5.5,46.5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32,4.1,0.2,0.5,1.5,0.67,0.33,46,0.74,0,5.2,-100,0.64,0.19,60,0.2,0.4,50,7.5,-1,-300,0.72,0.25,39,0.13,0.34,23,RB,12/7/2022,0.167,0.214,0.432,8,2,2,14,9,6.9,0.1,0,0.105,0.526,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,hunt,kareem hunt,k,hunt5700rbk,84373-45229,RB,k,Kareem Hunt,hunt,7.958333333,12,5700,CLE@CIN,CLE,CIN,,,,,,RB/FLEX,ryland,ryland,kareem,hunt5700rbk
huntley7000qbt,65.65,Tyler Huntley,7000,BAL,@PIT,1,,15.82,24.1,7.6,-2.98,2.3,2.6,18.8,-2,0.52,0.9,6.3,2,0,0.44,-2.3,56,17.5,19.5,-4,2,37,52,23,34,202,68,5.8,4.46,0.6,32,122,272.2,6.4,43.9,27.7,1.8,2.4,7.6,7,14,47,6.1,0.5,0.617,2.53,1.18,0.53,41,0.81,0.11,16.6,900,0.43,0.53,25,0.25,0,40,13.8,0,1000,0.3,0.25,27,0.13,0.09,22,QB,12/7/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,huntley,tyler huntley,t,huntley7000qbt,84373-70051,QB,t,Tyler Huntley,huntley,16.57999992,1,7000,BAL@PIT,BAL,PIT,,,,,,QB,ryland,ryland,tyler,huntley7000qbt
hurts8700qbj,82.12,Jalen Hurts,8700,PHI,@NYG,1,,22.82,32.5,13.1,0.69,2.6,11,22.13,1,0.82,1,3.1,2,0,0.82,-2.4,67,26,19,3.5,-7,45,50,19,29,243,67,8.3,7.91,1.5,38,136.8,251.1,6.4,17.6,7.5,5.2,1,7.3,9,15,46,4.7,0.7,0.597,6.29,3.47,2.41,40,0.88,0.68,27.1,-300,0.64,0.42,100,0.8,0,50,26.1,5.1,2700,0.63,0.39,87,0.63,0,33,QB,12/7/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,hurts,jalen hurts,j,hurts8700qbj,84373-69531,QB,j,Jalen Hurts,hurts,25.625,12,8700,PHI@NYG,PHI,NYG,,,,,,QB,ryland,ryland,jalen,hurts8700qbj
jackson4800rbj,60.47,Justin Jackson,4800,DET,MIN,1,,3.1,4.1,2.1,-3.08,0.6,0.1,6.18,4,0.91,0,0,4,0,0.23,-5.1,21,26.8,24.8,2.3,-2,51.5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,4.9,0.2,0.551,1.35,0.53,0.18,0,0,0,4.8,0,0.66,0.25,83,0.33,0.16,60,6.7,0.6,-1200,0.82,0.32,65,0.26,0.13,23,RB,12/7/2022,0.111,0.245,0.303,6,2,1,15,7,9.1,0.1,0,0.111,0.556,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,jackson,justin jackson,j,jackson4800rbj,84373-55165,RB,j,Justin Jackson,jackson,3.020000076,10,4800,MIN@DET,DET,MIN,,,,,,RB/FLEX,ryland,ryland,justin,jackson4800rbj
jackson5000wrd,48.23,DeSean Jackson,5000,BAL,@PIT,1,,3.68,5.6,1.8,-3.85,0.7,0.5,7.53,4,0.88,0,0,0,0,0.24,-1.5,19,17.5,19.5,-4,2,37,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0.81,0.11,5.2,300,1.73,0.31,25,0.25,0.25,40,3.4,-2.6,500,1.45,0.18,30,0.07,0.3,13,WR,12/7/2022,0,0,0,0,2,1,19,15,14.9,0,0,0,0,0.082,0,0.103,24.4,18,0,0,0,0,0,0,0,0,0,0,jackson,desean jackson,d,jackson5000wrd,84373-6739,WR,d,DeSean Jackson,jackson,4.166666667,3,5000,BAL@PIT,BAL,PIT,,,,,,WR/FLEX,ryland,ryland,desean,jackson5000wrd
jacksonville3400,79.86,Jacksonville,3400,JAX,@TEN,1,,5.78,12.8,-1.2,1.33,1.7,2.8,4.45,-6,0.28,0,0,2,0,0.74,1.3,0,18.8,22.3,0.5,3.5,41,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,5.41,0,0,0,0,0,0,0,0,0,53,0.85,0.04,2.3,400,0,0,66,0.33,0.33,30,6.1,10,-2600,0,0,76,0.47,0.23,21,D,12/7/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.1,0.5009,0.499,0.0105,0.0437,7.25,9.59,5.63,2.79,0.2209,jacksonville,jacksonville,j,jacksonville3400,84373-12554,D,j,Jacksonville Jaguars,jaguars,5.75,12,3400,JAC@TEN,JAC,TEN,,,,,,DEF,Jaguars,Jaguars,jacksonville,jacksonville3400
james5400wrr,49.25,Richie James,5400,NYG,PHI,1,,5.01,7,3,-3.43,0.9,1.6,8.44,0,0.79,0,0,0,0,0.09,-4.6,28,19,26,-2,7,45,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.12,0.06,40,0.88,0.68,10.2,300,2.54,0.32,80,0.6,0,50,5.4,-1.9,-600,1.47,0.19,33,0.16,0.29,24,WR,12/7/2022,0,0,0,0,3,2,27,12,9.7,0.2,0,0.667,0,0.123,0.222,0.137,20.7,12.2,0,0,0,0,0,0,0,0,0,0,james,richie james,r,james5400wrr,84373-53498,WR,r,Richie James Jr.,james,4.736363498,11,5400,PHI@NYG,NYG,PHI,,,,,,WR/FLEX,ryland,ryland,richie,james5400wrr
jefferson9300wrj,71.74,Justin Jefferson,9300,MIN,@DET,1,,17.27,23.9,10.6,-0.06,1.9,14.5,17.33,5,0.89,1,6.8,8,0,0.93,1.3,62,24.8,26.8,-1.7,2,51.5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,1.06,0.31,0,0,0,16,700,1.3,0.25,80,0.6,0.2,50,13.9,-1.7,3300,1.19,0.22,48,0.22,0.44,27,WR,12/7/2022,0,0,0,0,10,6,100,31,14.5,0.5,0,0.2,0,0.305,0.32,0.414,68,41.8,0,0,0,0,0,0,0,0,0,0,jefferson,justin jefferson,j,jefferson9300wrj,84373-85671,WR,j,Justin Jefferson,jefferson,18.28833389,12,9300,MIN@DET,MIN,DET,,,,,,WR/FLEX,ryland,ryland,justin,jefferson9300wrj
jennings5500wrj,39.38,Jauan Jennings,5500,SF,TB,4,,3.9,5.7,2.1,-4.77,0.7,0.5,8.67,7,0.92,0,0,0,0,0.01,0.6,28,20.5,17,-0.3,-3.5,37.5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.18,0.18,51,0.73,0.62,8.1,600,1.91,0.34,60,0.2,0,50,5.5,-1.6,-500,1.34,0.2,50,0.2,0.29,24,WR,12/7/2022,0,0,0,0,4,2,32,16,12.3,0.3,0,0.5,0,0.13,0.167,0.125,18.1,14.7,0,0,0,0,0,0,0,0,0,0,jennings,jauan jennings,j,jennings5500wrj,84373-61593,WR,j,Jauan Jennings,jennings,4.481818112,11,5500,TB@SF,SF,TB,,,,,,WR/FLEX,ryland,ryland,jauan,jennings5500wrj
