,rating,name,salary,team,opp,time, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,City Name,City Name2,City Name3,RylandID
atlanta3900,52.34,Atlanta,3900,ATL,PIT,1,,5.68,12.4,-1.7,-0.38,1.5,4.4,6.06,-8,0.2,0,0,2,0,0.74,0.9,0,22,21,2.2,-1,43,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,3.24,0,0,0,0,0,0,0,0,0,0,0,0,4.4,800,0,0,100,0.4,0,50,5.7,1.1,-2100,0,0,80,0.52,0.19,21,D,11/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1.8,0.5421,0.5431,0.0147,0.0481,7.36,11.61,5.87,3.36,0.2153,atlanta,atlanta,a,atlanta3900,84056-12525,D,a,Atlanta Falcons,falcons,5.583333333,12,3900,PIT@ATL,ATL,PIT,,,,,,DEF,Falcons,Falcons,atlanta,atlanta3900
atwell5200wrt,51.99,Tutu Atwell,5200,LA,SEA,4,,5.25,8.3,2.2,-2.73,1,0.3,7.98,15,0.97,0,0,0,0,0.04,-5,8,17,24,-2.8,7,41,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,300,6.38,0.56,40,0.4,0.2,50,7.1,-0.4,-800,6.23,0.89,12,0.08,0.08,25,WR,11/30/2022,0,0,0,0,1,0,19,18,34.8,0.1,0,0,0,0.031,0.111,0.084,23.8,13.2,0,0,0,0,0,0,0,0,0,0,atwell,tutu atwell,t,atwell5200wrt,84056-92976,WR,t,Tutu Atwell,atwell,3.799999873,6,5200,SEA@LAR,LAR,SEA,,,,,,WR/FLEX,ryland,ryland,tutu,atwell5200wrt
baltimore4500,56.88,Baltimore,4500,BAL,DEN,1,,7.7,17,-1.6,-0.29,1.7,15.6,7.99,0,0.68,0,0,4,0,0.93,2.2,0,24.5,15,3.2,-9.5,39.5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,7,0,0,0,0,0,0,0,0,0,44,0.46,0,10.7,200,0,0,100,0.66,0,30,70,-0.9,-1500,0,0,95,0.36,0.04,22,D,11/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.6,0.5199,0.4724,0.0149,0.0426,7.62,10.82,6.13,3.64,0.1957,baltimore,baltimore,b,baltimore4500,84056-12555,D,b,Baltimore Ravens,ravens,8.636363636,11,4500,DEN@BAL,BAL,DEN,,,,,,DEF,Ravens,Ravens,baltimore,baltimore4500
barkley8600rbs,76.98,Saquon Barkley,8600,NYG,WAS,1,,14.5,19.2,9.8,-1.16,1.7,3.2,15.66,15,0.98,1,1.7,4,0,0.86,-0.3,48,19.3,21.3,-1.7,2,40.5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,77,4.2,0.4,0.447,1.88,1.12,0.71,43,0.5,0,11.2,-900,0.46,0.21,75,0.25,0.25,40,12.9,0,2600,0.57,0.27,66,0.14,0.23,21,RB,11/30/2022,0.467,0.563,0.742,18,4,3,18,11,60,0.1,0,0.2,0.633,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,barkley,saquon barkley,s,barkley8600rbs,84056-64401,RB,s,Saquon Barkley,barkley,16.63636364,11,8600,WAS@NYG,NYG,WAS,,,,,,RB/FLEX,ryland,ryland,saquon,barkley8600rbs
bates4600tej,50.3,John Bates,4600,WAS,@NYG,1,,2.51,3.5,1.6,-2.79,0.5,0.1,5.3,-2,0.71,1,0.8,0,0,0.07,-0.7,36,21.3,19.3,0.3,-2,40.5,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,43,0.5,0,5.5,300,3.11,0.16,20,0.2,0.2,50,4.5,-0.1,-1400,1.99,0.12,46,0.07,0.1,28,TE,11/30/2022,0,0,0,0,2,1,16,11,11.3,0.1,0,0.4,0,0.071,0.091,0.077,8.5,5,0,0,0,0,0,0,0,0,0,0,bates,john bates,j,bates4600tej,84056-72705,TE,j,John Bates,bates,2.64444436,9,4600,WAS@NYG,WAS,NYG,,,,,,TE/FLEX,ryland,ryland,john,bates4600tej
bell5000wrd,58.82,David Bell,5000,CLE,@HOU,1,,5.91,8.4,3.5,-1.62,1.2,0.6,7.53,14,0.97,0,0,1,0,0.13,-4.3,34,27.3,19.3,2.5,-8,46.5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,4.2,100,0.78,0.09,100,0.25,0,40,2.6,-2.5,-1000,1.07,0.08,47,0.05,0.35,17,WR,11/30/2022,0,0,0,0,2,1,15,9,8.5,0,0,0,0,0.077,0,0.065,12.7,5.5,0,0,0,0,0,0,0,0,0,0,bell,david bell,d,bell5000wrd,84056-114180,WR,d,David Bell,bell,2.689999962,10,5000,CLE@HOU,CLE,HOU,,,,,,WR/FLEX,ryland,ryland,david,bell5000wrd
bellinger4700ted,64.66,Daniel Bellinger,4700,NYG,WAS,1,,3.33,4.6,2.1,-2.21,0.7,0.4,5.54,1,0.89,0,0,0,0,0.75,-3.8,40,19.3,21.3,-1.7,2,40.5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.18,0.09,43,0.5,0,0,0,0,0,0,0,0,40,5.5,0.5,-1300,2.03,0.14,40,0.2,0.2,15,TE,11/30/2022,0,0,0,0,2,2,21,11,9.5,0.3,0,0.5,0,0.099,0.333,0.122,9.5,3.9,0,0,0,0,0,0,0,0,0,0,bellinger,daniel bellinger,d,bellinger4700ted,84056-90307,TE,d,Daniel Bellinger,bellinger,6.900000254,6,4700,WAS@NYG,NYG,WAS,Q,Eye,,,,TE/FLEX,ryland,ryland,daniel,bellinger4700ted
boone4600rbm,61.83,Mike Boone,4600,DEN,@BAL,1,,4.36,6.7,2,-1.32,0.9,0.2,5.68,3,0.89,0,0,1,0,0.39,-1.9,13,15,24.5,-4.8,9.5,39.5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,6.2,0,0.421,0.18,0.06,0,44,0.46,0,0,0,0,0,0,0,0,40,4.2,-0.4,-1400,1.18,0.32,18,0.09,0.22,22,RB,11/30/2022,0,0.117,0.199,2,1,0,8,7,11.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,boone,mike boone,m,boone4600rbm,84056-58041,RB,m,Mike Boone,boone,2.883333206,6,4600,DEN@BAL,DEN,BAL,IR,Ankle,,,,RB/FLEX,ryland,ryland,mike,boone4600rbm
boyd6300wrt,61.55,Tyler Boyd,6300,CIN,KC,4,,8.74,12,5.5,-1.75,1.4,2,10.49,7,0.92,0,0.4,3,0,0.69,0,55,25,27.5,-0.5,2.5,52.5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.35,0.29,38,0.46,0,5,-600,0.88,0.1,75,0.25,0.25,40,9.4,-0.1,300,1.23,0.17,76,0.26,0.07,26,WR,11/30/2022,0,0,0,0,5,3,59,31,15.4,0.4,0,0.5,0,0.153,0.2,0.191,37.3,19.7,0,0,0,0,0,0,0,0,0,0,boyd,tyler boyd,t,boyd6300wrt,84056-40669,WR,t,Tyler Boyd,boyd,9.719999834,11,6300,KC@CIN,CIN,KC,,,,,,WR/FLEX,ryland,ryland,tyler,boyd6300wrt
breida4900rbm,51.37,Matt Breida,4900,NYG,WAS,1,,2.68,3.6,1.7,-3.75,0.5,0.1,6.43,-4,0.63,0,0,0,0,0.39,-0.3,11,19.3,21.3,-1.7,2,40.5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3.3,0.1,0.513,0.41,0.12,0.12,43,0.5,0,5.7,0,1.32,0.38,75,0.5,0.25,40,2.5,-2.3,-1100,0.72,0.22,20,0.08,0.54,24,RB,11/30/2022,0.059,0.057,0.171,2,0,0,5,5,9.3,0,0,0.143,0.857,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,breida,matt breida,m,breida4900rbm,84056-53303,RB,m,Matt Breida,breida,2.64545458,11,4900,WAS@NYG,NYG,WAS,,,,,,RB/FLEX,ryland,ryland,matt,breida4900rbm
brightwell5000rbg,47.91,Gary Brightwell,5000,NYG,WAS,1,,2.05,2.8,1.3,-4.63,0.4,0.1,6.68,-9,0.47,0,0,1,0,0.23,-0.3,4,19.3,21.3,-1.7,2,40.5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5.6,0.1,0.556,0.18,0.06,0.06,43,0.5,0,5.9,400,1.69,0.66,25,0,0,40,4.5,0,-1000,2.89,1.14,19,0.04,0.04,21,RB,11/30/2022,0.1,0.06,0.066,1,0,0,2,1,90,0,0,0.5,0.5,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,brightwell,gary brightwell,g,brightwell5000rbg,84056-88109,RB,g,Gary Brightwell,brightwell,1.533333355,9,5000,WAS@NYG,NYG,WAS,Q,Illness,,,,RB/FLEX,ryland,ryland,gary,brightwell5000rbg
brown4900wre,43.01,E. St. Brown,4900,CHI,GB,1,,2.76,4.2,1.3,-4.54,0.6,0.2,7.3,0,0.79,0,0,1,0,0.13,-2.7,38,20.3,24.3,0.3,4,44.5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,36,0.36,0,2.2,-300,1.11,0.06,40,0.2,0.4,50,2.8,-2.9,-1100,1.07,0.07,40,0.09,0.4,22,WR,11/30/2022,0,0,0,0,2,1,14,10,13.6,0.1,0,0.167,0,0.094,0.038,0.079,12.1,14,0,0,0,0,0,0,0,0,0,0,brown,e. st. brown,e,brown4900wre,84056-64841,WR,e,Equanimeous St. Brown,brown,3.149999936,12,4900,GB@CHI,CHI,GB,,,,,,WR/FLEX,ryland,ryland,equanimeous,brown4900wre
brown8000wra,71.28,Amon-Ra St. Brown,8000,DET,JAX,1,,14.28,19.2,9.4,-0.09,1.8,24.5,14.37,-3,0.69,1,6.7,7,0,0.71,-0.4,51,26.3,25.3,0.5,-1,51.5,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0.47,0.41,0,0,0,15.7,900,1.53,0.27,83,0.66,0.16,60,16.2,50,2000,1.56,0.32,73,0.56,0.17,23,WR,11/30/2022,0,0,0,0,9,7,79,25,11,0.6,0,0.421,0,0.301,0.36,0.335,43.1,25.1,0,0,0,0,0,0,0,0,0,0,brown,amon-ra st. brown,a,brown8000wra,84056-86997,WR,a,Amon-Ra St. Brown,brown,13.61999969,10,8000,JAC@DET,DET,JAC,,,,,,WR/FLEX,ryland,ryland,amonra,brown8000wra
brown8100wra,63.91,A.J. Brown,8100,PHI,TEN,1,,13.26,18.5,8,-1.34,1.6,6.2,14.6,13,0.96,1,5.6,7,0,0.93,0.4,56,24.5,20,0.7,-4.5,44.5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.56,0.31,43,0.55,0,6.2,-300,1.09,0.11,25,0.25,0.75,40,13,-0.4,2100,1.42,0.23,44,0.18,0.4,27,WR,11/30/2022,0,0,0,0,8,5,77,29,15.5,0.6,0,0.375,0,0.299,0.375,0.339,50.6,38.3,0,0,0,0,0,0,0,0,0,0,brown,a.j. brown,a,brown8100wra,84056-72846,WR,a,A.J. Brown,brown,13.41818237,11,8100,TEN@PHI,PHI,TEN,,,,,,WR/FLEX,ryland,ryland,a.j.,brown8100wra
bryant4700teh,84.5,Harrison Bryant,4700,CLE,@HOU,1,,6.35,8.7,4,0.81,1.4,6.2,5.54,-5,0.58,1,1.5,3,0,0.07,-1.1,34,27.3,19.3,2.5,-8,46.5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0.47,0.29,0,0,0,5.8,-100,1.44,0.14,100,0.5,0,40,4.8,0.4,-1300,1.94,0.14,63,0.22,0.04,22,TE,11/30/2022,0,0,0,0,2,1,12,7,7.2,0.3,0,0.385,0,0.084,0.211,0.06,9.9,5.9,0,0,0,0,0,0,0,0,0,0,bryant,harrison bryant,h,bryant4700teh,84056-70601,TE,h,Harrison Bryant,bryant,3.933333503,9,4700,CLE@HOU,CLE,HOU,,,,,,TE/FLEX,ryland,ryland,harrison,bryant4700teh
burkhead4800rbr,53.33,Rex Burkhead,4800,HOU,CLE,1,,2.33,3.1,1.5,-3.85,0.5,0,6.18,0,0.5,0,0,3,0,0.29,1.4,25,19.3,27.3,0,8,46.5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,3.8,0.1,0.505,1.24,0.76,0.35,0,0,0,2.5,0,1.5,0.21,25,0,0.25,40,5.9,-0.7,-1200,0.55,0.24,56,0.13,0.3,23,RB,11/30/2022,0.286,0.27,0.416,6,3,2,16,8,6.3,0.1,0,0.077,0.538,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,burkhead,rex burkhead,r,burkhead4800rbr,84056-27338,RB,r,Rex Burkhead,burkhead,4.470000076,10,4800,CLE@HOU,HOU,CLE,Q,Concussion,,,,RB/FLEX,ryland,ryland,rex,burkhead4800rbr
burks6100wrt,57.02,Treylon Burks,6100,TEN,@PHI,1,,8.09,11.5,4.7,-1.95,1.3,2.8,10.04,-3,0.69,0.63,3,1,0,0.57,-3,32,20,24.5,-1.8,4.5,44.5,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.18,0,43,0.55,0,11.2,1100,1.67,0.32,75,0.5,0,40,6.6,-1.3,100,1.21,0.21,61,0.09,0.19,21,WR,11/30/2022,0,0,0,0,5,3,47,25,13.9,0,0,0,0,0.183,0,0.2,31.1,27.8,0,0,0,0,0,0,0,0,0,0,burks,treylon burks,t,burks6100wrt,84056-110259,WR,t,Treylon Burks,burks,7.514285496,7,6100,TEN@PHI,TEN,PHI,Q,Illness,,,,WR/FLEX,ryland,ryland,treylon,burks6100wrt
burrow8300qbj,69.39,Joe Burrow,8300,CIN,KC,4,,21.46,31.7,11.2,0.11,2.6,13.8,21.35,-3,0.44,1,7.4,1,0,0.52,-0.5,67,25,27.5,-0.5,2.5,52.5,47,25,36,308,69,8.4,7.66,2.2,44,160.4,285.7,8.5,27.8,8.6,6.1,1.7,8.6,3,9,14,3.7,0.3,0.492,5.94,2.82,1.71,38,0.46,0,23.6,-200,0.57,0.37,100,0.5,0,40,22.6,2.4,2300,0.51,0.34,84,0.53,0,26,QB,11/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,burrow,joe burrow,j,burrow8300qbj,84056-63336,QB,j,Joe Burrow,burrow,22.92727245,11,8300,KC@CIN,CIN,KC,,,,,,QB,ryland,ryland,joe,burrow8300qbj
byrd5000wrd,48.83,Damiere Byrd,5000,ATL,PIT,1,,3.53,5.3,1.7,-4,0.7,0.1,7.53,8,0.93,0,0,2,0,0.04,1.5,33,22,21,2.2,-1,43,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.06,0.06,0,0,0,5.6,-400,3.2,0.22,66,0.16,0,60,7.2,0,-1000,2.56,0.22,57,0.23,0.04,21,WR,11/30/2022,0,0,0,0,2,1,32,20,18.6,0.2,0,0,0,0.102,0.158,0.167,22.7,15.9,0,0,0,0,0,0,0,0,0,0,byrd,damiere byrd,d,byrd5000wrd,84056-30678,WR,d,Damiere Byrd,byrd,5.628571647,7,5000,PIT@ATL,ATL,PIT,,,,,,WR/FLEX,ryland,ryland,damiere,byrd5000wrd
cager4500tel,53.32,Lawrence Cager,4500,NYG,WAS,1,,2.24,3.2,1.3,-2.83,0.5,0.1,5.07,-4,0.62,0,0,0,0,0.17,-3.8,30,19.3,21.3,-1.7,2,40.5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,43,0.5,0,4.1,0,1.76,0.1,100,0.5,0,40,4.1,-0.1,0,2.3,0.14,25,0.1,0.05,20,TE,11/30/2022,0,0,0,0,1,1,9,8,9.8,0.2,0,1,0,0.051,0.2,0.039,2.6,5.2,0,0,0,0,0,0,0,0,0,0,cager,lawrence cager,l,cager4500tel,84056-63646,TE,l,Lawrence Cager,cager,2.679999924,5,4500,WAS@NYG,NYG,WAS,,,,,,TE/FLEX,ryland,ryland,lawrence,cager4500tel
carr7300qbd,53.73,Derek Carr,7300,LV,LAC,4,,17.26,29,5.5,-2.13,2.4,3.1,19.39,0,0.75,1,3.5,1,0,0.37,-5.1,64,26,23.5,0.5,-2.5,49.5,47,23,35,242,65,6.9,6.08,1.4,34,128.1,306.8,8.9,32.7,10.4,4,2,5.7,1,4,6,3.7,0,0.467,5.06,2.28,1.11,0,0,0,19.9,500,0.51,0.3,100,1,0,50,15.4,-2.7,1300,0.4,0.24,86,0.5,0.04,22,QB,11/30/2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,carr,derek carr,d,carr7300qbd,84056-45859,QB,d,Derek Carr,carr,16.53636308,11,7300,LAC@LV,LV,LAC,,,,,,QB,ryland,ryland,derek,carr7300qbd
