,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,act_pts,impld_pts,lev_rank,leverage,sr,buzz,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 14,Unnamed: 15,City Name,City Name2,City Name3,RylandID
jefferson7800wrj,89.6,Justin Jefferson,7800,MIN,@TB,,,13.84,19.2,8.5,2.13,1.8,10.5,7.9,11.71,0,0.84,1,5.1,9,0,0.91,2.4,52,22.5,29.5,-0.5,7,52,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.31,0,76,0.74,0.01,19.7,1200,1.92,0.29,100,1,0,40,14.9,7.1,2800,2.1,0.29,91,0.58,0.08,12,WR,1520,0,0,0,0,7,5,86,33,17,0.6,0,0.5,0,0.243,0.269,0.338,0,0,0,0,0,0,0,0,0,0,jefferson,justin jefferson,j,jefferson7800wrj,,WR,,,,,,,,,,,,,,,,,,
jeffery4700wra,54.5,Alshon Jeffery,4700,PHI,NO,,,3.16,4.7,1.6,-1.48,0.7,0.5,8,4.64,-40,0.19,0,0,0,0,0.1,0.3,23,17.8,25.3,-1.5,7.5,43,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,51,0.67,0.01,2.5,-100,1.25,0.11,25,0,0,40,2.5,-0.1,-300,1.25,0.11,6,0,0,16,WR,1520,0,0,0,0,2,0,3,2,7.5,0,0,0,0,0.058,0,0.018,0,0,0,0,0,0,0,0,0,0,jeffery,alshon jeffery,a,jeffery4700wra,,WR,,,,,,,,,,,,,,,,,,
jeudy5600wrj,87.75,Jerry Jeudy,5600,DEN,@CAR,,,8.93,12.8,5.1,2.23,1.6,3,5.2,6.7,-10,0.6,0.5,1.1,2,0,0.75,1.4,48,21,25,-0.3,4,46,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0.17,0,67,0.67,0.01,5,-200,0.95,0.12,50,0,0.25,40,8.2,1.5,400,1.2,0.17,75,0.16,0.16,12,WR,1520,0,0,0,0,6,3,49,23,15.6,0.2,0,0.143,0,0.21,0.143,0.223,0,0,0,0,0,0,0,0,0,0,jeudy,jerry jeudy,j,jeudy5600wrj,,WR,,,,,,,,,,,,,,,,,,
johnson4700wrk,54.35,KeeSean Johnson,4700,ARI,@NYG,,,3.22,4.6,1.8,-1.42,0.7,0,1.4,4.64,0,0,0,0,0,0,0.1,-0.4,26,25,22,1.2,-3,47,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,56,0.65,0.02,3,200,1.18,0.11,25,0,0,40,1.5,-0.2,-100,0.45,0.06,13,0,0.26,15,WR,1520,0,0,0,0,3,2,15,9,7.9,0,0,0,0,0.094,0,0.063,0,0,0,0,0,0,0,0,0,0,johnson,keesean johnson,k,johnson4700wrk,,WR,,,,,,,,,,,,,,,,,,
johnson5000rbk,62.8,Kerryon Johnson,5000,DET,GB,,,4.79,6.5,3.1,-1.39,1,0.5,7.8,6.18,-12,0.45,0,0,2,0,0.59,1.2,21,23,32.5,0,9.5,55.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,3.8,0.1,0.535,1,0.53,0.27,0,0,0,4.3,0,0.52,0.15,50,0.25,0.5,40,5.2,-0.9,-600,0.78,0.25,53,0.2,0.33,15,RB,1520,0.167,0.196,0.326,5,1,1,11,6,9.5,0.1,0.5,0.154,0.462,0,0,0,0,0,0,0,0,0,0,0,0,0,johnson,kerryon johnson,k,johnson5000rbk,,RB,,,,,,,,,,,,,,,,,,
johnson5100wrc,68.65,Collin Johnson,5100,JAX,TEN,,,5.87,8.5,3.2,0.31,1.2,0.5,4.3,5.56,-14,0.53,1,0.9,2,0,0.49,2.9,18,22.8,30.3,-0.2,7.5,53,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.33,0.17,71,0.75,0.02,14.1,500,4.03,0.52,50,0.5,0,40,6.4,1.3,600,2.83,0.35,50,0.25,0.08,12,WR,1520,0,0,0,0,2,1,19,11,15.4,0.2,0,0.2,0,0.062,0.111,0.077,0,0,0,0,0,0,0,0,0,0,johnson,collin johnson,c,johnson5100wrc,,WR,,,,,,,,,,,,,,,,,,
johnson5400rbd,91.45,Duke Johnson,5400,HOU,@CHI,,,10.6,13.8,7.4,3.42,2,6.5,6.9,7.18,-7,0.59,1,0.2,4,0,0.7,-1.5,30,23.5,22.5,-0.3,-1,46,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,3,0.2,0.351,0.93,0.6,0.13,34,0.83,0.04,8,-400,0.63,0.18,100,0.25,0,40,60,-1.2,0,0.63,0.2,68,0.21,0.21,19,RB,1520,0.182,0.183,0.483,5,3,2,20,12,80,0.1,5.6,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,johnson,duke johnson,d,johnson5400rbd,,RB,,,,,,,,,,,,,,,,,,
johnson5500rbt,69.25,Ty Johnson,5500,NYJ,@SEA,,,6.98,9.4,4.6,-0.45,1.3,0.5,1.6,7.43,-1,0.8,0.85,2.6,2,0,0.59,1.1,12,16.5,33,0,16.5,49.5,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,6.6,0.1,0.605,0.47,0.27,0.27,42,0.87,0.67,7.8,1000,0.69,0.37,66,0.33,0.33,30,5.1,-0.1,1000,0.88,0.42,46,0.06,0.06,15,RB,1520,0.125,0.237,0.221,3,2,1,5,3,4.5,0,1.1,0.143,0.714,0,0,0,0,0,0,0,0,0,0,0,0,0,johnson,ty johnson,t,johnson5500rbt,,RB,,,,,,,,,,,,,,,,,,
jones6200wrm,95.35,Marvin Jones,6200,DET,GB,,,11.64,16.1,7.2,3.58,1.9,10.5,6.8,8.06,-11,0.58,0.83,2,6,0,0.91,0.8,60,23,32.5,0,9.5,55.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.2,0.13,0,0,0,14,0,1.4,0.24,100,0.5,0,40,10.3,2.1,0,1.52,0.17,66,0.26,0.13,15,WR,1520,0,0,0,0,6,4,51,18,12.1,0.5,0,0.273,0,0.19,0.273,0.184,0,0,0,0,0,0,0,0,0,0,jones,marvin jones,m,jones6200wrm,,WR,,,,,,,,,,,,,,,,,,
jones6300rbr,88.5,Ronald Jones,6300,TB,MIN,,,11.78,15.5,8,2.36,1.9,14.5,14.9,9.42,-9,0.53,0.85,2.6,10,0,0.94,-0.9,31,29.5,22.5,0,-7,52,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,68,5.2,0.4,0.545,2.27,1.27,0.67,76,0.74,0.01,14.5,-100,0.93,0.47,66,0.66,0.33,30,12.3,3.6,600,0.75,0.4,81,0.5,0.12,16,RB,1520,0.5,0.709,0.477,13,3,2,15,10,6.9,0.1,7.2,0.172,0.621,0,0,0,0,0,0,0,0,0,0,0,0,0,jones,ronald jones,r,jones6300rbr,,RB,,,,,,,,,,,,,,,,,,
jones6800qbd,82.7,Daniel Jones,6800,NYG,ARI,,,16.46,27.2,5.8,1.66,2.4,0.5,3.08,14.8,-2,0.6,0,0.3,2,0,0.82,3.5,65,22,25,0.7,3,47,44,21,34,229,63,6.6,5.41,1.1,37,17.1,53.3,25.6,3.2,2.4,7.6,4,21,33,7.2,0.1,0.508,5.13,1.73,0.67,56,0.65,0.02,16.3,100,0.45,0.27,66,0.33,0,30,14.8,0.7,-400,0.35,0.23,80,0.46,0.13,15,QB,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jones,daniel jones,d,jones6800qbd,,QB,,,,,,,,,,,,,,,,,,
jones8700rba,81.95,Aaron Jones,8700,GB,@DET,,,16.28,21,11.5,0.87,1.9,14.5,8.5,15.41,-1,0.8,0.93,6.2,15,0,0.44,5.3,41,32.5,23,1,-9.5,55.5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,81,5.1,0.8,0.529,2.87,1.33,0.87,0,0,0,14.7,-100,0.84,0.4,75,0.25,0.25,40,18.5,3.8,900,0.91,0.45,72,0.22,0.16,18,RB,1520,0.846,0.627,0.623,15,4,3,25,13,8.2,0.2,3.1,0.226,0.484,0,0,0,0,0,0,0,0,0,0,0,0,0,jones,aaron jones,a,jones8700rba,,RB,,,,,,,,,,,,,,,,,,
kamara7800rba,71.95,Alvin Kamara,7800,NO,@PHI,,,12.66,16.7,8.6,-0.5,1.6,6.5,18.9,13.16,1,0.87,0.67,1.9,9,0,0.64,-1.4,42,25.3,17.8,-0.5,-7.5,43,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,57,4.9,0.9,0.534,3.73,1.87,1.13,51,0.67,0.01,16.1,-1200,1.05,0.43,50,0.25,0.5,40,19.9,50,-500,1.08,0.47,84,0.36,0.15,19,RB,1520,0.542,0.424,0.654,11,6,5,48,21,8.7,0.3,50,0.316,0.605,0,0,0,0,0,0,0,0,0,0,0,0,0,kamara,alvin kamara,a,kamara7800rba,,RB,,,,,,,,,,,,,,,,,,
kansas city4200,43.41,Kansas City,4200,KC,@MIA,,,6.7,13.8,-0.4,0.38,1.6,6.5,14,6.32,-2,0.57,0,0,1,0,0.91,-0.4,0,29.5,22,1.5,-7.5,51.5,59,0,0,0,0,0,0,0,0,0,0,0,0,3.22,5.3,0,0,0,0,0,0,0,0,0,80,0.69,0.01,3.7,-500,0,0,66,0,0.33,30,7.6,0.2,0,0,0,84,0.42,0.15,19,DEF,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.4716,0.5328,0.0185,0.0368,6.54,7.33,4.36,2.54,0.2545,city,kansas city,k,kansas city4200,40932-12536,D,k,Kansas City Chiefs,chiefs,7.636363636,11,4200,OAK@KC,KC,OAK,,,,,,City,City,kansas city,kansas city4200
kelce8200tet,92.9,Travis Kelce,8200,KC,@MIA,,,14.33,19.1,9.5,1.92,1.7,23,23.6,12.41,0,0.88,0.93,10,9,0,0.94,0,58,29.5,22,1.5,-7.5,51.5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.73,0.13,80,0.69,0.01,19.6,200,1.73,0.31,100,0.66,0,30,16.5,4.9,400,1.63,0.28,76,0.52,0.23,17,TE,1520,0,0,0,0,9,6,90,24,13,0.6,80,0.421,0,0.25,0.25,0.293,0,0,0,0,0,0,0,0,0,0,kelce,travis kelce,t,kelce8200tet,,TE,,,,,,,,,,,,,,,,,,
kirk5500wrc,88.45,Christian Kirk,5500,ARI,@NYG,,,8.88,12.6,5.2,2.41,1.6,3,2.9,6.47,-13,0.55,1,1.1,3,0,0.78,-0.4,55,25,22,1.2,-3,47,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.6,0.2,56,0.65,0.02,4,-800,0.72,0.07,50,0,0.5,40,8.8,1.3,-300,1.41,0.16,66,0.33,0.26,15,WR,1520,0,0,0,0,5,3,42,21,12.8,0.4,4.2,0.364,0,0.176,0.25,0.172,0,0,0,0,0,0,0,0,0,0,kirk,christian kirk,c,kirk5500wrc,,WR,,,,,,,,,,,,,,,,,,
kmet4600tec,83.05,Cole Kmet,4600,CHI,HOU,,,5.09,7,3.1,1.09,1.1,3,6.1,4,-16,0.29,1,5.6,1,0,0.29,0.1,29,22.5,23.5,0.7,1,46,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.25,0,34,0.83,0.04,4.9,100,1.13,0.1,66,0.33,0,30,4.5,0.4,100,2.58,0.16,41,0.16,0.08,12,TE,1520,0,0,0,0,1,1,10,7,10.1,0.2,0,0.5,0,0.045,0.1,0.045,0,0,0,0,0,0,0,0,0,0,kmet,cole kmet,c,kmet4600tec,,TE,,,,,,,,,,,,,,,,,,
la chargers3700,40.48,LA Chargers,3700,LAC,ATL,,,6.2,13.1,-0.7,1.49,1.7,3,9,4.71,-10,0.15,0,0,2,0,0.62,-0.7,0,25,24,1.2,-1,49,52,0,0,0,0,0,0,0,0,0,0,0,0,1.67,5.02,0,0,0,0,0,0,0,0,0,0,0,0,4.8,-400,0,0,50,0.5,0.5,40,3.9,-2.1,-500,0,0,86,0.2,0.13,15,DEF,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.4791,0.5171,0.0091,0.0541,7.04,9.27,4.86,2.82,0.2302,chargers,la chargers,l,la chargers3700,,D,,,,,,,,,,,,,,,,,,
laird4700rbp,70.9,Patrick Laird,4700,MIA,KC,,,5.41,7.3,3.6,-0.02,1.2,0.5,2.8,5.43,-11,0.48,0,0,1,0,0.64,-1.5,18,22,29.5,1.5,7.5,51.5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3.1,0,0.342,0.33,0.13,0,80,0.69,0.01,1.3,0,0.48,0.09,75,0,0.25,40,2.7,-1.6,0,0.6,0.15,47,0,0.17,17,RB,1520,0,0.091,0.271,2,1,1,8,5,7.8,0,4.1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,laird,patrick laird,p,laird4700rbp,,RB,,,,,,,,,,,,,,,,,,
lamb6000wrc,93.05,CeeDee Lamb,6000,DAL,@CIN,,,10.71,14.9,6.5,3.1,1.8,3,7.1,7.61,3,0.89,1,2,3,0,0.63,2.8,47,23.5,20.5,0.2,-3,44,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0.5,0.33,44,0.69,0.02,7.9,200,0.98,0.18,50,0.25,0,40,10.2,2.8,800,1.27,0.22,76,0.38,0.07,13,WR,1520,0,0,0,0,7,4,58,23,11.8,0.3,0,0.3,0,0.183,0.222,0.2,0,0,0,0,0,0,0,0,0,0,lamb,ceedee lamb,c,lamb6000wrc,,WR,,,,,,,,,,,,,,,,,,
las vegas3300,29.9,Las Vegas,3300,LV,IND,,,5.2,10.7,-0.3,1.77,1.6,0.5,-4,3.43,-3,0.51,0,0,1,0,0.85,1.2,0,24.5,27,0.7,2.5,51.5,46,0,0,0,0,0,0,0,0,0,0,0,0,1.85,3.7,0,0,0,0,0,0,0,0,0,0,0,0,5.3,-200,0,0,50,0.5,0.5,40,2.9,-1.6,100,0,0,64,0.17,0.35,17,DEF,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.5056,0.5259,0.0109,0.0475,7.09,11.27,60,3.36,0.2308,vegas,las vegas,l,las vegas3300,,D,,,,,,,,,,,,,,,,,,
lazard5800wra,87.9,Allen Lazard,5800,GB,@DET,,,9.39,13.2,5.6,2.24,1.6,3,2.9,7.15,-9,0.62,1,1.1,3,0,0.78,1.6,52,32.5,23,1,-9.5,55.5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.2,0.2,0,0,0,6.5,100,1.4,0.18,50,0.25,0.25,40,8.5,1.2,300,1.44,0.16,45,0.2,0.15,20,WR,1520,0,0,0,0,5,3,52,26,14.3,0.4,6.1,0.75,0,0.16,0.182,0.193,0,0,0,0,0,0,0,0,0,0,lazard,allen lazard,a,lazard5800wra,,WR,,,,,,,,,,,,,,,,,,
lewis4700rbd,48.65,Dion Lewis,4700,NYG,ARI,,,2.28,3.1,1.4,-3.15,0.5,0.5,5.4,5.43,-25,0.2,0,0,0,0,0.64,-0.8,20,22,25,0.7,3,47,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3.7,0.1,0.419,0.73,0.2,0.13,56,0.65,0.02,1.8,100,0.55,0.11,66,0,0.33,30,3.3,-2.7,-100,0.67,0.16,44,0.22,0.55,18,RB,1520,0.063,0.081,0.32,2,2,1,9,7,7.5,0.1,6.8,0.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,lewis,dion lewis,d,lewis4700rbd,40932-14339,RB,d,Dion Lewis,lewis,3.029999924,10,4700,TEN@IND,TEN,IND,,,,,,ryland,ryland,dion,lewis4700rbd
lindsay5800rbp,48.2,Phillip Lindsay,5800,DEN,@CAR,,,4.76,6.4,3.1,-3.42,0.8,0.5,4.1,8.18,-13,0.43,1,0.7,1,0,0.29,-2,26,21,25,-0.3,4,46,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,52,4.5,0.2,0.471,0.8,0.27,0.2,67,0.67,0.01,3.3,-100,0.29,0.15,25,0,0.75,40,6.6,-1.2,300,0.51,0.26,43,0.18,0.31,16,RB,1520,0.222,0.442,0.414,11,1,0,1,1,5.8,0,10,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,lindsay,phillip lindsay,p,lindsay5800rbp,,RB,,,,,,,,,,,,,,,,,,
lock6700qbd,77.1,Drew Lock,6700,DEN,@CAR,,,15.62,25.4,5.8,1.01,2.3,0.5,25.6,14.61,-6,0.33,1,0.5,1,0,0.58,5.1,61,21,25,-0.3,4,46,40,18,33,207,56,6.3,4.75,0.9,34,14.1,59.4,22.9,2.7,3.6,3.8,3,6,11,3.7,0.2,0.447,4.07,1.87,0.6,67,0.67,0.01,12,-400,0.32,0.18,75,0.25,0,40,12.6,-2.1,0,0.34,0.21,66,0.33,0.13,15,QB,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lock,drew lock,d,lock6700qbd,,QB,,,,,,,,,,,,,,,,,,
lockett7900wrt,79.8,Tyler Lockett,7900,SEA,NYJ,,,12.99,17.7,8.3,1.05,1.6,10.5,7.7,11.94,-6,0.68,0.85,3.1,6,0,0.82,3.2,59,33,16.5,2.5,-16.5,49.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0.56,0.44,42,0.87,0.67,9.9,500,1.27,0.17,25,0,0.5,40,14.1,3.4,1100,1.7,0.24,47,0.35,0.47,17,WR,1520,0,0,0,0,8,6,67,23,11.2,0.7,7.4,0.4,0,0.243,0.27,0.244,0,0,0,0,0,0,0,0,0,0,lockett,tyler lockett,t,lockett7900wrt,,WR,,,,,,,,,,,,,,,,,,
mahomes8900qbp,97.3,Patrick Mahomes,8900,KC,@MIA,,,23.4,35,11.8,4.48,2.6,14.5,21.62,18.92,-1,0.68,1,6,2,0,0.98,-0.8,65,29.5,22,1.5,-7.5,51.5,59,25,37,305,68,8.3,8.73,2.4,39,17.3,51.4,28.5,6.5,0.8,3.1,4,10,18,4.7,0.2,0.517,6.07,3.47,1.4,80,0.69,0.01,24.4,-300,0.49,0.33,100,0.33,0,30,26.9,7.7,-600,0.64,0.41,94,0.66,0.05,18,QB,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mahomes,patrick mahomes,p,mahomes8900qbp,,QB,,,,,,,,,,,,,,,,,,
mccoy4500rbl,66.6,LeSean McCoy,4500,TB,MIN,,,4.33,5.8,2.8,-0.6,1,0,4,4.93,0,0,0,0,5,0,0.87,-0.9,11,29.5,22.5,0,-7,52,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.3,0,0.167,0.33,0,0,76,0.74,0.01,0,-100,0,0,0,0,0,30,1.3,-2.4,-800,0.39,0.11,11,0,0.41,17,RB,1520,0,0.016,0.173,1,1,1,7,4,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mccoy,lesean mccoy,l,mccoy4500rbl,,RB,,,,,,,,,,,,,,,,,,
mckissic5300rbj,92.3,JD McKissic,5300,WAS,@SF,,,10.68,14,7.4,3.75,2,6.5,9.6,6.93,-7,0.59,0.97,7.6,5,0,0.9,-0.2,32,20.3,23.3,0.3,3,43.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,4.2,0.1,0.554,1.4,0.2,0.2,72,0,0,9.8,0,0.77,0.23,100,0.5,0,40,6.2,0,700,0.67,0.19,75,0.43,0.25,16,RB,1520,0.05,0.152,0.486,3,5,3,27,9,7.1,0,1.4,0.091,0.545,0,0,0,0,0,0,0,0,0,0,0,0,0,mckissic,jd mckissic,j,mckissic5300rbj,,RB,,,,,,,,,,,,,,,,,,
mclaurin7200wrt,92.55,Terry McLaurin,7200,WAS,@SF,,,13.05,18.1,8,2.7,1.8,10.5,3.4,10.35,-2,0.78,0.78,2.3,7,0,0.89,2.1,62,20.3,23.3,0.3,3,43.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.07,0.07,72,0,0,8.4,200,1.05,0.12,60,0,0.4,50,11.8,2.7,700,1.33,0.19,75,0.31,0.25,16,WR,1520,0,0,0,0,8,5,85,34,14.4,0.3,17.8,0,0,0.254,0.235,0.341,0,0,0,0,0,0,0,0,0,0,mclaurin,terry mclaurin,t,mclaurin7200wrt,,WR,,,,,,,,,,,,,,,,,,
mcnichols4900rbj,62.5,Jeremy McNichols,4900,TEN,@JAX,,,4.57,6.2,2.9,-1.36,0.9,0.5,1.4,5.93,-20,0.29,0,0,5,0,0.54,0.1,17,30.3,22.8,-0.2,-7.5,53,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,5.4,0.1,0.528,1.07,0.27,0.07,71,0.75,0.02,4,200,0.74,0.19,66,0.33,0.33,30,3.1,-1.1,400,0.8,0.18,41,0.16,0.41,12,RB,1520,0.063,0.106,0.257,2,1,0,3,2,4.9,0,0,0.091,0.545,0,0,0,0,0,0,0,0,0,0,0,0,0,mcnichols,jeremy mcnichols,j,mcnichols4900rbj,,RB,,,,,,,,,,,,,,,,,,
metcalf8600wrd,83.1,DK Metcalf,8600,SEA,NYJ,,,14.93,20.9,9,1.39,1.7,18.5,15.1,13.54,0,0.84,0.95,5.1,7,0,0.95,3.2,63,33,16.5,2.5,-16.5,49.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0.6,0.13,42,0.87,0.67,12.3,300,1.64,0.2,50,0.25,0.5,40,15.7,5.3,2200,2.04,0.25,72,0.61,0.27,18,WR,1520,0,0,0,0,7,4,82,32,17.4,0.7,5.3,0.375,0,0.225,0.297,0.297,0,0,0,0,0,0,0,0,0,0,metcalf,dk metcalf,d,metcalf8600wrd,,WR,,,,,,,,,,,,,,,,,,
miami3800,17.79,Miami,3800,MIA,KC,,,4.4,9.5,-0.7,-0.63,1.2,0.5,13,5.03,-6,0.34,0,0,1,0,0.71,-2.8,0,22,29.5,1.5,7.5,51.5,41,0,0,0,0,0,0,0,0,0,0,0,0,3.23,7.03,0,0,0,0,0,0,0,0,0,80,0.69,0.01,9.8,-900,0,0,100,0.5,0,40,9.2,3.3,300,0,0,100,0.62,0,16,DEF,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.4886,0.5162,0.0184,0.0431,7.51,8.93,50,2.64,0.2239,miami,miami,m,miami3800,,D,,,,,,,,,,,,,,,,,,
miller5000wra,83,Anthony Miller,5000,CHI,HOU,,,7.16,10,4.3,1.83,1.4,0.5,2.6,5.33,-4,0.73,0,0,0,0,0.67,2.5,41,22.5,23.5,0.7,1,46,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0.47,0.4,34,0.83,0.04,5.1,-100,0.8,0.14,100,0.25,0,40,7.2,0.6,-400,1.22,0.18,66,0.33,0.27,18,WR,1520,0,0,0,0,5,3,37,15,10.5,0.2,4.6,0.071,0,0.147,0.143,0.153,0,0,0,0,0,0,0,0,0,0,miller,anthony miller,a,miller5000wra,,WR,,,,,,,,,,,,,,,,,,
minnesota4400,13.58,Minnesota,4400,MIN,@TB,,,4.9,10.3,-0.5,-2.06,1.1,0.5,0,6.96,-4,0.45,0,0,1,0,0.01,-2,0,22.5,29.5,-0.5,7,52,47,0,0,0,0,0,0,0,0,0,0,0,0,2.71,5.42,0,0,0,0,0,0,0,0,0,76,0.74,0.01,7.6,500,0,0,100,0.6,0,50,6.7,0.6,100,0,0,90,0.57,0.09,21,DEF,1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0.5217,0.5579,0.0154,0.0358,7.2,10.47,5.27,3.07,0.1529,minnesota,minnesota,m,minnesota4400,,D,,,,,,,,,,,,,,,,,,
mitchell4600wrs,65.05,Steven Mitchell,4600,HOU,@CHI,,,4.52,6.5,2.5,0.1,1,0.5,5.3,4.42,-30,0.3,0,0,0,0,0.16,2.6,26,23.5,22.5,-0.3,-1,46,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0.07,34,0.83,0.04,0,100,0,0,0,0,0,40,0.9,0,100,0.56,0.04,5,0,0.23,17,WR,1520,0,0,0,0,1,0,12,7,18.5,0,7.4,0,0,0.054,0,0.042,0,0,0,0,0,0,0,0,0,0,mitchell,steven mitchell,s,mitchell4600wrs,,WR,,,,,,,,,,,,,,,,,,
montgomery6600rbd,93.5,David Montgomery,6600,CHI,HOU,,,13.75,17.8,9.7,3.58,2.1,23,23,10.17,-5,0.65,0.95,9.5,7,0,0.95,3.8,47,22.5,23.5,0.7,1,46,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,61,4.1,0.3,0.45,2.93,1.4,0.93,34,0.83,0.04,24,600,1.26,0.44,66,0.66,0,30,11.8,2.8,700,0.63,0.25,94,0.41,0,17,RB,1520,0.667,0.635,0.694,14,3,2,21,11,7.4,0.1,40,0.114,0.429,0,0,0,0,0,0,0,0,0,0,0,0,0,montgomery,david montgomery,d,montgomery6600rbd,,RB,,,,,,,,,,,,,,,,,,
mooney5100wrd,83.15,Darnell Mooney,5100,CHI,HOU,,,7.41,10.4,4.4,1.85,1.5,0.5,9.7,5.56,-2,0.78,1,1.1,2,0,0.16,2.5,48,22.5,23.5,0.7,1,46,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.33,0.25,34,0.83,0.04,4,-400,0.7,0.07,50,0,0.5,40,60,0.5,600,1,0.12,84,0.23,0.15,13,WR,1520,0,0,0,0,5,3,35,19,10.7,0.2,0,0.333,0,0.152,0.1,0.146,0,0,0,0,0,0,0,0,0,0,mooney,darnell mooney,d,mooney5100wrd,,WR,,,,,,,,,,,,,,,,,,
moore4800wrd,72.9,David Moore,4800,SEA,NYJ,,,5.73,8.2,3.2,0.86,1.2,0.5,10.4,4.87,-16,0.49,0,0,2,0,0.54,3.2,29,33,16.5,2.5,-16.5,49.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0.38,0.13,42,0.87,0.67,3.1,-500,1.03,0.09,25,0,0.75,40,60,0.7,-100,1.92,0.21,63,0.31,0.31,19,WR,1520,0,0,0,0,2,2,25,16,12.5,0.3,8.5,0.273,0,0.078,0.135,0.093,0,0,0,0,0,0,0,0,0,0,moore,david moore,d,moore4800wrd,,WR,,,,,,,,,,,,,,,,,,
