combo_id,RylandID_master,Unnamed: 0,rating,name,salary,pos,min,team_team,team_opp,proj_proj,proj_ceiling,proj_floor,proj_proj+/-,proj_pts/sal,lines_full,lines_pp,trends_pro,trends_my,trends_opp+/-,trends_bargain,time_b2b,time_rest,vegas_pts,vegas_opppts,vegas_ml,vegas_o/u,vegas_ml%,vegas_openml,fantasyyear_ppg,fantasyyear_+/-,fantasyyear_consistency,fantasyyear_upside,fantasyyear_duds,fantasyyear_count,fantasymonth_ppg,fantasymonth_consistency,fantasymonth_duds,fantasymonth_upside,fantasymonth_count,stats-year_g,stats-year_a,stats-year_pts,stats-year_toi,stats-year_pts/60,stats-year_s,stats-year_satt,stats-year_effs%,stats-year_s%,stats-year_blk,stats-year_s+blk,stats-year_corsifor,stats-year_cagst,stats-year_fnkfor,stats-year_ppg,stats-year_ppa,stats-year_pptoi,stats-year_pps,stats-year_ppsa,stats-year_ppeffs%,stats-year_shg,stats-year_sha,stats-year_esg,stats-year_esa,stats-year_pim,stats-year_eng,stats-year_spred,stats-month_g,stats-month_a,stats-month_pts,stats-month_toi,stats-month_pts/60,stats-month_s,stats-month_satt,stats-month_effs%,stats-month_s%,stats-month_blk,stats-month_s+blk,stats-month_corsifor,stats-month_crsagst,stats-month_ppg,stats-month_ppa,stats-month_pptoi,stats-month_pps,stats-15_corsifor,stats-15_s+blk,stats-15_s,stats-15_blk,stats-15_satt,stats-15_ppsatt,stats-15_toi,stats-15_pptoi,stats-15_ppg,stats-15_ppa,teamstats-year_sattpred,teamstats-year_sa,teamstats-year_oppsaag,teamstats-year_saag,teamstats-year_oppsa,teamstats-year_pps,teamstats-year_pp%,teamstats-year_opppks,teamstats-year_opppk%,teamstats-month_sa,teamstats-month_oppsaa,teamstats-month_saag,teamstats-month_oppsa,teamstats-month_pps,teamstats-month_pp%,teamstats-month_opppks,teamstats-month_opppk%,teamstats-15_oppsa,slate_id,stats-year_svpred,stats-year_sv,stats-year_wins,stats-year_loss,stats-year_min,stats-year_so,stats-month_sv,stats-month_ga,stats-month_wins,stats-15_wins,teamstats-year_oppsattpred,teamstats-year_oppg,teamstats-year_opps,teamstats-year_pks,teamstats-year_pk%,teamstats-year_opppps,teamstats-year_opppp%,teamstats-month_oppg,teamstats-month_opps,teamstats-month_pks,teamstats-month_pk%,teamstats-month_opppps,teamstats-month_opppp%,teamstats-15_opps,opp,Last Name_master,First Name_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,RylandID,dkSalary
jasonrobertsonDAL,robertson9100wj,robertson9100wj,80.16,Jason Robertson,9100,W,0,DAL,COL-AGeorgiev,15.97,20.0,11.9,-1.05,1.8,1,1,21,1,-0.7,67,2,1,2.7,3.4,140,6.0,16,120,18.1,1.2,73,33,26,98,20.5,64,35,42,14,0.54,0.65,1.19,18.85,3.79,3.62,4.9,0.74,0.15,0.24,3.87,16.62,13.34,12.02,0.13,0.24,3.16,1.09,1.42,0.76,0.0,0.0,0.41,0.41,0.24,0.03,3.19,0.47,1.0,1.47,18.49,4.77,3.6,4.79,0.75,0.13,0.27,3.87,13.71,11.29,0.13,0.4,3.61,1.21,13.0,3.83,3.5,0.33,4.67,1.5,20.06,4.6,0.0,0.5,43.87,46.53,44.67,46.99,50.31,3.01,0.23,2.94,0.21,45.36,40.0,43.29,51.73,3.36,0.28,3.0,0.13,51.71,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL,robertson,j,88647-82170,W,j,Jason Robertson,robertson,19.0786669921875,75.0,9100,DAL@COL,DAL,COL,,,,,,W/UTIL,robertson9100wj,8200
ericrobinsonCBJ,robinson3800we,robinson3800we,43.43,Eric Robinson,3800,W,0,CLB,FLA-ALyon,6.35,8.1,4.6,-0.33,1.7,2,0,1,0,-2.1,36,1,2,2.7,4.5,222,7.0,23,180,6.4,-0.2,55,20,34,88,4.9,38,61,15,13,0.15,0.17,0.32,13.99,1.37,1.57,2.03,0.77,0.09,0.38,1.95,9.88,12.51,7.19,0.0,0.0,0.01,0.0,0.08,0.0,0.01,0.02,0.14,0.15,0.15,0.01,1.71,0.15,0.08,0.23,13.05,1.06,0.85,1.23,0.69,0.18,0.69,1.54,8.58,15.0,0.0,0.0,0.02,0.0,7.71,1.71,1.14,0.57,1.43,0.0,12.04,0.04,0.0,0.0,43.37,44.14,41.78,52.23,50.76,2.69,0.19,3.51,0.26,45.15,39.29,56.77,53.21,3.08,0.25,3.0,0.26,48.88,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FLA,robinson,e,88647-82852,W,e,Eric Robinson,robinson,6.011764526367188,68.0,3800,FLA@CBJ,CBJ,FLA,,,,,,W/UTIL,robinson3800we,2500
evanrodriguesCOL,rodrigues5400we,rodrigues5400we,77.71,Evan Rodrigues,5400,W,0,COL,DAL-JOettinger,9.78,12.4,7.2,-0.02,1.8,2,2,7,0,-2.3,78,0,3,3.4,2.7,-167,6.0,84,-140,10.5,0.3,56,21,30,93,9.5,46,40,20,15,0.23,0.28,0.52,16.69,1.87,2.99,3.58,0.83,0.08,0.33,3.32,14.76,11.68,10.83,0.09,0.07,1.92,0.39,0.43,0.91,0.01,0.0,0.14,0.21,0.44,0.0,2.08,0.21,0.29,0.5,14.75,2.03,1.93,2.69,0.72,0.11,0.57,2.5,16.38,10.62,0.07,0.07,0.99,0.15,15.8,1.4,1.2,0.2,1.8,0.0,15.45,0.9,0.0,0.2,48.49,50.31,46.99,44.67,46.53,3.16,0.27,2.87,0.17,51.73,43.29,40.0,45.36,3.07,0.35,2.29,0.19,40.67,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DAL,rodrigues,e,88647-62445,W,e,Evan Rodrigues,rodrigues,10.54754138383709,61.0,5400,DAL@COL,COL,DAL,,,,,,W/UTIL,rodrigues5400we,4700
alexanderromanovNYI,romanov4000da,romanov4000da,43.52,Alexander Romanov,4000,D,0,NYI,TB-AVasilevskiy,6.67,8.5,4.9,-0.91,1.7,2,0,1,0,-3.4,77,1,3,2.5,3.1,129,5.5,21,128,7.1,-0.8,71,21,26,89,7.9,58,41,25,12,0.02,0.24,0.26,19.86,0.79,1.31,1.83,0.72,0.02,1.73,3.04,15.87,17.35,11.49,0.0,0.0,0.04,0.01,0.05,0.25,0.0,0.01,0.02,0.22,0.64,0.0,1.03,0.0,0.33,0.33,18.59,1.07,1.33,2.08,0.64,0.0,1.92,3.25,15.73,17.0,0.0,0.0,0.01,0.0,16.67,3.17,1.0,2.17,1.67,0.0,19.97,0.01,0.0,0.0,46.4,45.31,44.07,48.55,45.91,2.69,0.19,3.14,0.21,50.58,40.94,46.83,47.13,2.42,0.14,3.19,0.25,49.43,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TB,romanov,a,88647-135663,D,a,Alexander Romanov,romanov,7.322666829427083,75.0,4000,NYI@TB,NYI,TB,,,,,,D/UTIL,romanov4000da,3300
nicolasroyVGK,roy4600cn,roy4600cn,55.33,Nicolas Roy,4600,C,0,VGK,MIN-MFleury,9.69,12.3,7.1,1.63,2.1,2,1,10,0,-3.4,67,0,2,3.1,3.1,-111,6.0,45,-115,8.3,0.4,43,24,36,87,15.7,28,0,14,14,0.21,0.27,0.48,15.92,1.81,1.58,2.16,0.73,0.13,0.59,2.17,11.48,12.14,8.11,0.04,0.04,1.67,0.45,0.57,0.79,0.0,0.01,0.17,0.21,0.37,0.01,2.83,0.5,0.25,0.75,16.45,2.74,3.75,4.0,0.94,0.13,1.0,4.75,10.25,14.75,0.0,0.25,1.96,0.75,10.25,4.75,3.75,1.0,4.0,1.0,16.45,1.96,0.0,0.25,47.61,48.19,44.48,50.13,44.1,2.49,0.22,3.2,0.22,43.43,49.57,57.57,42.36,2.43,0.24,3.14,0.25,40.43,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIN,roy,n,88647-66678,C,n,Nicolas Roy,roy,8.450000105233029,58.0,4600,MIN@VGK,VGK,MIN,,,,,,C/UTIL,roy4600cn,3700
mattroyLA,roy4600dm,roy4600dm,60.84,Matt Roy,4600,D,0,LA,SEA-MJones,7.64,9.7,5.6,-1.23,1.7,2,0,1,0,-3.0,91,1,2,3.0,3.1,-105,6.0,66,-110,9.0,-0.5,70,18,26,93,8.6,92,7,23,13,0.11,0.22,0.33,19.18,1.03,1.73,2.35,0.73,0.06,1.98,3.7,16.86,15.34,12.65,0.0,0.0,0.09,0.0,0.0,0.0,0.01,0.01,0.1,0.21,0.29,0.01,1.13,0.0,0.38,0.38,19.27,1.18,1.46,2.15,0.68,0.0,2.0,3.46,19.38,13.92,0.0,0.0,0.14,0.0,18.0,3.83,1.5,2.33,2.17,0.0,19.67,0.02,0.0,0.0,43.66,47.34,42.33,43.87,46.86,3.35,0.24,2.93,0.24,49.54,38.36,40.85,50.0,3.31,0.23,2.86,0.18,53.0,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,roy,m,88647-79865,D,m,Matt Roy,roy,8.874666341145833,75.0,4600,LA@SEA,LA,SEA,,,,,,D/UTIL,roy4600dm,4300
derekryanEDM,ryan3500cd,ryan3500cd,37.62,Derek Ryan,3500,C,0,EDM,ANA-JGibson,4.8,6.2,3.4,-1.0,1.4,4,0,1,0,-3.0,61,0,2,5.0,2.2,-510,7.0,79,-460,5.2,-0.8,54,20,39,105,4.2,50,50,14,14,0.15,0.09,0.24,11.17,1.29,1.09,1.42,0.77,0.14,0.61,1.7,8.59,8.65,6.13,0.0,0.0,0.09,0.0,0.01,0.0,0.01,0.01,0.14,0.08,0.33,0.0,1.13,0.13,0.0,0.13,11.22,0.7,1.13,1.5,0.76,0.12,0.33,1.47,7.86,7.5,0.0,0.0,0.07,0.0,6.29,1.14,0.57,0.57,0.86,0.0,10.44,0.0,0.0,0.0,51.68,47.47,54.22,44.2,40.65,3.22,0.33,3.19,0.27,46.0,54.0,40.14,38.85,3.21,0.38,2.54,0.3,37.14,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANA,ryan,d,88647-62927,C,d,Derek Ryan,ryan,5.259459624419341,74.0,3500,ANH@EDM,EDM,ANH,,,,,,C/UTIL,ryan3500cd,2500
ilyasamsonovTOR,samsonov8300gi,samsonov8300gi,56.5,Ilya Samsonov,8300,G,0,TOR,OTT-MSogaard,17.96,22.6,13.4,0.19,2.2,1,0,3,0,-1.2,42,1,0,3.7,3.0,-160,6.5,69,-152,18.4,0.9,35,25,12,94,14.9,30,7,15,13,2.56,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.91,45.49,0.0,0.0,0.0,0.0,0.0,0.0,45.62,46.73,0.0,0.0,0.0,0.0,50.29,4/1/23,0,25.4,0.58,0.3,57.58,0.06,27.5,3.33,0.33,0.33,46.88,3.19,32.45,3.12,0.23,3.56,0.25,3.47,33.8,3.15,0.27,3.4,0.22,35.71,OTT,samsonov,i,88647-83235,G,i,Ilya Samsonov,samsonov,18.1948711688702,39.0,8300,TOR@OTT,TOR,OTT,,,,,,G,samsonov8300gi,8000
mattiassamuelssonBUF,samuelsson3900dm,samuelsson3900dm,52.16,Mattias Samuelsson,3900,D,0,BUF,PHI-FSandstrom,7.0,8.9,5.1,-0.37,1.8,1,0,1,0,-3.6,82,2,1,3.3,3.3,-110,6.5,61,-120,6.4,-0.5,54,17,14,87,7.4,33,0,6,15,0.02,0.18,0.19,21.85,0.52,1.35,1.9,0.71,0.01,1.58,2.94,16.62,16.73,12.93,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.02,0.02,0.16,0.39,0.0,1.19,0.0,0.0,0.0,22.33,0.0,1.8,2.4,0.75,0.0,2.8,4.6,18.2,18.2,0.0,0.0,0.28,0.0,17.0,2.0,0.0,2.0,1.0,0.0,22.22,0.0,0.0,0.0,47.84,45.8,48.94,42.87,43.14,3.24,0.25,2.88,0.26,46.87,48.0,44.93,41.67,3.07,0.2,3.5,0.31,39.0,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PHI,samuelsson,m,88647-128509,D,m,Mattias Samuelsson,samuelsson,6.359183798030931,49.0,3900,BUF@PHI,BUF,PHI,,,,,,D/UTIL,samuelsson3900dm,3300
jakesandersonOTT,sanderson4600dj,sanderson4600dj,62.21,Jake Sanderson,4600,D,0,OTT,TOR-ISamsonov,12.58,15.8,9.4,3.71,2.7,1,1,4,0,-2.7,97,1,2,3.0,3.7,135,6.5,31,126,9.2,-0.4,56,27,36,74,10.1,73,26,26,15,0.06,0.36,0.41,21.43,1.15,1.57,2.28,0.69,0.04,1.86,3.43,15.74,14.94,11.61,0.03,0.2,2.3,0.24,0.32,0.73,0.0,0.0,0.03,0.16,0.11,0.0,1.59,0.0,0.47,0.47,22.39,1.26,1.47,2.07,0.71,0.0,2.4,3.87,14.6,15.53,0.0,0.27,2.9,0.13,15.14,4.14,1.29,2.86,2.29,0.29,24.11,3.28,0.0,0.14,46.88,45.49,43.91,44.37,45.77,3.56,0.25,3.12,0.23,46.73,45.62,45.6,43.92,3.4,0.22,3.15,0.27,47.43,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOR,sanderson,j,88647-142019,D,j,Jake Sanderson,sanderson,9.142857142857142,70.0,4600,TOR@OTT,OTT,TOR,,,,,,D/UTIL,sanderson4600dj,4800
travissanheimPHI,sanheim4300dt,sanheim4300dt,59.99,Travis Sanheim,4300,D,0,PHI,BUF-ULuukkonen,6.78,8.6,4.9,-1.45,1.6,2,0,1,0,-1.4,82,1,2,3.3,3.3,-110,6.5,39,100,7.9,-0.2,64,25,34,88,9.7,83,16,25,12,0.09,0.22,0.31,21.16,0.88,1.39,1.94,0.71,0.07,1.78,3.17,15.16,17.54,11.48,0.0,0.01,0.8,0.07,0.12,0.6,0.01,0.0,0.08,0.2,0.55,0.0,1.19,0.23,0.15,0.38,19.53,1.17,1.38,1.75,0.79,0.17,1.77,3.15,12.0,15.5,0.0,0.0,0.17,0.0,13.14,3.14,1.43,1.71,1.57,0.0,20.66,0.27,0.0,0.0,42.81,43.14,42.87,48.94,45.8,2.79,0.15,2.79,0.25,41.67,44.93,48.0,46.87,2.25,0.22,2.47,0.24,45.14,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,sanheim,t,88647-59271,D,t,Travis Sanheim,sanheim,7.606849147848887,73.0,4300,BUF@PHI,PHI,BUF,,,,,,D/UTIL,sanheim4300dt,3700
lukeschennTOR,schenn3700dl,schenn3700dl,49.16,Luke Schenn,3700,D,0,TOR,OTT-MSogaard,4.22,5.4,3.0,-2.72,1.1,3,0,1,0,-3.4,86,1,3,3.7,3.0,-160,6.5,69,-152,6.9,-0.9,46,23,40,86,1.8,0,61,0,13,0.07,0.25,0.32,16.7,1.15,1.12,1.63,0.69,0.06,1.37,2.49,12.54,14.77,9.23,0.0,0.0,0.06,0.0,0.0,0.0,0.01,0.03,0.05,0.22,1.12,0.01,0.7,0.0,0.0,0.0,11.72,0.0,0.5,0.63,0.8,0.0,0.63,1.13,9.25,11.5,0.0,0.0,0.0,0.0,8.5,0.83,0.33,0.5,0.33,0.0,11.81,0.0,0.0,0.0,46.63,45.77,44.37,43.91,45.49,3.17,0.24,3.53,0.19,43.92,45.6,45.62,46.73,2.85,0.27,3.2,0.23,50.29,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OTT,schenn,l,88647-8688,D,l,Luke Schenn,schenn,6.933333139570933,63.0,3700,TOR@OTT,TOR,OTT,,,,,,D/UTIL,schenn3700dl,3200
nickschmaltzARI,schmaltz6300wn,schmaltz6300wn,79.69,Nick Schmaltz,6300,W,0,ARI,SJ-KKahkonen,15.63,19.6,11.7,4.07,2.5,1,1,3,0,0.2,51,2,1,3.3,3.4,-105,6.5,75,110,13.0,1.9,53,27,26,92,12.9,62,18,25,16,0.33,0.58,0.92,19.69,2.8,2.01,2.85,0.71,0.17,0.49,2.5,13.33,13.98,10.17,0.1,0.1,2.8,0.51,0.66,0.78,0.0,0.01,0.24,0.47,0.31,0.01,2.35,0.23,0.77,1.0,19.15,3.13,1.77,3.33,0.53,0.13,0.62,2.38,13.08,14.5,0.08,0.15,2.75,0.58,14.14,2.43,2.0,0.43,3.14,0.57,20.85,2.76,0.0,0.14,43.81,39.0,47.11,48.35,45.92,2.7,0.2,3.11,0.17,38.47,48.21,49.8,45.57,2.4,0.25,3.64,0.18,44.33,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SJ,schmaltz,n,88647-73889,W,n,Nick Schmaltz,schmaltz,12.34098340644211,61.0,6300,SJ@ARI,ARI,SJ,,,,,,W/UTIL,schmaltz6300wn,5200
justinschultzSEA,schultz3700dj,schultz3700dj,57.52,Justin Schultz,3700,D,0,SEA,LA-PCopley,8.22,10.4,6.0,1.28,2.2,3,2,2,0,-4.2,91,0,2,3.1,3.0,-115,6.0,34,-110,8.0,-0.6,60,23,31,95,4.7,64,35,7,14,0.1,0.36,0.47,17.38,1.62,1.34,1.8,0.74,0.08,1.07,2.41,13.29,13.2,9.84,0.02,0.14,2.06,0.18,0.23,0.79,0.0,0.0,0.08,0.22,0.6,0.0,1.02,0.0,0.14,0.14,17.14,0.49,1.36,1.71,0.79,0.0,0.86,2.21,14.29,11.93,0.0,0.07,1.87,0.14,14.33,1.67,1.33,0.33,1.67,0.0,16.7,1.76,0.0,0.0,46.47,46.86,43.87,42.33,47.34,2.92,0.18,3.25,0.26,50.0,40.85,38.36,49.54,2.93,0.17,3.0,0.26,47.0,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LA,schultz,j,88647-23228,D,j,Justin Schultz,schultz,7.646969881924716,66.0,3700,LA@SEA,SEA,LA,,,,,,D/UTIL,schultz3700dj,3400
jadenschwartzSEA,schwartz4800wj,schwartz4800wj,71.25,Jaden Schwartz,4800,W,0,SEA,LA-PCopley,10.64,13.4,7.9,2.01,2.2,2,2,11,0,-3.1,83,0,2,3.1,3.0,-115,6.0,34,-110,10.2,0.6,47,21,26,87,13.5,78,21,57,14,0.29,0.29,0.58,17.45,1.99,2.42,3.17,0.76,0.12,0.34,2.75,13.17,11.13,9.78,0.08,0.03,2.24,0.42,0.66,0.64,0.0,0.0,0.22,0.26,0.34,0.06,2.68,0.43,0.36,0.79,17.11,2.77,3.07,3.86,0.8,0.14,0.36,3.43,15.0,11.0,0.0,0.07,2.01,0.21,15.5,4.0,4.0,0.0,5.33,0.83,16.72,1.71,0.0,0.17,46.47,46.86,43.87,42.33,47.34,2.92,0.18,3.25,0.26,50.0,40.85,38.36,49.54,2.93,0.17,3.0,0.26,47.0,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LA,schwartz,j,88647-21122,W,j,Jaden Schwartz,schwartz,10.306154221754808,65.0,4800,LA@SEA,SEA,LA,,,,,,W/UTIL,schwartz4800wj,4200
nickseelerPHI,seeler3700dn,seeler3700dn,46.87,Nick Seeler,3700,D,0,PHI,BUF-ULuukkonen,5.94,7.6,4.3,-1.0,1.6,3,0,1,0,-1.6,86,1,2,3.3,3.3,-110,6.5,39,100,6.3,-0.5,68,18,13,88,7.7,91,8,25,12,0.06,0.13,0.18,14.41,0.75,1.08,1.38,0.78,0.05,1.97,3.06,11.9,12.94,9.11,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.06,0.11,0.72,0.0,0.72,0.08,0.15,0.23,14.0,0.99,0.77,1.33,0.58,0.1,2.46,3.23,11.17,11.58,0.0,0.0,0.0,0.0,9.57,3.43,0.43,3.0,0.71,0.0,14.3,0.0,0.0,0.0,42.81,43.14,42.87,48.94,45.8,2.79,0.15,2.79,0.25,41.67,44.93,48.0,46.87,2.25,0.22,2.47,0.24,45.14,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUF,seeler,n,88647-68630,D,n,Nick Seeler,seeler,6.585915578922755,71.0,3700,BUF@PHI,PHI,BUF,,,,,,D/UTIL,seeler3700dn,3200
tylerseguinDAL,seguin5200ct,seguin5200ct,72.16,Tyler Seguin,5200,C,0,DAL,COL-AGeorgiev,9.67,12.2,7.1,0.38,1.9,2,2,5,0,-1.1,67,2,1,2.7,3.4,140,6.0,16,120,11.0,0.9,60,26,33,98,7.9,35,21,14,14,0.27,0.37,0.64,17.13,2.24,2.59,3.41,0.76,0.11,0.37,2.96,13.27,13.29,9.74,0.07,0.03,2.12,0.49,0.63,0.78,0.01,0.01,0.2,0.33,0.33,0.03,2.58,0.33,0.44,0.78,14.74,3.17,2.11,2.25,0.94,0.16,0.33,2.44,10.13,9.75,0.11,0.0,2.34,0.38,9.75,3.0,2.75,0.25,2.75,0.75,15.63,2.89,0.0,0.0,43.87,46.53,44.67,46.99,50.31,3.01,0.23,2.94,0.21,45.36,40.0,43.29,51.73,3.36,0.28,3.0,0.13,51.71,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COL,seguin,t,88647-12417,C,t,Tyler Seguin,seguin,10.705797278362772,69.0,5200,DAL@COL,DAL,COL,,,,,,C/UTIL,seguin5200ct,4300
mikhailsergachevTB,sergachev6200dm,sergachev6200dm,66.83,Mikhail Sergachev,6200,D,0,TB,NYI-ISorokin,12.97,16.2,9.7,0.66,2.1,2,1,5,0,-3.4,73,0,2,3.1,2.5,-154,5.5,79,-154,11.3,-0.8,74,20,22,106,14.6,75,25,37,16,0.1,0.53,0.63,23.36,1.62,1.76,2.67,0.66,0.06,1.88,3.65,17.58,16.44,12.95,0.03,0.22,2.19,0.3,0.38,0.78,0.0,0.01,0.07,0.3,0.74,0.0,1.58,0.06,1.0,1.06,24.4,2.61,2.25,3.19,0.71,0.03,1.25,3.5,18.81,15.31,0.06,0.44,3.24,0.5,17.57,3.29,2.0,1.29,3.29,0.71,23.57,3.01,0.14,0.29,48.4,45.91,48.55,44.07,45.31,3.42,0.26,2.89,0.18,47.13,46.83,40.94,50.58,3.25,0.23,2.33,0.21,52.83,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NYI,sergachev,m,88647-70907,D,m,Mikhail Sergachev,sergachev,12.931081411000845,74.0,6200,NYI@TB,TB,NYI,,,,,,D/UTIL,sergachev6200dm,5400
damonseversonNJ,severson3700dd,severson3700dd,58.57,Damon Severson,3700,D,0,NJD,CHI-AStalock,7.85,9.9,5.8,0.91,2.1,3,2,4,0,-3.6,89,1,2,4.4,2.3,-342,6.5,69,-330,7.7,-0.6,63,25,34,90,9.6,80,20,40,15,0.08,0.33,0.4,20.53,1.17,1.26,1.86,0.68,0.06,1.34,2.6,18.42,15.1,13.29,0.01,0.04,1.44,0.09,0.15,0.62,0.0,0.0,0.07,0.28,0.49,0.0,1.1,0.13,0.5,0.63,18.83,2.01,1.19,1.73,0.69,0.11,1.44,2.63,19.67,13.73,0.06,0.06,1.02,0.07,20.0,2.43,1.29,1.14,1.71,0.14,19.08,0.82,0.0,0.0,51.01,50.81,49.93,44.81,38.84,2.75,0.19,2.77,0.24,56.2,47.73,46.47,37.87,2.2,0.27,2.67,0.25,41.0,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,severson,d,88647-43152,D,d,Damon Severson,severson,7.72432399440456,74.0,3700,NJ@CHI,NJ,CHI,,,,,,D/UTIL,severson3700dd,3300
yegorsharangovichNJ,sharangovich4000wy,sharangovich4000wy,61.2,Y. Sharangovich,4000,W,0,NJD,CHI-AStalock,8.11,10.3,5.9,1.04,2.0,4,0,1,0,-2.2,51,1,2,4.4,2.3,-342,6.5,69,-330,8.6,0.1,45,24,47,90,6.0,26,33,13,15,0.25,0.21,0.46,14.88,1.86,1.87,2.63,0.71,0.13,0.51,2.38,11.81,10.93,8.64,0.01,0.0,0.29,0.05,0.1,0.5,0.04,0.02,0.2,0.19,0.37,0.01,1.61,0.1,0.1,0.2,13.57,0.88,1.9,2.44,0.78,0.05,0.7,2.6,12.22,10.56,0.0,0.0,0.0,0.0,12.86,2.57,2.0,0.57,2.71,0.0,14.33,0.01,0.0,0.0,51.01,50.81,49.93,44.81,38.84,2.75,0.19,2.77,0.24,56.2,47.73,46.47,37.87,2.2,0.27,2.67,0.25,41.0,4/1/23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CHI,sharangovich,y,88647-97212,W,y,Yegor Sharangovich,sharangovich,7.942028985507246,69.0,4000,NJ@CHI,NJ,CHI,,,,,,W/UTIL,sharangovich4000wy,2900
